번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
45,보안검색교육기관의 시설 지정기준에 대한 설명 중 옳지 않은 것은?,,"강의실 면적은 60제곱미터 이상으로 하되, 1제곱미터당 1.2명 이하가 되도록 하여야 한다.",야간교육을 하는 경우 조명시설은 책상면과 칠판면의 조도가 150럭스 이상이어야 한다.,실습실 면적은 실습의 효율성을 위해 60제곱미터 이상이어야 한다.,급수시설은 상수도를 사용하는 경우를 제외하고는 먹는물 수질기준에 적합하여야 한다.,3,항공보안법 시행규칙 별표 1에 따르면 실습실 면적은 '45제곱미터 이상'이어야 한다.
46,공항운영자등이 수립하는 자체 우발계획에 포함되어야 할 사항의 연결이 옳지 않은 것은?,,공항운영자 - 항공기 납치시의 대응대책,항공운송사업자 - 공항시설 위협시의 대응대책,항공운송사업자 - 항공기납치 방지대책,도심공항터미널 경영자 - 항공기납치 방지대책,4,"항공보안법 시행규칙 제18조제2항에 따라 도심공항터미널 경영자의 자체 우발계획에는 '공항시설 위협시 대응대책'과 '폭발물/생화학무기 대응대책'만 포함되며, 항공기납치 방지대책은 해당하지 않는다."
47,관할 국가경찰관서의 장이 공항운영자 등에게 서면으로 요구하여야만 하는 필요한 조치 사항은?,,보안검색대상자에 대한 불심검문 협력,보안검색대상자의 물품 수색에 대한 협력,보안검색강화를 위한 항공보안검색요원의 증원배치,필요하다고 인정되는 방법에 의한 보안검색,3,항공보안법 시행규칙 제14조 단서에 따라 그 이행에 예산이 수반되거나 '항공보안검색요원의 증원계획'에 관한 사항은 서면으로 요구하여야 한다.
48,"국토교통부장관이 소속 항공보안 감독관을 통해 공항운영자등에 대하여 점검을 실시할 때, 점검계획을 통지해야 하는 기한으로 옳은 것은? (단, 긴급한 경우 등 예외 상황은 제외)",,점검 3일 전까지,점검 7일 전까지,점검 10일 전까지,점검 14일 전까지,2,"항공보안법 제33조제5항에 따라 점검 7일 전까지 점검일시, 이유, 내용 등에 대한 점검계획을 통지하여야 한다."
49,보호구역등에 대한 출입허가 및 관리에 관한 설명으로 옳지 않은 것은?,,공항운영자가 관할하지 않는 지역의 출입허가를 하려면 관할 행정기관의 장과 미리 협의하여야 한다.,차량을 운행하여 출입하는 경우 해당 차량의 운전석 앞 유리창에 차량출입증을 붙여야 한다.,화물터미널운영자는 보호구역등을 출입하는 사람 또는 차량에 대하여 기록하고 이를 3년 이상 보존하여야 한다.,차량을 운행하여 출입하려는 사람은 그 차량에 대하여 따로 차량출입허가신청서를 제출하여야 한다.,3,항공보안법 시행규칙 제6조제5항에 따라 공항운영자 및 화물터미널운영자는 보호구역등을 출입하는 사람 또는 차량에 대한 기록을 '1년 이상' 보존하여야 한다.
50,항공운송사업자가 화물기에 탑재하는 화물에 대하여 실시할 수 있는 보안검색 방법으로 법령에 명시되지 않은 것은?,,개봉검색,폭발물 흔적탐지장비에 의한 검색,문형금속탐지기에 의한 검색,폭발물 탐지견에 의한 검색,3,"항공보안법 시행규칙 제12조제2항에 따른 화물기 화물 보안검색 방법에는 개봉, 엑스선, 폭발물 탐지장비, 폭발물 흔적탐지장비, 폭발물 탐지견에 의한 검색이 명시되어 있으며, 문형금속탐지기는 포함되지 않는다."
51,항공운송사업자가 법령에 따라 승객의 탑승을 거절할 수 있는 대상자에 명시적으로 포함되지 않는 사람은?,,신분증명서 제시를 요구받았으나 본인 일치 여부 확인을 거부하는 사람,항공기 내에서 전자기기를 사용하여 항공기 운항을 저해한 사실이 있는 사람,탑승수속 시 욕설이나 모욕을 주는 행위를 하여 다른 승객의 안전을 해칠 우려가 있는 사람,기장등의 정당한 직무상 지시에 따르지 아니한 사람,2,"항공보안법 시행규칙 제13조(탑승거절 대상자)에는 법 제23조제2항의 행위(폭행, 조작 등)를 한 자는 포함되나, 제23조제1항의 전자기기 사용 위반 사실만으로 탑승 거절 대상자로 명시되어 있지는 않다."
52,"보안검색 실패 등의 대책과 관련하여, 국토교통부장관이 다른 국가로부터 항공보안 위협 사항을 통보받은 경우 취해야 할 조치로 옳은 것은?",,해당 항공기가 영공에 진입하지 못하도록 즉각적인 회항을 명령하여야 한다.,해당 항공기를 격리계류장으로 유도하여 보안검색 등 보안조치를 하여야 한다.,해당 항공기 소속 국가의 행정기관에 즉각적인 외교적 항의 서한을 발송해야 한다.,해당 항공기가 착륙한 즉시 모든 승무원을 억류하고 조사를 진행하여야 한다.,2,항공보안법 시행령 제19조제3항에 따라 국토교통부장관은 다른 국가로부터 통보받은 경우 해당 항공기를 격리계류장으로 유도하여 보안검색 등 보안조치를 하여야 한다.
53,항공기 내의 보안과 관련하여 기장 등의 권한에 대한 설명으로 옳지 않은 것은?,,기장등은 항공기 내의 질서를 어지럽히는 행위를 하려는 사람에 대하여 저지하기 위한 필요한 조치를 할 수 있다.,"승객의 항공기 탑승 관련 업무를 지원하는 항공사 직원도 기장의 지원요청을 받으면 저지 조치를 할 수 있으며, 이때 기장의 지휘를 받아야 한다.","기장등이 기내에서 죄를 범한 자를 체포한 경우, 항공기가 착륙하였을 때 체포된 사람이 계속 탑승하는 것에 동의하더라도 즉각 하기시켜야 한다.",기장등은 승객이 기내에서 금연 구역 흡연 등 소란행위를 할 우려가 있는 경우 이를 중지하게 하거나 경고하여 사전에 방지하도록 노력하여야 한다.,3,"항공보안법 제22조제3항에 따르면, 항공기가 착륙하였을 때 '체포된 사람이 그 상태로 계속 탑승하는 것에 동의하거나' 체포된 사람을 내리게 할 수 없는 사유가 있는 경우를 제외하고는 체포한 상태로 이륙하여서는 아니 된다고 규정하여, 동의 시 계속 탑승(이륙)이 예외적으로 가능하다."
54,수감 중인 사람 등을 호송하는 경우 항공운송사업자가 취해야 할 조치 및 통보 절차로 옳지 않은 것은?,,항공운송사업자는 호송대상자가 탑승하는 항공기의 기장에게 호송사실을 통보하여야 한다.,항공운송사업자는 호송대상자의 좌석 정보를 기장에게 통보하여야 한다.,항공운송사업자는 사법경찰관리에게 호송대상자의 좌석 및 안전조치 요구사항을 통보하여야 한다.,항공운송사업자는 승객의 안전을 위해 호송대상자의 탑승절차를 별도로 마련하여야 한다.,2,"항공보안법 시행규칙 제14조제1항에 따르면, 항공운송사업자는 '기장에게는 호송사실을', '사법경찰관리 등에게는 호송대상자의 좌석 및 안전조치 요구사항'을 각각 통보하여야 한다. 기장에게 좌석을 통보한다는 명시적 규정은 없다."
55,항공보안장비 성능 인증 등 수수료 부과기준에서 '인증기관의 성능 인증 등 수수료'의 '직접비용'에 해당하는 항목은?,,업무 수행에 참여한 인력의 급여 및 상여금,임원 및 지원부서 직원 등의 간접 인건비,도서구매 및 번역비용,소모품비 및 통신비,3,"항공보안법 시행규칙 별표 4에 따르면 직접비용은 '국내외 출장여비, 적합성 자료의 분석을 위한 도서구매 및 번역비용 등 실제 소요되는 비용'이다. (1번은 인건비, 2번은 간접비용, 4번은 그 밖의 비용임)"
56,항공기 내 무기 반입이 예외적으로 허용되는 '특정한 직무'에 해당하지 않는 것은?,,「대통령 등의 경호에 관한 법률」에 따른 경호업무,「경찰관 직무집행법」에 따른 주요 인사 경호업무,외국정부의 중요 인물을 경호하는 해당 정부의 경호업무,「국가정보원법」에 따른 대테러 첩보 수집 업무,4,항공보안법 시행령 제18조의2(특정 직무의 수행)에 국가정보원의 대테러 첩보 수집 업무는 기내 무기 반입이 허용되는 특정한 직무로 명시되어 있지 않다.
57,"공항운영자, 항공운송사업자 등이 작성하여 1년 이상 보존해야 하는 '보안검색에 관한 기록'에 필수적으로 포함되어야 할 사항이 아닌 것은?",,항공보안장비의 점검 및 운용에 관한 사항,무기 등 위해물품 적발 현황 및 처리 결과,보안검색 업무 수행 중 발생한 보안검색 실패 사례 및 징계 회의록,항공보안검색요원에 대한 현장교육훈련 기록,3,항공보안법 시행규칙 제16조제1항의 보안검색 기록 포함사항에 '징계 회의록'은 포함되지 않는다. (그 밖에 보안검색업무 수행 중에 발생한 특이사항은 포함됨)
58,상용화주의 지정 절차에 대한 설명으로 옳은 것은?,,상용화주로 지정받으려는 자는 항공화물 보안프로그램 등을 첨부하여 경찰청장에게 제출해야 한다.,지정신청서를 접수한 지방항공청장은 국가경찰관서와 합동 심사위원회를 구성하여 심사해야 한다.,지방항공청장은 필요한 경우 전문가를 위촉하여 상용화주 지정 심사를 할 수 있다.,상용화주를 지정한 경우 지방항공청장은 이를 즉시 국토교통부장관에게만 통보하면 된다.,3,"항공보안법 시행규칙 제9조의3에 따르면 지정은 지방항공청장에게 신청하며(1번 틀림), 항공보안 감독관 등 관계공무원이 심사하되 필요시 전문가 위촉이 가능하고(2번 틀림, 3번 맞음), 지정 후 '항공운송사업자'에게 통보해야 한다(4번 틀림)."
59,생체정보의 이용 및 파기 실태 점검에 관한 설명 중 옳지 않은 것은?,,국토교통부장관은 생체정보를 보호하기 위하여 연 1회 이상 이용 및 파기 실태를 점검해야 한다.,국토교통부장관은 점검을 위하여 공항운영자 및 항공운송사업자에게 생체정보등의 현황 자료를 요청할 수 있다.,점검 결과는 법령에 따라 즉시 개인정보보호위원회에 의무적으로 통지해야 한다.,이용 및 파기 실태 점검에 필요한 세부사항은 국토교통부장관과 법 제14조의2제2항에 따른 관계 행정기관이 협의하여 정한다.,3,항공보안법 시행령 제8조제3항에 따라 국토교통부장관은 점검 결과를 법 제14조의2제2항에 따른 '관계 행정기관'에 통지해야 한다. (개인정보보호위원회 명시 안됨)
60,국토교통부장관이 보안검색위탁업체의 지정을 반드시 취소하여야 하는 사유(필요적 취소 사유)에 해당하지 않는 것은?,,거짓이나 그 밖의 부정한 방법으로 지정을 받은 경우,「경비업법」에 따른 경비업의 허가가 취소된 경우,「경비업법」에 따른 경비업의 영업이 정지된 경우,보안검색 업무의 수행 중 중대한 과실로 인명피해가 발생한 경우,4,"항공보안법 제15조제8항에 따르면 제1호(부정한 방법) 및 제2호(경비업 허가취소/영업정지)에 해당하면 지정을 취소하여야 하나(필요적 취소), 제4호(인명피해/검색실패)는 임의적 취소 사유이다."
61,지방항공보안협의회 위원의 지명 철회 또는 해촉 사유로 법령에 명시되지 않은 것은?,,심신장애로 인하여 직무를 수행할 수 없게 된 경우,직무와 관련된 비위사실이 있는 경우,지방항공청장이 직권으로 위원회 정원을 축소하기로 결정한 경우,위원이 해당 안건의 당사자와 친족이거나 친족이었음에도 불구하고 회피하지 아니한 경우,3,항공보안법 시행령 제3조의3 및 제2조의3에 명시된 지명 철회 및 해촉 사유에 '위원장(지방항공청장)의 직권 정원 축소'는 포함되어 있지 않습니다.
62,공항운영자가 보안검색 장소 외의 별도의 장소에서 보안검색을 실시할 수 있는 '특별 보안검색대상'으로 명시되지 않은 사람은?,,의료보조장치를 착용한 장애인,임산부,중환자,유골 및 유해를 운구하는 유족,4,"항공보안법 시행규칙 제13조제1항에 따른 특별 보안검색방법 적용 대상은 의료보조장치를 착용한 장애인, 임산부, 중환자 등입니다. 유골 및 유해는 개봉검색 예외 대상으로 규정되어 있을 뿐, 운구자를 별도 장소에서 검색한다는 명문은 없습니다."
63,상용화주가 보안검색을 한 항공화물 및 우편물에 대하여 항공운송사업자가 보안검색을 다시 실시하여야 하는 예외 사유로 명시되지 않은 것은?,,화물전용기에서 여객기로 옮겨지는 경우,화물이 환승 공항에 도착하여 12시간 이상 계류되는 경우,접수·보안검색·운송 등 취급과정에서 상용화주 및 항공운송사업자의 통제를 벗어난 경우,관할 국가경찰관서의 장이 필요한 조치를 요구한 경우,2,항공보안법 시행규칙 제17조의4제3항에 규정된 예외 사유(재검색 사유)에 '환승 공항 12시간 이상 계류'는 포함되지 않습니다.
64,항공기 내로 위해물품이 유입되는 것을 방지하기 위한 기내식 및 기내저장품 통제 규정으로 옳지 않은 것은?,,항공운송사업자는 기내식 또는 기내저장품을 운반하는 사람 및 차량에 대하여 보안대책을 수립하여야 한다.,항공운송사업자는 기내식 제조시설에 대하여 보안대책을 수립하여야 한다.,외부의 침입 흔적이 있는 기내식은 폭발물 흔적탐지장비로 추가 검색을 거친 후 탑재할 수 있다.,항공운송사업자가 지정한 사람에 의하여 검사·확인되지 아니한 경우에는 기내로 유입되게 하여서는 아니 된다.,3,"항공보안법 시행규칙 제10조제2항에 따르면, 외부의 침입 흔적이 있는 경우 기내식 또는 기내저장품 등이 기내로 유입되게 하여서는 아니 된다고만 명시되어 있으며, 재검색 후 탑재를 허용하는 규정은 없습니다."
65,위반행위에 따른 과태료의 법정 상한액이 나머지 셋과 다른 하나는?,,보안검색에 관한 기록을 작성·유지하지 아니한 자,항공보안 점검업무의 수행에 필요한 서류 및 자료를 제출하지 아니한 자,항공기가 이륙하기 전 승객의 협조의무를 영상물 상영 등으로 안내하지 아니한 항공운송사업자,항공운송사업자의 지시에도 불구하고 휴대물품을 가지고 내리지 아니한 통과 승객,4,"항공보안법 제51조에 따르면 1~3번은 제2항에 따라 500만원 이하의 과태료 부과 대상이며, 4번(통과 승객 불이행)은 제3항에 따라 100만원 이하의 과태료 부과 대상입니다."
66,보안검색 실패 등에 대한 대책 및 보고 절차와 관련된 설명 중 옳지 않은 것은?,,검색장비가 정상 작동되지 않은 상태로 검색한 사실을 알게 된 공항운영자등은 이를 즉시 국토교통부장관에게 보고해야 한다.,불법방해행위가 발생한 경우 지방항공청장에게 보고함과 동시에 관련 행정기관에도 지체 없이 통보하여야 한다.,"무기·폭발물 등에 의하여 항공기에 대한 위협이 증가하는 상황이 발생하면, 지방항공청장 보고 외에 관련 행정기관에도 지체 없이 통보해야 할 의무가 법령에 명시되어 있다.",국토교통부장관은 다른 국가로부터 검색 미흡 등의 사항을 통보받은 경우 해당 항공기를 격리계류장으로 유도하여 보안조치를 하여야 한다.,3,"항공보안법 시행규칙 제11조제1항에 따르면, 보고 사항 중 '불법방해행위가 발생한 경우(제1호)'에 대해서만 관련 행정기관에 지체 없이 통보하라고 명시되어 있습니다. '위협 증가(제4호)'는 지방청장 보고 사유일 뿐 행정기관 통보 의무가 명시되지 않았습니다."
67,"항공기에 탑승하는 사람의 본인 일치 여부를 확인할 수 있는 신분증명서(또는 서류)로 명시적으로 인정되는 것만을 모두 고른 것은? (단, 특별한 예외 조건이 없는 일반 상황을 전제함)","ㄱ. 「도로교통법 시행규칙」에 따른 운전경력증명서
ㄴ. 「지방자치법」에 따른 지방자치단체의 공무원 신분증
ㄷ. 「주민등록법 시행령」에 따른 주민등록증 발급신청 확인서
ㄹ. 「학원의 설립·운영 및 과외교습에 관한 법률」에 따른 학원 수강증","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,항공보안법 시행규칙 별표 5에 학원 수강증은 신분증명서로 명시되어 있지 않습니다.
68,"항공보안장비 시험기관에 대한 행정처분(지정취소 및 업무정지) 기준에 관한 설명으로 옳지 않은 것은? (단, 최근 3년 내 위반을 가정함)",,거짓으로 시험기관 지정을 받은 경우 1차 위반 시 곧바로 지정을 취소한다.,정당한 사유 없이 성능평가시험을 실시하지 않은 경우 1차 위반 시 업무정지 30일 처분을 내린다.,법령에 따른 기준·방법 등을 위반하여 성능평가시험을 실시한 경우 1차 위반 시 업무정지 60일 처분을 내린다.,지정기준을 충족하지 못하게 된 경우 1차 위반 시 업무정지 30일 처분을 내린다.,4,항공보안법 시행규칙 별표 3에 따르면 시험기관이 지정기준을 충족하지 못하게 된 경우 1차 위반 시 '시정조치' 처분이 내려집니다.
69,항공보안검색요원의 업무 수행 제한에 관한 법령의 내용으로 옳지 않은 것은?,,공항운영자는 소속 항공보안검색요원이 보안검색 업무를 수행 중인 때에는 보안검색 업무 외의 다른 업무를 수행하게 하여서는 아니 된다.,항공운송사업자 소속 항공보안검색요원에게도 다른 업무 병행 금지 규정이 동일하게 적용된다.,보안검색을 위탁받은 업체도 자사 소속 항공보안검색요원에게 검색 중 타 업무를 수행하게 할 수 없다.,"공항 내 긴급 혼잡 상황 발생 시, 공항운영자의 재량 하에 일시적으로 여객 안내 및 질서유지 업무를 병행토록 지시할 수 있다.",4,"항공보안법 시행규칙 제18조(다른 직무의 금지 등)에 따르면 어떠한 경우에도 보안검색 업무 수행 중인 자에게 다른 업무를 수행하게 하여서는 아니 되며, 긴급 혼잡 상황에 대한 예외 규정은 존재하지 않습니다."
70,항공보안법에 규정된 위반행위 중 법정형(징역 상한 기준)이 가장 무거운 것은?,,위계 또는 위력으로써 운항 중인 항공기의 항로를 변경하게 하여 정상 운항을 방해한 사람,폭행·협박 등으로 기장등의 정당한 직무집행을 방해하여 항공기와 승객의 안전을 해친 사람,폭행 등으로 항공기를 강탈하거나 그 운항을 강제하여 사람을 사상에 이르게 한 사람,계류 중인 항공기의 안전을 해칠 정도로 항공기를 파손한 사람,3,"항공보안법 제40조제2항에 따라 항공기를 강탈/운항강제하여 사상에 이르게 한 사람은 사형 또는 무기징역에 처합니다. (1번은 10년 이하, 2번은 10년 이하, 4번은 7년 이하)"
71,항공보안장비 시험기관으로 지정받기 위한 '장비' 기준에 명시적으로 규정되어 있지 않은 것은?,,엑스선검색장비 연속동작시험용 시설,엑스선검색장비 등 대형장비용 온도·습도시험실(장비),문형금속탐지장비 및 휴대용금속탐지장비 방사선 누출 차폐실,휴대용 금속탐지장비 및 시험용 낙하시험장비,3,항공보안법 시행규칙 별표 2(장비 기준)에 방사선 관련하여 '표면방사선량률 측정장비'는 규정되어 있으나 금속탐지장비 방사선 누출 차폐실 등은 명시되어 있지 않습니다.
72,보안검색교육기관의 지정 취소에 관한 규정으로 옳지 않은 것은?,,국토교통부장관은 교육기관이 거짓이나 부정한 방법으로 지정을 받은 경우 반드시 지정을 취소하여야 한다.,"교육기관이 지정기준에 미달하게 된 경우 지정을 취소할 수 있으나, 일시적으로 미달하게 되어 3개월 내에 다시 갖춘 경우는 제외한다.",교육의 전 과정을 1년 이상 운영하지 아니한 경우 지정을 취소할 수 있다.,국토교통부장관이 교육기관의 지정을 취소하려면 사전에 청문을 실시하여야 한다.,3,항공보안법 제28조제4항제3호에 따라 교육의 전 과정을 '2년 이상' 운영하지 아니한 경우 지정을 취소할 수 있습니다.
73,시험기관의 항공보안장비 성능 검사 수수료를 산정할 때 '장비사용료' 항목에 포함되는 세부 내역만을 고른 것은?,"ㄱ. 장비별 법정내용연수를 기준으로 한 감가상각비
ㄴ. 시험활동에 투입된 수행 인력의 임금단가
ㄷ. 장비 수리 및 교환에 따른 부품의 비용
ㄹ. 장비가동에 필요한 전기료 및 수도료
ㅁ. 시험·검사대상 인증제품의 운반비","ㄱ, ㄴ, ㄷ","ㄱ, ㄷ, ㄹ","ㄱ, ㄷ, ㅁ","ㄴ, ㄹ, ㅁ",2,"항공보안법 시행규칙 별표 4에 따르면 장비사용료는 '감가상각비'와 '시설유지비(수리/교환 부품비, 전기료, 수도료)'로 구성됩니다. ㄴ은 인건비, ㅁ은 그 밖의 비용에 해당합니다."
74,자체 우발계획에 반드시 포함되어야 하는 세부 항목의 연결로 옳지 않은 것은?,,국가항공보안 우발계획 - 위험평가 및 위험관리에 관한 사항,공항운영자의 자체 우발계획 - 항공기 납치 시의 대응대책,항공운송사업자의 자체 우발계획 - 폭발물 또는 생화학무기 위협 시의 대응대책,항공여객터미널 운영자의 자체 우발계획 - 항공기 납치 시의 대응대책,4,"항공보안법 시행규칙 제18조제2항제3호에 따라 터미널 운영자 등 공항상주업체의 자체 우발계획에는 공항시설 위협, 폭발물/생화학무기 대응대책만 포함되며 항공기 납치 대응대책은 포함되지 않습니다."
75,관련 법령에 따라 서면 대신 컴퓨터 등의 정보처리장치에 의하여 생산·관리되는 '전자기록물' 형태로 보존할 수 있다고 명시적으로 규정된 서류끼리 묶인 것은?,,"보안검색에 관한 기록, 보호구역 임시 출입허가 대장","비행 서류(탑승권, 위탁수하물 꼬리표 등), 보안검색에 관한 기록","항공보안 자율신고 접수증, 비행 서류","시험기관 지정 심사계획서, 보안검색 실패 대책보고서",2,항공보안법 시행규칙 제12조제3항(비행 서류) 및 제16조제2항(보안검색에 관한 기록)에 전자기록물로 보존할 수 있다는 조항이 명시되어 있습니다.
76,"관계 행정기관이 국토교통부장관과 합동으로 공항 및 항공기의 보안실태를 현장점검하려 할 때, 긴급한 경우를 제외하고 반드시 사전에 협의를 거쳐야 하는 행정기관의 주체는?",,점검 대상이 되는 공항의 공항운영자,점검 대상 항공기의 항공운송사업자 대표,합동으로 현장점검을 실시하려는 행정기관과 국토교통부장관,관할 국가경찰관서의 장 및 지방항공청장,3,"항공보안법 시행령 제19조의3제2항에 따라, 합동으로 현장점검을 실시하려는 행정기관은 그 필요성 및 점검항목 등에 관하여 미리 '국토교통부장관'과 협의하여야 합니다."
77,국토교통부장관이 취소처분을 하기 전 반드시 청문을 실시하여야 하는 대상으로 명시되지 않은 것은?,,보안검색 위탁업체 지정의 취소,상용화주 지정의 취소,항공보안장비 시험기관 지정의 취소,항공보안장비 인증기관 지정의 취소,4,"항공보안법 제37조(청문)에 명시된 대상은 위탁업체, 상용화주, 시험기관, 교육기관의 지정 취소입니다. 인증기관 지정 취소는 명시되어 있지 않습니다."
78,항공기 내 무기 반입 절차와 관련된 예외 규정의 설명 중 옳지 않은 것은?,,"긴급한 경호 업무의 경우, 탑승 전까지 무기 반입 사실을 유선 등으로 미리 통보하고 탑승 후 3일 이내에 서면 제출할 수 있다.",예외적으로 항공기 내에 무기를 가지고 들어가는 자는 탑승 전에 무기를 기장에게 보관하게 하고 목적지 도착 후 반환받아야 한다.,항공기내보안요원은 승객 안전을 위한 즉각적 대응을 위해 무기를 기장에게 보관하지 않고 직접 소지할 수 있다.,외국정부의 중요 인물을 경호하는 해당 정부의 경호원이 외국 국적 항공기에 무기를 반입해 한국으로 올 때에는 우리 정부의 사전 허가가 전면 면제된다.,4,항공보안법 시행규칙 제12조의2제4항에 따라 외국국적 항공기 내에 무기를 반입하여 우리나라로 운항하는 경우에도 내국인과 동일하게 국토부장관(지방청장 위임)의 허가 절차 규정을 준용해야 하므로 면제되지 않습니다.
79,시험기관의 지정취소 및 업무정지 행정처분 일반기준에 대한 설명으로 옳지 않은 것은?,,하나의 위반행위가 둘 이상의 처분기준에 해당하는 경우에는 그 중 무거운 처분기준을 적용한다.,위반행위의 횟수에 따른 행정처분 기준은 최근 3년 동안 같은 위반행위로 처분을 받은 경우에 적용한다.,위반상태의 기간이 3개월 이상인 경우 처분권자는 업무정지 기간의 2분의 1의 범위에서 그 기간을 늘릴 수 있다.,"위반행위자가 법 위반상태를 시정하기 위한 노력이 인정되더라도, 행정처분의 공정성을 위해 처분 기간을 임의로 줄일 수는 없다.",4,항공보안법 시행규칙 별표 3(일반기준 라목)에 따라 법 위반상태를 시정하거나 해소하기 위한 노력이 인정되는 경우에는 업무정지 기간의 2분의 1 범위에서 줄일 수 있습니다.
80,본인 일치 여부 확인 시 14세 미만 승객의 신분을 보증하기 위해 동반하여 확인을 도와줄 수 있는 사람의 자격으로 법령에 명시되지 않은 것은?,,항공기에 탑승하는 사람의 부모 및 친족,항공기에 탑승하는 사람의 후견인,해당 승객의 안전 및 편의 제공을 위해 함께 탑승한 여행 인솔자,해당 승객이 소속되어 활동 중인 공인 스포츠 클럽의 전임 감독,4,"항공보안법 시행규칙 제8조의6에 규정된 동반인은 보호자(부모, 친족, 후견인 등), 재학 중인 학교의 교원, 여행 인솔자입니다. 스포츠 클럽 감독 등은 명시되어 있지 않습니다."
81,국가항공보안계획에 포함되어야 할 내용이 아닌 것은?,,공항운영자등의 항공보안에 대한 임무,항공보안장비의 관리,항공보안에 관한 종합적·장기적인 추진방향,국가항공보안 우발계획,3,항공보안에 관한 종합적·장기적인 추진방향은 국가항공보안계획이 아니라 항공보안에 관한 '기본계획'에 포함되어야 할 내용이다 (시행령 제5조제1항제3호).
82,공항운영자의 자체 보안계획에 포함되어야 할 사항으로 옳지 않은 것은?,,보호구역 지정 및 출입통제,통과 승객·환승 승객 및 그 휴대물품·위탁수하물에 대한 보안검색,화물터미널 보안대책,보호구역 밖에 있는 공항상주업체의 항공보안관리 대책,3,화물터미널 보안대책은 항공운송사업자의 자체 보안계획에 포함되어야 할 사항이다 (화물터미널을 관리·운영하는 항공운송사업자만 해당).
83,생체정보의 이용 및 보호에 관한 설명으로 옳은 것은?,,공항운영자는 탑승권을 발권하는 승객에 대한 본인 일치 여부 확인을 위해 생체정보를 이용할 수 있다.,공항운영자 및 항공운송사업자는 생체정보를 이용하여 본인 일치 여부를 확인한 후 14일 이내에 해당 정보를 파기해야 한다.,공항운영자 및 항공운송사업자는 본인 일치 여부 확인을 위하여 불가피한 경우에는 주민등록번호가 포함된 자료를 처리할 수 있다.,국토교통부장관은 생체정보 보호를 위해 연 2회 이상 이용 및 파기 실태를 점검해야 한다.,3,생체정보 이용 및 확인을 위해 불가피한 경우 주민등록번호 포함 자료 처리 가능(시행령 제6조제2항). 발권 확인은 항공운송사업자의 목적이며 파기는 '즉시' 해야 하고 실태 점검은 '연 1회 이상'이다.
84,보호구역등 지정취소 승인 시 지방항공청장에게 제출해야 하는 첨부서류만을 모두 고른 것은?,"ㄱ. 보호구역등의 지정취소 사유
ㄴ. 해당 보호구역등의 도면
ㄷ. 보호구역등의 출입통제 대책
ㄹ. 보안검색장비 배치도","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄹ",1,지정취소 승인 신청 시에는 지정취소 사유와 도면만 제출한다(시행규칙 제5조제3항). 출입통제 대책은 지정 및 변경 승인 시 제출 서류다.
85,수감 중인 사람 등을 호송하는 경우의 절차로 옳지 않은 것은?,,호송 공무원은 항공기를 이용하여 호송할 경우 미리 해당 항공운송사업자에게 통보하여야 한다.,통보사항에는 호송대상자의 인적사항·호송 이유·호송방법 및 호송 안전조치 등이 포함되어야 한다.,항공운송사업자는 호송대상자가 승객의 안전에 위협이 된다고 판단되는 경우 호송 공무원에게 적절한 안전조치를 요구할 수 있다.,항공운송사업자는 호송대상자의 호송 이유와 인적사항을 기장에게 직접 통보하여 기내 안전을 확보해야 한다.,4,항공운송사업자는 호송대상자가 탑승하는 항공기의 기장에게는 '호송사실'만을 통보하며 호송 이유 등 상세 내역을 기장에게 통보하라는 규정은 명시되어 있지 않다 (시행규칙 제14조제1항).
86,항공보안장비의 성능 인증이 반드시 취소되어야 하는 필요적 취소 사유는?,,항공보안장비가 성능 기준에 적합하지 아니하게 된 경우,거짓이나 그 밖의 부정한 방법으로 인증을 받은 경우,정기점검 또는 수시점검을 정당한 사유 없이 받지 아니한 경우,점검 실시 결과 중대한 결함이 있다고 판단될 경우,2,거짓이나 부정한 방법으로 인증을 받은 경우에는 그 인증을 반드시 취소하여야 한다(시행령 제27조의2 단서). 나머지 사유는 재량에 따른 임의적 취소 사유이다.
87,"시험기관 지정취소 및 업무정지 기준 중 '1차 위반 시 지정취소'에 해당하는 사유가 아닌 것은? (단, 고의 및 과실 여부는 고려하지 않음)",,거짓이나 그 밖의 부정한 방법을 사용하여 지정을 받은 경우,업무정지 명령을 받은 후 그 기간에 성능평가시험을 실시한 경우,성능평가시험 결과를 거짓으로 조작하여 수행한 경우,위 1번과 2번의 위반사항은 1차 위반 시 지정취소 사유이다.,3,성능평가시험 결과를 거짓으로 조작하여 수행한 경우 1차 위반 시 행정처분은 '업무정지 90일'이다 (시행규칙 별표 3). 거짓 지정 및 정지기간 중 평가는 즉각 지정취소된다.
