번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
32,공항정보자동방송업무(ATIS)의 일반적인 사항으로 가장 옳지 않은 것은?,,개별적인 ATIS 메시지는 국제민간항공기구 음성알파벳의 문자 형태인 지정어로 구분되며 연속적인 메시지에 배정된 지정어는 알파벳 순서를 따른다.,항공기는 접근관제업무를 제공하는 시설 또는 관제탑과 첫 교신 시 정보의 수신여부를 통보하여야 한다.,기상정보는 해당지역 기상 국지정시관측보고(MET report) 또는 국지특별보고(Special)에서 추출하여야 한다.,"관련 항공기가 수신사실을 통보한 현 ATIS에 포함된 정보가 현재정보와 같은 경우, 고도계수정치를 포함하여 어떠한 정보도 직접 송신 시 다시 제공할 필요가 없다.",4,"해설: 수신사실을 통보한 경우 내용이 같으면 반복 제공할 필요가 없으나, '고도계수정치'는 예외로 반드시 다시 제공되어야 한다. [출처: 항공교통업무기준 제48조 제6항 1호 바목 및 3호]"
33,비상항공기 주변 항공기에게 제공하는 정보에 대한 절차로 가장 옳지 않은 것은?,,항공교통업무시설은 비상 상태에 있는 것으로 확인된 항공기 주변의 다른 항공기에게 가능한 빨리 비상의 종류를 통보하여야 한다.,"불법간섭 상태에 있는 것을 알고 있거나 의심되는 경우, 해당 항공기가 통신으로 먼저 언급하지 않더라도 공지통신을 통해 주변 항공기에게 비상 특성을 통보하여야 한다.","당해 항공기가 통신으로 먼저 언급하였고, 이러한 언급이 상황을 악화시키지 않을 것이 확실한 경우에는 공지통신으로 언급할 수 있다.",비상의 종류를 통보하는 목적은 주변 항공기에게 경각심을 주고 충돌 등 추가적인 위험을 방지하기 위함이다.,2,"해설: 불법간섭 상태인 경우, 당해 항공기가 통신으로 먼저 언급하고 이러한 언급이 상황을 악화시키지 않을 것이 확실한 경우를 제외하고는 '비상의 특성에 대해 항공교통업무 공지통신으로 언급하여서는 안 된다'. [출처: 항공교통업무기준 제55조 제2항]"
34,항공이동통신업무(공지통신) 통신 요건에 대한 설명 중 <보기>에서 옳은 것을 모두 고른 것은?,"ㄱ. 비행장관제탑의 공지통신시설은 해당 비행장으로부터 45km(25NM) 내에서 규정된 장비를 갖춘 항공기와 양방향 통신을 제공할 수 있어야 한다.
ㄴ. 접근관제업무를 제공하는 시설이 독립시설인 경우, 공지통신은 전용 통신채널을 사용하여야 한다.
ㄷ. 공지통신에 대한 녹음자료는 최소한 30일간 보관하여야 한다.
ㄹ. 지역관제업무에 사용되는 공지통신시설은 직통·신속·계속·공전방지(static-free) 기능을 가진 양방향 통신을 제공할 수 있어야 한다.","ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ",4,"해설: 보기의 ㄱ, ㄴ, ㄷ, ㄹ은 모두 항공이동통신업무 통신 요건에 부합하는 옳은 설명이다. [출처: 항공교통업무기준 제56조]"
35,항공교통업무 수행과 관련하여 요구되는 기상정보에 대한 설명으로 가장 옳지 않은 것은?,,"비행장 관제탑은 지상풍 전시기를 갖추어야 하며, 이는 기상관측소가 있는 경우 기상관측소의 지시기와 동일한 관측지점의 동일 센서와 연계되어야 한다.",활주로가시범위 값을 계기로 측정하는 비행장에서 접근관제업무를 제공하는 시설은 현재의 RVR 값을 현시할 수 있는 전시기를 갖추어야 한다.,접근관제업무를 제공하는 시설은 비행장 인근의 운고(Ceiling) 전시기는 자체 독립 센서를 구축하여 기상관측소 지시기와 분리하여 운영하여야 한다.,특별보고 및 예보의 수정은 다음 정시보고나 예보를 기다리지 말고 설정된 기준에 도달하는 즉시 접근관제시설 및 비행장관제탑에 통보되어야 한다.,3,"해설: 접근관제업무 시설의 운고 전시기 역시 기상관측소가 있는 경우, 기상관측소의 지시기와 '동일한 관측지점의 동일 센서와 연계되어야' 한다. 분리하여 독립 센서를 구축하는 것이 아니다. [출처: 항공교통업무기준 제60조 제3항 5호]"
36,전문항공교통관제사의 교육훈련 및 자격심사에 관한 설명으로 옳지 않은 것은?,,"정기 심사는 최초 취득 시 자격증명의 한정을 받은 날부터 2년 이내에 1회 실시하며, 이후 직전 심사 합격일로부터 2년이 되는 날이 속하는 달의 말일까지 실시한다.","항공교통관제시설의 장은 정기 심사를 위해 매년 정기훈련 계획을 수립하고, 실시 후 평가 및 관련 기록을 관리하여야 한다.","고의 또는 중대한 과실로 항공기사고를 발생시킨 경우, 관제사는 한정회복교육훈련 중 재자격교육훈련을 이수해야 한다.","업무수행 실적을 충족하지 못해 자격증명의 한정 효력이 정지된 경우, 유효한 자격 소지자의 감독하에 항공교통관제 업무를 수행하는 재자격교육훈련을 받아야 한다.",3,해설: 고의 또는 중대한 과실로 항공기사고를 발생시켜 효력이 정지된 경우 실시하는 교육은 한정회복교육훈련 중 '시정교육훈련'이다. '재자격교육훈련'은 정기훈련 불합격 또는 업무수행 실적 미충족 시에 해당한다. [출처: 항공교통업무기준 제74조의5]
37,항공교통업무 통계자료 작성 및 자료 보존에 대한 설명으로 가장 옳지 않은 것은?,,항공교통업무제공자는 매월 항공교통량 통계자료를 작성하여 그 다음 달 7일까지 국토교통부장관에게 제출하여야 한다.,항공기 재착륙 및 이륙포기 교통량(별지 제15호서식)은 분기별로 작성하고 그 다음 분기 첫째 달 7일까지 제출하여야 한다.,"통계자료에 누락, 오차 등이 발생한 경우에는 다음 달 통계자료 제출 시 합산하여 일괄 제출하여야 한다.","항공기사고, 준사고 및 피랍 관련 녹음자료는 관련 규정에 따른 기본 보존기간 경과 후에도 조사 처리 완료 후 3년간 추가로 보존하여야 한다.",3,"해설: 제출한 통계자료에 누락, 오차 등이 발생한 경우에는 '수정된 통계자료를 즉시 제출'하여야 한다. 다음 달에 합산하는 것이 아니다. [출처: 항공교통업무기준 제100조 제3항]"
38,별표 1의 항공교통업무절차 중 수평/수직 속도조절 및 분리에 대한 설명으로 가장 옳은 것은?,,강하 중인 항공기에게 높은 강하율을 유지하는 동시에 감속하도록 지시하는 것은 권장되는 관제 기법이다.,"4,550m(FL150) 미만에서는 터보제트 항공기의 속도를 410km/h(220kt) IAS 미만으로 감속하지 않도록 해야 한다.","운항승무원이 상승률 또는 강하율 지시를 따를 수 없다고 보고한 경우, 해당 항공기에게 10분간 체공을 지시하여야 한다.",순항고도에서 강하를 시작한 터보제트 항공기의 속도를 460km/h(250kt) IAS 미만으로 줄이는 지시는 운항승무원의 동의 없이 언제든 가능하다.,2,"해설: 1은 어려운 기동이므로 지양해야 한다. 3은 지체없이 관련 항공기 간 분리간격 유지를 위한 대체 지시를 발부해야 한다(체공 10분 지정 등은 없음). 4는 '운항승무원의 동의가 있을 때만' 적용해야 한다. 2가 옳은 설명이다. [출처: 항공교통업무기준 별표 1, 4.6.3 및 4.7.1]"
39,별표 1에 따른 항적 난기류 그룹(Wake turbulence groups) 기준에 대한 설명 중 바르게 짝지어진 것은?,,"그룹 A: 136,000kg 이상이고, 주 날개폭(Wing Span)이 53.34m 초과 74.68m 이하인 항공기","그룹 D: 18,600kg 초과 136,000kg 미만이고, 주 날개폭(Wing Span)이 32m를 초과하는 항공기","그룹 F: 주 날개폭(Wing Span)에 관계없이 18,600kg 이하인 항공기","그룹 C: 136,000kg 이상이고, 주 날개폭(Wing Span)이 74.68m 초과 80m 이하인 항공기",2,"해설: 그룹 A는 날개폭 74.68m 초과 80m 이하, 그룹 B는 53.34m 초과 74.68m 이하, 그룹 C는 38.1m 초과 53.34m 이하이다. 그룹 F는 18,600kg 초과 136,000kg 미만이고 날개폭 27.43m 이하인 항공기이다. 주 날개폭에 관계없이 18,600kg 이하인 항공기는 그룹 G이다. 그룹 D에 대한 설명이 올바르다. [출처: 항공교통업무기준 별표 1, 4.9.1.2]"
40,"무선통신으로 위치 보고를 할 때 포함되어야 하는 필수 내용(Section 1)이 아닌 것은? (별표 1, 4.11.2 참조)",,항공기 식별부호 및 현재 위치,비행고도 또는 고도,도착예정시간 및 잔여 비행가능시간,다음 통과지점 및 시간,3,"해설: 도착예정시간과 잔여 비행가능시간은 위치정보(Section 1)가 아니라 운항정보(Section 2)에 해당한다. 무선통신의 기본 위치보고 내용에는 항공기 식별부호, 위치, 시간, 비행고도(고도), 다음 통과지점 및 시간, 다음 주요지점이 포함된다. [출처: 항공교통업무기준 별표 1, 4.11.2 및 4.12.2]"
41,IFR 비행에서 VFR 비행으로의 변경 절차에 대한 설명으로 가장 옳지 않은 것은?,,기장으로부터 'CANCELLING MY IFR FLIGHT'라는 메시지를 수신하고 해당 문구가 포함된 최신비행계획서 전문이 항공교통업무시설에 접수되었을 때만 허용된다.,항공교통업무시설에서는 일반적으로 'IFR FLIGHT CANCELLED AT... (시간)'라는 응답만을 사용하여야 한다.,항공교통업무시설은 기상상태 호전이 명확히 예상될 경우 교통흐름의 촉진을 위해 직접적이든 유추해서든 VFR 비행으로의 변경을 권유할 수 있다.,항공교통업무시설은 비행로를 따라 계기비행기상상태가 발생할 것으로 판단되는 정보를 획득한 경우에 한해 VFR 비행으로 변경한 조종사에게 동 사항을 조언할 수 있다.,3,"해설: IFR 비행에서 VFR 비행으로의 변경은 직접적이든 유추해서든 권유해서는 안 된다. [출처: 항공교통업무기준 별표 1, 4.8.1]"
42,고도계수정치 절차에 대한 설명 중 <보기>에서 옳은 것을 모두 고른 것은?,"ㄱ. 전이층을 통과하는 동안 항공기 수직 위치는 상승 시 비행고도(flight level), 강하 시 고도(altitude)로 표현되어야 한다.
ㄴ. 항공기에 제공되는 고도계수정치는 헥토파스칼의 소수점 첫째 자리 이하를 올림하여 제공한다.
ㄷ. QFE 고도계 수정치는 활주로 시단이 비행장 표고보다 2m(7ft) 이상 낮은 비정밀 접근 활주로의 경우 해당 활주로 시단에 대한 QFE가 제공되어야 한다.","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"해설: ㄴ은 틀린 설명이다. 항공기에 제공되는 고도계수정치는 헥토파스칼의 소수점 첫째 자리 이하를 '버림'하여 제공한다. [출처: 항공교통업무기준 별표 1, 4.10.1.1 및 4.10.4.6, 4.10.7]"
43,관제항공기 순항고도 배정에 관한 설명으로 가장 옳지 않은 것은?,,"항공기가 다음 관제구역의 설정된 최저 순항고도보다 낮은 순항고도로 진입하도록 허가된 경우, 해당 관제사는 조종사가 요청할 때에 한하여 다음 관제구역의 최저 순항고도 이상으로 순항고도 변경을 지시하여야 한다.",동일 목적지로 비행하는 항공기의 순항고도는 가급적 목적지의 접근순서를 배정하는 데 적합하도록 배정한다.,"항공교통로의 일부 구역은 관제공역 내에 있고 일부 구간은 관제공역 밖으로 지정된 상태에서 순항고도 변경이 필요한 경우, 가능한 한 관제공역 내에서 이루어져야 한다.","두 대 이상의 항공기가 동일 순항고도에서 비행할 경우, 일반적으로 선행 항공기에게 우선권을 부여할 수 있다.",1,"해설: 항공기가 다음 관제구역의 설정된 최저 순항고도보다 낮은 순항고도로 진입하도록 허가된 경우, 현재 관제 중인 해당 항공교통관제시설은 '조종사가 요청하지 않더라도' 다음 관제구역의 최저 순항고도 이상으로 순항고도 변경을 지시하여야 한다. [출처: 항공교통업무기준 별표 1, 5.3.3.4]"
44,모든 항공기가 특정 기상 상태를 조우하거나 관측한 경우 특별항공관측보고(Special air-reports)를 하여야 한다. 다음 중 그 조건에 해당하지 않는 것은?,,심각한 산악파 (Severe mountain waves),가볍거나 중간 정도의 착빙 (Light or moderate icing),화산재 구름 (Volcanic ash cloud),폭발 전 화산활동 또는 화산폭발,2,"해설: 특별항공관측보고를 해야 하는 착빙의 기준은 '중간 또는 심각한 착빙(Moderate or severe icing)'이다. 가벼운 착빙은 기준에 포함되지 않는다. [출처: 항공교통업무기준 별표 1, 4.12.3.1]"
45,ADS-C 보고의 데이터 블록에 대한 설명이다. <보기>의 내용과 바르게 짝지어진 것은?,"ㄱ. ADS-C를 장착한 모든 항공기로부터 반드시 요구되는 데이터블록
ㄴ. 항공기의 현재 위치와 투영된 의도지점 간 고도, 항적 및 속도 변화가 예상되는 경우 제공되는 추가 정보 블록","ㄱ: 투영 프로파일, ㄴ: 단기적 의도","ㄱ: 기초 ADS-C, ㄴ: 단기적 의도","ㄱ: 기초 ADS-C, ㄴ: 기상정보","ㄱ: 지상유도, ㄴ: 기상정보",2,"해설: 기초 ADS-C 데이터 블록은 필수이며 모든 ADS-C 보고내용에 포함되어야 한다. 고도, 항적, 속도 변화가 예상될 때 제공되는 것은 '단기적 의도' 블록이다. [출처: 항공교통업무기준 별표 1, 4.11.5.1 및 4.11.5.2]"
46,항공교통업무시설에서 조사 목적의 데이터 기록 및 보존에 대한 내용으로 가장 옳은 것은?,,종이 비행진행스트립은 최소 15일 동안 보존되어야 한다.,전자 비행진행스트립 및 협조 데이터는 최소 30일 동안 기록 및 보존되어야 한다.,"종이 비행진행스트립은 최소 60일, 전자 비행진행스트립은 최소 90일 동안 보존되어야 한다.",비행진행스트립 등 데이터 기록 보존 의무는 최신 자동화 시스템 도입 시 면제된다.,2,"해설: 종이 비행진행스트립은 최소 30일 동안은 보존되어야 하며, 전자 비행진행스트립 및 협조 데이터 역시 적어도 동일 기간(30일) 기록 및 보존되어야 한다. [출처: 항공교통업무기준 별표 1, 4.13.4]"
47,항공교통업무 안전관리시스템(SMS)의 안전검토(Safety Review) 범위 중 '운영 및 기술 관련 사항'에 해당하지 않는 것은?,,"통신, 항법, 감시 및 기타 안전에 중요한 시스템 및 장비에 대해 정기적으로 정상 작동 검사를 수행하는지 여부",자동화시스템을 위한 입/출력장치 등 관련 장비가 인체공학적 원리에 맞추어 설계되고 설치되었는지 여부,저시정 시 비행장 운영을 위한 적절한 절차가 수립되었는지 여부,시스템과 장비의 서비스 가용성에 관한 상세한 기록의 보존 및 주기적 검토가 이루어지는지 여부,3,"해설: '저시정 시 비행장 운영을 위한 적절한 절차의 수립 여부'는 운영 및 기술 관련 사항이 아니라 '규제 관련 사항(Regulatory issues)'에 해당한다. [출처: 항공교통업무기준 별표 1, 2.5.2]"
48,안전 위험도 평가(Safety risk assessments) 시 고려해야 할 '안전에 중요한 요소(Safety-significant factors)'로 가장 옳지 않은 것은?,,항공기 종류 및 항법능력과 항법성능을 포함한 항공기 성능 특성,"활주로 배치, 활주로 길이와 유도로 배치를 포함한 비행장 설계",공지통신 형태와 관제사의 통신 개입 능력을 포함한 통신 대화에 대한 시간 변수,"항공교통관제사의 근무 연차, 성별 및 신체적 피로도 지수",4,"해설: 관제사의 성별이나 피로도 지수는 안전 위험도 평가 시 명시적으로 고려해야 할 시스템적 요소에 직접적으로 기술되어 있지 않다. 통신, 감시시스템 성능, 교통 밀집도, 공역 복잡성 등이 평가 요소이다. [출처: 항공교통업무기준 별표 1, 2.6.2]"
49,지역관제 업무를 제공하는 기관 간 항공기 관제이양에 대한 설명으로 가장 옳은 것은?,,관제이양은 반드시 항공기가 경계선을 통과한 후 5분이 경과한 시점에 이루어져야 한다.,"관제이양은 관제권을 가진 지역관제소가 예상한 두 기관의 인접 경계지역을 통과하는 시간 또는 두 기관 간 합의한 지점, 고도, 시간에 이양되어야 한다.",지역관제소 간 관제이양은 비행정보실(FIC)의 사전 승인을 거쳐야만 유효하다.,관제이양 중인 항공기는 인계 지역관제소의 주파수를 완전히 이탈하기 전까지 양측 관제소의 지시를 동시에 따라야 한다.,2,"해설: 하나의 관제구에서 지역관제 업무를 제공하는 기관에서 인접한 다른 관제구 기관으로의 관제이양은 관할 지역관제소가 예상한 두 기관의 인접 경계지역 통과 시간 또는 합의한 지점/고도/시간에 이루어진다. [출처: 항공교통업무기준 별표 1, 4.3.4]"
50,항공교통흐름관리(ATFM) 절차 중 전략적 계획(Strategic planning) 단계에 해당하는 사항으로 가장 옳지 않은 것은?,,"통상 시행일로부터 1일 이상 전에 조치가 취해지며, 2~6개월 이전에 계획을 미리 수립하는 것이 일반적이다.",특정 교통흐름의 경로 재지정(우회) 및 항공편의 스케줄링 혹은 스케줄 변경을 포함한다.,최신 수요 데이터를 고려하여 특정 교통흐름의 경로를 세부적으로 재조정하고 다음 날의 ATFM 계획에 관한 세부사항을 발표한다.,전술적 ATFM 조치의 필요성을 확인하는 작업을 수행한다.,3,"해설: 최신 수요 데이터를 고려하여 세부적으로 조정하고 다음 날의 ATFM 계획을 발표하는 것은 '사전 전술적 계획(Pre-tactical planning)' 단계의 작업이다. [출처: 항공교통업무기준 별표 1, 3.2.3 및 3.2.4]"
51,강하 및 도착 항공기의 수평 속도조절 지시에 대한 설명으로 옳지 않은 것은?,,"도착 항공기에게 'maximum speed', 'minimum clean speed' 등의 특정 속도를 유지하도록 지시할 수 있다.",순항고도에서 강하를 시작한 터보제트 항공기의 속도를 460km/h(250kt) IAS 미만으로 줄이는 지시는 기상의 악화가 있을 때만 운항승무원의 동의 없이 적용할 수 있다.,"강하 중에 속도를 크게 줄여야 할 경우, 지속적인 강하에 앞서 일시적으로 수평 비행을 유지하여 감속하는 것이 요구될 수 있다.",중간접근 및 최종접근 중인 항공기에게는 ±20knots(±40km/h) 이하로만 속도조정을 하여야 한다.,2,"해설: 순항고도에서 강하를 시작한 터보제트 항공기의 속도를 460km/h(250kt) IAS 미만으로 줄이는 것은 반드시 '운항승무원의 동의가 있을 때만' 적용되어야 한다. 임의 적용은 안 된다. [출처: 항공교통업무기준 별표 1, 4.6.3.3]"
52,"공지 음성통신 채널을 변경한 후 새로운 채널에서 첫 교신 시, 항공교통업무기관에서 규정한 경우 반드시 포함해야 하는 내용으로 <보기>에서 고른 것은?","ㄱ. 호출하고자 하는 항공국의 명칭
ㄴ. 항공기 호출부호 (초대형/대형 해당 시 명시)
ㄷ. 고도 (허가된 고도 유지 못하는 경우 통과고도 및 허가고도 포함)
ㄹ. 속도 (ATC 배정 시)
ㅁ. 다음 통과지점 및 시간","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㅁ","ㄱ, ㄴ, ㄷ, ㄹ, ㅁ",2,"해설: 채널 변경 후 첫 교신 시 포함해야 하는 요소는 항공국 명칭, 항공기 호출부호, 고도, 속도(배정 시)이다. '다음 통과지점 및 시간'은 위치보고 시 필요한 내용이나 채널 변경 시 최초 교신의 필수 요소로 명시되어 있지 않다. [출처: 항공교통업무기준 별표 1, 4.11.3]"
53,"비행로를 정의하는 주요지점(Significant point) 중, 웨이포인트(Waypoint)의 분류와 그 설명으로 올바르게 짝지어진 것은?",,Fly-by 웨이포인트: 항공로 또는 절차의 다음 구간에 합류하기 위해 선회를 시작하는 지점,Flyover 웨이포인트: 항공로 또는 절차의 다음 구간의 접선방향으로 접하기 위해 선회가 예상되는 지점,Fly-by 웨이포인트: 항공로 또는 절차의 다음 구간의 접선방향으로 접하기 위해 선회가 예상되는 지점,"Flyover 웨이포인트: 항행안전시설로부터 반경, 방위 및 거리로 단독 표시되는 지리적 위치",3,"해설: Fly-by 웨이포인트는 다음 구간의 접선방향으로 접하기 위해 미리 선회가 예상되는 지점이다. Flyover 웨이포인트는 다음 구간에 합류하기 위해 해당 지점 상공을 통과한 후 선회를 시작하는 지점이다. [출처: 항공교통업무기준 별표 1, 제1장 정의]"
54,"항공기근접(Aircraft proximity) 상황의 분류 중, ""위험정도 결정에 필요한 자료가 불충분하거나 상반되는 증거로 인하여 결정이 불가능한 경우""를 의미하는 용어는?",,충돌위험 (Risk of collision),안전 미확보 (Safety not assured),충돌위험 없음 (No risk of collision),위험미결정 (Risk not determined),4,"해설: 위험정도 결정에 필요한 자료가 불충분하거나 상반되는 증거로 결정이 불가능한 경우는 '위험미결정(Risk not determined)'으로 분류한다. [출처: 항공교통업무기준 별표 1, 제1장 정의]"
55,허가한계점(CLEARANCE LIMIT)의 설정에 대한 설명 중 <보기>에서 옳지 않은 것을 모두 고른 것은?,"ㄱ. 허가한계점은 적절한 주요지점 명칭, 비행장, 또는 관제공역 경계를 사용하여야 한다.
ㄴ. 인수 관제시설과 사전협의가 이루어졌거나 합리적인 보장이 있을 경우, 허가한계점은 목적비행장이 된다.
ㄷ. 목적비행장이 관제공역 밖에 위치해 있을 때, 항공기가 최초로 진입하게 될 관제공역의 해당 항공교통관제시설은 그 관제공역의 시작점까지만 비행토록 허가한다.",ㄱ,ㄴ,ㄷ,"ㄱ, ㄷ",3,"해설: 목적비행장이 관제공역 밖에 위치해 있을 때, 항공기가 '마지막으로 통과하게 될' 관제공역의 해당 항공교통관제시설은 그 관제공역의 '한계점'까지 비행토록 허가한다. 최초 진입 관제공역의 시작점이 아니다. [출처: 항공교통업무기준 별표 1, 4.5.7.1.4]"
56,"항적 난기류 그룹(Wake turbulence groups) 기준 중 그룹 E와 그룹 F의 분류 기준으로 올바르게 짝지어진 것은? (단, 중량은 18,600kg 초과 136,000kg 미만을 전제로 한다)",,"그룹 E: 주 날개폭 27.43m 이하, 그룹 F: 27.43m 초과 32m 이하","그룹 E: 주 날개폭 27.43m 초과 32m 이하, 그룹 F: 27.43m 이하","그룹 E: 주 날개폭 32m 초과 38.1m 이하, 그룹 F: 27.43m 초과 32m 이하","그룹 E: 주 날개폭 38.1m 초과 53.34m 이하, 그룹 F: 27.43m 이하",2,"해설: 그룹 E는 18,600kg 초과 136,000kg 미만이고 주 날개폭이 27.43m 초과 32m 이하인 항공기이다. 그룹 F는 동일 중량 대역에서 주 날개폭이 27.43m 이하인 항공기이다. [출처: 항공교통업무기준 별표 1, 4.9.1.2]"
57,운항승무원이 관제사가 음성으로 전달한 항공교통관제 허가 또는 지시 중 반드시 복창(Readback)해야 하는 안전 관련 항목이 아닌 것은?,,ATC 비행경로 허가 및 전이비행고도,"활주로 진입, 착륙, 이륙, 진입 전 대기, 횡단, 지상이동 및 활주로상의 역방향 주행에 대한 허가","사용 활주로, 고도계 수정치, SSR 코드, 고도 지시, 기수 및 속도 지시",항공로 비행 중 통과 관제구역의 일반 기상상태 및 바람 정보 제공,4,"해설: 기상 정보의 단순 제공은 조종사가 안전 확인을 위해 반드시 복창(Readback)해야 하는 '관제 허가 또는 지시' 목록에 포함되지 않는다. 비행경로, 활주로 진출입, 고도계, SSR코드, 헤딩, 속도 등이 필수 복창 대상이다. [출처: 항공교통업무기준 별표 1, 4.5.7.5.1]"
58,데이터 링크를 통해 전송되는 일상적인 항공관측보고(Routine air-reports)의 제3절 '기상정보'에 포함되는 요소가 아닌 것은?,,풍향 및 풍속,대기온도,난기류 및 습도 (가능한 경우),비행가능시간 (Endurance),4,"해설: 비행가능시간(Endurance)과 도착예정시간은 제3절 기상정보가 아니라 제2절 '운항정보(Operational information)'에 포함되는 내용이다. [출처: 항공교통업무기준 별표 1, 4.12.2.1]"
59,"항공교통업무 안전관리시스템(SMS) 활동 중 관할 공역의 개편, 새로운 장비의 도입, 신규 절차 시행 시 우선적으로 수행해야 하는 절차로 가장 적절한 것은?",,안전 수준 모니터링 체계 점검,안전 위험도 평가 (Safety risk assessments),안전 증진 조치 (Safety-enhancing measures),비행정보업무 방송(OFIS) 송출 평가,2,"해설: 공역 개편, 새로운 장비 시스템 도입, 신규/변경 절차 시행 시에는 안전에 미칠 영향을 파악하기 위해 사전에 '안전 위험도 평가(Safety risk assessments)'를 실시하여야 한다. [출처: 항공교통업무기준 별표 1, 2.3.1 다목]"
60,비행계획의 제출 시기 및 지연에 대한 설명으로 가장 옳지 않은 것은?,,비행계획은 항공기 이동예정시간(EOBT) 이전 120시간을 초과해서 제출되지 않아야 한다.,비행계획이 제출된 관제 항공기의 이동예정시간이 15분을 초과하여 지연될 때에는 기존 비행계획을 즉시 취소하여야 한다.,비관제 항공기의 경우 이동예정시간이 1시간을 초과하여 지연될 때 비행계획을 수정하거나 새로운 비행계획을 제출해야 한다.,비행 중에 제출해야 하는 비행계획은 항공기가 비행할 예정인 비행정보구역 등을 담당하는 기관이나 항공통신국에 제출되어야 한다.,2,"해설: 비행계획이 제출된 관제 항공기의 이동예정시간(EOBT)이 '30분'을 초과하여 지연될 때 비행계획을 수정하거나 새로 제출해야 한다. (비관제항공기는 1시간 초과 시) 15분이 아니다. [출처: 항공교통업무기준 별표 1, 4.4.2.1.3]"
61,에어택싱(Air-taxiing)의 정의 및 비행 기준에 대한 설명으로 가장 옳지 않은 것은?,,일반적으로 대지속도 37km/h(20kt) 미만으로 비행장 지표 상공을 비행하는 기동형태를 말한다.,수직이착륙항공기나 회전익항공기가 지표면 효과(ground effect)를 이용하여 기동하는 형태이다.,화물운송을 위하여 지면 효과를 감소시키기 위해 지상고도(AGL) 8m(25ft) 이상으로 에어택싱을 요청할 수 있다.,회전익항공기의 에어택싱 시 지면효과를 최대화하기 위해 어떠한 경우에도 반드시 지상고도 8m(25ft) 미만으로만 비행하여야 한다.,4,"해설: 실제고도는 운항별로 달라질 수 있으며, 화물운송 등을 위하여 지상고도(AGL) 8m(25ft) 이상으로 에어택싱을 요청할 수도 있으므로 반드시 25ft 미만으로만 비행해야 하는 것은 아니다. [출처: 항공교통업무기준 제5조 제6호의2]"
62,관제권(Control zones)의 설정 기준에 대한 설명 중 <보기>에서 옳은 것을 모두 고른 것은?,"ㄱ. 관제권의 수평범위는 최소한 시계비행기상상태(VMC)에서 비행장에 입·출항하는 VFR 항공기의 비행경로를 포함하는 공역이다.
ㄴ. 비행장의 중심으로부터 접근 방향으로 최소한 9.3km(5NM)까지 연장되도록 설정하여야 한다.
ㄷ. 관제권이 관제구의 수평범위 내에 위치할 경우 지표면으로부터 관제구의 하부한계까지 연장되어야 한다.
ㄹ. 관제권 상부 한계를 해발 900미터(3,000피트) 보다 높게 설정할 경우 계기비행규칙(IFR) 순항고도와 일치시켜야 한다.","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,해설: ㄱ. '계기비행기상상태'에서 비행장에 입출항하는 'IFR 항공기'의 비행경로를 포함해야 한다. ㄹ. 해발 900미터보다 높을 경우 '시계비행규칙(VFR)' 순항고도와 일치시켜야 한다. ㄴ과 ㄷ만 올바른 설명이다. [출처: 항공교통업무기준 제15조 제5호]
63,경보업무(Alerting Service) 제공에 있어 구조조정센터에 통보해야 하는 비상상황 중 '경보상황(Alert phase)'에 해당하지 않는 것은?,,"불확실상황 이후, 항공기와의 교신시도 또는 관계 부서 조회로도 그 항공기의 위치 확인이 곤란한 경우",항공기가 착륙허가를 받고도 착륙예정 시간으로부터 5분 이내에 착륙하지 아니한 상태에서 무선교신이 되지 아니 할 경우,항공기가 불법간섭 상황에 처해 있다고 알려졌거나 의심되는 경우,항공기의 안전한 도착에 필요한 항공기 탑재연료가 고갈되었거나 부족한 것으로 판단되는 경우,4,"해설: '항공기의 안전한 도착에 필요한 항공기 탑재연료가 고갈되었거나 부족한 것으로 판단되는 경우'는 조난상황(Distress phase, DETRESFA)에 해당한다. [출처: 항공교통업무기준 제51조 제1항]"
64,비행정보업무(Flight Information Service)의 범위 및 내용에 대한 설명으로 가장 옳지 않은 것은?,,"C, D, E, F, G 등급공역에서 운항하는 항공기에 대하여 충돌 위험 정보를 제공하여야 한다.","수상지역 상공 비행 항공기 조종사가 요구 시 제공 가능한 선박의 무선호출부호, 위치, 진행방향 등의 정보를 제공한다.","눈, 얼음, 침수 등의 영향을 받는 비행장 이동지역 상태에 관한 정보를 포함하여야 한다.",시계비행규칙(VFR)에 따라 비행하는 항공기에게 제공하는 기상정보는 조종사의 요청이 있을 때에 한하여 선별적으로 제공한다.,4,해설: 항공교통업무시설은 시계비행규칙(VFR)에 따라 비행하는 항공기에게 시계비행이 불가능할 것 같은 항공로에 대한 교통 및 기상상태에 관한 정보를 제공하여야 한다 (요청 시에만 한정된다는 조건은 없음). [출처: 항공교통업무기준 제47조 제4항]
