번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
26,항적난기류(Wake Turbulence)를 고려한 레이더 거리 분리 최저치에 대한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. A380-800(Super) 항공기 뒤를 따르는 A380-800 항공기 간에는 별도의 항적난기류 레이더 분리 최저치가 적용되지 않는다.
ㄴ. 선행하는 A380-800 항공기 뒤를 비행하는 Heavy 항공기(A380-800 제외)의 경우 최소 5.0NM의 레이더 분리가 요구된다.
ㄷ. 항적난기류 그룹을 적용하는 경우, 그룹 B 항공기 뒤를 비행하는 그룹 D 항공기 간 거리 분리 최저치는 5.0NM이다.
ㄹ. 항적난기류 그룹을 적용하는 경우, 그룹 A 항공기 뒤를 비행하는 그룹 E 항공기 간 거리 분리 최저치는 6.0NM이다.","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공교통관제절차 제5장] ㄷ. 표 5-5-2에 따르면 선행 그룹 B 항공기 뒤를 비행하는 후행 그룹 D 항공기에 요구되는 거리 분리 최저치는 4.0NM이다. (5.0NM 아님) ㄱ, ㄴ, ㄹ의 설명은 기준에 부합한다."
27,중간이륙(Intersection Departure) 및 이륙위치에서의 대기(LUAW) 절차에 대한 설명으로 가장 적절하지 않은 것은?,,"중간이륙을 요구하는 조종사에게 활주로 교차지점에서 활주로 끝까지의 측정거리를 발부하며, 이때 거리는 50피트 단위로 버림하여 산출한다.","출발 대기 중인 항공기가 돌연히 활주로로 진입하는 것을 방지하기 위해, 이륙위치 대기 허가 시 ""HOLD SHORT OF RUNWAY"" 등의 부가 지시를 명확히 해야 한다.","교차 활주로 상에 이륙위치 대기를 허가할 때, 해당 교차 활주로에 이륙, 대기 또는 도착하는 항공기 간에 반드시 교통정보가 교환되어야 한다.","일몰과 일출 사이, 국지 지원 및 감시 근무석이 배치되지 않았다 하더라도 출발 전용 활주로라면 두 항공기에게 동시에 동일 활주로상의 다른 교차지점에서의 LUAW를 허가할 수 있다.",4,"[출처: 항공교통관제절차 제3장] 일출과 일몰 사이에 국지 지원/감시 근무석이 배치되지 않았다면, 동시에 두 항공기에게 '동일 활주로 상에' 이륙위치 진입 후 대기(LUAW)를 허가하여서는 안 된다."
28,"동시 종속접근(Simultaneous Dependent Approaches) 수행 시, 평행활주로 중앙선 간격에 따른 대각선 거리 레이더 분리 최저치(민 적용) 연결이 올바른 것은?","ㄱ. 평행활주로 중앙선 간 간격 2,500피트 이상 3,600피트 미만
ㄴ. 평행활주로 중앙선 간 간격 3,600피트 이상 8,300피트 미만
ㄷ. 평행활주로 중앙선 간 간격 8,300피트 초과 9,000피트 이하","ㄱ: 1마일, ㄴ: 1.5마일, ㄷ: 2마일","ㄱ: 1마일, ㄴ: 2마일, ㄷ: 2.5마일","ㄱ: 1.5마일, ㄴ: 2마일, ㄷ: 2.5마일","ㄱ: 1.5마일, ㄴ: 2.5마일, ㄷ: 3마일",1,"[출처: 항공교통관제절차 제5장] 동시 종속접근 시 평행활주로 중앙선 간격에 따라 인접 최종접근 진로를 따르는 항공기와의 대각선 분리 기준은 [2,500~3,600ft: 1마일], [3,600~8,300ft: 1.5마일], [8,300~9,000ft: 2마일]로 규정되어 있다."
29,동시 독립접근(Simultaneous Independent Approaches) 수행 요건 및 절차에 대한 설명으로 가장 옳지 않은 것은?,,"평행 최종접근진로로 선회 중인 항공기 간에는 최소 1,000피트의 수직분리 또는 최소 3마일의 레이더 분리가 제공되어야 한다.","이중 평행활주로의 중심선 간격은 최소 3,600피트 이상이거나, 각 활주로에 대해 2.5도~3.0도 오프셋 된 접근로를 가질 경우 3,000피트 이상이어야 한다.","활주로 중심선 간격이 3,400피트 이하인 경우 정상운영구역(NOZ)은 700피트로 유지하며, 3,400피트 초과 시 진입불가구역(NTZ)은 2,000피트로 설정한다.","항공기가 진입금지구역(NTZ)을 침범할 것으로 판단될 때, 이탈 항공기를 회피하기 위한 타 항공기 강하 지시는 최저레이더유도고도(MVA) 미만이라 하더라도 충돌 방지를 위해 선제적으로 발부해야 한다.",4,"[출처: 항공교통관제절차 제5장] 이탈 항공기 회피를 위한 강하 지시는 관제사에게 가용한 다른 합리적인 대안이 없을 때에만 최후의 수단으로 사용되어야 하며, 어떠한 경우에도 항공기를 최저레이더유도고도(MVA) 미만으로 강하시켜서는 안 된다."
30,항공기 속도 조절(Speed Adjustment) 지시에 관한 설명 중 틀린 것을 모두 고른 것은?,"ㄱ. 고도 10,000피트 미만을 비행하는 터보제트 도착 항공기에게는 210노트 이상의 속도를 배정해야 한다.
ㄴ. 활주로 시단으로부터 20마일 이내에 있는 터보프롭 도착 항공기에게는 170노트 이상의 속도를 배정해야 한다.
ㄷ. 출발하는 터보제트 항공기에게는 250노트를 최저 속도로 배정해야 한다.
ㄹ. 헬리콥터에게는 60노트를 최저 속도로 배정해야 한다.","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ",2,[출처: 항공교통관제절차 제5장] ㄴ. 활주로 시단 20마일 이내에 있는 터보프롭(왕복기관 포함) 도착 항공기의 최저 속도 배정은 150노트이다(터보제트가 170노트). ㄷ. 출발하는 터보제트 항공기의 최저 배정 속도는 230노트이다(터보프롭은 150노트).
31,"비레이더 종적 분리(Longitudinal Separation) 적용 시, 선행 항공기가 뒤따르는 항공기보다 최소 44노트 이상 빠를 때의 분리 최저치(DME 거리 기준이 가능한 경우)로 올바른 것은?",,2분 또는 3마일,3분 또는 5마일,5분 또는 10마일,10분 또는 20마일,2,"[출처: 항공교통관제절차 제6장] 비레이더 상황에서 선행 항공기가 뒤따르는 항공기보다 최소 44노트 이상 빠를 때, DME 장착 항공기 간(혹은 RNAV 장착 항공기 간)에는 최소 5마일의 거리 분리를, 기타 시간 측정 방식의 경우에는 3분의 시차 분리를 적용한다."
32,레이더 분리 최저치(Minima) 및 표적 분해(Target Resolution)에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 터미널(Terminal) 단일 센서 ASR 환경에서 레이더 안테나로부터 40마일 이상 떨어져 있을 때의 분리 최저치는 5마일이다.
ㄴ. 항공로관제시스템(En route)에서 고도 FL600 미만을 비행하는 항공기 간 분리 최저치는 원칙적으로 5마일이다.
ㄷ. 항공로관제시스템에서 우선 센서로부터 40마일 이내에 위치하고 FL230 이하의 고도를 비행하는 등 특정 조건을 충족하는 경우 3마일 분리를 적용할 수 있다.
ㄹ. 표적 분해(Target Resolution) 절차는 다수의 센서를 통합하는 모자이크 레이더 시스템을 이용하는 경우에도 적극적으로 적용하여 표적이 맞닿는 것을 방지하여야 한다.","ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ",3,"[출처: 항공교통관제절차 제5장] ㄹ. 표적 분해(Target Resolution) 절차는 한정된 시스템에서 일차표적이나 비컨 표적이 서로 맞닿지 않도록 시각적으로 분리하는 기법이나, 규정상 ""모자이크 레이더 시스템을 이용하여 제공하여서는 안 된다""고 명시되어 있다."
33,관제사-조종사 간 데이터링크통신(CPDLC)의 고장(Failure) 시 처리 절차에 대한 설명으로 가장 옳지 않은 것은?,,고장이 탐지된 직후 조종사와 관제사는 즉각적으로 음성통신으로 전환하여 상황을 알려야 한다.,"CPDLC 고장 후 음성통신으로 복귀하였을 때, 응답을 받지 못한 모든 미결 CPDLC 메시지는 전달되지 않은 것으로 간주한다.",미결 메시지와 관련된 모든 통화는 CPDLC가 복구될 때까지 보류해야 하며 음성으로 다시 시작해서는 안 된다.,"호출 가능성이 있는 모든 시설에 지상 시스템 고장 정보를 전송할 때, 관제사는 일반 호출 ""ALL STATIONS CPDLC FAILURE""를 문두에 전송하여야 한다.",3,"[출처: 항공교통관제절차 제2장] CPDLC 고장 후 음성통신으로 전환 시, 모든 미결 CPDLC 메시지는 전달되지 않은 것으로 간주하고 미결 메시지와 관련된 전체 통화는 '음성으로 다시 시작'하여야 한다. 통화를 보류하라는 설명은 안전을 저해하므로 틀린 절차이다."
34,지상교통의 이동 허가(Ground Traffic Movement) 절차 및 용어 사용에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 활주로 진입 전 대기(Hold Short) 지시를 발부했을 때, 조종사가 명확히 복창(Read Back)을 하지 않았다면 관제사는 반드시 복창을 요구하여야 한다.
ㄴ. 공항의 비행장 점검 차량에 대하여 제한사항 없는 이동을 인가할 때는 업무 효율을 위해 ""THE FIELD IS YOURS""라는 용어를 예외적으로 사용할 수 있다.
ㄷ. 항공기의 지상활주 허가 발부 시에는 ""Cleared to taxi""와 같이 'Cleared'라는 용어를 사용하여 명확히 인가됨을 알려야 한다.
ㄹ. 활주로 중심선 간 지상이동거리가 1,300피트 이하인 공항에서는 항공기가 교차하는 여러 활주로를 횡단해야 할 때 단일 허가로 발부할 수 있다.","ㄱ, ㄹ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ",1,"[출처: 항공교통관제절차 제3장] ㄴ. ""THE FIELD IS YOURS"", ""CLEARED ON ALL SURFACES"" 등 제한사항이 없는 포괄적 인가 용어는 절대 사용해서는 안 된다. ㄷ. 지상활주 허가 시 'Cleared'라는 용어는 이륙/착륙 허가와의 혼동을 막기 위해 사용 금지되며, 대신 'Taxi', 'Proceed', 'Hold'를 사용하여야 한다."
35,안전 경보(Safety Alert) 발부 절차에 대한 설명으로 가장 옳지 않은 것은?,,관제사는 관할 공역 내 항공기가 지형이나 다른 항공기에 불안전하게 근접한다고 판단될 경우 이를 최우선적으로 발부해야 한다.,"조종사가 이미 해당 위험 상황을 해소하기 위한 조치를 취하고 있음을 관제사에게 통보한 경우, 관제사는 추가 경보 발부를 중단할 수 있다.",레이더 접근관제소는 청각·시각적 경고 기능이 있는 최저안전고도경보(MSAW) 시스템을 갖춘 관제탑으로 항공기 관제를 이양한 후에는 MSAW 관측 여부를 별도로 알릴 필요가 없다.,"항공기 충돌 경고(Traffic Alert)를 발부할 때, 긴박한 상황이므로 시간이 허용되더라도 회피 기동 지시만 내릴 뿐 회피 이유(타 항공기 고도/위치 등)를 설명해서는 안 된다.",4,"[출처: 항공교통관제절차 제2장] 안전경보 발부 절차에 따르면, 관제사는 지시를 발부할 때 ""시간이 허용되는 범위 내에서 이유를 설명하여야 한다."" 따라서 이유를 설명해서는 안 된다는 보기는 틀린 설명이다."
36,"관할 공역 내 항공기가 TCAS RA(Resolution Advisory) 회피 조언에 따라 기동하고 있음을 보고했을 때, 관제사의 조치로 옳은 것을 모두 고른 것은?","ㄱ. 조종사가 수행 중인 RA 회피 기동에 상반되는 항공교통관제 지시를 발부해서는 안 된다.
ㄴ. RA 기동을 수행 중인 당해 항공기에 대해서는 일시적으로 관제사의 표준 분리 제공 책임이 면제된다.
ㄷ. 주변의 다른 항공기들이 해당 RA 기동을 스스로 인지하고 회피할 것이라고 가정하여, 주변 항공기들에 대한 교통정보 조언 발부를 중지해야 업무 혼선을 막을 수 있다.
ㄹ. 조종사가 ""Clear of Conflict""를 보고하고 관제사가 표준 분리가 다시 확보되었음을 확인한 순간부터 관제사의 표준 분리 책임이 재개된다.","ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",3,"[출처: 항공교통관제절차 제2장] ㄷ. TCAS RA 기동 중인 항공기 근처의 다른 항공기들이 RA 기동을 인지하고 있을 것이라고 임의로 가정해서는 안 되며, 관제사는 주변 항공기들에게 관제지시, 안전경보 및 교통정보 조언을 계속 발부하여야 한다."
37,Mode C 고도 판독의 정확성 확인(Validation)에 관한 관제 절차로 가장 옳지 않은 것은?,,조종사가 보고한 고도와 Mode C 고도 판독치 간의 차이가 300피트 미만(RVSM 공역은 200피트 이내)일 때 고도 판독이 유효한 것으로 간주한다.,공항에 있는 항공기의 Mode C 고도 판독치가 지속적으로 수신되고 그 값이 공항 표고로부터 300피트 미만 차이가 날 때 유효한 것으로 간주할 수 있다.,"비행고도(FL) 140 미만에서 부정확한 Mode C 판독이 관찰되어 조종사에게 고도계 수정치를 재확인시킨 후에도 계속 부정확할 경우, 조종사에게 트랜스폰더의 작동을 완전히 정지(Stop Squawk)하도록 지시해야 한다.",다른 시설에서 생성된 항적자료군에 포함된 유효한 고도 정보와 상호 대조하여 일치하는 경우에도 Mode C 고도의 정확성이 확인된 것으로 간주한다.,3,"[출처: 항공교통관제절차 제5장] Mode C 고도 판독이 지속적으로 부정확할 경우, 관제사는 트랜스폰더 전체를 끄게 하는 것이 아니라 '고도보고 장비부분의 작동을 중지(Stop Altitude Squawk)'하도록 지시해야 한다. 레이더 식별을 위한 기본 Squawk 기능은 유지되어야 한다."
38,DME를 이용한 원호비행(DME Arc) 시 횡적 분리(Lateral Separation) 최저치 기준으로 옳은 것을 모두 고른 것은?,"ㄱ. 동일 항행안전시설로부터 반경 35마일 이내에서 서로 다른 원호 상을 비행하는 항공기 간 분리 최저치는 10마일이다.
ㄴ. 동일 항행안전시설로부터 반경 35마일을 초과하여 서로 다른 원호 상을 비행하는 항공기 간 분리 최저치는 20마일이다.
ㄷ. 항행안전시설 반경 35마일 이내의 원호비행 항공기와 보호되어야 할 인접 공역 경계선 간의 최저 거리 간격은 5마일이다.
ㄹ. 항행안전시설 반경 35마일을 초과하는 원호비행 항공기와 보호되어야 할 인접 공역 경계선 간의 최저 거리 간격은 10마일이다.","ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",4,"[출처: 항공교통관제절차 제6장] 비레이더 절차에서 DME Arc 간의 상호 분리는 35마일 이내 10마일, 35마일 초과 시 20마일이며, 인접 보호공역과의 분리는 각각 그 절반인 5마일, 10마일을 적용한다. 제시된 모든 보기가 올바른 규정이다."
39,레이더 관측을 통한 기상 및 채프(Chaff) 구역 정보 발부 절차에 대한 설명으로 가장 옳지 않은 것은?,,관제사는 관할 지역 또는 섹터 내 150NM 이내에서 영향을 미치는 위험기상 정보를 지체 없이 비상주파수 외의 모든 주파수로 방송하여야 한다.,"레이더로 관측된 강수 지역을 설명할 때는 ""PRECIPITATION""이라는 용어를 사용해야 하며 최저강도(Light)에서 최고강도(Extreme)로 구분하여 발부한다.","레이더에 나타난 에코의 강도가 심하여 난기류가 발생할 것으로 예측되는 경우, ""TURBULENCE""라는 단어를 사용하여 적극적으로 조종사에게 경고해야 한다.",발간된 고도 제한사항이 포함된 배정 절차(SID/STAR)에서 기상 회피를 위해 레이더 유도나 경로 이탈을 허가할 때에는 유지해야 할 고도를 반드시 별도로 배정하여야 한다.,3,"[출처: 항공교통관제절차 제2장] 레이더로 관측된 기상에 대해 설명할 때는 오직 'PRECIPITATION(강수)'이라는 용어만 사용해야 하며, 실제 난기류의 체감 여부는 레이더로 확정할 수 없으므로 ""TURBULENCE""라는 단어를 예측하여 사용해서는 안 된다."
40,정밀접근 보호구역(Precision Approach Critical Area)의 통제 절차에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 운고(Ceiling)가 800피트 미만이거나 시정이 2마일 미만인 경우, 도착 항공기가 ILS 외측마커(OM) 안쪽에 위치하면 원칙적으로 차량이나 타 항공기의 로컬라이저 보호구역 내 진입을 허가해서는 안 된다.
ㄴ. 운고가 200피트 미만이거나 활주로 가시거리(RVR)가 2,000피트 미만인 경우, 도착 항공기가 ILS 중간마커(MM) 또는 1/2마일 파이널 안쪽에 있을 때는 어떠한 항공기나 차량도 로컬라이저 보호구역 내 운영을 허가해서는 안 된다.
ㄷ. 도착 항공기가 ""AUTO LAND""를 통보하였으나, 기상이 운고 800피트 이상이고 시정이 2마일 이상이라 활공로/로컬라이저 보호구역을 통제하고 있지 않은 경우, 조종사에게 ""ILS CRITICAL AREA NOT PROTECTED""라고 조언해야 한다.",ㄱ,"ㄱ, ㄴ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",4,"[출처: 항공교통관제절차 제3장] 정밀접근 보호구역(ILS Critical Area) 운영 기준에 대한 세 가지 지침이다. ㄱ, ㄴ은 기상에 따른 보호구역 통제 시작 시점(OM vs MM)을 명시하며, ㄷ은 맑은 기상에서 조종사가 자동착륙을 요구할 때 보호구역이 확보되지 않음을 경고하는 올바른 절차이다."
41,체공(Holding) 절차에 관한 설명으로 가장 적절하지 않은 것은?,,터보프롭 항공기를 포함한 모든 프로펠러 구동 항공기의 표준 최대 체공 속도는 고도와 관계없이 175노트이다.,비행고도(FL) 140 초과 구간에서 체공하는 민간 터보제트 항공기의 표준 최대 체공 속도는 265노트이다.,"관제사가 체공 지시를 발부할 때 체공 픽스, 체공 방향, 방위각 등을 포함하여야 하나, 조종사가 체공 절차를 알고 있다면 ""Hold as published""로 축약하여 발부할 수 있다.","조종사가 체공구역(Holding Pattern)에서 벗어날 수 있는 예상접근시간(EFC)은, 지연이 예상되지 않더라도 체공 지시 시 반드시 함께 발부하여야 한다.",1,"[출처: 항공교통관제절차 제4장] 프로펠러 구동 항공기(터보프롭 제외)의 최대 체공속도는 175노트이나, 터보프롭 항공기는 터보제트 항공기와 동일한 고도별 체공 속도 제한(MHA~6,000ft: 200kts 등)을 적용받는다. 터보프롭을 일반 프로펠러기와 동일하게 취급한다는 보기는 오답이다."
42,시각접근(Visual Approach)에 대한 관제 절차로 옳은 것을 모두 고른 것은?,"ㄱ. 운고가 1,000피트 이상이고 시정이 3마일 이상으로 보고된 공항에서 인가할 수 있다.
ㄴ. 조종사가 공항을 시각으로 식별하지 못하였으나, 선행 항공기를 시각으로 식별하고 뒤따라가겠다고 보고한 경우 시각접근을 인가할 수 있다.
ㄷ. Heavy 등급의 선행 항공기를 뒤따라 시각접근을 수행하는 후행 항공기 조종사가 선행 항공기를 보았다고 보고하더라도, 이류난류 회피 책임은 관제사에게 있다.
ㄹ. 시각접근을 인가받은 항공기는 착륙복행(Go-around) 시 표준 계기실패접근(Missed Approach) 절차를 수행해야 한다.","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",1,"[출처: 항공교통관제절차 제7장] ㄷ. 선행 항공기를 따라가는 시각접근을 수락한 경우, 해당 선행 항공기에 대한 이류난류 회피 및 분리 책임은 조종사에게 있다(관제사는 주의 조언만 발부). ㄹ. 시각접근은 계기접근절차가 아니므로 복행 시 별도의 관제 지시(레이더 유도 등)에 따라야 하며, 표준 계기실패접근절차가 자동 보장되지 않는다."
43,체공접근(Contact Approach) 인가 조건으로 옳지 않은 것은?,,반드시 조종사의 요청이 있어야만 인가할 수 있으며 관제사가 먼저 제안할 수 없다.,"접근하려는 공항의 보고된 지상시정이 1마일(1,600m) 이상이어야 한다.",항공기가 구름을 회피하여 비행할 수 있는 시계비행기상상태(VMC)에 있어야만 인가 가능하다.,해당 공항에 표준 계기접근절차가 수립되어 운용 중이어야 한다.,3,"[출처: 항공교통관제절차 제7장] 체공접근(Contact Approach)은 구름과 맑은 상태(Clear of clouds)를 유지하며 시정 1마일 이상일 때 가능하지만, 이것이 곧 시계비행기상상태(VMC)를 의미하는 것은 아니다(VMC는 더 엄격한 구름 이격 거리 기준이 있음). 따라서 VMC에 있어야만 한다는 조건은 틀린 설명이다."
44,연료 투기(Fuel Dumping) 중인 항공기에 대한 관제 절차 중 맞는 것을 모두 고른 것은?,"ㄱ. 연료 투기 중인 항공기(IFR)와 다른 IFR 항공기 간에는 최소 1,000피트 이상의 수직 분리를 적용해야 한다.
ㄴ. 다른 항공기가 연료 투기 중인 항공기의 항적을 횡단해야 하는 경우, 투기 고도보다 최소 2,000피트 이상 높은 고도로 분리해야 한다.
ㄷ. 연료 투기 중인 항공기 후방 5마일 이내에는 어떠한 항공기도 위치하지 않도록 분리해야 한다.
ㄹ. 관제사는 연료 투기가 시작되기 전과 종료된 후 관련 정보를 주파수를 통해 방송해야 한다.","ㄱ, ㄷ","ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",3,"[출처: 항공교통관제절차 제9장] ㄱ. 연료 투기 중인 IFR 항공기와 다른 항공기 간의 수직 분리는 일반적인 1,000피트가 아니라, 하방으로는 최소 2,000피트 이상 분리해야 한다. ㄴ(상방/항적 통과 시 2,000피트 상방), ㄷ(후방 5마일 이내 진입 금지), ㄹ(방송 절차)은 올바른 연료 투기 분리 및 정보 발부 절차이다."
45,레이더 환경에서 비행정보구역(FIR) 내 비상 주파수(121.5/243.0 MHz) 운영 및 조난/비상 항공기 관제 절차에 대한 설명으로 가장 옳지 않은 것은?,,"비상 상황 선언 여부와 무관하게 항공기가 통신 두절을 겪는 것으로 의심되면, 관제사는 즉시 121.5 MHz 또는 243.0 MHz를 통해 호출을 시도해야 한다.","조종사가 비상 상황임을 선언하고 특정 주파수에 머무르기를 희망하더라도, 관제 효율성을 위해 해당 관제구역의 비상전용 주파수(121.5 MHz)로 변경하도록 강제할 수 있다.",레이더 식별된 비상 항공기에게는 상황이 허락하는 한 타 관제시설로의 관제 이양(Hand-off) 횟수를 최소화하여 조종사의 업무 부하를 줄여야 한다.,관제사는 비상 항공기의 항적 정보를 수색구조기관(RCC) 등 관련 기관에 신속히 제공해야 한다.,2,"[출처: 항공교통관제절차 제10장] 비상 항공기 조종사가 현재 주파수를 유지하기 원할 경우, 또는 다른 주파수로 변경하는 것이 안전을 저해한다고 판단될 경우 주파수 변경을 강제해서는 안 된다. 현재 주파수를 그대로 사용하여 비상 관제를 지원하는 것이 원칙이다."
46,계기접근(Instrument Approach) 중인 항공기에 대한 관제 절차로 올바르게 짝지어지지 않은 것은?,,"조종사가 ""Cleared for Approach"" 지시를 받은 후 특별한 고도 지정이 없다면, 조종사는 접근절차상 명시된 고도로 스스로 강하할 수 있다.","접근관문(Approach Gate)은 통상 최종접근픽스(FAF)로부터 바깥쪽으로 1마일 지점, 또는 활주로 시단으로부터 5마일 지점 중 더 먼 지점이다.","관제사는 항공기가 접근관문을 통과하기 전이라도, 조종사가 활주로를 시각으로 포착하였다면 시각접근을 인가함과 동시에 계기접근절차를 즉시 취소해야 한다.","레이더 유도 중인 항공기에게 최종접근로 요격(Intercept)을 지시할 때, 요격 지점은 원칙적으로 접근관문 밖 2마일 이상이어야 한다.",3,"[출처: 항공교통관제절차 제5장] 시각접근(Visual Approach)은 IFR 비행계획의 취소를 의미하지 않으며, 계기접근절차의 대안으로 수행되는 IFR 절차의 일환이다. 따라서 ""시각접근을 인가함과 동시에 계기접근절차(IFR)를 취소해야 한다""는 설명은 개념적 혼동을 유발하는 오답이다. (시각접근 중에도 IFR은 유지됨)"
47,"도착 항공기에 대한 동일 활주로 분리 최저치(민 적용)에 관한 설명이다. 선행 항공기가 착륙 활주로의 시단을 통과한 후, 후행 항공기가 착륙 활주로의 시단을 통과할 수 있는 최소 거리 기준으로 틀린 것은?",,"선행 항공기가 단발 소형 프로펠러기(범주 I)이고 후행 항공기도 범주 I인 경우: 3,000피트","선행 항공기가 쌍발 소형 프로펠러기(범주 II)이고 후행 항공기가 범주 I인 경우: 3,000피트","선행 항공기가 대형 제트기(범주 III)이고 후행 항공기가 범주 I인 경우: 6,000피트","야간(일몰~일출)에 선행 및 후행 항공기가 모두 범주 I인 경우: 거리 분리 적용 불가, 선행 항공기가 활주로 개방 시까지 대기",2,"[출처: 항공교통관제절차 제3장] 착륙 항공기 간 동일 활주로 분리 거리 최저치에서 선행 항공기가 범주 II(쌍발 소형 프로펠러기)인 경우 후행 항공기와의 최소 분리 거리는 4,500피트이다. 3,000피트는 범주 I 뒤에 범주 I이 착륙할 때만 적용된다."
48,무선통신 두절(Radio Failure) 발생 시 트랜스폰더 운용 및 레이더 관제 절차에 대한 내용 중 적절한 것을 모두 고른 것은?,"ㄱ. IFR 항공기가 비행 중 무선통신 두절 시 트랜스폰더 코드를 7600으로 설정하였다면, 관제사는 즉시 해당 항공기에 레이더 유도를 제공하여 목적지까지 최단 경로로 유도해야 한다.
ㄴ. 무선통신 두절 항공기를 관제하는 경우, 관제사는 빛총(Light Gun) 신호 발부 등 가용한 모든 수단을 동원하여 조종사와 시각적 통신을 시도해야 한다.
ㄷ. 조종사가 시계비행기상상태(VMC)에 있을 경우, 통신 두절을 겪더라도 계기비행규칙(IFR)을 유지하며 사전에 인가받은 경로와 고도로 비행을 계속해야 한다.
ㄹ. 통신 두절을 확인하기 위해 관제사는 조종사에게 특정 코드로의 트랜스폰더 변경 또는 'IDENT' 기능의 작동을 지시하여 수신 여부를 점검할 수 있다.","ㄴ, ㄹ","ㄱ, ㄷ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ",1,[출처: 항공교통관제절차 제10장] ㄱ. 통신 두절 항공기에게 임의로 레이더 유도를 제공해서는 안 된다(조종사는 무선통신두절 절차에 따라 기존에 허가받은 경로/고도로 비행할 것이므로 예측이 불가능해짐). ㄷ. VMC에 있는 경우 VMC를 유지하고 가장 적합한 비행장에 착륙(VFR 전환)하는 것이 원칙이다. ㄴ과 ㄹ은 올바른 통신 확인 및 대응 절차이다.
49,항공교통관제에서 사용하는 'VFR-on-top' 절차에 대한 설명으로 옳은 것은?,,관제사는 트래픽 흐름을 원활히 하기 위해 IFR 비행 중인 항공기에게 VFR-on-top 상승을 선제적으로 지시할 수 있다.,VFR-on-top 허가를 받은 항공기는 IFR 비행계획이 취소되며 완전한 VFR 규칙의 적용을 받는다.,"조종사는 VFR-on-top 비행 중 지정된 VFR 순항고도를 준수해야 하며, 고도 변경 시에는 반드시 사전에 관제사의 인가를 받아야 한다.","관제사는 VFR-on-top 허가를 받은 항공기와 다른 IFR 항공기 간에 표준 IFR 분리를 제공할 책임이 면제되지 않는다 (단, VFR-on-top 항공기가 시각분리를 유지하는 상황 제외).",4,"[출처: 항공교통관제절차 제7장] VFR-on-top은 IFR 비행의 일환이나 VFR 고도로 비행하는 절차이다. 관제사는 타 IFR 항공기와의 분리 책임이 여전히 존재한다. (단, 조종사가 시각분리 책임을 인수한 경우 제외). VFR-on-top은 조종사의 요구 시에만 인가되며(1번 오답), IFR이 취소되지 않고(2번 오답), 조종사가 자체적으로 VFR 고도를 선택해 비행하므로 고도 변경 시마다 사전 인가가 필요하지 않다(3번 오답)."
50,정밀활주로모니터(PRM)를 이용한 동시독립 일치접근(Simultaneous Independent Close Parallel Approaches)에 대한 설명으로 옳지 않은 것은?,,"활주로 중심선 간 간격이 4,300피트 미만인 평행 활주로에서 동시 접근을 수행할 때 PRM 레이더가 요구된다.","PRM 접근 중 정상운영구역(NOZ)을 이탈하여 진입불가구역(NTZ)을 침범하는 항공기가 발생하면, 관제사는 즉시 회피 기동(Break-out) 지시를 발부해야 한다.","조종사는 PRM 접근 중 활주로를 시각으로 확인한 경우, 관제사의 지시를 기다리지 않고 선행 또는 인접 항공기와의 시각분리를 스스로 적용하여 접근을 계속해야 한다.",PRM 감시를 담당하는 관제사는 관제탑 주파수 외에 별도의 모니터 주파수를 통해 조종사의 청취(Receive-only)를 요구할 수 있다.,3,"[출처: 항공교통관제절차 제5장] PRM 절차 수행 중 시각분리(Visual Separation) 적용은 금지되어 있다. 동시독립접근의 특성상 인접 항공기와의 근접 비행이 이루어지므로, 조종사 자체적인 시각분리에 의존하지 않고 끝까지 레이더 모니터링 기반의 분리를 제공해야 한다."
