번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
36,현행 항공사업법령상 상호 대여 금지 규정 위반과 관련된 벌칙 및 처분 규정으로 옳지 않은 것은?,,항공운송사업자가 자신의 상호를 타인에게 대여하여 항공사업을 경영하게 한 경우 국토교통부장관은 면허를 취소할 수 있다.,타인의 상호를 대여받아 항공운송사업을 경영한 자는 2년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.,항공기사용사업자가 타인에게 등록증을 빌려준 경우 이는 행정처분 사유에 해당한다.,"상호 대여 금지를 위반하여 성명을 빌려준 자에 대한 벌칙 규정은 존재하나, 명의를 빌려 항공사업을 경영한 상대방은 처벌 대상에서 제외된다.",4,"[출처: 항공사업법 제10조, 제79조] 제10조의 명의대여 금지 조항을 위반하여 성명이나 상호를 대여한 사업자뿐만 아니라, 이를 '대여받아 사업을 경영한 자' 역시 쌍방 모두 2년 이하의 징역 또는 2천만원 이하의 벌금에 처해진다."
37,현행 항공사업법령상 항공운송사업자의 사업보고서 등의 제출에 대한 설명으로 옳은 것은?,,항공운송사업자는 매 사업연도 종료 후 3개월 이내에 전년도의 사업실적과 재무제표가 포함된 보고서를 제출하여야 한다.,국내항공운송사업자는 매 분기 종료 후 1개월 이내에 수입금액 현황을 정기적으로 제출하여야 한다.,소형항공운송사업자는 일반 항공운송사업자와 달리 사업보고서 제출 의무가 전면 면제된다.,제출된 사업보고서 중 영업기밀에 해당하는 내용은 국토교통부장관이 별도로 요구하지 않는 한 제출 항목에서 제외할 수 있다.,1,"[출처: 항공사업법 제61조제1항, 동법 시행규칙 제59조] 항공운송사업자(소형항공운송사업자 포함)는 사업계획에 따른 운송실적, 수입금액, 재무제표가 포함된 사업운영 보고서를 매 사업연도가 끝난 후 '3개월 이내'에 국토교통부장관에게 제출하여야 한다."
38,현행 항공사업법령상 공무원의 출입 및 검사 대상과 절차에 대한 설명으로 가장 옳지 않은 것은?,,국토교통부장관은 항공사업의 안전과 질서유지를 위하여 소속 공무원에게 항공운송사업자의 영업소에 출입하여 장부 및 서류를 검사하게 할 수 있다.,"검사를 하려는 공무원은 사전에 검사의 일시, 목적 등을 미리 통지하여야 함이 원칙이다.",범죄 혐의가 있거나 증거 인멸의 우려가 있어 긴급한 경우에도 반드시 서면으로 사전 통지를 한 후 출입하여야 한다.,"검사를 거부, 방해 또는 기피한 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해진다.",3,"[출처: 항공사업법 제62조] 행정조사기본법의 원칙에 따라 사전에 서면 통지함이 원칙이나, 증거 인멸의 우려가 있거나 긴급한 사유가 있는 경우에는 사전 통지를 생략하고 즉시 출입 및 검사할 수 있도록 예외를 규정하고 있다."
39,현행 항공사업법령상 외국인 국제항공운송사업자의 운임 및 요금 신고가 예외적으로 허용되는 사유가 아닌 것은?,,항공협정에서 여객운임 등을 인가받지 아니하고 정할 수 있도록 규정하고 있는 경우,대한민국 외의 국가에서 여객운송을 시작하는 경우,해당 국가의 항공사와의 경쟁을 위해 운임을 50% 이상 인하하여 한시적으로 운영하는 경우,항공협정에 명시적인 정함이 없는 상황에서 관련 법령에 따라 예외적으로 신고대상으로 분류된 경우,3,"[출처: 항공사업법 제54조제4항 및 동법 시행규칙 제55조] 외국인 국제항공운송사업자는 자국 정부와 체결된 협정에 따라 운임을 인가받거나 신고해야 한다. 대한민국 외 출발 노선이나 협정에 예외로 정한 경우에는 신고로 갈음할 수 있으나, '50% 이상 인하를 위한 한시적 운영'과 같은 임의적인 사유는 법적 신고 전환 요건에 해당하지 않는다."
40,현행 항공사업법령상 사업의 휴업 및 폐업에 관한 설명으로 가장 옳은 것은?,,국내항공운송사업을 폐업하려는 경우 폐업 예정일 1개월 전까지 국토교통부장관의 허가를 받아야 한다.,국제항공운송사업의 휴업기간은 어떠한 정당한 사유가 있더라도 6개월을 초과할 수 없다.,항공기대여업자가 휴업을 하려는 경우 그 휴업기간은 6개월을 초과할 수 없는 것이 원칙이며 예외는 인정되지 않는다.,소형항공운송사업자는 그 사업을 휴업하거나 폐업하려면 사전에 국토교통부장관에게 신고하여야 한다.,4,"[출처: 항공사업법 제23조, 제41조의2, 제45조] 항공운송사업(소형 포함) 및 등록 대상 항공사업은 사업을 휴업하거나 폐업할 때 '신고' 사항이다(허가 아님). 또한 항공운송사업의 휴업기간은 원칙상 6개월을 넘을 수 없으나 정당한 사유로 허가를 받으면 초과할 수 있다. 소형항공운송사업 역시 휴폐업 시 사전 신고하여야 한다."
41,현행 항공사업법령상 항공사업의 결격사유에 대한 설명으로 가장 옳지 않은 것은?,,"「항공사업법」, 「항공안전법」 또는 「공항시설법」을 위반하여 징역의 실형을 선고받고 그 집행이 끝나거나 집행이 면제된 날부터 3년이 지나지 아니한 자는 면허를 받을 수 없다.","피성년후견인, 피한정후견인 또는 파산선고를 받고 복권되지 아니한 자는 항공운송사업의 면허를 받을 수 없다.",「항공사업법」을 위반하여 벌금형을 선고받고 그 형이 확정된 날부터 2년이 지나지 아니한 자는 항공기사용사업을 등록할 수 없다.,결격사유에 해당하는 외국인이나 외국법인이 주식이나 지분의 2분의 1 이상을 소유한 법인은 국내항공운송사업의 면허를 받을 수 없다.,3,"[출처: 항공사업법 제9조] 현행 법령상 항공사업법 등 항공 3법 위반으로 '징역의 실형' 또는 '징역형의 집행유예'를 선고받은 경우 결격사유에 해당하나, '벌금형'의 선고는 항공사업 면허 및 등록의 법정 결격사유로 명시되어 있지 않다."
42,현행 항공사업법령상 국토교통부장관이 항공운송사업 면허를 '반드시 취소하여야 하는(기속취소)' 사유만을 <보기>에서 모두 고른 것은?,"ㄱ. 거짓이나 그 밖의 부정한 방법으로 면허를 받은 경우
ㄴ. 사업정지처분을 위반하여 사업정지기간에 사업을 경영한 경우
ㄷ. 고의나 중대한 과실로 항공기 사고가 발생하여 중상자 10명 이상이 발생한 경우
ㄹ. 면허를 받은 날부터 1년 내에 「항공안전법」에 따른 운항증명(AOC)을 받지 아니한 경우
ㅁ. 타인에게 자신의 상호나 성명을 대여하여 사업을 경영하게 한 경우","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄱ, ㄷ, ㅁ","ㄴ, ㄹ, ㅁ",2,"[출처: 항공사업법 제28조제1항] 기속취소(반드시 취소) 사유는 1. 거짓/부정 면허 취득, 2. 결격사유 해당, 3. 사업정지기간 중 사업 경영, 4. 면허 후 1년 내 운항증명 미취득, 5. 운항증명 취소 시이다. 중대한 항공기 사고(ㄷ)나 명의 대여(ㅁ)는 재량적 행정처분(취소 또는 정지) 사유에 해당한다."
43,현행 항공사업법령상 사업의 구분에 대한 설명으로 가장 옳지 않은 것은?,,타인의 수요에 맞추어 유상으로 항공기에 여객의 수하물을 싣고 내리는 사업은 항공기취급업에 해당한다.,타인의 수요에 맞추어 유상으로 비행선비행 등 체험비행용으로 경량항공기를 사용하는 사업은 항공레저스포츠사업에 해당한다.,수출입에 따르는 상업서류를 유상으로 송달하는 사업은 국가 우편사업의 침해 우려가 있어 등록제보다 엄격한 인가제로 운영된다.,초경량비행장치를 사용하여 유상으로 농약을 살포하는 사업은 초경량비행장치 사용사업에 해당한다.,3,"[출처: 항공사업법 제2조, 제51조] 항공사업법상 '상업서류 송달업'은 인가제나 등록제가 아닌 국토교통부장관에 대한 '신고' 사항으로 규정되어 있어 상대적으로 규제가 완화된 사업이다."
44,현행 항공사업법령상 항공운송사업의 운항 개시 및 사업계획에 대한 설명으로 옳은 것은?,,"국내항공운송사업자는 면허를 받은 날부터 6개월 이내에 해당 노선의 운항을 개시하여야 하며, 어떠한 경우에도 기한을 연장할 수 없다.","국제항공운송사업자가 운수권 배분 없이 취항할 수 있는 노선의 사업계획을 변경하려는 경우, 국토교통부장관의 인가를 받아야 한다.",운항개시예정일의 연기는 천재지변이나 불가항력적인 사유가 있는 경우 국토교통부장관의 승인을 받아 연기할 수 있다.,부정기편을 운항하려는 국내항공운송사업자는 운항 예정일 10일 전까지 국토교통부장관에게 신고하여야 한다.,3,"[출처: 항공사업법 제19조, 제21조, 제24조] 운항개시예정일은 사업계획서 상의 예정일을 따르며 원칙적으로 연기할 수 없으나, 천재지변 등 정당한 사유가 있을 때 국토교통부장관의 승인을 받아 연기할 수 있다. 국내항공운송사업의 사업계획 변경은 원칙적 '신고' 사항이며, 부정기편 운항허가는 국제선 인가, 국내선은 국토부장관 허가를 받는다."
45,현행 항공사업법령상 항공교통서비스 평가에 관한 설명으로 가장 옳지 않은 것은?,,국토교통부장관은 항공교통이용자의 보호를 위하여 2년마다 정기적으로 항공교통서비스를 평가하여야 한다.,평가 대상에는 국내 및 국제항공운송사업자뿐만 아니라 주요 공항을 운영하는 공항운영자도 포함된다.,"평가 항목에는 항공기의 정시성, 피해구제, 이용자 만족도 등이 포함되어야 한다.",국토교통부장관은 평가 결과를 관보 및 인터넷 홈페이지 등에 발표하여야 한다.,1,[출처: 항공사업법 제63조제1항] 국토교통부장관은 항공교통이용자의 보호를 위하여 2년마다가 아닌 '1년마다(매년)' 항공교통서비스를 평가하고 그 결과를 발표하여야 한다.
46,현행 항공사업법령상 항공기취급업의 종류와 자본금(법인 기준) 요건의 연결로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 급유업: 자본금 3억원 이상
ㄴ. 하역업: 자본금 3억원 이상
ㄷ. 지상교통유도업: 자본금 1억원 이상
ㄹ. 항공기정비업: 자본금 5억원 이상","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",1,"[출처: 항공사업법 시행령 별표 2] 항공기취급업(급유, 하역, 지상교통유도 등 포함)의 등록 자본금 요건은 법인 3억원(개인 자산평가액 4.5억원) 이상이다. 지상교통유도업도 동일하게 3억원 이상이다. 또한 '항공기정비업'은 별도의 등록기준을 적용받으며 자본금 요건이 명시되어 있지 않다."
47,현행 항공사업법령상 항공보험 가입 의무에 대한 설명으로 가장 옳지 않은 것은?,,"국내항공운송사업자 및 소형항공운송사업자는 그 사업을 시작하기 전까지 여객, 수하물 등에 대한 보험이나 공제에 가입하여야 한다.",초경량비행장치 사용사업자라 하더라도 타인의 수요에 맞춰 유상으로 사업을 영위하는 자는 보험 또는 공제 가입 의무가 있다.,외국인 국제항공운송사업자가 대한민국 노선을 운항하는 경우에는 자국법률에 따른 보험에 가입하였더라도 대한민국의 가입 의무 기준을 별도로 충족하여야 취항이 가능하다.,항공운송사업자가 가입해야 하는 보험의 보상한도액은 국제조약 등에 부합하는 수준으로 국토교통부령으로 정한다.,3,"[출처: 항공사업법 제70조, 동법 시행규칙 제70조] 외국인 국제항공운송사업자가 자국 법령 또는 국제조약에 따라 대한민국 기준에 상응하는 보험 등에 이미 가입한 경우에는 우리나라 법령에 따른 보험 가입 의무를 충족한 것으로 인정하여 별도의 이중가입을 강제하지 않는다."
48,현행 항공사업법령상 외국인 국제항공운송사업에 대한 설명으로 가장 옳은 것은?,,외국인 국제항공운송사업자가 대한민국 공항에 취항하기 위해서는 국토교통부장관으로부터 '면허'를 받아야 한다.,항공협정에 운수권 배분 등에 관한 명시적 규정이 없는 국가의 사업자라도 상호주의 원칙에 따라 별도의 허가 없이 임의로 취항할 수 있다.,"외국인 국제항공운송사업자가 대한민국에서 사업을 경영하려면 국토교통부장관의 '인가'를 받아야 하며, 사업계획 변경 시에도 인가가 필요하다.",외국인 국제항공운송사업자의 운송약관은 반드시 국토교통부장관의 사전 승인을 받아야 하며 신고만으로는 효력이 없다.,3,[출처: 항공사업법 제52조] 외국인 국제항공운송사업자가 대한민국에서 노선을 개설하여 운항하려는 경우 국토교통부장관의 면허가 아닌 '인가'를 받아야 한다. 운송약관의 경우 국가 간 항공협정 내용에 따라 인가를 받거나 신고하도록 규정되어 있다.
49,현행 항공사업법령상 항공운송사업자 등의 양도·합병 등에 관한 인가 절차의 예외(인가를 받지 아니하고 할 수 있는 경우)에 해당하는 것을 <보기>에서 모두 고른 것은?,"ㄱ. 국내항공운송사업 법인이 소형항공운송사업 법인을 흡수 합병하는 경우
ㄴ. 발행주식의 소유권 이전에 따라 경영권이 실질적으로 변동되지 않는 단순 지분 변경
ㄷ. 국가나 지방자치단체가 항공기사용사업을 양수하는 경우
ㄹ. 항공기취급업을 영위하는 개인이 타인에게 해당 사업을 양도하는 경우","ㄱ, ㄴ","ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄷ, ㄹ",2,"[출처: 항공사업법 제26조, 제41조의2, 제46조] 항공운송사업의 양도/양수 및 합병은 국토부장관 '인가' 사항이다(ㄱ은 인가 필수). 그러나 항공기취급업, 항공기사용사업, 상업서류송달업 등 '등록/신고' 대상 사업의 양도·합병은 인가가 아닌 '신고' 사항이므로 ㄷ, ㄹ이 예외에 해당한다."
50,현행 항공사업법령상 운수권의 배분 및 평가와 관련하여 '운수권 배분 심의위원회'에 대한 설명으로 옳지 않은 것은?,,위원회는 위원장 1명을 포함하여 7명 이내의 위원으로 구성한다.,위원장은 국토교통부 소속 고위공무원단에 속하는 공무원 중에서 국토교통부장관이 지명한다.,"위원은 항공 분야, 경제·법률 분야 등에 학식과 경험이 풍부한 민간 전문가 중에서 위촉한다.",공무원인 위원은 배제되며 전원 민간 위원으로 구성하여 독립성과 공정성을 확보하여야 한다.,4,[출처: 항공사업법 시행규칙 제16조] 운수권 배분 심의위원회는 국토교통부장관이 위촉하는 민간 전문가와 국토교통부 소속 공무원(지명 위원장 등)으로 함께 구성된다. 전원 민간위원으로만 구성되는 것은 아니다.
51,"현행 항공사업법 시행규칙 [별표 1]에 따른 행정처분 개별기준에서, 국내항공운송사업자가 사업계획에 따른 운항개시예정일 이전에 운항을 개시하지 않은 경우 1회 위반 시 처분 기준은?",,사업일부정지 10일,사업일부정지 20일,사업일부정지 30일,해당 노선허가 취소,2,[출처: 항공사업법 시행규칙 별표 1] 사업운영계획서에 적힌 운항개시예정일 이전에 해당 노선의 운항을 개시하지 아니한 경우 1회 위반 시 기준은 '해당 노선 사업일부정지 20일'이다.
52,현행 항공사업법령상 부당한 차별적 취급 금지 및 운임 변경 명령 등에 대한 내용으로 가장 옳은 것은?,,"항공운송사업자는 장애인, 노약자 등 교통약자에게만 예외적으로 부당한 운임 할인을 제공할 수 있다.","국토교통부장관은 항공운송사업자가 정한 국내선 여객운임이 부당하게 차별적이라고 판단되는 경우, 해당 운임의 변경을 명할 수 있다.",여객운임의 변경을 명할 수 있는 권한은 국내선에만 국한되며 국제선 여객운임에 대해서는 항공협정상 간섭할 수 없다.,"사업자가 부당한 차별적 취급을 한 경우라도 국토교통부장관은 시정조치 권고만 가능하며, 강제적인 사업정지 등은 불가능하다.",2,[출처: 항공사업법 제15조] 국토교통부장관은 항공운송사업자의 운임 및 요금이 부당하게 차별적이거나 이용자 보호에 현저히 위배된다고 인정될 때에는 해당 운임 및 요금의 변경을 명할 수 있다. 이 권한은 특정 노선에 한정되지 않는다.
53,현행 항공사업법령상 항공운송사업 총대리점업에 대한 설명으로 옳은 것은?,,자본금 3억원 이상을 갖추어 국토교통부장관에게 등록하여야 한다.,"항공운송사업자를 대리하여 항공운송계약을 체결하거나 여객의 항공권을 발행하는 사업을 말하며, 등록이 아닌 신고 대상이다.",대한민국 국적이 없는 외국인도 어떠한 지분제한 없이 자유롭게 인가를 받아 경영할 수 있다.,항공운송사업 총대리점업을 폐업하려는 경우 폐업 30일 전까지 인가청에 신고하여야 한다.,2,"[출처: 항공사업법 제2조제15호, 제51조] '항공운송사업 총대리점업'은 항공운송사업자를 위하여 유상으로 여객/화물의 국제운송계약 체결을 대리하는 사업으로, 국토교통부장관에게 '신고'하여야 하는 사업이다. 자본금 요건은 법인 1억원(개인 1.5억원) 이상이다."
54,현행 항공사업법령상 임원 개임(改任) 유예 규정과 관련된 설명으로 가장 옳지 않은 것은?,,법인의 임원 중 피성년후견인이 발생한 경우 3개월 이내에 그 임원을 개임하면 결격사유에 해당하지 아니한 것으로 본다.,법인의 임원 중 이 법을 위반하여 징역형이 확정된 자가 발생한 경우 3개월 이내에 개임하면 면허 기속취소 대상에서 제외된다.,"외국인 국제항공운송사업자의 대표자가 결격사유에 해당하게 된 경우, 어떠한 경우라도 임원 개임 유예(3개월) 조항을 원용할 수 없다.",항공기사용사업 등록을 한 법인의 임원이 파산선고를 받고 복권되지 아니한 경우 3개월 내 개임 시 등록을 취소하지 아니한다.,3,"[출처: 항공사업법 제9조, 제28조, 제30조, 제44조] 면허(국내, 국제, 소형) 및 등록(항공기사용사업 등) 법인의 임원 결격사유 발생 시 모두 공통으로 '3개월 이내 개임' 시 취소 예외가 적용된다. 이는 사업 종류를 불문하고 법인의 불측의 손해를 방지하기 위한 보편적 예외 조항이다."
55,"현행 항공사업법 시행령 [별표 3]에 따른 과태료 부과기준 중, 항공교통이용자의 피해구제 절차 및 계획과 관련된 과태료 액수로 가장 옳은 것은?",,피해구제계획을 수립하지 아니하고 여객운송 노선을 운항한 경우 1회 위반 시 300만원,피해구제계획을 제출하지 아니하고 여객운송 노선을 운항한 경우 1회 위반 시 500만원,수하물의 분실 등에 대한 피해구제절차를 마련하지 않은 경우 1회 위반 시 100만원,수하물의 파손에 대한 피해구제절차를 마련하여 제출하지 않은 경우 3회 위반 시 300만원,2,"[출처: 항공사업법 시행령 별표 3] 법 제61조제1항을 위반하여 피해구제계획을 수립하거나 제출하지 아니하고 노선을 운항한 경우의 과태료는 1회 500만원, 2회 500만원, 3회 이상 500만원으로 중과된다."
56,현행 항공사업법령상 항공기사용사업의 사업계획 변경에 관한 설명 중 빈칸에 들어갈 알맞은 조치로 옳은 것은?,"항공기사용사업자는 국토교통부령으로 정하는 바에 따라 등록한 사항을 변경하려는 경우에는 국토교통부장관에게 ( A )하여야 한다. 다만, 항공기 등 중요 사항을 변경하려는 경우에는 ( B )하여야 한다.","A: 신고, B: 인가","A: 등록, B: 승인","A: 신고, B: 변경등록","A: 제출, B: 심사",3,"[출처: 항공사업법 제41조의2 (제44조 준용)] 항공기사용사업(등록사항)의 사업계획 변경 시 원칙적으로 '신고' 사항이나, 사업 범위나 항공기 등 중요 사항을 변경할 경우에는 다시 '변경등록'을 하여야 한다."
57,현행 항공사업법령상 공무원의 보고 및 검사에 관한 권한 행사에 대한 설명으로 가장 옳지 않은 것은?,,국토교통부장관은 항공사업의 안전과 질서 유지를 위하여 필요하다고 인정하면 항공운송사업자에게 그 업무에 관한 보고를 하게 할 수 있다.,"공무원이 사업장에 출입하여 검사를 하려는 경우, 사전에 검사의 일시 및 목적 등을 서면으로 통지함이 원칙이다.",증거 인멸의 우려가 있어 긴급히 검사할 필요가 있는 경우에는 구두로 통지하거나 통지를 생략하고 즉시 진입할 수 있다.,위법 사실이 확인된 경우 현장에서 소속 공무원이 즉결심판을 청구하거나 500만원 이하의 과태료를 즉시 부과·징수할 수 있다.,4,"[출처: 항공사업법 제62조, 행정절차법 및 질서위반행위규제법] 공무원이 현장에서 법 위반사항을 적발하더라도, 과태료 부과는 질서위반행위규제법에 따른 사전통지 및 의견제출 기회 부여 등의 절차를 거쳐 행정청(장관 등) 명의로 부과해야 하며, 현장 공무원이 즉시 부과·징수할 권한은 없다."
58,현행 항공사업법령상 노선의 폐지 또는 운휴와 관련된 국민 불편 해소 조치로 가장 옳은 것은?,,국토교통부장관은 노선 폐지로 국민 불편이 예상되면 1년의 범위에서 해당 노선의 폐지를 무기한 보류시킬 수 있다.,"국내항공운송사업자가 유일한 독점 노선을 6개월간 운휴하겠다고 신고한 경우, 장관은 반려할 수 없으며 신고는 즉시 효력을 발생한다.",국토교통부장관은 노선 폐지 또는 운휴로 국민 이용에 심한 불편을 줄 우려가 있다고 인정되면 6개월의 범위에서 사업계획의 변경을 명하거나 노선 폐지 등을 제한할 수 있다.,국제선 노선의 폐지 시에는 대체 노선이 존재하지 않더라도 항공사의 자율 경영권 보장을 위해 변경 명령을 내릴 수 없다.,3,"[출처: 항공사업법 제23조제3항] 국토교통부장관은 사업의 휴업, 폐지 또는 노선의 운휴 및 폐지로 인하여 국민의 항공교통 이용에 심한 불편을 줄 우려가 있다고 인정할 때에는 '6개월의 범위'에서 노선의 폐지나 운휴를 제한하거나 사업계획의 변경을 명할 수 있다."
59,현행 항공사업법령상 벌칙(징역 및 벌금)에 관한 연결로 옳지 않은 것은?,,면허를 받지 아니하고 국제항공운송사업을 경영한 자 - 3년 이하의 징역 또는 3천만원 이하의 벌금,타인에게 자기의 상호를 대여하여 항공사업을 경영하게 한 자 - 2년 이하의 징역 또는 2천만원 이하의 벌금,속임수나 그 밖의 부정한 방법으로 등록을 하고 소형항공운송사업을 경영한 자 - 2년 이하의 징역 또는 2천만원 이하의 벌금,정당한 사유 없이 국토교통부 소속 공무원의 출입·검사를 거부하거나 기피한 자 - 1년 이하의 징역 또는 1천만원 이하의 벌금,3,[출처: 항공사업법 제78조] 항공사업법에서 '거짓이나 부정한 방법으로 면허/등록을 받은 자'와 '면허/등록 없이 사업을 영위한 자'는 모두 동일하게 최고 형량인 '3년 이하의 징역 또는 3천만원 이하의 벌금'에 처해진다.
60,현행 항공사업법령상 초경량비행장치 사용사업의 사업계획서에 포함되어야 할 사항으로 명시되지 않은 것은?,,사용할 초경량비행장치의 종류 및 수량,"초경량비행장치의 비행계획(노선, 고도, 속도 등 구체적 운항 제원)",사업의 종류 및 사업 예정 구역,자본금 또는 자산평가액 관련 서류,2,"[출처: 항공사업법 시행규칙 제47조] 초경량비행장치 사용사업 등록 시 제출하는 사업계획서에는 사업의 목적, 종류, 구역, 초경량비행장치의 종류 및 수량, 안전관리계획 등이 포함된다. '구체적인 노선, 고도, 속도 등의 정기 비행계획'은 정기 노선을 운항하는 항공운송사업에 해당하는 기재 사항으로 초경량비행장치 사용사업의 필수 명시 사항이 아니다."
61,현행 항공사업법령상 소형항공운송사업에 관한 설명으로 가장 옳지 않은 것은?,,"소형항공운송사업을 경영하려는 자는 국토교통부장관에게 등록하여야 하며, 면허를 받을 필요는 없다.",소형항공운송사업의 등록 권한은 현행 법령상 관할 지방항공청장에게 위임되어 있다.,외국인이나 외국법인이 주식이나 지분의 2분의 1 이상을 소유한 법인은 소형항공운송사업을 등록할 수 없다.,소형항공운송사업자가 그 사업을 타인에게 양도하려는 경우에는 국토교통부장관에게 신고하여야 한다.,4,"[출처: 항공사업법 제41조의2, 제26조] 소형항공운송사업은 '등록' 대상 사업이지만, 사업의 양도·양수 및 법인의 합병 등에 관해서는 국내항공운송사업의 규정을 준용하므로 국토교통부장관의 '인가'를 받아야 한다(신고 아님)."
62,현행 항공사업법령상 항공운송사업자의 재무구조 개선명령을 내릴 수 있는 요건에 해당하지 않는 것은?,,자본잠식이 50퍼센트 이상인 상태가 1년 이상 지속되는 경우,자본잠식이 50퍼센트 이상인 상태에서 최근 사업연도의 자본잠식률이 전년도보다 증가한 경우,영업이익을 내지 못하는 상태가 최근 3년 이상 지속되는 경우,최근 사업연도 말 기준 부채비율이 200퍼센트를 초과하여 지속적인 운영이 곤란하다고 인정되는 경우,4,"[출처: 항공사업법 시행령 제20조] 국토교통부장관이 재무구조의 개선을 명할 수 있는 사유는 1. 자본잠식 50% 이상이 1년 이상 지속, 2. 자본잠식 50% 이상 상태에서 자본잠식률이 전년보다 증가, 3. 영업이익을 내지 못하는 상태가 3년 이상 지속되는 경우이다. 부채비율 200% 초과 여부는 법령상 개선명령의 명시적 독자 요건으로 규정되어 있지 않다."
63,현행 항공사업법령상 권한의 위임에 관한 설명으로 가장 옳지 않은 것은?,,국내항공운송사업 및 국제항공운송사업의 면허 취소 권한은 지방항공청장에게 위임되어 있지 않다.,초경량비행장치 사용사업의 등록 및 등록취소 권한은 관할 지방항공청장에게 위임되어 있다.,외국인 국제항공운송사업자에 대한 국내 취항 인가 권한은 관할 지방항공청장에게 위임되어 있다.,항공기대여업 및 항공레저스포츠사업의 등록 권한은 관할 지방항공청장에게 위임되어 있다.,3,"[출처: 항공사업법 시행령 제62조] 외국인 국제항공운송사업자의 국내 취항 인가 및 사업계획 변경 인가, 국내·국제항공운송사업의 면허 등 국가 간의 협정이나 중대한 권리에 해당하는 사항은 국토교통부장관의 권한으로 남아 있으며 지방항공청장에게 위임되지 않는다. 반면 소형항공운송사업 및 각종 사용사업/등록업의 관리는 위임되어 있다."
64,현행 항공사업법령상 청문(聽聞)을 실시하여야 하는 처분을 <보기>에서 모두 고른 것은?,"ㄱ. 국내항공운송사업 면허의 취소
ㄴ. 항공기취급업 등록의 취소
ㄷ. 고의 또는 중과실로 인한 사고 발생 시 노선 사업정지 6개월 처분
ㄹ. 외국인 국제항공운송사업의 운항 인가 취소
ㅁ. 부당한 운임에 대한 여객운임 변경명령","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄱ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공사업법 제64조] 국토교통부장관은 면허의 취소, 인가·승인 또는 지정의 취소, 등록의 취소를 하려면 청문을 하여야 한다. 그러나 사업정지처분이나 운임 변경명령 등은 법률상 명시적인 청문 실시 대상 처분이 아니다."
65,현행 항공사업법령상 항공정책위원회에 대한 설명으로 가장 옳지 않은 것은?,,항공사업의 체계적 성장과 경쟁력 강화 등에 관한 사항을 심의하기 위하여 국토교통부에 항공정책위원회를 둔다.,위원회는 위원장 1명을 포함하여 20명 이내의 위원으로 구성한다.,"항공정책위원회의 위원장은 국무총리가 되며, 부위원장은 국토교통부장관이 된다.",항공정책기본계획의 수립 및 변경에 관한 사항은 위원회의 심의를 거쳐야 한다.,3,"[출처: 항공사업법 제4조] 항공정책위원회는 국토교통부에 두며, 위원장은 국토교통부장관이 되고, 부위원장은 위원 중에서 위원장이 지명하는 사람이 된다. 국무총리가 위원장이 되는 것이 아니다."
66,현행 항공사업법령상 지위 승계 및 결격사유의 예외 규정에 관한 내용으로 옳은 것은?,,"상속인이 피상속인의 항공기사용사업을 상속받은 경우, 상속개시일부터 30일 이내에 국토교통부장관에게 신고하여야 한다.","상속인이 상속 당시 법정 결격사유에 해당하는 경우라도 상속에 따른 승계는 허용되나, 피상속인이 사망한 날부터 6개월 이내에 그 사업을 타인에게 양도하여야 한다.","합병으로 존속하는 법인의 임원 중 결격사유에 해당하는 자가 있는 경우에는 합병 인가를 받을 수 없으며, 사후에 발생한 경우라도 즉시 합병 인가가 취소된다.",소형항공운송사업을 양수한 자는 양수 후 1년 이내에 운항증명(AOC)을 새로 받아야만 지위를 승계한 것으로 본다.,2,"[출처: 항공사업법 제27조] 사업을 승계한 상속인이 결격사유에 해당하는 경우, 그 피상속인이 사망한 날부터 6개월 이내에 그 사업을 다른 사람에게 양도한 경우에는 결격사유에 해당함에도 불구하고 그 6개월 동안은 면허나 등록을 취소하지 아니한다. 상속 신고 기한은 60일 이내(보기 1 틀림)이다."
67,"현행 항공사업법령상 등록 기준 자본금(또는 자산평가액)이 가장 적은 사업은? (단, 법인을 기준으로 한다)",,경량항공기를 사용하는 항공기대여업,비행선비행 등 체험비행용으로 초경량비행장치를 사용하는 항공레저스포츠사업,상업서류 송달업,지상교통유도업을 제외한 항공기취급업,2,"[출처: 항공사업법 시행령 별표 2] 1. 경량항공기 사용 항공기대여업: 3억원, 2. 체험비행용 초경량비행장치 사용 레저사업: 3천만원, 3. 상업서류 송달업: 3억원, 4. 항공기취급업(급유, 하역 등): 3억원. 따라서 법인 기준 가장 적은 자본금 요건은 초경량비행장치 레저사업(3천만원)이다."
