번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
38,항공교통흐름관리(ATFM)의 시행 단계에 대한 설명으로 알맞게 짝지어진 것은?,가. 당일 항공교통흐름관리 조치 시행 2시간 전부터 실시간을 포함하여 종료 시까지나. 조치 시행 당일을 기준으로 약 6개월 전부터 일주일 전까지다. 조치 시행 당일을 기준으로 6일 전부터 당일(2시간 전)까지,"가: 전략 단계, 나: 전-전술 단계, 다: 전술 단계","가: 전술 단계, 나: 전략 단계, 다: 전-전술 단계","가: 전-전술 단계, 나: 전략 단계, 다: 전술 단계","가: 전술 단계, 나: 전-전술 단계, 다: 전략 단계",2,"해설: 제42조의3 제6항에 따라 약 6개월~일주일 전은 '전략 단계', 6일 전~당일 2시간 전은 '전-전술 단계', 시행 2시간 전부터 실시간은 '전술 단계'로 구분됩니다. (출처: 제42조의3)"
39,비행장 내의 인원 및 차량 통제(Control of Persons and Vehicles at Aerodromes)에 관한 설명 중 옳지 않은 것은?,,조난항공기의 구조를 위하여 이동하는 비상차량은 다른 모든 지상이동 교통보다 우선권을 갖는다.,비행장 기동지역 내에서 이동하는 차량은 관제지시에 따라 이동 중인 다른 차량에게 진로를 양보해야 한다.,일반 차량은 항공기를 견인하는 차량보다 기동성이 좋으므로 진로를 우선적으로 확보해야 한다.,저시정절차 운영 시 정밀계기운항이 진행 중인 계기착륙시설(ILS)의 전파민감구역(sensitive area) 보호를 위해 각별한 주의를 기울여야 한다.,3,해설: 제43조 제2항 제1호 나목에 따라 차량은 '항공기를 견인하는 차량에게 진로를 양보할 것'으로 명시되어 있습니다. (출처: 제43조)
40,지상감시레이더(SMR)의 사용 및 비행정보업무(FIS) 적용에 대한 설명으로 옳은 것은?,,지상감시레이더는 주로 비행장 주변 공역을 비행 중인 항공기의 분리를 위해 사용된다.,"항공교통관제업무와 비행정보업무가 동시에 수행되어야 할 경우, 예외 없이 항공교통관제업무가 항상 우선한다.",비행정보업무는 항공교통관제업무를 제공받고 있는 모든 항공기에게도 제공되어야 한다.,시계비행규칙(VFR)으로 비행하는 항공기에게는 충돌 위험 정보를 절대 제공할 수 없다.,3,"해설: 1. 지상감시레이더는 이동지역 내 차량/항공기 감시용임. 2. 최종접근 등 특정상황에서는 비행정보업무(필수정보)를 지연없이 제공할 수 있음(예외 존재). 4. VFR 항공기에게도 충돌 위험 정보를 제공함. 따라서 3번(제46조 제1항)이 올바른 설명입니다. (출처: 제45조, 제46조, 제47조)"
41,음성-공항정보자동방송업무(Voice-ATIS)에 대한 설명으로 옳지 않은 것은?,,도착 및 출발 항공기용 방송의 길이가 과도하게 긴 비행장에서는 도착용과 출발용 각각 1회선씩 구성하여 제공하여야 한다.,음성-공항정보방송은 계기착륙시설(ILS) 음성채널을 통해 방송되어서는 아니 된다.,국제항공업무를 위해 지정된 공항에 제공되는 음성-공항정보방송은 영어와 해당 국가 언어로 각각 별도의 회선을 사용하여 필수적으로 제공되어야 한다.,방송 메시지는 인적수행능력을 고려하여 송신속도나 항행안전시설 식별신호에 저해되지 않도록 가능한 30초를 초과하지 않아야 한다.,3,"해설: 제48조 제4항에 따르면 국제항공업무 지정 공항의 ATIS는 반드시 '영어'로 제공되어야 하며, 하나 이상의 언어 제공 시 별도의 회선을 '사용할 수 있다'고 규정되어 있으나 두 언어를 필수적으로 별도 구성해야 한다는 강제규정은 없습니다. (출처: 제48조)"
42,데이터링크-공항정보자동방송업무(D-ATIS)에 대한 설명 중 옳은 것을 고른 것은?,"가. D-ATIS를 이용해 Voice-ATIS를 보충하는 경우 제공 정보의 내용과 형식은 동일해야 한다.
나. 정보 내용이 중요 변경기준 변수범위 이내일 때는 동일 지정어를 유지하기 위해 내용이 동일한 것으로 간주한다.
다. D-ATIS와 Voice-ATIS가 동시 운영될 때 공항정보 갱신이 필요한 경우, 시스템 안정성을 위해 Voice-ATIS를 먼저 갱신한 후 D-ATIS를 갱신해야 한다.",가,"가, 나","나, 다","가, 나, 다",2,해설: 다의 경우 제48조 제5항에 따라 Voice-ATIS와 D-ATIS는 '동시에 갱신'되어야 합니다. 순차적 갱신은 오해를 유발할 수 있으므로 오답입니다. (출처: 제48조)
43,공항정보자동방송업무(ATIS) 수행에 관한 일반적인 설명으로 옳지 않은 것은?,,공항정보자동방송 메시지의 준비 및 전파 책임은 해당 항공정보업무기관에 있다.,개별 ATIS 메시지는 국제민간항공기구 음성알파벳 문자 형태인 지정어로 구분하며 알파벳순서를 따른다.,"항공기가 수신사실을 통보한 ATIS 정보가 현재정보와 동일한 경우라도, 고도계수정치는 항공기와 직접 송신 시 반드시 제공되어야 한다.",유효하지 않은 ATIS 수신을 보고한 항공기에게는 갱신할 필요가 있는 정보를 지체 없이 통보하여야 한다.,1,해설: 제48조 제6항에 따라 공항정보자동방송 메시지의 준비 및 전파 책임은 항공정보업무기관이 아닌 '항공교통업무시설'에 있습니다. (출처: 제48조)
44,경보업무 중 구조조정센터에 통보해야 하는 비상상황 단계로서 '불확실상황(INCERFA)'에 해당하는 것은? (단 탑승자 안전이 의심스럽지 않은 경우는 제외),,연락이 있어야 할 시간 또는 첫 번째 교신시도가 실패한 시간 중 더 빠른 시간으로부터 30분 이내에 연락이 없을 경우,항공기가 착륙허가를 받고도 착륙예정 시간으로부터 5분 이내에 착륙하지 않은 상태에서 무선교신이 되지 않는 경우,항공기의 효율적인 비행능력이 상실되었으나 불시착 가능성을 결정할 수 없는 경우,항공기 탑재연료가 고갈되었거나 부족하여 안전한 도착이 불가능한 것으로 판단되는 경우,1,"해설: 제51조 제1항 제1호 가목에 따른 불확실상황(INCERFA)의 정의입니다. 2번과 3번은 경보상황(ALERFA), 4번은 조난상황(DETRESFA)에 해당합니다. (출처: 제51조)"
45,구조조정센터에 통보해야 하는 비상상황 단계에 대한 설명 중 <보기>에서 알맞은 것을 모두 고른 것은?,"가. 불확실상황 이후 위치 확인이 곤란한 경우는 경보상황(ALERFA)에 해당한다.
나. 항공기가 불법간섭 상황에 처해 있다고 의심되는 경우는 조난상황(DETRESFA)에 해당한다.
다. 항공기가 착륙허가를 받고 5분 이내에 미착륙 및 무선교신이 되지 않는 경우는 불확실상황(INCERFA)에 해당한다.
라. 불시착을 시도하고 있거나 불시착했다는 정보가 입수된 경우는 조난상황(DETRESFA)에 해당한다.","가, 라","가, 나, 라","나, 다, 라","가, 다",1,"해설: 나의 불법간섭 의심 상황과 다의 5분 미착륙+교신불가 상황은 모두 '경보상황(ALERFA)'에 해당합니다. 따라서 가, 라만 올바른 설명입니다. (출처: 제51조)"
46,비상상황에 처한 항공기 주변의 다른 항공기에게 제공하는 정보에 대한 설명으로 옳은 것은?,,항공기가 비상 상태에 있는 것으로 확인된 경우 어떠한 경우라도 당해 항공기의 비상 특성을 통신으로 모든 주변 항공기에게 공지하여야 한다.,항공기가 불법간섭 상태에 있음을 아는 경우 해당 항공기가 먼저 언급하지 않았더라도 주변 항공기의 안전을 위해 즉시 방송해야 한다.,"항공기가 불법간섭 상태에 있는 경우, 해당 항공기가 먼저 언급하고 상황을 악화시키지 않을 것이 확실한 경우를 제외하고는 공지통신으로 그 특성을 언급해서는 안 된다.",불법간섭 비상상황은 발견 즉시 주변 VFR 항공기에게만 선별적으로 통보해야 한다.,3,해설: 제55조 제2항에 따르면 불법간섭 상태의 경우 조종사가 먼저 언급하고 상황 악화 우려가 없을 때를 제외하고는 공지통신으로 언급하여서는 안 된다고 규정되어 있습니다. (출처: 제55조)
47,항공이동통신업무(공지통신) 통신 요건에 관한 설명으로 옳지 않은 것은?,,항공교통업무용 공지통신은 무선전화 또는 데이터링크를 사용한다.,조종사-관제사 간 직접 양방향무선전화 통신을 사용할 때 사용되는 모든 공지통신에 대한 녹음설비를 갖추어야 한다.,비행장관제탑의 공지통신시설은 관할 비행장으로부터 최소 50km(27NM) 내에서 규정된 장비를 갖춘 항공기와 양방향 통신을 제공할 수 있어야 한다.,통신채널의 녹음자료는 최소한 30일간 보관하여야 한다.,3,해설: 제56조 제5항에 따르면 비행장관제탑의 공지통신은 해당 비행장으로부터 '45km(25NM)' 내에서 양방향 통신을 제공할 수 있어야 합니다. (출처: 제56조)
48,항공교통업무시설 간 항공고정통신업무(지상통신) 수행 시 요구되는 요건으로 옳지 않은 것은?,,접근관제시설은 비행정보실 및 지역관제시설 뿐만 아니라 관련 비행장관제탑과 통신할 수 있는 시설을 갖추어야 한다.,단독 직접통화가 레이더를 이용하여 관제권 이양을 하기 위한 목적인 경우 통신이 즉시 이루어져야 한다.,단독 직접통화가 관제권 이양 목적 외의 다른 목적인 경우 통신은 15초 이내에 이루어져야 한다.,서면기록이 필요한 인쇄통신(printed communications)의 전문송신시간은 상황에 따라 최대 15분을 초과해서는 안 된다.,4,해설: 제57조 제4항 제1호 나목에 따르면 서면기록이 필요한 인쇄통신의 전문송신시간은 '5분을 초과해서는 안 된다'고 명시되어 있습니다. (출처: 제57조)
49,비행장관제탑에서 항공교통업무 수행과 관련하여 요구되는 기상정보 요건에 대한 설명으로 옳은 것은?,,특별보고 및 예보의 수정은 다음 정시보고가 발표될 때까지 대기한 후 취합하여 관제탑에 통보되어야 한다.,활주로가시범위 값을 계기로 측정하는 비행장에서 비행장관제탑은 현재의 활주로가시범위 값을 현시할 수 있는 전시기를 갖출 필요는 없다.,"비행장관제탑의 지상풍 전시기에 다수의 센서가 사용될 경우, 어떤 센서의 값인지 식별되지 않도록 하나의 통합된 수치만 표시해야 한다.",비행장관제탑은 접근/이륙 경로 상이나 활주로 상의 항공기에 악영향을 미칠 수 있는 급변풍(wind shear)에 관한 정보를 제공받아야 한다.,4,"해설: 제60조 제4항에 따르면 특별보고는 기준 도달 즉시 통보해야 하고(1번 틀림), RVR 전시기를 갖추어야 하며(2번 틀림), 다수 센서 시 구간이 식별되도록 표시해야 합니다(3번 틀림). (출처: 제60조)"
50,비행장 상태 및 관련 시설의 운영 상태에 관한 정보를 신속히 통보받기 위해 항공교통업무시설이 공항운영자와 맺는 합의서에 포함되어야 할 내용이 아닌 것은?,,활주로 유도로 또는 계류장의 거칠거나 파손된 표면 상태,활주로 유도로 또는 계류장에 인접한 눈더미 또는 휘날림(drifts),공항 인근 도심지의 차량 교통 혼잡도 및 우회 도로 정보,"지상에 주기된 항공기, 지상 또는 공중의 새를 포함한 기타 일시적인 위해 요인",3,해설: 제61조 제2항에 명시된 비행장 이동지역 및 시설 관련 운영상태 정보 교환 대상에 공항 외곽 도심지의 교통 혼잡도는 포함되지 않습니다. (출처: 제61조)
51,항공교통관제사의 교육훈련 구분에 대한 설명 중 <보기>의 ( ) 안에 들어갈 훈련의 명칭을 바르게 짝지은 것은?,"( 가 ): 유효한 자격증명의 한정을 보유하고 있는 자에 대하여 정기 심사를 위해 실시하는 교육훈련
( 나 ): 운영절차 또는 관제장비의 변경 또는 신설 시 관련 사항을 적용하기 전에 숙지하기 위해 실시하는 교육훈련
( 다 ): 자격증명의 한정에 대한 전문지식 및 기량을 회복하기 위해 수시 심사를 위해 실시하는 교육훈련","가: 직무교육훈련, 나: 전문교육훈련, 다: 한정회복교육훈련","가: 정기교육훈련, 나: 전문교육훈련, 다: 한정회복교육훈련","가: 정기교육훈련, 나: 특별교육훈련, 다: 초기교육훈련","가: 직무교육훈련, 나: 한정회복교육훈련, 다: 특별교육훈련",2,"해설: 제71조에 따른 교육훈련의 구분입니다. 정기 심사 대비는 정기교육훈련, 신규 시스템 도입 시는 전문교육훈련, 수시 심사(기량 회복) 대비는 한정회복교육훈련입니다. (출처: 제71조)"
52,항공교통관제사의 정기교육훈련에 대한 설명으로 옳지 않은 것은?,,유효한 자격증명의 한정을 보유하고 있는 관제사를 대상으로 정기 심사를 위해 실시한다.,"표준 관제절차 및 용어, 관제시설 우발절차 등은 법정 필수 교육훈련에 해당하지 않으므로 필요시 선택적으로 실시한다.",항공교통관제시설의 장은 인적요인 항공안전관리 관제사 자원관리 등에 대해 필요하다고 인정하는 경우 정기교육훈련을 실시할 수 있다.,매년 정기훈련 계획을 수립하여 시행하여야 하며 훈련 후 평가를 실시하고 기록을 유지·관리하여야 한다.,2,"해설: 제74조의3 제1항에 따르면 '표준 관제절차 및 용어', '관제시설 우발절차 및 우발계획' 등은 법정 필수 교육훈련에 해당하여 반드시 실시해야 합니다. (출처: 제74조의3)"
53,전문항공교통관제사의 정기 심사에 관한 규정 중 옳은 것은?,,자격증명의 한정을 취득한 후 최초로 실시하는 정기 심사는 한정을 받은 날부터 1년 이내에 1회 실시하여야 한다.,직전 정기 심사에 합격한 날부터 3년이 되는 날이 속하는 달의 말일까지 1회 실시하는 것이 원칙이다.,정기 심사 항목 중 정기훈련 실적에 불합격한 경우 자격증명 한정 효력이 회복될 때까지 항공교통관제 업무를 수행해서는 안 된다.,정기 심사 결과는 지체 없이 국토교통부장관에게만 보고하면 되며 한국교통안전공단 이사장에게는 통보할 필요가 없다.,3,"해설: 제74조의4에 따르면 최초 정기 심사는 2년 이내, 이후에도 2년 주기로 실시하며, 결과는 국토교통부장관 보고 및 한국교통안전공단 이사장 통보를 모두 거쳐야 합니다. (출처: 제74조의4)"
54,전문항공교통관제사의 한정회복교육훈련(수시 심사 대비)에 대한 설명으로 가장 옳지 않은 것은?,,정기 심사 항목 중 정기교육훈련 실적 불합격으로 한정의 효력이 정지된 경우 재자격교육훈련을 실시한다.,업무수행 실적을 충족하지 못해 한정의 효력이 정지된 경우 유효한 자격증명의 한정을 소지한 자의 감독 없이 단독으로 항공교통관제 업무를 수행하여 회복한다.,고의 또는 중대한 과실로 항공기사고를 발생시킨 경우 시정교육훈련을 실시한다.,한정회복교육훈련을 실시한 후 관련 기록(교육훈련 내용 평가 결과 등)을 유지하고 관리하여야 한다.,2,해설: 제74조의5 제1항 1호 나목에 따르면 업무수행 실적을 충족하지 못한 경우 '유효한 전문항공교통관제사 자격증명의 한정을 소지한 자의 감독하에' 관제 업무를 수행해야 합니다. (출처: 제74조의5)
55,항공교통업무제공자의 표준운영절차(SOP) 및 항공교통업무규정 수립에 관한 설명으로 옳지 않은 것은?,,근무석·관제섹터의 관할구역 업무방법 등을 정하여 안전하고 효율적으로 운영 및 관리하기 위해 수립한다.,당해 항공교통관제시설의 국지절차에 대하여 개략적으로만 작성하고 세부사항은 관제사의 상황 판단에 일임한다.,관련 법령 및 행정규칙 등에서 정하는 사항과 다르게 적용하여서는 아니 된다.,항공교통업무증명을 받은 제공자가 규정을 제·개정하는 경우 사유서와 신구조문대비표 등을 구비하여 국토교통부장관에게 신고/승인 받아야 한다.,2,해설: 제93조 제2항 1호에 따르면 당해 항공교통관제시설의 국지절차에 대하여 '세부적으로 작성하여야 한다'고 명시되어 있습니다. (출처: 제93조)
56,항공교통업무제공자가 매년 11월 말까지 수립해야 하는 '항공교통관제사 인력수급계획'에 고려되어야 할 요건이 아닌 것은?,,최근 10년 이상의 항공교통관제량과 관제인력 증감 추이,최소 3년 이내의 단기적인 항공여건 변화에 따른 업무량을 충족할 수 있는 예비 관제인력,항공교통관제사 업무량 분석 결과 및 교통량 급증 시 대처 방안,항공교통관제사 피로관리에 따른 필요 관제인력,2,해설: 제96조 제1항 제2호에 따르면 '최소 5년 이상'의 항공여건 변화에 따른 업무량을 충족할 수 있는 숙련된 필요 관제인력을 고려해야 합니다. (출처: 제96조)
57,항공교통업무 종사자의 경력관리 및 임신한 관제사 보호 규정으로 가장 옳지 않은 것은?,,임신이 확인된 관제사는 필요시 항공교통업무기관의 장에게 임신을 포함한 현재의 건강상태 등을 보고하여야 한다.,기관의 장은 임신한 관제사가 정상근무가 불가능하다고 알린 경우 근무난이도를 고려하여 관제석 및 근무시간을 조정하여야 한다.,임신한 관제사의 건강과 태아 보호를 위해 임신 사실 인지 즉시 본인의 의사와 무관하게 관제 업무에서 완전 배제하여야 한다.,경력관리를 희망하는 개인에게 교육과정 참여 기회를 주어야 하며 개인의 업무능력을 토대로 적합성 여부를 고려해야 한다.,3,해설: 제98조 제2항에 따르면 정상근무가 불가능하다고 '알린 때'에 직접적인 관제 업무를 배제하는 등 근무난이도를 고려하여 조정하는 것이며 강제적인 즉시 완전배제 규정은 없습니다. (출처: 제98조)
58,항공교통업무 자료 및 통계의 작성·관리에 관한 설명으로 옳은 것을 고른 것은?,"가. 항공교통량 통계자료는 매월 작성하여 그 다음 달 7일까지 제출하여야 한다.
나. 통계자료에 누락이나 오차가 발생하더라도 분기별 수정 보고 전에는 임의로 수정할 수 없다.
다. 항공기사고 관련 통신 녹음 내용의 영문은 통상 약어로 최대한 단축하여 작성해야 한다.
라. 항공기사고 및 피랍 관련 자료는 조사 처리 완료 후 3년간 추가로 보존하여야 한다.","가, 다","가, 라","나, 다","나, 라",2,"해설: 나: 오차 발생 시 수정된 자료를 즉시 제출해야 합니다. 다: 영문은 약어가 아닌 '원문'으로 작성해야 합니다(제101조). 따라서 옳은 것은 가, 라입니다. (출처: 제100조, 제101조)"
59,항공교통업무시설의 녹음·녹화장비 운용에 대한 설명으로 옳지 않은 것은?,,통합 근무석이 주기적으로 개별 근무석으로 분리될 경우 개별 근무석은 분리된 채널로 녹음하도록 한다.,녹음장비는 시간 동기화 오류를 방지하기 위해 녹음 파일명에만 시간을 표기하고 별도의 단일 채널에는 시간을 녹음하지 않는다.,"레이더, ASDE, MLAT 등 감시자료 녹화 및 출력장치를 매일 점검하여야 한다.","녹화자료는 동영상, 사진, 그래프 등의 형태로 일반 PC 등에서 사용 가능한 형태로 출력될 수 있도록 운용하여야 한다.",2,해설: 제103조 제1항 제3호에 따르면 '녹음장비는 별도의 단일 채널에 시간을 녹음하도록 한다'고 명시되어 있습니다. (출처: 제103조)
60,인적요인원칙(Human Factors)을 고려한 자동화시스템 구축·운용에 관한 규정 중 옳지 않은 것은?,,자동화시스템은 항공교통업무 종사자의 능력을 보조하고 확대할 수 있도록 설계되어야 한다.,자동화시스템은 항공교통업무 종사자의 상황인지 한계를 극복하기 위해 종사자의 역할을 완벽히 대체하는 방향으로 설계되어야 한다.,자동화시스템은 효율성 안전성 및 신뢰성을 확보하고 사용자의 과실을 예방할 수 있도록 설계되어야 한다.,"항공교통업무 장비는 오차허용 및 회복, 비정상과 비상상황 시 취급의 용이성 등을 충분히 고려하여 설계하여야 한다.",2,해설: 제105조 제2항 제3호에 따르면 자동화시스템은 종사자의 능력을 보조하고 확대할 수 있도록 설계하되 '종사자의 역할을 대체하는 것으로 설계되어서는 안 된다'고 명시되어 있습니다. (출처: 제105조)
61,항공기근접(Aircraft proximity)'의 분류에 명시되지 않은 것은?,,충돌위험(Risk of collision),안전 미확보(Safety not assured),잠재적 위험(Potential risk),위험미결정(Risk not determined),3,"해설: 항공기근접은 1) 충돌위험, 2) 안전 미확보, 3) 충돌위험 없음, 4) 위험미결정으로 분류됩니다. '잠재적 위험'은 명시된 분류가 아닙니다. (출처: 별표 1 제1장)"
62,계기접근운영(Instrument approach operation)과 계기접근절차(IAP)의 분류에 대한 설명으로 옳은 것은?,,2D 계기접근운영은 수평 및 수직 항행 유도를 모두 이용하는 접근운영을 말한다.,비정밀 접근절차는 2D 계기접근운영 A유형을 위해 설계된 계기접근절차를 말한다.,수직유도접근절차(APV)는 3D 계기접근운영 B유형으로 설계된 PBN 계기접근절차이다.,정밀접근절차(PA)는 3D 계기접근운영 B유형으로만 설계된 항행시스템 기반 절차이다.,2,"해설: 1번 2D는 수평 유도만, 3번 수직유도접근절차(APV)는 3D A유형, 4번 정밀접근절차는 3D A유형 또는 B유형입니다. 2번이 올바른 설명입니다. (출처: 별표 1 제1장)"
63,비행 전 비행계획 제출 규정에 대한 설명으로 가장 옳지 않은 것은?,,비행계획은 항공기 이동예정시간(EOBT) 이전 120시간을 초과해서 제출되지 않아야 한다.,관제 항공기의 이동예정시간이 30분을 초과하여 지연될 경우 비행계획을 수정하거나 새로 제출해야 한다.,비관제 항공기의 이동예정시간이 30분을 초과하여 지연될 경우 비행계획을 수정하거나 새로 제출해야 한다.,"출발 비행장에 관련 항공교통업무기관이 없는 경우, 비행계획을 출발비행장을 운영하거나 운영하도록 지정된 기관에 제출하여야 한다.",3,해설: 별표 1 제4장 4.4.2.1.3에 따르면 '비관제 항공기의 경우 1시간을 초과하여 지연될 때' 비행계획을 수정하거나 새로 제출해야 합니다. (출처: 별표 1 제4장)
64,수평 속도조절 지시(Horizontal speed control instructions)에 관한 설명으로 옳지 않은 것은?,,속도조절은 체공장주에 진입하거나 체공 중인 항공기에 적용하여서는 아니된다.,"고도 7,600m(FL 250) 미만에서 속도조절은 IAS를 기준으로 10km/h(5knots)의 배수로 지시하여야 한다.",중간접근 및 최종접근 중인 항공기에게는 ±20knots(±40km/h) 이하로만 속도조정을 하여야 한다.,활주로시단으로부터 7km(4NM) 지점 이내에서 최종접근 중인 항공기에게는 속도조절 지시를 하여서는 아니 된다.,2,해설: 별표 1 제4장 4.6.1.6에 따르면 FL 250 미만에서의 속도조절은 IAS를 기준으로 '20km/h(10knots)'의 배수로 지시하여야 합니다. (출처: 별표 1 제4장)
65,인증된 최대이륙 중량에 따른 항적 난기류(Wake turbulence) 범주 및 그룹 분류로 옳은 것은?,,"대형(H) - 136,000kg 초과 항공기 기종 (초대형 범주 제외)","중형(M) - 7,000kg 이상 136,000kg 미만의 항공기 기종","소형(L) - 7,000kg 미만의 항공기 기종","항적 난기류 그룹 G - 주 날개폭(Wing Span)에 관계없이 18,600kg 이하인 항공기",4,"해설: 대형(H)은 136,000kg '이상', 중형(M)은 7,000kg '초과', 소형(L)은 7,000kg '이하'입니다. 4번 항목은 올바른 설명입니다. (출처: 별표 1 제4장 4.9.1)"
66,고도계수정치 절차 및 항공기 수직위치 표현에 대한 설명으로 가장 옳지 않은 것은?,,"전이비행고도 이하에서는 고도(altitude)로 표현하며, 전이비행고도 이상에서는 비행고도(flight level)로 표현되어야 한다.","전이층을 통과하는 동안 항공기 수직 위치는 상승 시 비행고도(flight level), 강하 시 고도(altitude)로 표현되어야 한다.",착륙 허가를 받은 항공기가 QFE를 사용하여 접근을 완료하는 경우 수직위치는 비행장 표고로부터의 높이로 표현된다.,항공로상 비행하는 항공기가 사용 가능한 최저비행고도 미만인 경우 비행고도(flight level)로 표현한다.,4,해설: 별표 1 제4장 4.10.1.3 나목에 따라 사용 가능한 최저비행고도 미만인 경우 '고도(altitude)'로 표현해야 합니다. (출처: 별표 1 제4장)
67,항공교통업무기관의 안전검토(Safety reviews) 범위 중 운영 및 기술 관련 사항에 대한 설명으로 옳지 않은 것은?,,"온도, 습도, 통풍, 소음, 조명 등의 근무환경이 설정된 수준을 충족해야 한다.",신뢰성(Reliability)은 시스템이 해당 기간의 전체 시간에 정확하게 운영되는 시간의 백분율을 의미한다.,"통신, 항법, 감시 시스템 등은 정기적으로 정상 작동 검사 여부를 확인해야 한다.",시스템과 장비의 서비스 가용성에 관한 상세한 기록의 보존 및 주기적 검토가 이루어져야 한다.,2,"해설: 별표 1 제2장 2.5.2 주기에 따르면 '신뢰성'은 특정 기간 또는 사용량에 걸쳐 고장 없이 작동할 확률이며, 전체 시간에 정확하게 운영되는 시간의 백분율은 '가용성'을 의미합니다. (출처: 별표 1 제2장)"
68,항공교통흐름관리(ATFM)의 시행 단계에 대한 설명 중 ( )에 들어갈 내용을 바르게 짝지은 것은?,"가. 전략적 계획(strategic planning): 시행일로부터 ( A ) 전에 조치가 취해지는 경우
나. 사전 전술적 계획(pre-tactical planning): 시행일 ( B ) 조치가 이행되는 경우
다. 전술적 운영(tactical planning): 시행일 ( C )에 조치가 이행되는 경우","A: 1일 이상, B: 하루 전, C: 당일","A: 1주일 이상, B: 6일 전부터 하루 전, C: 2시간 전","A: 6개월 이상, B: 1주일 전, C: 당일","A: 1일 이상, B: 2시간 전, C: 실시간",1,"해설: 별표 1 제3장 3.2.2에 따르면 전략적 계획은 '1일 이상 전', 사전 전술적 계획은 '하루 전', 전술적 운영은 '당일'로 규정되어 있습니다. (출처: 별표 1 제3장)"
69,항공교통관제허가의 발부 및 내용에 대한 설명으로 가장 적절하지 않은 것은?,,항공교통관제허가는 조종사에게 비행 안전 증진을 위해 적용되는 규정을 위반할 권한을 부여하지 않는다.,"목적비행장이 관제공역 밖에 위치해 있을 때, 해당 항공기가 마지막으로 통과하게 될 관제공역의 항공교통관제시설은 목적비행장까지 비행토록 허가하여야 한다.",허가 재발부 시에는 Cleared Flight Planned Route라는 용어를 사용하지 않아야 한다.,교통상황으로 인해 비행계획 변경 요청을 허가할 수 없을 경우 UNABLE이라는 용어를 사용하여야 한다.,2,"해설: 별표 1 제4장 4.5.7.1.4에 따라 목적비행장이 관제공역 밖일 때, 마지막으로 통과하게 될 관제공역의 항공교통관제시설은 '그 관제공역의 한계점'까지 비행토록 허가해야 합니다. (출처: 별표 1 제4장)"
70,운항승무원이 관제사의 허가 또는 지시 중 반드시 음성으로 복창(Read-back)해야 하는 사항으로만 나열된 것은?,,"ATC 비행경로 허가, 전이비행고도, VFR 비행으로의 변경 통보","활주로상의 역방향 주행(backtrack) 허가, SSR 코드, 사용 활주로","고도계 수정치, 바람 정보, 기수 및 속도 지시","활주로 대기 지시, 시정/RVR 정보, 고도 지시",2,"해설: 4.5.7.5.1에 명시된 필수 복창 사항에는 바람 정보, 시정/RVR, VFR 변경 통보 등은 포함되어 있지 않으며, 역방향 주행(backtrack) 허가, SSR 코드, 사용 활주로는 필수 복창 사항입니다. (출처: 별표 1 제4장)"
71,IFR 비행에서 VFR 비행으로의 변경에 관한 설명으로 옳은 것은?,,관제사는 비행로를 따라 VMC가 예상되면 조종사에게 IFR에서 VFR로 변경하도록 적극적으로 권유하여야 한다.,조종사의 VFR 변경 통보를 접수한 관제사는 일반적으로 IFR FLIGHT CANCELLED AT...(시간)이라는 응답만을 사용할 수 있다.,"비행계획의 변경은 조종사의 구두 통보만으로 충분하며, 최신비행계획서 전문의 갱신은 요구되지 않는다.",조종사가 VFR로 변경하더라도 해당 항공교통관제시설은 인접 항공교통관제시설에 이를 통보할 의무가 없다.,2,"해설: IFR에서 VFR로의 변경은 관제사가 권유해서는 안 되며, 최신비행계획서 전문 접수가 필요하고, 신속히 다른 시설에 통보해야 합니다. 2번 응답구문이 올바른 설명입니다. (출처: 별표 1 제4장 4.8)"
72,위치보고(Position reporting)의 송신 시간에 대한 설명으로 옳지 않은 것은?,,지정된 중요 지점으로 정의된 경로에서 위치보고는 각 필수 보고 지점에서 또는 통과한 직후 가능한 한 신속히 이루어져야 한다.,"주요지점으로 정의되지 않은 비행경로 상에서의 위치보고는 비행시작 30분 후에 가능한 빨리, 그리고 그 이후에는 매 30분 간격으로 이루어져야 한다.",레이더 또는 ADS-B 등으로 적절한 비행 진행 데이터를 얻을 수 있을 때에는 일상적인 위치보고를 생략할 수 있다.,"예상되는 시간에 위치 보고를 받지 못한 경우, 타 항공기 관제에 영향을 미칠 가능성이 있다면 보고를 받도록 즉각적인 조치를 취하여야 한다.",2,"해설: 별표 1 제4장 4.11.1.2에 따르면 비행시작 30분 후, 그 이후에는 매 '시간' 간격(1시간)으로 보고해야 합니다. (출처: 별표 1 제4장)"
73,특별항공관측보고(Special air-reports)를 의무적으로 발령해야 하는 조우 또는 관측 조건이 아닌 것은?,,중간 또는 심각한 난기류를 조우한 경우,발생한 활주로 제동상태가 보고된 수치보다 좋지 않은 경우,우박을 동반하지 않은 뇌우를 관측한 경우,약한 착빙(Light icing)을 조우한 경우,4,해설: 별표 1 제4장 4.12.3.1에 명시된 착빙 조건은 '중간 또는 심각한 착빙(Moderate or severe icing)'입니다. (출처: 별표 1 제4장)
