번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
33,현행 공항시설법령상 공항개발사업 시행자의 권리·의무 승계 절차에 대한 설명으로 가장 옳은 것은?,,사업시행자가 그 사업을 다른 사람에게 양도하려는 경우에는 국토교통부장관에게 신고만 하면 그 지위가 자동 승계된다.,"사업시행자인 법인이 다른 법인과 합병하려는 경우, 합병 후 존속하는 법인이 사업시행자의 지위를 승계하기 위해서는 국토교통부장관의 인가를 받아야 한다.",공항개발사업 시행자의 지위 승계에 따른 인가를 받은 자는 종전의 사업시행자에게 있었던 실시계획 승인 등의 권리와 의무를 포괄적으로 승계한다.,권리·의무의 승계 인가 신청은 승계 사유가 발생한 날부터 6개월 이내에 하여야 한다.,3,"[출처: 공항시설법 제21조] 사업 양도, 법인 합병 등으로 사업시행자의 지위를 승계하려는 자는 국토교통부장관의 '인가'를 받아야 한다(1번 신고는 오답). 3번과 같이 인가를 받으면 권리·의무를 승계한다. 4번의 승계 신청 기한 6개월이라는 법정 조항은 공항시설법에 명시되어 있지 않다."
34,현행 공항시설법령상 '항공학적 검토'에 대한 설명으로 옳지 않은 것은?,,장애물 제한표면의 높이 이상인 구조물을 설치하려는 자는 국토교통부장관에게 항공학적 검토를 신청할 수 있다.,국토교통부장관은 항공학적 검토 의뢰를 받은 경우 지정된 전문기관에 검토를 지시할 수 있다.,"항공학적 검토 결과 비행안전에 지장이 없다고 인정되는 경우라도 해당 구조물의 설치를 허가할 수는 없으며, 단지 장애물 표시 의무만 면제된다.",국토교통부장관은 전문기관이 거짓이나 부정한 방법으로 지정을 받은 경우 그 지정을 취소하여야 한다.,3,[출처: 공항시설법 제34조] 장애물 제한표면 높이 이상이라도 항공학적 검토 결과 항공기의 비행안전을 해치지 아니한다고 인정되는 경우에는 국토교통부장관(또는 관할 지방항공청장)의 허가를 받아 해당 구조물을 설치할 수 있다. 단순히 표시 의무만 면제되는 것이 아니다.
35,현행 공항시설법령상 공항소음피해 방지를 위한 규정에 대한 설명 중 옳은 것은?,,국토교통부장관은 소음대책지역을 지정할 때 소음영향도(Lden) 측정 결과를 토대로 관계 행정기관의 장과 협의 없이 단독으로 고시한다.,소음대책지역 안에서 방음시설의 설치 등 소음피해 방지대책을 수립·시행하여야 할 의무자는 관할 시장·군수·구청장이다.,국토교통부장관은 공항소음 방지 및 소음대책지역 지원에 관한 법률에 따라 공항운영자 등에게 소음대책사업을 시행하도록 할 수 있다.,"제1종 구역, 제2종 구역, 제3종 구역 등 소음대책지역의 세부 지정기준은 공항시설법이 아닌 항공안전법 시행령에서 정한다.",3,"[출처: 공항시설법 제44조 및 공항소음 방지 및 소음대책지역 지원에 관한 법률] 소음대책사업의 시행자는 원칙적으로 공항운영자(또는 비행장설치자) 등이며(2번 오답), 소음대책지역 세부 지정기준은 '공항소음 방지 및 소음대책지역 지원에 관한 법률' 등에서 정한다(4번 오답). 국토부장관은 지정 시 관계 중앙행정기관 및 지자체와 협의/의견수렴을 거쳐야 한다(1번 오답)."
36,현행 공항시설법령상 항행안전시설 성능적합증명 전문기관의 지정 취소 또는 업무정지 처분 사유 중 반드시 그 지정을 '취소'하여야 하는 기속사유에 해당하는 것을 모두 고른 것은?,"ㄱ. 거짓이나 그 밖의 부정한 방법으로 전문기관으로 지정받은 경우
ㄴ. 업무정지 기간 중에 성능적합증명 업무를 한 경우
ㄷ. 지정요건에 미달하게 된 경우
ㄹ. 고의 또는 중대한 과실로 성능적합증명을 잘못 한 경우",ㄱ,"ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 공항시설법 제46조의4] 거짓/부정한 방법으로 지정을 받거나(ㄱ), 업무정지 기간 중 업무를 한 경우(ㄴ)는 기속적 지정취소 사유이다. 지정요건 미달(ㄷ)이나 고의/중과실로 잘못 증명한 경우(ㄹ)는 지정취소 또는 1년 이내의 업무정지를 명할 수 있는 재량(임의적) 사유이다."
37,현행 공항시설법령상 공항개발사업의 타당성 평가에 대한 설명으로 옳지 않은 것은?,,"국토교통부장관은 공항개발사업을 시행하려는 경우 미리 그 사업의 경제성, 환경성 등을 종합적으로 검토하여 타당성 평가를 하여야 한다.",타당성 평가의 대상이 되는 공항개발사업의 범위는 총사업비가 100억원 이상인 사업으로 한정된다.,국토교통부장관은 타당성 평가를 전문기관에 의뢰하여 실시할 수 있다.,국가재정법에 따라 예비타당성조사를 실시한 사업의 경우에는 타당성 평가를 생략할 수 있다.,2,"[출처: 공항시설법 및 건설기술진흥법 등 관련규정 참조 - 공항시설법상 타당성 평가 조항(제4조, 제5조)] 공항개발사업의 범위나 사업비 규모에 대해 공항시설법령에 '총사업비 100억원 이상으로 한정'한다는 구체적 명문 규정은 없으며, 건설공사 타당성 조사와 관련하여 통상 500억원 이상이거나, 개발계획 수립 시 제반 요건을 평가하도록 되어있다. (공항시설법 제5조 개발계획의 수립 시 타당성조사를 하여야 하나 액수로 일괄 100억이라 명시하지 않음)"
38,현행 공항시설법령상 항공상의 위험을 발생하게 한 자에 대한 처벌 규정(제64조~제66조)의 연결이 올바른 것은?,,고의로 비행장 또는 항행안전시설을 파손하여 항공상의 위험을 발생하게 한 자 - 3년 이상의 유기징역,비행장 또는 항행안전시설을 파손하여 항공상의 위험을 발생하게 한 자가 사람을 상해에 이르게 한 경우 - 무기 또는 3년 이상의 징역,업무상 과실로 비행장 등을 파손하여 항공상의 위험을 발생시킨 자 - 5년 이하의 징역 또는 5천만원 이하의 벌금,중과실로 항행안전시설을 파손하여 위험을 발생시킨 자 - 처벌 규정 없음,2,"[출처: 공항시설법 제64조, 제65조] 고의로 위험을 발생하게 한 자는 '2년 이상의 유기징역'(1번 오답), 사람을 상해에 이르게 한 경우에는 '무기 또는 3년 이상의 징역'(2번 정답), 사망에 이르게 한 경우 무기 또는 5년 이상 징역이다. 업무상 과실 또는 중과실로 위험을 발생시킨 자는 '1년 이하의 징역이나 금고 또는 1천만원 이하의 벌금'에 처한다(3번, 4번 오답)."
39,현행 공항시설법령상 토지에의 출입 등에 대한 권한과 관련하여 설명 중 가장 옳지 않은 것은?,,"국토교통부장관, 시·도지사 또는 사업시행자는 공항개발사업을 위하여 필요한 경우 타인의 토지에 출입할 수 있다.","타인의 토지에 출입하려는 자는 미리 관할 시장·군수·구청장의 허가를 받아야 하며, 일출 전이나 일몰 후에는 점유자의 승낙 없이 출입할 수 없다.",사업시행자는 측량이나 조사를 위하여 필요한 경우 타인의 토지를 임시통로로 사용하거나 토지에 있는 나무 등을 변경·제거할 수 있다.,토지에 출입하려는 자는 출입할 날의 3일 전까지 그 토지의 소유자·점유자 또는 관리인에게 일시와 장소를 통지하여야 한다.,2,"[출처: 공항시설법 제16조, 제17조] 타인의 토지에 출입하려는 사업시행자(국토부장관 등 포함)는 시장·군수·구청장의 '허가'가 아니라 국토교통부장관, 시·도지사 등의 소관 행정청의 승인이나 증표 지참 절차에 따르며, 통지를 해야 한다. 다만 일출 전 일몰 후 점유자 승낙 없는 출입 제한 규정은 있으나, 시장·군수·구청장의 '허가'를 요건으로 하지는 않는다."
40,현행 공항시설법령상 공항 구역 내에서 국토교통부장관(지방항공청장)의 승인을 받지 아니하고 건축물을 건축하거나 공작물을 설치한 자(위반건축물 등)에 대하여 할 수 있는 조치 중 성격이 다른 하나는?,,해당 건축물의 철거 명령,해당 건축물의 원상회복 명령,원상회복 명령 불이행 시 「행정대집행법」에 따른 대집행,해당 건축물을 이용한 영업활동의 원천적 금지를 위한 사업면허 취소,4,"[출처: 공항시설법 제57조, 제58조 및 관련 행정법리] 공항시설법상 불법시설물에 대하여는 철거, 개축, 원상회복 명령(1, 2)을 할 수 있고, 불이행 시 행정대집행법에 따른 대집행(3)이 가능하다. 그러나 해당 건축물을 이용한다는 이유만으로 타 법(예: 식품위생법 등)에 따른 '사업면허 자체의 취소'(4)를 공항시설법상의 직접적인 조치 수단으로 명시하고 있지는 않다. 이는 별개의 행정처분이다."
41,"현행 공항시설법령상 육상비행장의 분류문자별 활주로 및 유도로 설치기준 중, 주륜외곽의 폭(OMGWS)과 직선유도로의 폭 연결이 옳은 것을 <보기>에서 모두 고른 것은?","ㄱ. 분류문자 A - OMGWS 4.5m 미만 - 직선유도로 폭 7.5m
ㄴ. 분류문자 B - OMGWS 4.5m 이상 6m 미만 - 직선유도로 폭 10.5m
ㄷ. 분류문자 C - OMGWS 6m 이상 9m 미만 - 직선유도로 폭 15m
ㄹ. 분류문자 E - OMGWS 9m 이상 15m 미만 - 직선유도로 폭 23m","ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ",4,"[출처: 공항시설법 시행규칙 별표 1] 제시된 ㄱ, ㄴ, ㄷ, ㄹ 모두 분류문자에 따른 주륜외곽의 폭(OMGWS)과 직선유도로의 폭 기준을 정확히 연결한 것이다."
42,현행 공항시설법령상 항공등화의 종류와 그 설명으로 옳지 않은 것은?,,활주로시단식별등(Runway Threshold Identification Lights)은 착륙하려는 항공기에 활주로 시단의 위치를 알려주기 위해 활주로 시단의 양쪽에 설치하는 등화이다.,접지구역등(Touchdown Zone Lights)은 착륙하고자 하려는 항공기에 접지구역을 알려주기 위해 접지구역에 설치하는 등화이다.,간이접지구역등(Simple Touchdown Zone Lights)은 착륙하려는 항공기에 전방의 활주로 종단(終端)까지의 남은 거리를 알려주기 위해 설치하는 등화이다.,활주로유도등(Runway Leading Lighting Systems)은 활주로의 진입경로를 알려주기 위해 진입로를 따라 집단으로 설치하는 등화이다.,3,[출처: 공항시설법 시행규칙 별표 3] 보기 3번의 설명은 '활주로거리등'에 대한 설명이다. '간이접지구역등'은 착륙하려는 항공기에 복행을 시작해도 되는지를 알려주기 위해 설치하는 등화이다.
43,현행 공항시설법령상 공항에서 항공기의 급유 또는 배유를 하는 경우 지켜야 할 사항으로 옳지 않은 것은?,,발동기가 운전 중이거나 가열상태에 있을 경우에는 급유 또는 배유를 하지 말아야 한다.,항공기가 격납고 기타의 건물의 외측 15미터 이내에 있을 경우에는 급유 또는 배유를 하지 말아야 한다.,필요한 위험예방조치가 강구되었을 경우를 제외하고는 여객이 항공기 내에 있을 경우 급유 또는 배유를 하지 말아야 한다.,"급유 시 항공기와 급유장치 간에 전도체로 연결(Bonding)을 한 후, 항공기와 지면과의 전기저항 측정치 차이에 관계없이 무조건 추가로 항공기 또는 급유장치를 접지(Grounding)시켜야 한다.",4,"[출처: 공항시설법 시행규칙 별표 4] 급유 시 항공기와 급유장치 간에 전도체로 연결(Bonding)을 해야 하며, 추가적인 접지(Grounding)는 항공기와 지면과의 전기저항 측정치 차이가 1메가옴 이상인 경우에 한하여 실시하도록 규정되어 있다. '무조건 추가로' 해야 한다는 4번은 옳지 않다."
44,"현행 공항시설법령상 보호구역에서 지상에서 이동 중인 항공기의 앞을 가로지르거나 주기 중인 항공기의 밑으로 운행한 차량 운전자에 대한 행정처분 기준으로 옳은 것은? (단, 업무 관련 예외 사유에 해당하지 않으며, 최근 1년간 같은 위반행위로 적발된 차수 기준임)",,"1차 업무정지 1일, 2차 업무정지 2일, 3차 이상 업무정지 4일","1차 업무정지 3일, 2차 업무정지 5일, 3차 이상 업무정지 10일","1차 업무정지 5일, 2차 업무정지 7일, 3차 이상 업무정지 15일","1차 업무정지 10일, 2차 업무정지 20일, 3차 이상 업무정지 40일",3,"[출처: 공항시설법 시행규칙 별표 4의2] 지상에서 이동 중인 항공기의 앞을 가로지르거나 주기 중인 항공기의 밑으로 운행한 경우의 처분기준은 1차: 업무정지 5일, 2차: 업무정지 7일, 3차 이상: 업무정지 15일이다."
45,현행 공항시설법령상 비행장의 종류 및 착륙대의 등급별 수평표면의 반지름 길이로 옳지 않은 것은?,,"육상비행장 착륙대 등급 A - 4,000m","육상비행장 착륙대 등급 C - 3,000m","육상비행장 착륙대 등급 F - 2,000m","수상비행장 착륙대 등급 4 - 2,500m",3,"[출처: 공항시설법 시행규칙 별표 2] 육상비행장 착륙대 등급 F의 수평표면 반지름 길이는 1,800m이다. (2,000m는 등급 E에 해당한다.)"
46,"현행 공항시설법령상 공항운영자가 고의 또는 중대한 과실로 항공기사고를 발생시켜 사망자가 200명 이상 발생한 경우, 최근 1년간 총운항횟수가 10만 회인 공항의 공항운영자에게 부과할 수 있는 과징금의 최고 금액은?",,"30,000만원","50,000만원","80,000만원","100,000만원",4,"[출처: 공항시설법 시행령 별표 1의2] 사망자가 200명 이상인 항공기사고의 경우, 공항 운항횟수가 8만회 이상인 구간에 해당하면 최고 100,000만원(10억원)의 과징금을 부과할 수 있다."
47,현행 공항시설법령상 지방항공청장이 징수하는 항행안전시설 사용료를 '면제'하여야 하는 대상으로 명시되지 않은 것은?,,외교상의 목적이나 공용에 사용되는 항공기,"기상악화로 공항에 불시착한 후 목적지 공항을 향하여 이륙하는 항공기 (단, 불시착한 공항에서 여객 또는 화물을 전혀 내리지 않음)",재해 또는 재난 등에 따른 항공운송여건 악화로 경제적 위기에 처해 있는 항공운송사업자가 운항하는 항공기,"기상악화, 천재지변 등 부득이한 사유로 공항을 이륙한 후 2시간 이내에 그 공항으로 다시 돌아오는 항공기",3,[출처: 공항시설법 시행규칙 별표 5] 재해 또는 재난 등에 따른 항공운송여건 악화로 경제적 위기에 처해 있는 항공운송사업자가 운항하는 항공기는 '면제' 대상이 아니라 '항행안전시설 사용료의 50퍼센트 이내 감경' 대상이다.
48,현행 공항시설법령상 표시등 및 표지 설치대상 구조물에 대한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 장애물 제한표면보다 높게 위치한 고정 장애물에는 원칙적으로 표시등 및 표지를 설치해야 한다.
ㄴ. 장애물이 등대(lighthouse)인 경우에는 표시등의 설치를 생략할 수 있다.
ㄷ. 가공선·케이블 등을 지지하는 탑이 주간에 고광도 표시등을 설치하여 운영되는 경우에는 표지의 설치를 생략할 수 있다.
ㄹ. 장애물 제한표면에서 수직으로 지상까지 투영한 구역에서 높이가 지표 또는 수면으로부터 60미터 이상인 물체에는 원칙적으로 표시등 및 표지를 설치해야 한다.","ㄱ, ㄴ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",4,"[출처: 공항시설법 시행규칙 별표 9] 제시된 ㄱ, ㄴ, ㄷ, ㄹ 모두 표시등 및 표지 설치대상 구조물에 관한 예외 및 원칙 규정으로 올바르게 서술되었다."
49,현행 공항시설법령상 비행장개발사업 시행 허가를 받으려는 자가 '옥상헬기장'을 설치하려는 경우 의무적으로 첨부해야 하는 서류로 명시되지 않은 것은?,,해당 건축물 또는 구조물의 구조도면과 구조계산서,사용 예정 항공기 운항 시의 구조 및 구조계산상 안전을 증명하는 기술확인서,진입표면·전이표면·수평표면 및 원추표면의 투영면과 일치하는 구역 안의 건축물 또는 구조물의 높이를 표시한 배치도 및 투영도 (착륙대보다 높은 것만 해당),옥상헬기장 전용 소방설비의 배치도 및 설계 내역서,4,"[출처: 공항시설법 시행규칙 제9조제2항제12호] 옥상헬기장 설치 시에는 건축물의 구조도면과 구조계산서, 항공기 운항 시 안전을 증명하는 기술확인서, 제한표면 투영면 내 구조물 높이를 표시한 배치도 및 투영도를 제출해야 한다. '옥상헬기장 전용 소방설비의 배치도 및 설계 내역서'는 명시적인 필수 첨부서류 요건으로 규정되어 있지 않다."
50,현행 공항시설법령상 장애물의 차폐기준 중 수평표면 및 원추표면에 대한 차폐기준 설명으로 옳지 않은 것은?,,전면·측면 및 후면의 구분은 기준장애물 정상에서 기준선의 좌측 및 우측으로 45도 선을 그어 구분한다.,전면은 기준장애물로부터 하방경사도 10분의 1의 경사면이 수평표면·원추표면 및 전이표면의 연장면과 만나는 아랫부분으로 한다.,차폐의 적용의 기준이 되는 기준장애물은 장애물 제한구역 외부에 존재하여야 한다.,후면은 기준장애물의 높이로 원추표면과 교차하거나 원추표면의 끝부분까지 연장한 평면의 아랫부분으로 한다.,3,[출처: 공항시설법 시행규칙 별표 6] 차폐의 적용 기준이 되는 기준장애물은 장애물 제한구역 '내부'에 존재하여야 한다.
51,현행 공항시설법령상 공항시설 또는 비행장시설을 관리·운영하는 자가 징수하는 사용료의 연체금에 대한 설명으로 옳은 것은?,,연체금은 체납기간 1일마다 체납된 사용료에 1일 10만분의 28의 율을 초과하지 않는 범위에서 공항시설 등을 관리·운영하는 자가 정하는 연체이자율을 곱하여 산정한다.,연체금의 한도는 체납된 사용료의 100분의 50으로 한다.,한국공항공사가 연체이자율을 정하는 경우에는 국토교통부장관의 사전 승인을 반드시 거쳐야 한다.,납부고지한 기한까지 내지 않은 경우 마지막 고지에 의한 납부기한은 최초 납부고지일부터 6개월 이내가 되도록 해야 한다.,1,"[출처: 공항시설법 시행령 제35조의9] 연체금 한도는 체납된 사용료의 100분의 30이며(2번 오답), 인천국제공항공사나 한국공항공사가 연체이자율을 정할 때는 '이사회의 의결'을 거쳐야 한다(3번 오답). 마지막 고지 납부기한은 최초 고지일부터 '3개월 이내'가 되어야 한다(4번 오답)."
52,현행 공항시설법령상 항행안전무선시설 중 전방향표지시설(VOR)의 세부 기술기준에 대한 설명으로 옳지 않은 것은?,,반송파의 주파수대는 원칙적으로 111.975MHz에서 117.975MHz까지의 주파수대에서 운용되어야 한다.,식별부호는 2개 또는 3개의 문자로 구성된 국제 모르스 부호를 사용해야 한다.,안테나에서 반지름 300미터 이내 지역의 수평면 위로 1.2도의 각도 안에는 전파장애가 되는 구조물이 없어야 한다.,"9,960Hz의 부반송파에 의한 무선주파수 반송파의 변조도는 28퍼센트에서 32퍼센트 이내여야 한다.",3,[출처: 공항시설법 시행규칙 별표 15] 안테나에서 반지름 '150미터' 이내 지역의 수평면 위로 1.2도의 각도 안에는 전파장애가 되는 구조물이 없어야 한다. (반지름 300미터까지는 지면이 평탄성을 유지해야 하는 구역이다.)
53,현행 공항시설법령상 항공장애 표시등의 설치기준으로 옳지 않은 것은?,,비상용 차량 또는 보안용 차량에는 저광도 C형태의 파란색 섬광 표시등을 설치해야 한다.,지상유도(Follow-me) 차량에는 저광도 D형태의 붉은색 섬광 표시등을 설치해야 한다.,지표 또는 수면으로부터 높이가 45m 이상 150m 미만인 물체에는 중광도 A나 B 또는 C형태의 표시등을 설치해야 한다.,지표 또는 수면으로부터 높이가 150m 이상인 물체에는 고광도 A나 B형태의 표시등을 설치해야 한다.,2,[출처: 공항시설법 시행규칙 별표 10] 지상유도(Follow-me) 차량에는 저광도 D형태의 '노란색' 섬광 표시등을 설치해야 한다.
54,현행 공항시설법령상 공항 내 금지행위를 위반한 경우 부과되는 범칙금액(1차 위반 기준)이 다른 하나는?,,승인 없이 공항에서 영업행위를 무단으로 한 경우,기부를 요청하거나 물품을 배부 또는 권유하는 행위를 한 경우,승인 없이 시설을 무단으로 점유하는 행위를 한 경우,상품 및 서비스의 구매를 강요하거나 영업을 목적으로 손님을 부르는 행위를 한 경우,2,"[출처: 공항시설법 시행령 별표 4] 1, 3, 4번 행위는 1차 위반 시 8만원, 2차 위반 시 16만원의 범칙금이 부과된다. 2번의 '기부를 요청하거나 물품을 배부 또는 권유하는 행위'는 1차 5만원, 2차 10만원의 범칙금이 부과된다."
55,현행 공항시설법령상 항공등화의 설치기준에 따른 해당 등화의 색상 연결이 옳지 않은 것은?,,활주로시단등 - 녹색,활주로종단등 - 붉은색,접지구역등 - 노란색,일시정지위치등 - 노란색,3,[출처: 공항시설법 시행규칙 별표 14] 접지구역등의 색상은 '노란색'이 아니라 '흰색'이다.
56,현행 공항시설법령상 조류충돌예방위원회에 대한 설명으로 가장 옳지 않은 것은?,,조류충돌 예방에 관한 사항을 심의하기 위하여 국토교통부에 조류충돌예방위원회를 둔다.,조류충돌예방위원회는 위원장 1명을 포함한 30명 이내의 위원으로 구성한다.,위원장은 국토교통부의 고위공무원단에 속하는 일반직 공무원 중에서 국토교통부장관이 임명한다.,위촉직 위원의 임기는 3년으로 한다.,4,[출처: 공항시설법 시행령 제35조의6제3항] 조류충돌예방위원회의 위촉직 위원의 임기는 '2년'으로 한다.
57,현행 공항시설법령상 저광도 표시등의 광배분표에서 C형태의 최소광도 기준으로 옳은 것은?,,10cd,32cd,40cd,200cd,3,"[출처: 공항시설법 시행규칙 별표 10] 저광도 표시등의 광배분표(표 1)에 따르면 C형태의 최소광도는 40cd이다. (A형태: 10cd, B/E형태: 32cd, D형태: 200cd)"
58,현행 공항시설법령상 '수평표면'의 높이 산정 기준으로 가장 적절한 것은?,,각 활주로 중심선의 끝 높이 중 가장 낮은 점을 기준으로 수직상방 45미터,각 활주로 중심선의 끝 높이 중 가장 높은 점을 기준으로 수직상방 45미터,비행장 표점(ARP)의 해발고도를 기준으로 수직상방 45미터,각 활주로 중심선의 중앙점 높이를 기준으로 수직상방 45미터,2,[출처: 공항시설법 시행규칙 별표 2] 수평표면의 높이는 각 활주로 중심선의 끝(수상비행장 등은 착륙대) 높이 중 '가장 높은 점'을 기준으로 수직상방 45미터로 산정한다.
59,현행 공항시설법령상 항공기의 비행안전 여부를 판단하기 위한 '항공학적 검토'에 반드시 포함되어야 할 사항으로 명시되지 않은 것은?,,시각(Visual Approach)의 영향,공항 중장기개발계획(Airport Master Plan)에 대한 영향,공항 주변의 비행금지 및 제한구역 등의 영향,소음대책지역 내 주민의 재산권 침해에 대한 영향,4,"[출처: 공항시설법 시행규칙 별표 8] '인구밀집지역으로 인한 항공기 소음의 영향'은 항공학적 검토 기준에 포함되어 있으나, '소음대책지역 내 주민의 재산권 침해에 대한 영향'이라는 구체적 명목은 규정상 명시되어 있지 않다."
60,"현행 공항시설법령상 준공확인증명서를 받기 전에 이착륙장을 사용하거나 사용허가를 받지 않고 이착륙장을 사용한 자에 대한 과태료 부과기준으로 옳은 것은? (단, 1차, 2차, 3차 이상 적발 순서임)",,"1차 150만원, 2차 200만원, 3차 이상 300만원","1차 200만원, 2차 300만원, 3차 이상 400만원","1차 250만원, 2차 400만원, 3차 이상 500만원","1차 300만원, 2차 400만원, 3차 이상 500만원",3,"[출처: 공항시설법 시행령 별표 3] 준공확인증명서 전 사용 등에 대한 과태료 부과기준은 1차 위반 시 250만원, 2차 위반 시 400만원, 3차 이상 위반 시 500만원이다."
61,현행 공항시설법령상 거리측정시설(DME)의 세부 기술기준에 대한 설명으로 옳지 않은 것은?,,"960MHz에서 1,215MHz까지의 주파수대에서 수직편파로 작동되어야 한다.",무선주파수의 안정도는 할당된 주파수로부터 ±0.005 퍼센트 이내여야 한다.,첨두 유효방사 전력은 사용범위 내에서 약 -83dBW/m² 이상이어야 한다.,다른 시설과 같이 설치되어 운용될 경우 기본응답 지연시간은 50μs이어야 한다.,2,[출처: 공항시설법 시행규칙 별표 15] 거리측정시설(DME)의 무선주파수 안정도는 할당된 주파수로부터 '±0.002 퍼센트 이내'여야 한다. (0.005 퍼센트가 아님)
62,"현행 공항시설법령상 공항운영자가 공항운영규정을 변경할 때, 국토교통부장관의 '인가'가 아닌 '신고'만으로 가능한 경미한 사항을 <보기>에서 모두 고른 것은?","ㄱ. 자체 안전점검프로그램
ㄴ. 공항안전운영기준에 미달하는 사항을 보완하는 대체운영절차
ㄷ. 교육훈련프로그램
ㄹ. 조직도 등 공항의 행정에 관한 사항
ㅁ. 활주로 등 항공기 이착륙 시설의 관리·운영현황의 중대한 변경","ㄱ, ㄷ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㅁ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 공항시설법 시행규칙 제32조] 공항운영규정 변경 중 신고 대상인 경미한 사항은 세부 운영규정, 목적과 범위 등 일반사항, 자체 안전점검프로그램(ㄱ), 교육훈련프로그램(ㄷ), 조직도 등 공항의 행정에 관한 사항(ㄹ)이다. 대체운영절차나 핵심 시설 운영 변경 등은 인가 대상이다."
63,현행 공항시설법령상 항공학적 검토 및 비행안전에 관한 결정에 대한 설명으로 가장 옳은 것은?,,국토교통부장관은 항공학적 검토위원회의 의결이 있은 날부터 20일 이내에 비행안전에 관한 결정결과를 신청인에게 통보하여야 한다.,항공학적 검토를 위한 전문기관은 「정부출연연구기관 등의 설립·운영 및 육성에 관한 법률」에 따른 연구기관만이 지정될 수 있다.,항공학적 검토위원회의 위원장은 국토교통부 소속 5급 이상 공무원 중에서 호선으로 선출한다.,항공학적 검토에 드는 비용은 검토를 신청하는 자가 부담한다.,4,"[출처: 공항시설법 제34조제4항 및 시행규칙 제27조] 항공학적 검토에 드는 비용은 신청하는 자가 부담한다(4번 정답). 의결이 있은 날부터 '14일 이내'에 결과를 통보해야 하며(1번 오답), 전문기관은 정부출연연구기관 외에도 지정된 인력기준을 갖춘 법인이 될 수 있다(2번 오답). 검토위원회 위원장은 위원 중에서 국토교통부장관이 지명한다(3번 오답)."
64,현행 공항시설법령상 항공장애 표시등의 관리기준에 대한 설명으로 옳지 않은 것은?,,"부득이한 사유로 표시등의 운용을 중지한 경우 지체 없이 해당 물체를 제거해야 하며, 통지 의무는 없다.",저광도 C형태 및 저광도 D형태의 표시등은 박명(薄明) 및 야간에 항상 점등을 유지해야 한다.,이중등화 시스템으로 운영되는 중광도 A형태 표시등은 주간 및 박명에만 점등을 유지할 수 있다.,표시등의 운용을 감시할 수 있는 시각감시기 또는 청각감시기를 감시자가 상주하는 곳에 설치해야 한다.,1,"[출처: 공항시설법 시행규칙 별표 12] 부득이한 사유로 표시등의 운용을 중지하거나 고장 난 경우, 지체 없이 그 사실을 '지방항공청장에게 통지'해야 한다. 통지 의무가 없다는 것은 틀린 설명이다."
65,현행 공항시설법령상 사업시행자등의 지위승계 등에 대한 설명 중 옳은 것은?,,비행장개발 사업시행자의 지위를 승계하려는 자는 국토교통부장관의 승인을 받아야 한다.,국토교통부장관은 지위승계 신고를 받은 날부터 20일 이내에 신고수리 여부를 신고인에게 통지하여야 한다.,"항행안전시설설치자의 지위를 승계하려는 자가 신고한 경우, 통지 기간 내에 신고수리 여부나 처리기간 연장을 통지하지 않으면 그 기간이 끝난 날의 다음 날에 신고를 수리한 것으로 본다.",공항개발사업의 시행자가 합병을 통해 지위를 승계하는 경우에는 예외적으로 신고 절차가 모두 면제된다.,3,"[출처: 공항시설법 제42조 및 제51조] 지위승계는 '승인'이 아니라 '신고' 사항이며(1번 오답), 신고수리 여부 통지 기한은 '15일 이내'이다(2번 오답). 정해진 기간 내에 통지하지 않으면 기간이 끝난 날의 다음 날에 수리된 것으로 간주한다(3번 정답). 면제 규정은 없다(4번 오답)."
66,현행 공항시설법령상 이행강제금의 부과에 대한 설명으로 옳지 않은 것은?,,표시등 또는 표지를 설치하지 아니하여 국토교통부장관으로부터 설치 명령을 받았으나 이를 이행하지 않은 자에게는 1천만원 이하의 이행강제금을 부과한다.,표시등 관리 실태 검사 결과 점등 불량 등에 대한 시정명령을 이행하지 않은 자에게는 500만원 이하의 이행강제금을 부과한다.,이행강제금은 최초의 시정명령이 있었던 날을 기준으로 하여 1년에 두 번씩 그 시정명령이 이행될 때까지 반복하여 부과할 수 있다.,"시정명령을 받은 자가 시정명령을 이행한 경우에는 새로운 부과를 중지하되, 이미 부과된 이행강제금은 징수하여야 한다.",3,[출처: 공항시설법 제70조] 이행강제금은 최초의 시정명령이 있었던 날을 기준으로 하여 '1년에 한 번씩' 반복하여 부과할 수 있다. (두 번씩이 아님)
