번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
32,'초경량비행장치사고'의 범위에 포함되지 않는 것은?,,초경량비행장치에 의한 사람의 사망,초경량비행장치의 화재 발생,초경량비행장치에 접근이 불가능한 경우,초경량비행장치에 의한 사람의 경상,4,"항공안전법 제2조 제8호에 따른 초경량비행장치사고에는 사람의 사망, 중상 또는 행방불명이 포함되며 경상은 포함되지 않는다."
33,항공기 말소등록을 신청해야 하는 사유 및 기한에 대한 설명으로 가장 옳은 것은?,,항공기가 멸실된 경우 사유 발생일부터 30일 이내에 말소등록을 신청해야 한다.,항공기사고로 인해 항공기의 존재 여부를 1개월 이상 확인할 수 없는 경우 사유 발생일부터 15일 이내에 신청해야 한다.,외국 국적을 취득하는 조건으로 임대하여 항공기를 사용할 수 있는 권리가 상실된 경우 사유 발생일부터 15일 이내에 신청해야 한다.,소유자가 말소등록을 신청하지 아니하면 국토교통부장관은 15일 이상의 기간을 정하여 말소등록 신청을 최고해야 한다.,3,"항공안전법 제15조에 따라 말소등록은 사유 발생일부터 15일 이내에 신청해야 한다. 멸실 시 30일 이내가 아니라 15일 이내이며(보기1 오답), 항공기사고의 경우 존재 여부를 2개월 이상 확인할 수 없을 때 사유가 성립한다(보기2 오답). 장관의 최고기간은 7일 이상이다(보기4 오답)."
34,형식증명 및 제한형식증명 등에 대한 설명으로 옳지 않은 것은?,,해당 항공기등의 설계가 항공기기술기준에 적합한 경우 형식증명을 발급한다.,산불진화 등 특정한 업무에 사용되는 항공기로서 제시한 운용범위에서 안전하게 운항할 수 있음을 입증한 경우 제한형식증명을 발급한다.,형식증명서 또는 제한형식증명서는 어떠한 경우에도 타인에게 양도·양수할 수 없다.,형식증명을 받은 항공기등의 설계를 변경하기 위하여 부가적인 증명을 받으려는 경우 부가형식증명을 신청해야 한다.,3,"항공안전법 제20조 제4항에 따르면 형식증명서 또는 제한형식증명서는 타인에게 양도·양수할 수 있으며, 이 경우 양도사실을 보고하고 재발급을 신청해야 한다. 절대 양도할 수 없는 것은 '제작증명서'(법 제22조 제3항)이다."
35,항공안전법령상 권한의 위임·위탁에 대한 설명으로 옳은 것은?,,항공기사고 및 항공기준사고에 대한 조사결과의 연구·분석 업무는 한국교통안전공단에 위탁한다.,초경량비행장치 조종자 증명에 관한 업무는 한국항공우주의학협회에 위탁한다.,수리·개조승인 권한 중 국가기관등항공기의 수리·개조승인 권한은 해당 소속기관의 장에게 위임할 수 없다.,무인비행장치 특별비행승인을 위한 안전기준 적합 여부 검사는 항공안전기술원에 위탁한다.,4,"항공안전법 시행령 제26조에 따르면, 특별비행승인을 위한 안전기준 검사(법 제129조 제5항 후단)는 항공안전기술원에 위탁한다(보기4). 사고 조사결과 연구분석도 항공안전기술원에 위탁하며, 초경량 조종자 증명은 한국교통안전공단에 위탁한다. 국가기관등항공기 수리개조승인은 해당 중앙행정기관의 장에게 위탁할 수 있다."
36,무인비행장치를 공공목적으로 긴급히 비행할 경우 일부 규정의 적용이 제외될 수 있는 공공기관에 해당하지 않는 것은?,,한국국토정보공사,한국해양과학기술원,한국가스안전공사,한국환경공단,3,"항공안전법 시행령 제25조의2(무인비행장치의 적용특례) 공공기관 목록에는 한국가스공사, 한국전기안전공사 등은 명시되어 있으나 '한국가스안전공사'는 포함되어 있지 않다."
37,시계비행 시 요구되는 비행시정 및 구름으로부터의 거리 기준에 관한 설명으로 옳지 않은 것은?,,"해발 3,050미터 이상 B, C, D, E, F, G 등급 공역의 비행시정은 8천 미터 이상이어야 한다.","해발 900미터 이하의 F, G 등급 공역에서는 지표면을 육안으로 식별하고 구름을 피할 수 있는 거리를 유지해야 한다.","해발 900미터 이하 F 및 G등급 공역에서 우세시정 하 다른 항공기를 보고 피할 수 있는 속도로 움직일 경우 비행시정을 1,500미터까지 적용할 수 있다.",A등급 공역의 경우 철저한 관제가 이루어지므로 비행시정이 5천 미터 이상 확보되면 제한적으로 시계비행이 허용된다.,4,"항공안전법 시행규칙 별표 24 비고에 따르면, 'A등급 공역에서는 시계비행이 허용되지 않는다'고 명시되어 있다."
38,야간 등 수상에서 항공기를 운항할 때 '다른 선박 또는 비행기를 견인하는 항공기'가 반드시 표시해야 할 등불이 아닌 것은?,,"좌우측 및 후방을 향해 켜지는 적색, 녹색, 백색등",수상이동 시의 후방 백색등과 동일한 특성으로 위로 적어도 2미터 이상 분리된 황색등,전방을 향해 켜지는 백색등과 위나 아래로 최소 2미터 이상 분리된 제2등불,가장 잘 보이는 곳에 위아래로 1미터 이상 분리되어 지속 점등되는 2개의 적색등,4,항공안전법 시행규칙 별표 22에 따르면 위아래로 1미터 이상 분리되어 지속 점등되는 2개의 적색등은 견인 상황이 아닌 '조종불능 상태'에 있는 항공기가 표시해야 하는 등불이다.
39,항공상의 조난신호 및 긴급신호에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 조난에 처한 항공기가 사용할 수 있는 신호에는 무선전신의 SOS, 낙하산 부착 불빛, MAYDAY 조난 신호 등이 있다.
ㄴ. 무선전화로 송신되는 'PAN PAN'은 즉각적인 도움은 필요하지 않으나 불가피하게 착륙해야 할 어려움이 있음을 나타낸다.
ㄷ. 착륙등 스위치의 개폐를 반복하는 것은 차량이나 사람의 안전에 관하여 매우 긴급한 통보사항이 있음을 의미한다.
ㄹ. 무선전신에 의한 'XXX' 신호는 긴급신호(Urgency signals) 중 하나이다.","ㄱ, ㄴ","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ",2,"항공안전법 시행규칙 별표 26에 따르면 착륙등 스위치의 개폐를 반복하는 것은 '즉각적인 도움은 필요하지 않으나 불가피하게 착륙해야 할 어려움'을 의미하며, 'PAN PAN'과 'XXX'는 '안전에 관하여 매우 긴급한 통보사항'이 있음을 의미하는 긴급신호이다. ㄴ과 ㄷ의 설명이 서로 바뀌었다."
40,항공안전법령상 항공기를 이용하여 운송하는 '위험물'의 종류로 명시되지 않은 것은?,,인화성 액체,산화성 물질류,방사선 투과성 화물류,부식성 물질류,3,"항공안전법 시행규칙 제209조 제1항에 따르면 위험물의 종류로는 폭발성 물질, 가스류, 인화성 액체, 가연성 물질류, 산화성 물질류, 독물류, 방사성 물질류, 부식성 물질류 등이 규정되어 있다. '방사선 투과성 화물류'는 법적 위험물 목록 명칭에 포함되지 않는다."
41,현행 법령상 초경량비행장치의 기준에 대한 설명으로 가장 옳지 않은 것은?,,"동력비행장치의 연료 탑재량은 19리터 이하이어야 하며, 이는 전기모터에 의한 동력을 이용하는 경우에도 예외 없이 적용된다.",행글라이더는 탑승자 및 비상용 장비의 중량을 제외한 자체중량이 70킬로그램 이하이어야 한다.,패러글라이더는 탑승자 및 비상용 장비의 중량을 제외한 자체중량이 70킬로그램 이하이어야 한다.,무인비행선은 연료의 중량을 제외한 자체중량이 180킬로그램 이하이고 길이가 20미터 이하인 것을 말한다.,1,"항공안전법 시행규칙 제5조제1호에 따르면 동력비행장치의 연료 탑재량은 19리터 이하이어야 하나, 전기모터에 의한 동력을 이용하는 경우에는 해당 요건(나목)을 적용하지 않는다."
42,의무보고 대상 항공안전장애의 보고 기한에 대한 설명으로 가장 옳지 않은 것은?,"ㄱ. 활주로 또는 유도로 등 공항 이동지역 내에서 차량과 차량이 충돌하여 항공기 운항에 지장을 초래한 경우 즉시 보고해야 한다.
ㄴ. 항공등화시설의 운영이 중단되어 항공기 운항에 지장을 주는 상황이 발생한 경우 즉시 보고해야 한다.
ㄷ. 운항 중 항공기의 연료공급시스템에 영향을 주는 고장이나 위험을 발생시킬 수 있는 연료 누출이 발생한 경우 96시간 이내에 보고해야 한다.
ㄹ. 부상이나 통신 불능 등으로 기한 내 보고를 할 수 없는 경우에는 그 사유가 해소된 시점부터 72시간 이내에 보고해야 한다.",ㄱ,ㄴ,ㄷ,ㄹ,1,"항공안전법 시행규칙 제134조제4항제2호 가목 단서에 따라 '즉시' 보고해야 하는 대상은 제6호 가목(항공등화 미달/중단), 나목(활주로 손상/화재), 마목(항행안전무선시설 중단/장애 등)이다. 차량 충돌로 지장을 초래한 경우(제6호 바목)는 즉시 보고 대상에서 제외되며 72시간 이내 보고 대상이다."
43,항공신체검사증명 결과에 대한 이의신청 절차에 관한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 이의가 있는 사람은 결과를 통보받은 날부터 30일 이내에 국토교통부장관에게 이의신청서를 제출해야 한다.
ㄴ. 국토교통부장관은 이의신청을 받으면 신청을 받은 날부터 15일 이내에 심사하여 통지해야 한다.
ㄷ. 전문의 자문이 지연되어 기한 내 마칠 수 없는 경우 심사기간을 30일 연장할 수 있다.
ㄹ. 심사기간을 연장하는 경우에는 심사기간이 끝나기 3일 전까지 신청인에게 그 내용을 통지해야 한다.","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",2,"항공안전법 시행규칙 제96조에 따르면, 국토교통부장관은 이의신청을 받은 날부터 '30일 이내'에 심사하여 통지해야 한다(ㄴ 오답). 또한, 심사기간을 연장하는 경우에는 심사기간이 끝나기 '7일 전'까지 신청인에게 통지해야 한다(ㄹ 오답)."
44,항공종사자의 최근 비행경험 요건에 대한 설명으로 가장 옳지 않은 것은?,,항공운송사업에 사용되는 항공기를 조종하려는 조종사는 조종하려는 날부터 기산하여 이전 90일까지의 사이에 같은 형식의 항공기에 탑승하여 이착륙을 각각 3회 이상 행한 비행경험이 있어야 한다.,항공운송사업에 사용되는 항공기의 운항업무에 종사하려는 항공기관사는 이전 6개월까지의 사이에 같은 형식의 항공기에 승무하여 50시간 이상 비행한 경험이 있어야 한다.,"비행경험을 산정할 때 지방항공청장이 지정한 모의비행훈련장치를 조작한 경험은 조종사의 이착륙 비행경험으로는 절대 인정되지 않으나, 항공기관사의 비행경험으로는 최대 25시간까지 인정된다.",계기비행을 하려는 조종사는 이전 6개월까지의 사이에 6회 이상의 계기접근과 6시간 이상의 계기비행(모의계기비행 포함)을 한 경험이 있어야 한다.,3,"항공안전법 시행규칙 제121조 제3항에 따르면, 조종사의 이착륙 비행경험(90일 이내 3회)을 산정할 때 지방항공청장이 지정한 모의비행훈련장치를 조작한 경험도 비행경험으로 인정된다."
45,조종교육증명에 대한 설명으로 가장 옳지 않은 것은?,,조종교육증명은 초급 조종교육증명과 선임 조종교육증명으로 구분하여 발급된다.,선임 조종교육증명을 받은 사람은 초급 조종교육증명을 받은 사람에 대한 지도·관리를 수행할 수 있다.,"초급 조종교육증명을 받은 사람은 해당 항공기 종류별 자가용·사업용 조종사 자격증명 취득을 위한 비행교육을 할 수 있으나, 조종연습생의 어떠한 단독비행도 허가할 수 없다.",조종교육 비행시간이 100시간 미만이거나 조종교육을 한 기간이 6개월 미만인 초급 조종교육증명 소지자는 선임 조종교육증명을 받은 사람의 관리 하에서 업무를 수행해야 한다.,3,"항공안전법 시행규칙 제98조 제4항 제1호 다목에 따르면 초급 조종교육증명을 받은 사람도 '조종연습생의 단독비행에 대한 허가'를 할 수 있다. 단, '최초의' 단독비행 허가는 선임 조종교육증명 소지자만이 할 수 있으므로 '어떠한 단독비행도 허가할 수 없다'는 설명은 틀렸다."
46,"수직분리축소공역(RVSM)에서 고도측정 단위를 피트(feet)로 사용하며 1,000피트의 수직분리최저치가 적용되는 지역의 순항고도 기준으로 적절한 것은?",조건: 비행방향이 180°에서 359°까지인 계기비행 항공기,"29,000피트 (FL290)","30,000피트 (FL300)","31,000피트 (FL310)","33,000피트 (FL330)",2,"항공안전법 시행규칙 별표 21의 제2호 나목에 따르면, 비행방향 180°~359°의 계기비행 항공기는 수직분리축소공역에서 짝수 고도(FL300, FL320, FL340, FL360 등)로 순항해야 한다. 홀수 고도(FL290, 310, 330)는 000°~179° 계기비행 고도이다."
47,항공운송사업에 사용되는 비행기의 '교체비행장' 지정 요건에 관한 설명으로 가장 옳지 않은 것은?,,출발비행장의 기상상태가 비행장 착륙 최저치 이하로 되돌아올 수 없는 경우 이륙교체비행장을 지정해야 한다.,2개의 발동기를 가진 비행기의 이륙교체비행장은 1개의 발동기가 작동하지 아니할 때의 순항속도로 출발비행장으로부터 2시간의 비행거리 이내인 지역에 있어야 한다.,3개 이상의 발동기를 가진 비행기의 이륙교체비행장은 모든 발동기가 작동할 때의 순항속도로 출발비행장으로부터 2시간의 비행거리 이내인 지역에 있어야 한다.,"계기비행방식에 따라 비행하려는 경우 원칙적으로 1개 이상의 목적지 교체비행장을 지정해야 하나, 최초 착륙예정 비행장이 외딴 지역에 위치하고 적합한 교체비행장이 없는 경우에는 예외가 적용된다.",2,"항공안전법 시행규칙 제186조 제2항 제1호에 따르면, 2개의 발동기를 가진 비행기의 이륙교체비행장은 1시간 비행거리 이내여야 한다."
48,"비행계획(Flight Plan)을 관할 항공교통업무기관에 제출할 때, 항공당국이 요청하거나 제출자가 필요하다고 판단하는 경우에만 기재(선택항목)하면 되는 사항으로 묶인 것은?","ㄱ. 출발비행장 및 출발 예정시간
ㄴ. 시간으로 표시한 연료탑재량
ㄷ. 비상무선주파수 및 구조장비
ㄹ. 순항속도, 순항고도 및 예정항공로
ㅁ. 탑승 총 인원","ㄱ, ㄹ","ㄴ, ㄷ, ㅁ","ㄱ, ㄴ, ㅁ","ㄷ, ㄹ, ㅁ",2,"항공안전법 시행규칙 제183조 단서에 따라 비행계획 내용 중 제9호부터 제14호(시간으로 표시한 연료탑재량, 비상무선주파수 및 구조장비, 탑승 총 인원 등)는 요청 또는 필요 시에만 제출한다. 출발비행장, 예정시간, 순항속도 등은 필수 기재 사항이다."
49,통신두절항공기(계기비행 기상상태)의 비행기준에 대한 설명이다. 괄호 안에 들어갈 시간을 알맞게 짝지은 것은?,"항공교통업무용 레이더가 운용되는 공역에서 위치보고에 실패한 항공기는 트랜스폰더 코드를 7,600으로 조정한 시간 등으로부터 최저비행고도와 관할 항공교통관제기관에서 최종 지시받은 고도 중 높은 고도를 유지하고 지시받은 속도를 ( A )분간 유지한 후 비행계획에 명시된 고도와 속도로 변경하여야 한다. 
반면, 레이더가 운용되지 않는 공역인 경우에는 지정받은 고도와 속도를 ( B )분간 유지해야 한다.","A: 7, B: 15","A: 5, B: 20","A: 7, B: 20","A: 10, B: 30",3,"항공안전법 시행규칙 제190조 제4항 제1호 및 제2호에 따르면 레이더 미운용 공역에서는 20분간 유지, 레이더 운용 공역에서는 7분간 유지한 후 변경해야 한다."
50,운항승무원의 연속 24시간 동안 최대 비행근무시간 기준이 16시간으로 정해진 운항승무원 편성 방식은?,,"기장 1명, 기장 외의 조종사 1명","기장 1명, 기장 외의 조종사 2명","기장 2명, 기장 외의 조종사 1명","기장 2명, 기장 외의 조종사 2명",2,"항공안전법 시행규칙 별표 18에 따르면 '기장 1명, 기장 외의 조종사 2명' 편성의 경우 최대 승무시간 12시간, 최대 비행근무시간 16시간이다. '기장 2명, 기장 외의 조종사 1명'은 16.5시간이다."
51,항공운송사업자에 대한 행정처분기준 중 1차 위반 시에도 즉시 '운항증명 취소' 대상이 되는 사유만을 모두 고른 것은?,"ㄱ. 거짓이나 그 밖의 부정한 방법으로 운항증명을 받은 경우
ㄴ. 운항의 안전에 필요한 승무원을 태우지 않고 항공기를 운항한 경우
ㄷ. 운항증명 효력정지 중에 항공기를 운항한 경우
ㄹ. 항공기 운항의 정지기간에 운항한 경우
ㅁ. 허가를 받지 않고 항공기를 이용하여 위험물을 운송한 경우","ㄱ, ㄴ, ㄹ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㅁ","ㄷ, ㄹ, ㅁ",2,"항공안전법 시행규칙 제91조 제1항 단서에 따라 1호(거짓 등), 39호(정지기간 운항), 39의2호(효력정지 중 운항), 49호(운항정지기간 운항)는 즉시 취소이다. 보기의 ㄷ이 39의2호, ㄹ이 49호에 해당한다. (여기서 ㄴ과 ㅁ은 효력정지 대상)"
52,항공안전관리시스템 구축 기준에 포함되어야 할 '항공안전보증(Safety Assurance)' 요소로만 짝지어진 것은?,"ㄱ. 안전성과의 모니터링 및 측정
ㄴ. 항공안전위해요인의 식별절차
ㄷ. 변화관리
ㄹ. 자체 안전보고의 운영
ㅁ. 항공안전관리시스템 운영절차 개선","ㄱ, ㄴ, ㄷ","ㄱ, ㄷ, ㅁ","ㄴ, ㄹ, ㅁ","ㄷ, ㄹ, ㅁ",2,"항공안전법 시행규칙 별표 20에 따르면 제3호 항공안전보증 요소는 '가. 안전성과의 모니터링 및 측정, 나. 변화관리, 다. 항공안전관리시스템 운영절차 개선'이다. (위해요인 식별 및 안전보고 운영은 제2호 '항공안전 위험도의 관리' 요소이다.)"
53,비행기록장치(FDR 및 CVR)를 의무적으로 장착해야 하는 기준에 대한 설명으로 가장 옳지 않은 것은?,,"항공운송사업에 사용되는 터빈발동기를 장착한 비행기는 25시간 이상 비행자료를 기록하고, 2시간 이상 조종실 내 음성을 기록할 수 있어야 한다.",최대이륙중량이 2만 7천킬로그램을 초과하는 비행기는 비행자료 및 조종실 내 음성을 각각 25시간 이상 기록할 수 있는 성능이 있어야 한다.,"승객 5명을 초과하여 수송할 수 있고 최대이륙중량이 5,700킬로그램을 초과하는 왕복발동기 장착 비행기는 최소 10시간 이상 비행자료를 기록해야 한다.","헬리콥터는 10시간 이상 비행자료를 기록하고, 2시간 이상 조종실 내 음성을 기록할 수 있는 성능이 있어야 한다.",3,"항공안전법 시행규칙 제109조 제1항 제3호 다목에 따르면 승객 5명 초과 및 최대이륙중량 5,700kg 초과 비행기 중 '터빈발동기'를 장착한 비행기가 의무 대상이며, '왕복발동기' 장착 비행기에 대한 별도의 FDR/CVR 장착 규정은 명시되어 있지 않다."
54,항공안전 법령상 위험물 범위 및 운송 허가에 관한 설명으로 가장 옳지 않은 것은?,,"폭발성 물질, 가스류, 인화성 액체, 방사성 물질류, 부식성 물질류 등은 위험물에 포함된다.",항공기를 이용하여 위험물을 운송하려는 자는 원칙적으로 국토교통부장관의 허가를 받아야 한다.,국가기관등항공기가 공공의 업무 수행을 위하여 위험물을 운송하는 경우에는 위험물 운송허가를 받은 것으로 본다.,"운항증명을 받은 항공운송사업자라 하더라도 위험물 운송을 위해서는 반드시 별도의 운송허가 절차를 거쳐야 하며, 운항규정에 위험물 처리 절차를 명시하는 것만으로는 허가를 갈음할 수 없다.",4,"항공안전법 시행규칙 제209조 제4항에 따르면, 운항증명을 받은 항공운송사업자가 운항규정에 위험물 관련 비정상사태 조치내용, 정보 전달방법, 교육훈련 등을 정하고 운송하는 경우에는 별도의 허가를 받은 것으로 본다."
55,항공기 등록기호표 부착 위치 및 규격에 관한 설명으로 가장 옳은 것은?,,"항공기에 출입구가 있는 경우, 항공기 주출입구 윗부분의 바깥쪽에 부착해야 한다.","등록기호표는 가로 7센티미터, 세로 5센티미터의 직사각형 내화금속으로 만들어야 한다.",등록기호표에는 국적기호와 등록기호뿐만 아니라 항공기 제작사의 명칭을 반드시 기재해야 한다.,동체의 무게 증가를 방지하기 위해 플라스틱 등 가벼운 합성수지 재질로 제작하여 부착할 수 있다.,2,"항공안전법 시행규칙 제12조에 따르면 등록기호표는 가로 7cm, 세로 5cm 직사각형의 '내화금속'으로 제작해야 한다(보기2 정답, 보기4 오답). 출입구가 있는 경우 '안쪽'에 부착하며(보기1 오답), 등록부호와 '소유자등의 명칭'을 적어야 한다(제작사 명칭 아님, 보기3 오답)."
56,초경량비행장치사용사업자 등에 대한 업무 중 「한국교통안전공단」에 위탁된 업무가 아닌 것은?,,초경량비행장치 조종자 증명에 관한 업무,초경량비행장치 전문교육기관의 지정 여부 확인에 관한 업무,초경량비행장치사용사업자에 대한 안전개선명령 업무,초경량비행장치 비행제한공역에서의 비행승인 업무,4,"항공안전법 시행령 제26조에 따르면 초경량비행장치 비행제한공역에서의 비행승인 업무는 관할 지방항공청장 또는 항공교통업무증명을 받은 자 등에게 위임/위탁되며, 한국교통안전공단의 위탁 업무 목록(제135조 제5항 관련)에는 명시되어 있지 않다."
57,항공기 소음기준적합증명 및 예외적 운항허가에 대한 설명으로 가장 옳지 않은 것은?,,소음기준적합증명을 받아야 하는 항공기는 터빈발동기를 장착한 항공기 및 국제선을 운항하는 항공기이다.,수리·개조 등으로 항공기의 소음치가 변동된 경우 소음기준적합증명을 받아야 한다.,소음기준적합증명을 받지 못한 항공기라도 여객과 화물을 동시에 운송하는 목적의 경우 1회에 한하여 예외적으로 운항이 허가될 수 있다.,항공기의 제작 또는 정비 등을 한 후 시험비행을 하는 목적인 경우 제한사항을 정하여 운항허가를 받을 수 있다.,3,"항공안전법 시행규칙 제53조에 따르면 소음기준을 충족하지 못한 항공기의 예외적 운항허가 사유는 시험비행, 정비 장소까지 승객·화물을 싣지 않고 비행하는 경우 등에 한정되며, 여객/화물 운송 목적의 운항은 허용되지 않는다."
58,비행장 안의 이동지역에서 지상이동하는 항공기의 충돌예방 기준에 관한 설명으로 가장 옳지 않은 것은?,,정면 또는 이와 유사하게 접근하는 항공기 상호 간에는 모두 정지하거나 충분한 간격이 유지되도록 각각 오른쪽으로 진로를 바꿔야 한다.,교차하거나 이와 유사하게 접근하는 항공기 상호 간에는 다른 항공기를 좌측으로 보는 항공기가 진로를 양보해야 한다.,관제탑의 지시가 없는 한 기동지역에서 지상이동하는 항공기는 활주로진입전대기지점에서 정지·대기해야 한다.,앞지르기하는 항공기는 다른 항공기의 통행에 지장을 주지 않도록 충분한 분리 간격을 유지해야 한다.,2,항공안전법 시행규칙 제162조제2호에 따르면 교차하거나 이와 유사하게 접근하는 항공기 상호 간에는 '다른 항공기를 우측으로 보는 항공기'가 진로를 양보해야 한다.
59,항공기 말소등록 신청 기한 및 최고(催告) 절차에 대한 설명으로 가장 옳은 것은?,,항공기가 멸실된 경우 사유 발생일부터 30일 이내에 소유자등이 말소등록을 신청해야 한다.,항공기사고로 인해 항공기의 존재 여부를 1개월 이상 확인할 수 없는 경우 사유 발생일부터 15일 이내에 신청해야 한다.,"소유자가 사유 발생 후 기한 내에 말소등록을 신청하지 아니하면, 국토교통부장관은 7일 이상의 기간을 정하여 말소등록을 신청할 것을 최고해야 한다.","국토교통부장관은 최고의 절차 없이 즉시 직권으로 말소등록을 할 수 있으며, 이후 소유자에게 통보한다.",3,"항공안전법 제15조에 따르면 항공기 말소 사유 발생 시 15일 이내에 신청해야 한다(보기1 오답). 항공기사고의 경우 존재 여부를 2개월 이상 확인할 수 없을 때 사유가 성립한다(보기2 오답). 소유자가 신청하지 않으면 7일 이상의 기간을 정해 최고(催告)해야 하며(보기3 정답), 최고 후에도 신청하지 않으면 직권 말소한다(보기4 오답)."
60,항공운송사업자가 두어야 하는 운항관리사의 근무 및 교육 요건에 대한 설명으로 가장 옳지 않은 것은?,,"운항관리사가 연속하여 6개월 이상의 기간 동안 업무에 종사하지 아니한 경우, 지식과 경험을 갖추었는지 확인한 후가 아니면 업무에 종사하게 해서는 안 된다.",운항관리사의 연속되는 24시간 동안의 최대 근무시간은 원칙적으로 10시간 이하이어야 한다.,계획된 근무시간 직전까지 최소 8시간의 휴식을 부여해야 한다.,운항 감독을 하도록 지정된 지역에 대해 최근 12개월 이내에 조종실에 탑승하여 1회 이상의 편도비행을 한 경험을 갖추도록 해야 한다.,1,"항공안전법 시행규칙 제158조 제1항에 따르면, 운항관리사가 연속하여 '12개월' 이상 업무에 종사하지 아니한 경우 확인 절차가 요구된다. (6개월 아님)"
61,초경량비행장치 조종자 증명을 받은 사람에 대하여 반드시 그 증명을 취소하여야 하는(필수적 취소) 사유만을 보기에서 모두 고른 것은?,"ㄱ. 다른 사람에게 자기의 성명을 사용하여 조종을 수행하게 하거나 조종자 증명을 빌려 준 경우
ㄴ. 초경량비행장치의 조종자로서 업무를 수행할 때 고의 또는 중대한 과실로 사고를 일으켜 인명피해를 발생시킨 경우
ㄷ. 비행 중 주류 등의 섭취 및 사용 여부의 측정 요구에 따르지 아니한 경우
ㄹ. 이 법을 위반하여 벌금 이상의 형을 선고받은 경우
ㅁ. 조종자 증명 대여 행위를 알선한 경우","ㄱ, ㄴ, ㄹ","ㄱ, ㄷ, ㅁ","ㄴ, ㄷ, ㄹ","ㄷ, ㄹ, ㅁ",2,"항공안전법 제125조제5항에 따르면 초경량비행장치 조종자 증명의 필수적 취소 사유는 제1호(거짓/부정), 제3호의2(성명 및 증명 대여), 제3호의3(대여 알선), 제7호(음주측정 요구 불응), 제8호(효력정지기간 중 비행)이다. 고의 사고(ㄴ)나 벌금형(ㄹ)은 임의적 취소 또는 정지 사유에 해당한다."
62,국제항공운송사업자에게 부과되는 위반행위별 과징금의 금액(단위: 백만원)이 바르게 짝지어진 것은?,"ㄱ. 국적·등록기호 및 소유자등의 성명 또는 명칭을 표시하지 않은 항공기를 운항한 경우
ㄴ. 인가받은 운항의 종류를 위반하여 운항한 경우
ㄷ. 허가를 받지 않고 항공기를 이용하여 위험물을 운송한 경우
ㄹ. 승인을 받지 않고 수직분리축소공역 등에서 항공기를 운항한 경우","ㄱ: 300, ㄴ: 1,200, ㄷ: 600, ㄹ: 300","ㄱ: 400, ㄴ: 900, ㄷ: 400, ㄹ: 300","ㄱ: 300, ㄴ: 900, ㄷ: 1,200, ㄹ: 400","ㄱ: 400, ㄴ: 1,200, ㄷ: 600, ㄹ: 400",1,"항공안전법 시행령 별표 3에 따르면 국제항공운송사업자의 과징금은 국적표시 위반(300백만원), 운항종류 위반(1,200백만원), 위험물 무허가운송(600백만원), 수직분리축소공역 등 미승인운항(300백만원)이다."
63,항공운송사업자가 비행자료분석프로그램(FDAP)을 의무적으로 마련해야 하는 대상으로 가장 옳은 것은?,,최대이륙중량이 1만 5천킬로그램을 초과하는 비행기를 사용하는 항공운송사업자,최대이륙중량이 2만킬로그램을 초과하는 비행기를 사용하는 항공운송사업자,최대이륙중량이 5천 700킬로그램을 초과하는 헬리콥터를 사용하여 국내노선을 취항하는 항공운송사업자,승객 19명을 초과하여 수송할 수 있는 헬리콥터를 사용하여 국제항공노선을 취항하는 항공운송사업자,2,"항공안전법 시행규칙 제130조의2에 따르면 비행자료분석프로그램(FDAP) 의무 대상은 1. 최대이륙중량이 2만킬로그램을 초과하는 비행기, 2. 최대이륙중량 7천킬로그램 초과 또는 승객 9명 초과 헬리콥터로 '국제항공노선'을 취항하는 항공운송사업자이다."
64,항공신체검사증명을 받은 사람의 신체적·정신적 상태 저하 신고에 대한 설명으로 가장 옳지 않은 것은?,,수술 또는 침습적 시술이 필요한 경우 신고 대상에 해당한다.,질병 또는 부상으로 인해 14일 이상의 치료가 필요한 경우 의무적으로 신고해야 한다.,입원이 필요한 경우 발병일 또는 진단일 중 늦은 날부터 7일 이내에 한국항공우주의학협회에 제출해야 한다.,수술·입원 등 불가피한 사유가 있는 경우에는 그 사유가 해소된 날부터 7일 이내에 제출할 수 있다.,2,"항공안전법 시행규칙 제96조의3 제1항에 따르면, 신체적·정신적 상태 저하 신고 대상이 되는 치료 기간은 '21일 이상'이다. 14일은 오답이다."
65,항공종사자의 비행시간 산정에 대한 설명이다. 괄호 안에 들어갈 비율로 옳은 것은?,"자가용 조종사 자격증명을 받은 사람이 사업용 조종사 자격증명시험에 응시하는 경우 비행시간 산정 시, 기장 외의 조종사로서 기장의 지휘·감독 하에 기장의 임무를 수행한 시간은 해당 비행시간으로 인정한다. 다만, 한 사람이 조종할 수 있는 항공기에 기장 외의 조종사가 탑승하여 비행하는 경우 그 기장 외의 조종사에 대해서는 그 비행시간의 (   )만 인정한다.",3분의 1,2분의 1,3분의 2,전부(100%),2,"항공안전법 시행규칙 제78조 제2호 다목 단서에 따라, 한 사람이 조종할 수 있는 항공기에 기장 외의 조종사가 탑승하여 비행하는 경우 그 기장 외의 조종사에 대해서는 비행시간의 '2분의 1'만 산정된다."
