번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
36,녹음 및 녹화 장비 운용에 대한 설명으로 옳은 것만을 <보기>에서 고른 것은?,"가. 통합 근무석이 주기적으로 개별 근무석으로 분리될 경우 개별 근무석은 단일 채널로 통합 녹음하도록 한다.
나. 녹음장비는 별도의 단일 채널에 시간을 녹음하도록 한다.
다. 음성녹음시스템에 대한 녹음장비는 주 1회 점검하여야 한다.
라. 감시자료 녹화 및 출력장치는 매일 점검하여야 한다.","가, 나","나, 라","나, 다, 라","가, 나, 라",2,가: 분리된 채널로 녹음하도록 한다. 다: 녹음장비는 '매일' 점검하여야 한다. (출처: 항공교통업무기준 제103조)
37,별표 1의 수평 속도조절 지시에 대한 설명으로 가장 옳지 않은 것은?,,"7,600m(FL 250) 이상에서 속도조절은 0.01 마하의 배수로 하여야 한다.",체공장주에 진입하거나 체공 중인 항공기에 적극적으로 적용하여 분리를 확보해야 한다.,활주로시단으로부터 7km(4NM) 지점 이내에서 최종접근 중인 항공기에게는 속도조절 지시를 하여서는 아니 된다.,"7,600m(FL 250) 미만에서 속도조절은 지시대기속도(IAS)를 기준으로 20km/h(10knots)의 배수로 지시하여야 한다.",2,속도조절은 체공장주에 진입하거나 체공 중인 항공기에 적용하여서는 아니된다. (출처: 항공교통업무기준 [별표 1] 4.6)
38,인증된 최대이륙 중량에 따른 항적 난기류 항공기 범주(별표 1) 분류로 올바르게 짝지어진 것은?,,"대형(H) - 136,000kg 이상의 모든 항공기 기종 (초대형 포함)","중형(M) - 7,000kg 초과 136,000kg 이하의 항공기 기종","소형(L) - 7,000kg 미만의 항공기 기종","중형(M) - 7,000kg 초과 136,000kg 미만의 항공기 기종",4,"대형(H)은 초대형(J) 범주를 제외한 136,000kg 이상의 기종이다. 중형(M)은 7,000kg 초과 136,000kg 미만이며, 소형(L)은 7,000kg 이하이다. (출처: 항공교통업무기준 [별표 1] 4.9.1.1)"
39,고도계수정치 절차(별표 1)에 따른 항공기 수직위치의 표현으로 가장 옳지 않은 것은?,,비행장 주변 및 접근관제구역 내에서 전이비행고도 이하에서는 고도(altitude)로 표현한다.,전이비행고도 이상에서는 비행고도(flight level)로 표현하여야 한다.,"전이층을 통과하는 동안 상승 시에는 고도(altitude), 강하 시에는 비행고도(flight level)로 표현한다.",항공로 비행 시 사용 가능한 최저비행고도 이상인 경우 비행고도(flight level)로 표현한다.,3,"전이층을 통과하는 동안 항공기 수직 위치는 상승 시 비행고도(flight level), 강하 시 고도(altitude)로 표현하여야 한다. (출처: 항공교통업무기준 [별표 1] 4.10.1.1)"
40,수직분리(별표 1)에 대한 설명으로 가장 옳은 것은?,,"수직 분리최저치는 FL290 미만에서는 300m(1,000ft), FL290 이상에서는 600m(2,000ft)를 원칙으로 한다.","어떠한 경우라도 FL410 이상에서는 300m(1,000ft)를 적용해야 한다.","FL290 미만에서는 600m(2,000ft) 수직 분리최저치가 원칙이다.","지정된 공역 내 RVSM 적용 시 모든 고도에서 300m(1,000ft)를 예외 없이 적용한다.",1,"수직 분리최저치(VSM)는 원칙적으로 FL290 미만에서 300m(1,000ft), FL290 이상에서 600m(2,000ft)이다. 예외 조건(RVSM 등)이 있으나 기본 원칙은 1번과 같다. (출처: 항공교통업무기준 [별표 1] 5.3.2)"
41,비행경로 상에서의 위치보고 송신 시점 및 간격에 대한 설명으로 가장 옳은 것은?,,"주요지점으로 정의되지 않은 비행경로 상에서의 위치보고는 비행시작 30분 이내에 보고하고, 그 이후에는 매 30분 간격으로 위치보고를 하여야 한다.","주요지점으로 정의되지 않은 비행경로 상에서의 위치보고는 비행시작 30분 후에 가능한 빨리 보고하고, 그 이후에는 매 1시간 간격으로 이루어져야 한다.",지정된 중요 지점으로 정의된 경로의 위치보고는 각 필수 보고 지점 도착 전 5분 이내에 미리 보고하는 것을 원칙으로 한다.,"비행시작 30분 이내에 1회 보고하는 것을 원칙으로 하되, 관제사의 별도 지시가 없으면 이후 위치보고는 전면 생략할 수 있다.",2,"주요지점으로 정의되지 않은 비행경로 상에서의 위치보고는 비행시작 30분 후에 가능한 빨리, 그리고 그 이후에는 매 1시간 간격으로 항공기에 의해 이루어져야 한다. (출처: 항공교통업무기준 [별표 1] 4.11.1.2)"
42,항공기가 특별항공관측보고(Special air-reports)를 하여야 하는 기상 조우 조건으로 명시되지 않은 것은?,,심각한 산악파,가려지거나 넓게 퍼져있는 우박을 동반하지 않은 뇌우,폭발 전 화산활동 및 화산재 구름,경미한 착빙 (Light icing),4,중간 또는 심각한 착빙(Moderate or severe icing) 조우 시 특별항공관측보고를 하여야 한다. 경미한 착빙은 보고 의무 요건으로 명시되어 있지 않다. (출처: 항공교통업무기준 [별표 1] 4.12.3.1)
43,"항공교통관제허가 시 ""Cleared Flight Planned Route"" 용어 사용에 대한 설명으로 가장 옳은 것은?",,조종사가 비행계획의 변경을 요청하여 대체 비행경로를 허가할 때 재발부용으로 사용된다.,"허가하는 비행경로나 그 일부가 제출된 비행계획과 동일할 때 최초 허가 시 사용할 수 있으며, 허가를 재발부할 때에는 사용하지 않아야 한다.",표준출발절차(SID) 또는 표준도착절차(STAR)를 허가할 때 이를 포괄하여 대체하기 위해 사용하는 표준 관제 용어이다.,어떠한 경우에도 공역 내에서는 이 용어의 사용이 엄격히 금지되며 각 픽스를 개별적으로 호명해야 한다.,2,"""Cleared Flight Planned Route"" 용어는 비행경로가 제출된 것과 동일하고 항공기가 경로를 명확히 설정할 수 있을 때 사용할 수 있으나, 허가를 재발부할 때에는 사용하지 않아야 한다. (출처: 항공교통업무기준 [별표 1] 4.5.7.2)"
44,IFR 비행에서 VFR 비행으로의 변경에 관한 설명 중 가장 옳지 않은 것은?,,"이 변경은 기장으로부터 ""CANCELLING MY IFR FLIGHT""라는 메시지를 수신하고 해당 문구가 포함된 최신비행계획서 전문이 접수되었을 때만 허용된다.",항공교통업무시설은 비행로를 따라 계기비행기상상태(IMC)가 발생할 것으로 판단되는 정보를 획득한 경우에 한해 변경한 조종사에게 이를 조언할 수 있다.,관제사는 해당 공역의 원활한 항공교통 흐름을 위해 직접적으로나 유추해서 조종사에게 IFR에서 VFR로의 변경을 적극 권유할 수 있다.,"항공교통업무시설은 해당 요청을 수락할 때 일반적으로 ""IFR FLIGHT CANCELLED AT... (시간)""라는 응답만을 사용할 수 있다.",3,IFR 비행에서 VFR 비행으로의 변경은 직접적이든 유추해서든 관제사가 권유해서는 안 된다. (출처: 항공교통업무기준 [별표 1] 4.8.1)
45,회전익항공기(Helicopter)의 항적 난기류에 대한 설명으로 가장 옳지 않은 것은?,,정지비행(hovering) 또는 공중활주(air taxiing)하는 회전익항공기는 경항공기와 충분히 분리되어야 한다.,지면효과에 의해 정지비행 또는 공중활주 중인 회전익항공기는 강력한 하강와류를 발생시킨다.,회전익항공기가 비행 중 발생하는 와류는 총질량 1kg당 발생하는 강도가 동급 고정익항공기보다 현저히 약하다.,하강와류는 회전익 직경의 약 3배에 달하는 거리까지 고속의 와류를 생성할 수 있다.,3,회전익항공기는 비행 중 와류를 발생시키며 총질량 1kg당 발생하는 와류가 고정익항공기보다 오히려 강력하다. 약하다는 설명은 틀리다. (출처: 항공교통업무기준 [별표 1] 4.9.1.3 주기1)
46,고도계수정치(QFE) 절차에 따른 항공기 수직위치 표현에 대한 내용이다. 빈칸에 들어갈 말로 바르게 짝지어진 것은?,"[ 착륙 허가를 받은 항공기가 QFE를 사용하여 접근을 완료하는 경우, 항공기의 수직위치는 QFE를 사용하는 비행구간 동안 ( A )로부터의 높이로 표현되어야 한다. 단, 정밀접근활주로이거나 활주로 시단이 비행장 표고보다 ( B ) 이상 낮을 경우 비정밀접근활주로에서는 ( C )로부터의 높이로 표현되어야 한다. ]","A - 비행장 표고, B - 2m(7ft), C - 활주로 시단 표고","A - 활주로 시단 표고, B - 2m(7ft), C - 비행장 표고","A - 비행장 표고, B - 15m(50ft), C - 활주로 시단 표고","A - 접지대 표고, B - 15m(50ft), C - 비행장 표고",1,"QFE 사용 시 원칙적으로 비행장 표고로부터의 높이로 표현하나, 정밀접근 또는 활주로 시단이 비행장 표고보다 2m(7ft) 이상 낮은 비정밀접근의 경우 활주로 시단 표고로부터의 높이로 표현한다. (출처: 항공교통업무기준 [별표 1] 4.10.1.2)"
47,관제사-조종사 데이터링크(CPDLC) 개시 실패 시 문제 해결을 위한 조치로 <보기>에서 옳은 것을 모두 고른 것은?,"가. 데이터링크 시스템은 개시 실패 시 해당 항공교통업무시설에 즉각 실패 알림을 제공해야 한다.
나. 비행계획이 이용 불가능한 경우, 항공교통업무기관은 성공적인 개시가 달성되도록 비행데이터 처리시스템 내의 정보를 포함하여 비행계획을 새로 작성한다.
다. 조종사는 비행계획 정보의 일관성을 확인하고, 필요한 변경을 수행한 후 기관의 정확한 어드레스를 확인하여 재개시한다.
라. 단일 데이터링크 개시 응답 메시지 전송 실패 시, 항공교통업무시설은 해당 메시지의 재송신 절차를 생략하고 즉시 무선통신으로 전환해야 한다.","가, 나","다, 라","가, 나, 다","가, 나, 다, 라",3,라: 단일 데이터링크 개시 응답 메시지의 전송에 실패한 경우 항공교통업무시설이 해당 메시지를 '다시 송신하는 절차'도 포함되어야 한다. 무조건 생략하는 것이 아니다. (출처: 항공교통업무기준 [별표 1] 4.15.4)
48,항공교통업무기관의 안전검토(Safety reviews) 범위 중 '운영 및 기술 관련 사항'에 해당하지 않는 것은?,,"온도, 습도, 통풍, 소음, 조명 등의 근무환경이 종사자의 업무능력에 악영향을 끼치지 않는지 여부","통신, 항법, 감시 및 기타 시스템의 정기적 정상 작동 검사 여부",공역 또는 비행장에서 사용되는 분리 최저치가 적절하고 해당 기준을 준수하고 있는지 여부,시스템 고장 및 성능 저하에 관한 경고 및 시기적절한 탐지기능 제공 여부,3,분리 최저치의 적절성 및 기준 준수 여부는 '운영 및 기술 관련 사항'이 아니라 '규제 관련 사항(Regulatory issues)'에 해당한다. (출처: 항공교통업무기준 [별표 1] 2.5.2)
49,탄력적 공역 사용(Flexible use of airspace)을 위한 합의서 및 절차에 명시해야 할 사항으로 가장 거리가 먼 것은?,,관련 공역의 수평 및 수직 한계,민간 항공교통이 사용 가능한 공역의 등급,항공교통관제사의 부서별 연간 순환 근무편성 및 휴무 계획,공역 이양의 책임이 있는 기관 또는 시설과 이양 조건,3,"관제사의 연간 근무편성 및 휴무 계획은 탄력적 공역 사용 합의서 및 절차의 필수 명시 항목으로 규정되어 있지 않다. 공역 한계, 가용 기간, 제한사항 등이 명시 대상이다. (출처: 항공교통업무기준 [별표 1] 3.1.5.2)"
50,공지 데이터링크를 사용하는 일상적인 항공관측보고(Routine air-reports)의 제1절(위치정보)에 포함되는 요소가 아닌 것은?,,항공기 식별부호,대기온도,비행고도 또는 고도,다음 통과할 비행지점 및 시간,2,"대기온도는 제3절(기상정보)에 해당하는 항목이다. 제1절(위치정보)에는 항공기 식별부호, 위치, 시간, 비행고도, 다음 통과지점 및 다음 주요지점이 포함된다. (출처: 항공교통업무기준 [별표 1] 4.12.2.1)"
51,"해당 항공교통업무기관에서 규정한 경우, 공지 음성통신 채널 변경 후 최초 교신 시 필수적으로 포함해야 하는 요소가 아닌 것은?",,호출하고자 하는 항공국의 명칭,항공기 호출부호 (초대형/대형 항적 난기류 범주 포함),출발 비행장 및 목적 비행장,고도 (허가고도 미유지 시 통과고도 및 허가고도 포함),3,"최초 교신 시 출발 및 목적 비행장을 통보해야 한다는 요건은 규정되어 있지 않다. 항공국 명칭, 호출부호, 고도, 속도(배정 시)가 필수 요소이다. (출처: 항공교통업무기준 [별표 1] 4.11.3)"
52,항공교통업무 통신과 관련된 데이터기관의 정의가 가장 올바르게 연결된 것은?,,관할데이터기관(Current data authority) - 조종사와 해당 조종사가 운항 중인 항공기를 관제하는 관제사 간 CPDLC 대화가 이루어지도록 지정된 지상시스템,다음데이터기관(Next data authority) - 항공기가 현재 비행 중인 공역의 통신 두절을 대비하여 구성된 백업용 보조 지상시스템,관할데이터기관 - 데이터링크 개시 요청이 처음으로 접수되어 실패 알림을 단독으로 처리하는 항공기 탑재 FMS 시스템,다음데이터기관 - 비행계획이 최초로 제출된 출발비행장의 통신시스템,1,다음데이터기관은 항공기가 다음 항공교통업무기관에 의해 통신 및 제어의 향후 전송이 이루어질 수 있도록 현재데이터기관이 지정한 지상시스템을 의미하며 백업이나 출발비행장의 시스템을 의미하지 않는다. 1번이 정확한 정의이다. (출처: 항공교통업무기준 [별표 1] 제1장 정의)
53,항공교통 분리 제공 원칙(공역등급별)에 대한 설명 중 <보기>에서 옳은 것을 모두 고른 것은?,"가. 등급 A 및 B 공역 내에서는 모든 항공기 간 수직 또는 수평분리가 이루어져야 한다.
나. 등급 C, D 및 E 공역 내에서는 IFR 항공기 간 분리가 이루어져야 한다.
다. 등급 C 공역 내에서는 IFR 항공기와 VFR 항공기 간 분리가 이루어져야 한다.
라. 공역 등급 D, E에서 주간 VMC 조건으로 항공기 간 자체분리를 유지하며 상승/강하하도록 허가받은 IFR 항공기는 분리 제공 요건의 예외가 된다.","가, 나","가, 다, 라","나, 다, 라","가, 나, 다, 라",4,"가, 나, 다, 라 모두 분리 제공 조건 및 그 예외에 관한 올바른 설명이다. (출처: 항공교통업무기준 [별표 1] 5.2.1.1)"
54,항공교통흐름관리(ATFM)의 '사전 전술적 계획(Pre-tactical planning)' 단계에서 수행하는 조치로 가장 거리가 먼 것은?,,특정 교통흐름의 경로가 변경될 수 있다.,다음 시즌의 수요 산정 및 충분한 수용량을 제공하도록 항공교통관제시설과 사전 협의를 주도한다.,off-load 경로가 조정될 수 있다.,관련 모든 종사자가 이용 가능하도록 다음 날의 ATFM 계획에 관한 세부사항이 발표되어야 한다.,2,"다음 시즌의 수요 산정 및 수용량 제공 협의는 시행일 수개월 전부터 이루어지는 '전략적 계획(Strategic planning)' 단계의 조치이다. (출처: 항공교통업무기준 [별표 1] 3.2.3.1, 3.2.4)"
55,항공기근접(Aircraft proximity)의 분류 유형 중 '위험정도 결정에 필요한 자료가 불충분하거나 상반되는 증거로 인하여 결정이 불가능한 경우'를 나타내는 용어는?,,충돌위험 (Risk of collision),안전 미확보 (Safety not assured),충돌위험 없음 (No risk of collision),위험미결정 (Risk not determined),4,"위험미결정(Risk not determined)은 위험정도 결정에 필요한 자료가 불충분하거나, 상반되는 증거로 인하여 결정이 불가능한 경우의 분류 유형이다. (출처: 항공교통업무기준 [별표 1] 제1장 정의)"
56,항공교통관제허가의 성격 및 책임에 대한 설명으로 가장 옳지 않은 것은?,,관제허가는 항공기가 안전하게 진행할 수 있도록 확인된 교통상황에서만 권한을 부여하는 것이다.,조종사는 관제허가를 근거로 비행 안전 증진을 위해 적용되는 관련 항공 법규를 위반할 수 있는 법적 권한을 일시적으로 부여받는다.,기장은 발부된 관제허가가 부적절하다고 판단되면 수정된 허가를 요청하여 재허가를 받을 수 있다.,관제허가는 항공기 운항안전에 영향을 주는 인지된 교통상황(임시로 설치된 장애물 포함)에 근거하여 발부되어야 한다.,2,"항공교통관제허가는 조종사에게 규정 및 법규를 위반할 권한을 부여하지 않으며, 법규 위반 시 기장에게 부과되는 책임을 면제하지 않는다. (출처: 항공교통업무기준 [별표 1] 4.5.1.3)"
57,관제항공기의 순항고도 배정에 관한 설명으로 가장 옳지 않은 것은?,,지역관제소는 관할 관제구역을 벗어나는 항공기에 대해 관제구역 인접 여부와 관계없이 단일 순항고도만을 허가하는 것이 통상적이다.,순항상승 기법을 사용하도록 허가받은 항공기는 두 개의 고도 사이 또는 하나의 고도 이상으로 운항하도록 허가할 수 있다.,동일 목적지로 비행하는 항공기의 순항고도는 가급적 목적지의 접근순서를 배정하는 데 적합하도록 배정한다.,"항공기가 다음 관제구역의 최저 순항고도보다 낮은 고도로 진입 허가를 받은 경우, 관제사는 조종사가 먼저 요청할 때에만 최저 순항고도 이상으로 고도 변경을 지시해야 한다.",4,"항공기가 다음 관제구역의 설정된 최저 순항고도보다 낮은 순항고도로 진입하도록 허가된 경우, 조종사가 '요청하지 않더라도' 다음 관제구역의 최저 순항고도 이상으로 순항고도 변경을 지시하여야 한다. (출처: 항공교통업무기준 [별표 1] 5.3.3.4)"
58,용어의 정의 중 '최소연료(Minimum fuel)'가 의미하는 상태로 가장 적절한 것은?,,항공기의 잔여 연료량이 목적비행장까지 도달하기에 부족하여 지체없이 최단거리 교체비행장으로 회항해야 하는 상태,특정 비행장으로의 착륙에 전념해야 하며 추가적인 지연을 받아들일 수 없는 연료상태에 도달했음을 나타내는 용어,연료가 완전히 고갈되어 비상강하 및 불시착을 시도해야 하는 조난단계(DISTRESFA) 진입 직전의 상태,지상활주 중 연료의 누출이 발견되어 이륙을 포기하고 즉각 계류장으로 되돌아가야 하는 상태,2,최소연료(Minimum fuel)는 항공기가 특정 비행장으로의 착륙에 전념해야 하며 추가적인 지연을 받아들일 수 없는 연료상태에 도달했음을 나타내기 위해 사용하는 용어이다. (출처: 항공교통업무기준 [별표 1] 제1장 정의)
59,수직 속도 조절 지시(Vertical speed control)에 대한 설명으로 가장 옳지 않은 것은?,,특정 수직 분리최저치를 확보 또는 유지하기 위하여 상승/강하 중인 두 항공기 간에 적용할 수 있다.,"수직 속도 조절은 원하는 간격 유지에 필요한 경우에만 적용하며, 빈번한 상승/강하율 변경지시는 지양하여야 한다.","운항승무원이 지시를 따를 수 없다고 보고한 경우, 관제사는 조종사가 요구하는 고도를 최우선적으로 신속히 새로 배정하여야 한다.",상승률 또는 강하율 제한이 더 이상 필요하지 않을 경우 관제사는 해당 항공기에게 그 사실을 알려주어야 한다.,3,"지시를 따를 수 없다고 보고한 경우, 조종사 요구 고도를 우선 배정하는 것이 아니라 '지체 없이 관련 항공기 간의 간격 유지를 위한 대체 지시'를 발부하여야 한다. (출처: 항공교통업무기준 [별표 1] 4.7.1.3)"
60,강하 및 도착 항공기에 대한 수평 속도조절 지시로 가장 옳지 않은 것은?,,순항고도에서 강하를 시작한 터보제트 항공기의 속도를 460km/h(250kt) IAS 미만으로 줄이는 것은 운항승무원의 동의가 있을 때만 적용되어야 한다.,터미널에서의 지연을 통보받은 항공기에게는 가능한 한 비행 전반(초기) 단계에서 신속히 감속하도록 지시하는 것이 원칙이다.,도착 항공기는 가능한 한 오랫동안 항력을 최소화하는 형상(clean configuration)으로 비행할 수 있도록 허용해야 한다.,중간접근 및 최종접근 중인 항공기에게는 ±20knots (±40km/h) 이하로만 속도조정을 하여야 한다.,2,"터미널에서의 지연을 통보받은 경우, 항공기에게 가능한 한 비행 '후반(비행 후반 단계)'에서 감속하여 순항하도록 지시하여야 한다. 전반(초기) 단계가 아니다. (출처: 항공교통업무기준 [별표 1] 4.6.3.1)"
61,항공교통관제시설이 관제공역 내에서 비행하는 항공기 간 분리를 유지할 수 있도록 항공교통관제허가를 발부하여야 하는 대상에 대한 설명으로 가장 옳지 않은 것은?,,A등급 및 B등급 공역 내에서 비행하는 모든 항공기 간 분리를 유지하여야 한다.,"C, D 및 E등급 공역 내에서 비행하는 계기비행항공기(IFR) 간 분리를 유지하여야 한다.",C등급 및 D등급 공역 내에서 비행하는 계기비행항공기(IFR)와 시계비행항공기(VFR) 간 분리를 유지하여야 한다.,특별 시계비행항공기(SVFR)와 계기비행항공기(IFR) 간 분리를 유지하여야 한다.,3,"C등급 공역 내의 계기비행항공기와 시계비행항공기 간에는 분리를 유지하여야 하나, D등급 공역에 대해서는 IFR과 VFR 간 분리 의무가 명시되어 있지 않다. (출처: 항공교통업무기준 제38조 제4항)"
62,항공정보 지도 자료의 무결성 등급 분류에 관한 설명 중 가장 옳지 않은 것은?,,"무결성 등급은 손상된 항공정보 지도 자료를 사용 시 발생할 수 있는 위험도에 따라 일반자료, 필수자료, 중요자료로 분류된다.",일반자료(routine data)는 손상된 자료가 사용될 경우 항공기의 지속적인 안전비행과 착륙에 심각한 위험상태를 초래하여 대형사고가 발생할 수 있는 개연성이 아주 낮은 자료이다.,필수자료(essential data)는 손상된 자료가 사용될 경우 대형사고가 발생할 수 있는 개연성이 높은 자료이다.,중요자료(critical data)는 손상된 자료가 사용될 경우 항공기의 지속적인 안전 비행과 착륙에 심각한 위험상태를 초래하여 대형사고가 발생할 수 있는 개연성이 높은 자료이다.,3,필수자료(essential data)는 손상된 자료가 사용될 경우 대형사고가 발생할 수 있는 개연성이 '낮은' 자료이다. '높은' 자료는 중요자료(critical data)이다. (출처: 항공교통업무기준 제5조 제105호)
63,항공교통관제시설 간의 항공교통관제허가 협조(Coordination of clearances) 원칙에 대한 설명으로 옳은 것만을 <보기>에서 고른 것은?,"가. 출발 전 해당 항공기를 관제하게 될 모든 기관 간 허가에 관한 협의가 가능한 경우, 최초 착륙예정비행장까지의 비행로 전부에 대해 허가하여야 한다.
나. 기관 간 협의가 합리적으로 보장되지 않는 경우에는, 조정이 보장되는 지점까지만 관제허가를 발부하고 해당 지점에 도달하기 전에 추가 허가를 발부한다.
다. 사전 조정되지 않은 다운스트림허가는 발부 기관의 관할공역 외 공역에서도 항공기의 기존 비행 프로파일을 변경할 수 있는 우선적 권한을 가진다.
라. 데이터링크통신을 이용하여 다운스트림허가를 전달하는 경우 양방향 음성통신은 보안상 철저히 차단되어야 한다.","가, 나","가, 다","나, 라","다, 라",1,다: 사전 조정되지 않은 다운스트림허가는 발부 기관의 관할공역 외에서 기존 비행 프로파일에 영향을 미쳐서는 아니 된다. 라: 가능한 한 양방향 음성통신이 가능하도록 하여야 한다. (출처: 항공교통업무기준 제42조 제5항)
64,음성-공항정보자동방송업무(Voice-ATIS)에 대한 설명으로 가장 옳지 않은 것은?,,별도의 주파수가 없는 경우 전방향무선표지시설(VOR)과 같은 항행안전시설의 음성 채널로 방송되도록 할 수 있다.,음성-공항정보방송은 계기착륙시설(ILS) 음성채널을 활용하여 최우선적으로 방송되어야 한다.,방송 메시지는 송신에 사용되는 항행안전시설의 식별신호에 의해 저해되지 않도록 가능한 30초를 초과하지 않아야 한다.,국제항공업무를 위해 지정된 공항에 제공되는 음성-공항정보방송은 반드시 영어로 제공되어야 한다.,2,음성-공항정보방송은 계기착륙시설(ILS) 음성채널로 방송되어서는 아니된다고 명시되어 있다. (출처: 항공교통업무기준 제48조 제4항)
65,"항공교통업무시설이 구조조정센터(RCC)에 비상항공기 상황을 통보할 때, 포함되어야 하는 정보의 순서로 올바르게 나열된 것은?","ㄱ. 비상상황의 종류
ㄴ. 비행계획서의 중요 정보
ㄷ. 비상상황 단계를 구분하는 용어 (INCERFA, ALERFA, DETRESFA)
ㄹ. 통보하는 시설 및 보고자
ㅁ. 최종 교신 시설, 시간 및 교신방법",ㄱ - ㄷ - ㄹ - ㄴ - ㅁ,ㄷ - ㄹ - ㄱ - ㄴ - ㅁ,ㄷ - ㄱ - ㄹ - ㅁ - ㄴ,ㄹ - ㄷ - ㄱ - ㄴ - ㅁ,2,"구조조정센터에 통보하는 내용의 순서는 1. 비상상황 단계(INCERFA 등), 2. 통보 시설 및 보고자, 3. 비상상황의 종류, 4. 비행계획서 중요 정보, 5. 최종 교신 시설/시간/방법 순이다. (출처: 항공교통업무기준 제51조 제2항)"
66,항공교통관제사가 정기 심사를 받아야 하는 시기에 대한 기준으로 가장 옳은 것은?,,자격증명의 한정을 취득한 후 최초로 실시하는 정기 심사는 한정을 받은 날부터 6개월 이내에 1회 실시해야 한다.,최초 정기 심사 이후 실시하는 정기 심사는 직전 정기 심사에 합격한 날부터 3년이 되는 날이 속하는 달의 말일까지 실시한다.,직전의 심사를 만료일부터 3개월 이내에 합격한 경우에는 합격한 날을 기준으로 2년이 되는 날이 속하는 달의 말일까지 실시한다.,직전의 심사를 만료일부터 3개월 이내에 합격한 경우에는 그 합격한 날 기준이 아닌 만료일 기준으로 2년이 되는 날이 속하는 달의 말일까지 실시한다.,4,"최초 정기 심사는 2년 이내이며, 직전 심사를 만료일 3개월 이내에 합격한 경우 합격일 기준이 아닌 '만료일 기준'으로 2년이 되는 달의 말일까지 실시한다. (출처: 항공교통업무기준 제74조의4)"
67,민간항공기 요격(Interception of Civil Aircraft) 우발상황 시 항공교통업무제공자의 조치사항으로 옳지 않은 것은?,,"책임구역 내에서 요격이 진행됨을 인지한 경우, 비상주파수(121.5MHz 및 243.0MHz)를 포함한 가능한 모든 주파수를 사용하여 양방향 교신을 시도한다.",피요격기 조종사에게 요격사실을 즉시 통보한다.,요격기와 직접적인 양방향 통신을 설정하여 요격기의 비행 지시를 관제사가 직접 통제한다.,"피요격기가 인접 비행정보구역으로부터 이탈된 것으로 판단될 경우, 인접 비행정보구역을 관할하는 기관에 통보한다.",3,"관제사가 요격기를 직접 통제하는 것이 아니라, 요격기와 양방향 통신을 유지하고 있는 '요격통제시설'과 연락을 취하고 피요격기 관련 정보를 제공하며 필요시 통신을 중계하는 역할을 한다. (출처: 항공교통업무기준 제29조)"
68,안전 위험도 평가(Safety risk assessments) 수행 시 안전에 중요하다고 판단하여 고려해야 할 요소에 포함되지 않는 것은?,,"활주로 배치, 활주로 길이와 유도로 배치를 포함한 비행장 설계","감시시스템의 종류 및 성능, 관제사 지원 및 경보 기능을 제공하는 시스템의 가용성",ADS-B를 주요 감시 시스템으로 사용하는 경우 해당 장비의 고장 위험을 경감시킬 수 있는 적절한 우발대책,항공기 제작사의 연간 재무제표 건전성 및 항공기 유지보수 업체의 노사분규 가능성,4,"항공기 제작사의 재무제표나 노사분규 가능성은 안전 위험도 평가 시 명시된 안전 중요 요소(Safety-significant factors)가 아니다. 항공기 성능, 공역 복잡성, 시스템 가용성, 기상현상 등이 포함된다. (출처: 항공교통업무기준 [별표 1] 2.6.2)"
69,"무선통신을 이용한 위치보고(Voice position reports) 시 필수적으로 포함되어야 하는 내용이 아닌 것은? (단, 지역항행협정에 의한 생략 예외는 고려하지 않음)",,비행고도 또는 고도,다음 주요지점(Next significant point),항공기 탑재 잔여 연료량(Fuel endurance),다음 통과지점 및 시간,3,"음성 위치보고의 필수 내용은 1)항공기 식별부호, 2)위치, 3)시간, 4)비행고도 또는 고도, 5)다음 통과지점 및 시간, 6)다음 주요지점이다. 잔여 연료량은 포함되지 않는다. (출처: 항공교통업무기준 [별표 1] 4.11.2)"
70,"특별항공관측보고(Special air-reports)에 대한 설명 중, 천음속 및 초음속 비행의 경우에만 추가로 특별보고를 발행해야 하는 조건에 해당하는 것은?",,심각한 착빙 (Severe icing),중간 정도의 난기류 (Moderate turbulence),심각한 산악파 (Severe mountain wave),화산재 구름 (Volcanic ash cloud),2,"천음속 및 초음속 비행의 경우에만 추가로 요구되는 조건은 차) 중간 정도의 난기류, 카) 우박, 타) 적란운이다. 심각한 착빙, 산악파, 화산재 구름은 모든 항공기의 기본 의무 보고 대상이다. (출처: 항공교통업무기준 [별표 1] 4.12.3.1)"
71,조사 목적의 데이터 기록 및 보존(Recording and retention of data)에 대한 기준으로 가장 옳은 것은?,,종이 비행진행스트립은 최소 15일 동안만 보존하면 된다.,전자 비행진행스트립 및 협조 데이터는 최소 30일 동안 기록 및 보존되어야 한다.,항공교통관제시설의 녹음자료는 기본적으로 1년간 보관하여야 한다.,항공기 사고 관련 데이터는 사건 조사가 완료된 직후 즉시 파기하여 보안을 유지해야 한다.,2,종이 및 전자 비행진행스트립 등은 최소 30일 동안 보존되어야 한다. 항공기 사고 관련 자료는 조사 완료 후 소송 등에 대비하여 3년간 추가로 보존해야 하므로 즉시 파기는 틀린 설명이다. (출처: 항공교통업무기준 [별표 1] 4.13.4 및 제101조)
