번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
40,항공안전법 시행규칙상 최저비행고도와 관련된 숫자의 합은?,"가. 시계비행방식 항공기가 인구밀집지역 상공 비행 시 반경 ( A )미터 안의 가장 높은 장애물 상단에서 300미터 고도로 비행해야 한다.
나. 계기비행방식 항공기가 산악지역 비행 시 반경 ( B )킬로미터 안 가장 높은 장애물 상단에서 600미터 고도로 비행해야 한다.
다. 시계비행 항공기가 인구비밀집지역 비행 시 지표면에서 ( C )미터 고도로 비행해야 한다.",748,758,768,778,2,"가. 인구밀집 시계비행 반경 600미터 내 300미터 (A=600)
나. 산악지역 계기비행 반경 8킬로미터 내 600미터 (B=8)
다. 비밀집 시계비행 지표 150미터 (C=150)
총합: 600+8+150=758 [출처: 항공안전법 시행규칙 제199조]"
41,항공안전법 시행규칙상 예항 및 구명용구 기준에 관련된 숫자의 합은?,"가. 활공기 예항 시 예항줄의 길이는 ( A )미터 이상이어야 한다.
나. 예항줄에는 ( B )미터 간격으로 표지를 붙여야 한다.
다. 육상단발비행기가 해안으로부터 ( C )해리 이상 해상 비행 시 탑승자마다 구명동의를 1개씩 탑재해야 한다.",110,120,130,140,1,"가. 예항줄 길이 40미터 이상 (A=40)
나. 표지 20미터 간격 (B=20)
다. 해안 50해리 이상 비행 시 구명동의 (C=50)
총합: 40+20+50=110 [출처: 항공안전법 시행규칙 제171조, 별표 15]"
42,항공안전법 시행규칙상 각 규정된 숫자의 총합을 구하시오.,"가. 모의비행장관제장비는 국지, 지상, 중계, 감독, 모의조종 각 1석으로 총 ( A )석을 필수로 갖추어야 한다.
나. 60세 이상 운항승무원(제1종)의 신체검사증명 유효기간은 ( B )개월이다.
다. 제2종 정밀접근의 결심고도 상한은 ( C )피트 미만이다.",201,211,221,231,2,"가. 관제석 최소 구성 5석 (A=5)
나. 60세 이상 1종 유효기간 6개월 (B=6)
다. 제2종 정밀접근 결심고도 200피트 미만 (C=200)
총합: 5+6+200=211 [출처: 항공안전법 시행규칙 별표 12, 별표 8, 제177조]"
43,항공안전법상 행정처분 및 심사 기준에 대한 빈칸의 합은?,"가. 항공교통업무증명을 받은 자가 시정명령 불이행 시 과태료 1차 ( A )만원
나. 조종연습생이 연습허가서를 소지하지 않고 비행 시 1차 위반 효력정지 ( B )일
다. 전문항공교통관제사 정기 심사는 2년마다 ( C )회 실시",271,281,291,301,2,"가. 시정조치 불이행 1차 과태료 250만원 (A=250)
나. 연습허가서 미소지 비행 1차 정지 30일 (B=30)
다. 관제사 정기심사 2년마다 1회 (C=1)
총합: 250+30+1=281 [출처: 항공안전법 시행령 별표 5, 시행규칙 별표 10의2, 제90조의2]"
44,"항공안전법령상 제재금액(만 원, 백만 원 단위 주의) 중 빈칸의 합은?","가. 항공운송사업자 외의 자가 운항관리사를 두지 않은 경우 1차 과태료 ( A )만원
나. 항공기 등록기호표를 부착하지 않은 경우 1차 과태료 ( B )만원
다. 이륙착륙 장소가 아닌 곳에서 이착륙한 경우 국내항공운송사업자 과징금 ( C )백만 원",430,450,470,490,1,"가. 운항관리사 미배치 1차 250만원 (A=250)
나. 등록기호표 미부착 1차 100만원 (B=100)
다. 이착륙장소 위반 국내운송사업자 과징금 80백만원 (C=80)
총합: 250+100+80=430 [출처: 항공안전법 시행령 별표 5, 별표 3]"
45,"항공안전법상 운항정지, 중량 및 보고시간 등에 대한 숫자의 합은?","가. 운항증명 소지자가 60일을 초과하여 연속 운항 중지 시 운항증명 효력 정지 명령. ( A = 60 )
나. 특별감항증명을 받을 수 있는 무인항공기의 연료 제외 자체중량 요건은 ( B )kg 초과 시. (비행기 기준 150)
다. 항공기사고 의무보고 기간은 사고 발생 후 즉시이나, 일반 장애의 경우 ( C )시간 이내이다. (C는 기본 장애기준)",262,272,282,292,3,"가. 연속 60일 초과 중지 시 효력정지 (A=60)
나. 무인비행기 자체중량 150kg 초과 시 항공기 분류 (B=150)
다. 의무보고 장애 72시간 내 (C=72)
총합: 60+150+72=282 [출처: 항공안전법 제90조, 시행규칙 제2조, 제134조]"
46,"항공사업법상 국내항공운송사업 및 국제항공운송사업의 면허기준 중 자본금 및 항공기 대수와 관련된 다음 보기박스의 빈칸 (A), (B), (C)에 들어갈 숫자를 모두 합한 값은?","가. 국제항공운송사업 법인의 납입자본금은 ( A )억 원 이상이어야 한다.
나. 국내항공운송사업의 항공기 대수는 ( B )대 이상이어야 한다.
다. 국제항공운송사업(여객)의 승객 좌석 수는 ( C )석 이상이어야 한다.",226,236,246,256,2,"가. 국제 법인 자본금 150억원 (A=150)
나. 국내 항공기 대수 5대 (B=5)
다. 국제여객 좌석수 81석 (C=81)
총합: 150+5+81=236 [출처: 항공사업법 시행령 별표 1]"
47,항공사업법상 소형항공운송사업의 등록요건과 관련하여 다음 빈칸에 알맞은 숫자를 모두 합한 값은?,"가. 승객 좌석 수가 51석 이상 80석 이하의 항공기를 이용하는 법인의 소형항공운송사업 납입자본금은 ( A )억 원 이상이다.
나. 소형항공운송사업의 국내선 승객 좌석 수는 최대 ( B )석 이하이다.
다. 소형항공운송사업의 국제선 승객 좌석 수는 최대 ( C )석 이하이다.",170,180,190,200,2,"가. 51~80석 법인 납입자본금 50억원 (A=50)
나. 국내선 최대 80석 이하 (B=80)
다. 국제선 최대 50석 이하 (C=50)
총합: 50+80+50=180 [출처: 항공사업법 시행령 별표 2]"
48,"항공사업법상 등록요건 중 개인의 자산평가액 기준에 대하여 빈칸 (A), (B), (C), (D)에 해당하는 숫자를 합한 값은?","가. 항공기사용사업 개인 자산평가액 ( A )억 원 이상
나. 항공기정비업 개인 자산평가액 ( B )억 원 이상
다. 항공기대여업(경량/초경량 제외) 개인 자산평가액 ( C )억 ( D )천만 원 이상 (단, C와 D를 합할 것)",23.75,24.75,25.75,26.75,3,"가. 사용사업 개인 자산평가액 11.25억원 (11억 2,500만 원, A=11.25)
나. 정비업 개인 자산평가액 4.5억원 (B=4.5)
다. 대여업 개인 자산평가액 3.75억원 (3억 7,500만 원, C=3, D=7)
총합: 11.25+4.5+3+7=25.75 [출처: 항공사업법 시행령 별표 4, 6, 8]"
49,"항공사업법상 보증보험 가입과 교육비 반환금액 산정기준과 관련하여 다음 보기박스의 빈칸 (A), (B), (C)에 들어갈 숫자의 합은?","가. 비행훈련업자의 보증보험등 가입 금액에서 직전 사업연도 매출액 20억원 이상 30억원 미만인 경우 ( A )억 원 이상이다.
나. 총 교육기간 1개월 이내, 총 교육시간 1/3 경과 전 반환금액은 이미 납부한 교육비의 ( B )/( C ) 에 해당하는 금액이다.",7,8,9,10,3,"가. 20억~30억 미만 매출액 보증보험가입 4억원 이상 (A=4)
나. 1/3 경과전 반환금액 2/3 (B=2, C=3)
총합: 4+2+3=9 [출처: 항공사업법 시행규칙 별표 1의2, 별표 1의3]"
50,"항공사업법상 이동지역에서의 지연 금지 등과 관련된 다음 빈칸 (A), (B), (C)의 숫자를 모두 더한 값은?","가. 항공운송사업자는 국내항공운송 시 이동지역에서 ( A )시간을 초과하여 승객을 기내에 머무르게 해서는 안 된다.
나. 지연 시 승객에게 ( B )분마다 사유 및 진행상황을 알려야 한다.
다. 머무르는 시간이 ( C )시간을 초과하게 된 경우 적절한 음식물을 제공해야 한다.",33,34,35,36,3,"가. 국내선 3시간 한도 (A=3)
나. 30분마다 고지 (B=30)
다. 2시간 초과 시 음식물 제공 (C=2)
총합: 3+30+2=35 [출처: 항공사업법 시행규칙 제61조의2]"
51,"항공사업법상 과징금 상한액에 대하여 빈칸 (A), (B), (C)에 들어갈 숫자를 더한 값은? (단위: 억원)","가. 항공운송사업자의 사업정지처분을 갈음한 과징금 상한액은 ( A )억 원이다. (소형항공운송사업자 제외)
나. 소형항공운송사업자의 사업정지처분을 갈음한 과징금 상한액은 ( B )억 원이다.
다. 항공기정비업자, 항공기취급업자, 항공기대여업자의 사업정지처분을 갈음한 과징금 상한액은 ( C )억 원이다.",63,73,83,93,2,"가. 항공운송사업자 과징금 한도 50억원 (A=50)
나. 소형항공운송사업자 20억원 (B=20)
다. 정비/취급/대여업자 3억원 (C=3)
총합: 50+20+3=73 [출처: 항공사업법 제29조, 제43조, 제45조, 제47조]"
52,"항공사업법상 휴업, 폐업 및 상속 등에 관한 신고 기간으로 빈칸 (A), (B), (C)에 해당하는 숫자의 합을 구하시오.","가. 피상속인이 사망하여 항공운송사업을 계속하려는 상속인은 사망한 날부터 ( A )일 이내에 신고해야 한다.
나. 항공기사용사업자가 휴업 신고를 하려는 경우 휴업 예정일 ( B )일 전까지 제출해야 한다.
다. 상업서류송달업을 경영하는 자가 상호 또는 대표자를 변경하려는 경우 사유가 발생한 날부터 ( C )일 이내에 신고해야 한다.",85,95,105,115,2,"가. 상속 승계신고 사망일부터 30일 이내 (A=30)
나. 사용사업 휴업신고 예정일 5일 전 (B=5)
다. 상업서류송달업 대표자 등 변경신고 60일 이내 (C=60)
총합: 30+5+60=95 [출처: 항공사업법 제23조, 시행규칙 제38조, 제52조]"
53,항공사업법상 벌금형 상한액(만원 단위) 중 빈칸에 들어갈 숫자의 총합을 구하시오.,"가. 등록하지 않고 소형항공운송사업을 경영한 자의 벌금 상한액은 ( A )만원이다.
나. 등록하지 않고 항공기정비업을 경영한 자의 벌금 상한액은 ( B )만원이다.
다. 인가 또는 변경인가를 받지 않고 운임 또는 요금을 받은 항공운송사업자의 벌금 상한액은 ( C )만원이다.",3000,4000,5000,6000,3,"가. 소형운송 미등록 경영: 3년 이하 징역 또는 3천만원 이하 벌금 (A=3000)
나. 정비업 미등록 경영: 1년 이하 징역 또는 1천만원 이하 벌금 (B=1000)
다. 운임 인가 위반: 1천만원 이하 벌금 (C=1000)
총합: 3000+1000+1000=5000 [출처: 항공사업법 제78조]"
54,항공사업법상 초경량비행장치 등 불법 사용의 처벌과 관련하여 빈칸의 숫자를 더한 값은?,"가. 경량항공기를 영리 목적으로 사용한 자는 ( A )년 이하의 징역 또는 1,000만원 이하의 벌금에 처한다.
나. 초경량비행장치를 영리 목적으로 사용한 자는 ( B )개월 이하의 징역 또는 ( C )만원 이하의 벌금에 처한다.",505,506,507,508,3,"가. 경량항공기 영리사용: 1년 이하 징역 (A=1)
나. 초경량비행장치 영리사용: 6개월 이하 징역, 500만원 이하 벌금 (B=6, C=500)
총합: 1+6+500=507 [출처: 항공사업법 제80조]"
55,"항공사업법상 과태료 부과 기준에 대하여 빈칸 (A), (B), (C)의 숫자를 모두 더한 값은? (단위: 만원)","가. 항공교통사업자(외국인 국제항공운송사업자 포함)가 제27조제6호(자료제출 등) 외의 사업개선 명령을 이행하지 않은 경우 1차 위반 시 과태료는 ( A )만원이다.
나. 항공운임 등 총액을 제공하지 않은 외국인 국제항공운송사업자의 1차 위반 과태료는 ( B )만원이다.
다. 운송약관을 갖춰 두지 않은 국내항공운송사업자의 1차 위반 과태료는 ( C )만원이다.",1450,1500,1550,1600,3,"가. 항공교통사업자 사업개선명령 불이행 1차: 1,000만원 (A=1000)
나. 외국인국제 운임총액 미제공 1차: 400만원 (B=400)
다. 국내항공운송 운송약관 미비치 1차: 150만원 (C=150)
총합: 1000+400+150=1550 [출처: 항공사업법 시행령 별표 11]"
56,항공사업법상 항공교통이용자의 피해구제 및 서비스 평가에 관한 기간 중 빈칸의 합을 구하시오.,"가. 항공교통사업자는 항공교통이용자의 피해구제 신청을 접수한 날부터 원칙적으로 ( A )일 이내에 결과를 통지해야 한다.
나. 피해조사를 위한 번역 필요 등 특별한 사유가 있는 경우, 접수한 날부터 ( B )일 이내에 통지해야 한다.
다. 국토교통부장관은 항공교통서비스 평가 결과를 평가가 끝난 날부터 ( C )일 이내에 홈페이지에 게시해야 한다.",74,84,94,104,2,"가. 원칙적 14일 이내 결과통지 (A=14)
나. 특별사유 시 60일 이내 통지 (B=60)
다. 평가결과 10일 이내 홈페이지 게시 (C=10)
총합: 14+60+10=84 [출처: 항공사업법 시행규칙 제61조, 제26조]"
57,항공사업법상 위반행위별 과징금 부과기준 중 국내항공운송사업자의 과징금(만원 단위)을 구하여 더한 값은?,"가. 면허기준 또는 등록기준에 미달한 경우: ( A )만원
나. 사업계획에 따라 사업을 하지 않은 경우: ( B )만원
다. 상속에 관한 신고를 하지 않은 경우: ( C )만원",2000,3000,4000,5000,2,"가. 국내항공운송사업자 면허기준 미달: 1,000만원 (A=1000)
나. 사업계획 미이행: 1,000만원 (B=1000)
다. 상속 미신고: 1,000만원 (C=1000)
총합: 1000+1000+1000=3000 [출처: 항공사업법 시행령 별표 3]"
58,항공사업법상 위반행위별 과징금 부과 대상이 되는 원 처분(사업정지 일수)에 관한 다음 빈칸의 숫자를 더한 값은?,"가. 항공기사용사업자가 사업계획에 따라 사업을 하지 않은 경우 사업일부정지 ( A )일
나. 항공기취급업자가 신고 없이 사업을 양도·양수한 경우 사업전부정지 ( B )일
다. 항공운송총대리점업자가 상속 신고를 하지 않은 경우 영업소 폐쇄 갈음 사업전부정지 ( C )일",50,60,70,80,3,"가. 사용사업자 사업계획 미이행: 정지 30일 (A=30)
나. 취급업자 미신고 양도양수: 정지 20일 (B=20)
다. 총대리점업 상속 미신고: 정지 20일 (C=20)
총합: 30+20+20=70 [출처: 항공사업법 시행령 별표 5]"
59,"항공사업법상 위원회와 관련된 숫자 중 빈칸 (A), (B), (C)를 합한 값은?","가. 항공정책위원회는 위원장 1명을 포함한 ( A )명 내외의 위원으로 구성한다.
나. 위촉위원의 임기는 ( B )년으로 한다.
다. 실무위원회는 위원장 1명을 포함한 ( C )명 내외의 위원으로 구성한다.",38,40,42,44,3,"가. 항공정책위 위원 20명 내외 (A=20)
나. 위촉위원 임기 2년 (B=2)
다. 실무위 위원 20명 내외 (C=20)
총합: 20+2+20=42 [출처: 항공사업법 시행령 제4조, 제9조]"
60,항공사업법상 항공사업 등록요건 중 인력 확보기준에 관련된 다음 빈칸의 숫자를 합한 값은?,"가. 소형항공운송사업 조종사는 항공기 1대당 1명, 정비사는 1대당 ( A )명 이상이어야 한다. (정비 전체위탁 제외)
나. 항공기사용사업 정비사는 항공기 1대당(같은 기종인 경우 2대당) ( B )명 이상이어야 한다.
다. 항공레저스포츠사업(초경량비행장치 사용) 조종사는 비행시간이 ( C )시간 이상인 사람 1명 이상이어야 한다.",180,182,184,186,2,"가. 소형운송 정비사 1대당 1명 이상 (A=1)
나. 사용사업 정비사 1대당(동기종 2대당) 1명 이상 (B=1)
다. 항공레저 조종사 비행 180시간 이상 (C=180)
총합: 1+1+180=182 [출처: 항공사업법 시행령 별표 2, 4, 10]"
61,항공사업법상 외국인 국제항공운송사업의 사업계획 변경신고 중 '경미한 사항'에 관한 숫자이다. 빈칸의 합은?,"가. 정기편의 운항 횟수 감편 또는 ( A )주 미만 운항 중단
나. 국제선 운항의 임시변경 사항 (( B )일 이내인 경우만 해당)",10,11,12,13,2,"가. 4주 미만 운항중단 (A=4)
나. 7일 이내 임시변경 (B=7)
총합: 4+7=11 [출처: 항공사업법 시행규칙 제61조]"
62,항공사업법상 휴업 기간 등에 관한 숫자 중 빈칸을 모두 합한 값은?,"가. 국내항공운송사업자의 휴업 또는 휴지 기간은 원칙적으로 ( A )개월을 초과할 수 없다.
나. 외국과의 항공협정으로 제한 없이 운항이 가능한 노선의 휴지 기간은 ( B )개월을 초과할 수 없다.
다. 외국인 국제항공운송사업자가 최대 휴업기간이 지난 이후 폐업신고를 하지 않으면 최대 휴업기간 종료일의 다음날 폐업한 것으로 본다. 이 최대 휴업기간은 ( C )개월이다.",22,24,26,28,2,"가. 일반적 휴업 한도 6개월 (A=6)
나. 제한 없는 항공협정 노선 12개월 (B=12)
다. 외항사 최대 휴업기간 6개월 (C=6)
총합: 6+12+6=24 [출처: 항공사업법 시행규칙 제24조, 제57조]"
63,항공사업법상 과태료 부과 기준에 대한 1차 위반 시 과태료 금액(만원 단위)을 합한 값은?,"가. 폐업 신고를 하지 않은 항공기취급업자: ( A )만원
나. 상업서류송달업자가 사업개선명령 불이행: ( B )만원
다. 보험가입 없이 초경량비행장치 비행: ( C )만원",450,500,550,600,3,"가. 폐업 미신고 취급업자 1차 250만원 (A=250)
나. 상업서류송달업 사업개선명령 불이행 1차 150만원 (B=150)
다. 초경량 보험 미가입 비행 1차 150만원 (C=150)
총합: 250+150+150=550 [출처: 항공사업법 시행령 별표 11]"
64,"항공사업법상 행정처분에 관한 과징금 최고액(만원 단위)의 합은? (단, 고의중과실이나 가중 등은 배제한 기본 과징금 상한)","가. 국제항공운송사업자가 운임 및 요금 인가 위반 시 부과할 수 있는 과징금은 ( A )만원이다.
나. 국내항공운송사업자가 사업계획에 따라 사업을 하지 않은 경우 부과할 수 있는 과징금은 ( B )만원이다.
다. 외국인 국제항공운송사업자가 항공계기등을 탑재하지 않고 항공에 사용한 경우 과징금은 ( C )만원이다.",3000,4000,5000,6000,2,"가. 국제항공운송 운임 인가위반 2,000만원 (A=2000)
나. 국내항공운송 사업계획 미이행 1,000만원 (B=1000)
다. 외항사 항공계기 미탑재 1,000만원 (C=1000)
총합: 2000+1000+1000=4000 [출처: 항공사업법 시행령 별표 3]"
65,항공사업법상 노선허가 및 사업계획 변경에 소요되는 기한과 관련된 빈칸 숫자를 합한 값은?,"가. 국제항공운송사업의 면허를 받으려는 자는 신청서를 제출하여야 하며, 임시증편을 하려면 운항개시예정일 ( A )일 전까지 지방항공청장에게 제출하여야 한다.
나. 외국인 국제항공운송사업의 허가를 신청하려는 자는 운항개시예정일 ( B )일 전까지 제출해야 한다.
다. 외국항공기의 유상운송허가 신청은 운송 예정일 ( C )일 전까지 제출해야 한다.",70,75,80,85,2,"가. 임시증편 예정일 5일 전 (A=5)
나. 외항사 허가 예정일 60일 전 (B=60)
다. 외국항공기 유상운송 예정일 10일 전 (C=10)
총합: 5+60+10=75 [출처: 항공사업법 시행규칙 제17조, 제54조, 제56조]"
66,항공사업법상 과태료 부과 시 위반 횟수별 가중 기준 등에 대한 숫자이다. 빈칸의 합은?,"가. 위반행위의 횟수에 따른 과태료의 가중 부과기준은 최근 ( A )년간 같은 위반행위로 처분받은 경우에 적용한다.
나. 보험에 가입하지 않고 초경량비행장치 비행을 2차 위반 시 과태료 ( B )만원이다.
다. 항공교통사업자가 지연사유 및 진행상황을 알리지 않은 경우 3차 위반 시 과태료 ( C )만원이다.",701,751,801,851,3,"가. 과태료 가중적용 최근 1년 (A=1)
나. 보험미가입 초경량 비행 2차 300만원 (B=300)
다. 지연사유 미고지 3차 500만원 (C=500)
총합: 1+300+500=801 [출처: 항공사업법 시행령 별표 11]"
67,항공사업법상 항공레저스포츠사업 중 패러글라이딩 등 비행 서비스 제공사업(법 제2조제26호가목)의 자본금 및 인력 기준 관련 숫자의 합은?,"가. 해당 사업의 개인 자산평가액은 원칙적으로 ( A )억 ( B )천만 원 이상이다.
나. 정비인력은 항공정비사 자격증명을 받은 사람 ( C )명 이상이어야 한다.",8,9,10,11,3,"가. 서비스 가목 개인 자산평가액 4.5억(4억 5천만) (A=4, B=5)
나. 정비인력 1명 이상 (C=1)
총합: 4+5+1=10 [출처: 항공사업법 시행령 별표 10]"
68,항공사업법상 사업개선명령 사유에 해당하는 자본잠식 기준과 관련된 숫자의 합은?,"가. 자본금의 ( A )분의 1 이상이 잠식된 상태가 ( B )년 이상 지속되는 경우 국토교통부장관은 재무구조 개선을 명할 수 있다.
나. 위 명령 후 자본잠식이 ( C )년 이상 지속되어 소비자 피해가 우려될 경우 면허 또는 등록을 취소할 수 있다.",3,4,5,6,3,"가. 자본금 1/2 잠식 1년 이상 시 개선명령 (A=2, B=1)
나. 명령 후 2년 이상 지속 시 취소 가능 (C=2)
총합: 2+1+2=5 [출처: 항공사업법 시행규칙 제30조, 시행령 별표 1]"
69,항공사업법상 사업 정지 처분 일수와 관련된 다음 빈칸의 숫자를 합한 값은?,"가. 외국인 국제항공운송사업자가 신고 없이 휴업한 경우 사업일부정지 ( A )일
나. 외국인 국제항공운송사업자가 사업계획에 따라 사업을 하지 않은 경우 사업일부정지 ( B )일
다. 국내항공운송사업자가 인가받은 운임과 다른 내용의 운임표를 갖춰둔 경우 사업일부정지 ( C )일",45,50,55,60,3,"가. 외항사 미신고 휴업 정지 20일 (A=20)
나. 외항사 사업계획 미이행 정지 30일 (B=30)
다. 국내항공운송 부당 운임표 비치 정지 5일 (C=5)
총합: 20+30+5=55 [출처: 항공사업법 시행령 별표 3, 시행규칙 별표 3]"
70,"항공사업법상 등록 및 신고 관련 제출기한 및 금액 단위 숫자 중 빈칸 (A), (B), (C)를 모두 더한 값은?","가. 상업서류송달업 상호 또는 대표자 변경 신고는 사유 발생일로부터 ( A )일 이내에 해야 한다.
나. 도심공항터미널업 상호 또는 대표자 변경 신고는 사유 발생일로부터 ( B )일 이내에 해야 한다.
다. 항공기사용사업, 항공기정비업, 항공기대여업 등의 등록 신청 수수료는 ( C )만 원이다.",71,81,91,101,3,"가. 상업서류송달업 상호변경 60일 이내 (A=60)
나. 도심공항터미널업 상호변경 30일 이내 (B=30)
다. 등록 신청 수수료 1만원 (C=1)
총합: 60+30+1=91 [출처: 항공사업법 시행규칙 제52조, 제54조, 별표 4]"
71,"공항시설법상 다음 보기박스의 빈칸 (A), (B), (C)에 들어갈 숫자를 모두 더한 값은 얼마인가?","가. 육상비행장 착륙대 등급 A의 활주로 길이는 ( A )m 이상이다.
나. 육상비행장 착륙대 등급 E의 활주로 길이는 ( B )m 이상 1,500m 미만이다.
다. 육상비행장 착륙대 등급 J의 활주로 길이는 ( C )m 이상 500m 미만이다.",3830,3930,4030,4130,2,"가. A등급 활주로 길이 2,550m 이상 (A=2550)
나. E등급 활주로 길이 1,280m 이상 1,500m 미만 (B=1280)
다. J등급 활주로 길이 100m 이상 500m 미만 (C=100)
총합: 2550 + 1280 + 100 = 3930 [출처: 공항시설법 시행규칙 별표 1]"
72,"공항시설법상 다음 보기박스의 빈칸 (A), (B), (C), (D)에 알맞은 숫자를 합한 값은?","가. 수상비행장 4등급 착륙대의 폭은 최소 ( A )m 이상이어야 한다.
나. 착륙대의 길이가 200m 미만인 1등급 착륙대의 수심은 ( B )m까지 완화할 수 있다. (단, B의 값에 10을 곱하여 정수로 더할 것)
다. 수상비행장 선회수역의 지름은 최소 ( C )m 이상이어야 한다.
라. 수상비행장 1등급 유도수로의 폭은 최소 ( D )m 이상이어야 한다.",227,237,247,257,2,"가. 4등급 착륙대 폭 60m 이상 (A=60)
나. 수심 1.2m까지 완화 (B=1.2×10=12)
다. 선회수역 지름 120m 이상 (C=120)
라. 1등급 유도수로 폭 45m 이상 (D=45)
총합: 60+12+120+45=237 [출처: 공항시설법 시행규칙 별표 1]"
73,"공항시설법상 다음 보기박스의 빈칸 (A), (B), (C)에 알맞은 숫자의 합은?","가. 육상비행장의 착륙대 등급이 A인 경우 수평표면의 반지름 길이는 ( A )m이다.
나. 육상비행장의 수평표면의 높이는 가장 높은 점을 기준으로 수직상방 ( B )m이다.
다. 비계기접근에 사용되는 옥상헬기장의 수평표면 반지름 길이는 ( C )m이다.",4145,4245,4345,4445,2,"가. A등급 착륙대 수평표면 반지름 4,000m (A=4000)
나. 수평표면 높이 수직상방 45m (B=45)
다. 옥상헬기장 수평표면 반지름 200m (C=200)
총합: 4000+45+200=4245 [출처: 공항시설법 시행규칙 별표 2]"
74,"공항시설법상 보기박스 내 빈칸 (A), (B), (C)의 분모 및 길이를 모두 합한 값은?","가. 비정밀접근 및 비계기접근 육상비행장의 착륙대 등급 A의 진입표면 경사도는 ( A )분의 1이다.
나. 수상비행장의 착륙대 등급 3의 진입표면 경사도는 ( B )분의 1이다.
다. 비계기접근 육상비행장의 진입구역 길이는 ( C )m이다.",3050,3060,3070,3080,3,"가. A등급 진입표면 경사도 1/40 (A=40)
나. 수상비행장 3등급 진입표면 경사도 1/30 (B=30)
다. 비계기접근 육상비행장 진입구역 길이 3,000m (C=3000)
총합: 40+30+3000=3070 [출처: 공항시설법 시행규칙 별표 2]"
75,"공항시설법상 다음 보기박스 내 빈칸 (A), (B), (C)에 해당하는 색상을 환산표에 따라 숫자로 바꾼 후, 모두 합한 값은?","가. 정지선등(Stop Bar Lights)의 색상은 ( A )색이다.
나. 일시정지위치등(Intermediate Holding Position Lights)의 색상은 ( B )색이다.
다. 유도로등(Taxiway Edge Lights)의 색상은 ( C )색이다.
(단, 노란색=1, 녹색=2, 붉은색=3, 흰색=4, 파란색=5로 환산하여 합산하시오.)",7,8,9,10,3,"가. 정지선등은 붉은색 (A=3)
나. 일시정지위치등은 노란색 (B=1)
다. 유도로등은 파란색 (C=5)
총합: 3+1+5=9 [출처: 공항시설법 시행규칙 별표 3, 14]"
76,"공항시설법상 다음 보기박스의 빈칸 (A), (B), (C)에 알맞은 숫자의 합은?","가. 지표 또는 수면으로부터 높이가 ( A )m 미만인 물체에는 원칙적으로 저광도 표시등을 설치해야 한다.
나. 지표 또는 수면으로부터 높이가 ( B )m 이상인 물체에는 고광도 A나 B형태의 표시등을 설치해야 한다.
다. 지표면(AGL)에서 92m 이하의 지형에 설치된 고광도 표시등의 수평선에서 빔의 최고 각도는 ( C )°이다.",196,198,200,202,2,"가. 45m 미만 저광도 표시등 (A=45)
나. 150m 이상 고광도 표시등 (B=150)
다. 92m 이하 지형의 고광도 빔 최고 각도 3° (C=3)
총합: 45+150+3=198 [출처: 공항시설법 시행규칙 별표 10]"
77,공항시설법상 보기박스 내용 중 빈칸에 들어갈 숫자의 총합을 구하시오.,"가. 표시등이 설치된 구조물로부터 ( A )m 이내에 위치한 구조물로서 그 높이가 장애물차폐면보다 낮은 구조물은 표시등 설치를 생략할 수 있다.
나. 표시등이 설치된 구조물로부터 ( B )m 이내에 위치한 구조물로서 그 높이가 같거나 낮은 구조물은 표시등 설치를 생략할 수 있다.
다. 표지가 설치된 구조물로부터 45m 이내에 위치한 구조물은 표지 설치를 생략할 수 있으나, 이 때 높이는 같거나 ( C )아야 한다. (낮으면=1, 높으면=2로 환산)",644,645,646,647,3,"가. 차폐면보다 낮고 600m 이내면 생략 가능 (A=600)
나. 높이가 같거나 낮고 45m 이내면 생략 가능 (B=45)
다. 표지도 같거나 낮아야 하므로 낮으면 1로 환산 (C=1)
총합: 646 [출처: 공항시설법 시행규칙 별표 11]"
78,"공항시설법상 보기박스의 (A), (B), (C)에 들어갈 숫자를 합한 값은?","가. 무지향표지시설(NDB)의 주파수 허용편차는 일반적인 경우 ±( A )퍼센트 이내여야 한다. (A에 100을 곱하여 더할 것)
나. 전방향표지시설(VOR)의 최고 할당 가능한 주파수는 117.950MHz이며, 채널 간격은 ( B )kHz이다.
다. 거리측정시설(DME)의 주파수는 960MHz에서 ( C )MHz까지의 주파수대이다.",1265,1266,1276,1286,2,"가. NDB 주파수 허용편차 ±0.01% (A=0.01×100=1)
나. VOR 채널 간격 50kHz (B=50)
다. DME 주파수대 960MHz~1,215MHz (C=1215)
총합: 1+50+1215=1266 [출처: 공항시설법 시행규칙 별표 15]"
79,"공항시설법상 다음 빈칸 (A), (B), (C)에 들어갈 숫자를 모두 더한 값은?","가. 항행안전시설 비행검사 수수료 금액은 비행시간당 ( A )만원이다.
나. 항행안전시설 연구개발을 목적으로 하는 비행검사 시 수수료의 100분의 ( B )을 감경한다.
다. 사용료 분할 납부 시 연 ( C )퍼센트의 이자를 붙인다.",295,300,305,310,3,"가. 비행검사 수수료 시간당 267만원 (A=267)
나. 연구개발 목적 비행검사는 30% 감경 (B=30)
다. 사용료 분할 납부 시 연 8% 이자 부과 (C=8)
총합: 267+30+8=305 [출처: 공항시설법 시행규칙 별표 5, 별표 21]"
