번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
41,수직분리축소공역(RVSM) 운항승인과 관련하여 운항승인을 받은 항공기에 고장이 발생하여 정비를 위한 장소까지 운항하는 경우에 대한 설명으로 옳은 것은?,,국토교통부장관의 승인 없이 운항할 수 없다.,운항승인을 면제받을 수 있는 경우에 해당한다.,최대 10일 이내로만 운항이 가능하다.,승인 여부와 관계없이 절대 운항이 금지된다.,2,항공안전법 시행규칙 제216조(수직분리축소공역 등에서의 항공기 운항)제2항제3호에 따르면 운항승인을 받은 항공기에 고장 등이 발생하여 정비를 위한 장소까지 운항하는 경우는 '운항승인을 면제받을 수 있는 경우'에 해당한다.
42,비행 중 불법간섭(피랍 등) 발생 시 항공교통업무기관에 통보해야 할 사항이 아닌 것은?,,불법간섭을 받고 있다는 사실,불법간섭 행위와 관련한 중요한 상황정보,비행계획의 이탈사항,항공기 연료 잔량 및 엔진 성능 정보,4,"항공안전법 시행규칙 제198조(불법간섭 행위 시의 조치)제1항에 따르면 불법간섭 발생 시 통보해야 할 사항은 불법간섭 사실, 상황정보, 비행계획의 이탈사항이다. 연료 잔량 등은 필수 통보사항으로 명시되어 있지 않다."
43,항공교통업무기관이 미식별항공기를 인지했을 때 조치해야 할 사항으로 가장 옳지 않은 것은?,,미식별항공기의 식별에 필요한 조치를 시도한다.,미식별항공기와 양방향 통신을 시도한다.,식별되지 않은 항공기에 대하여 즉시 요격기를 출동시킨다.,해당 지역의 다른 항공기로부터 미식별항공기에 대한 정보 입수를 시도한다.,3,"항공안전법 시행규칙 제235조(우발상황에 대한 조치)제2호에 따라 미식별항공기 인지 시 수행절차에는 요격기 출동 등의 조치는 없으며, 통신시도, 정보 문의, 다른 항공기 정보 입수 등이 우선이다."
44,"항공교통관제기관의 항공기 간 분리 최저치 설정과 관련하여, 관제사가 반드시 분리업무를 제공해야 하는 대상이 아닌 것은?",,관제권 안에서 특별시계비행을 하는 항공기와 계기비행을 하는 항공기,C등급 공역 내의 계기비행 항공기와 시계비행 항공기,관제권 안에서 특별시계비행을 하는 항공기 상호 간,D등급 공역 내의 시계비행 항공기 상호 간,4,항공안전법 시행규칙 제230조(항공교통관제 업무의 수행)제3항에 따라 관제기관이 반드시 분리업무를 제공해야 하는 항공기 유형에 D등급 공역의 시계비행 항공기 상호 간은 명시되어 있지 않다. (D등급에서는 교통정보만 제공)
45,"항공안전 의무보고 시, 조류 및 동물 충돌 보고서 제출 방법으로 옳은 것은?",,별지 제65호의2서식에 따른다.,별지 제65호서식에 따른다.,반드시 서면으로만 제출해야 한다.,유선으로만 보고해야 한다.,1,항공안전법 시행규칙 제134조(항공안전 의무보고의 절차 등)제2항에 따라 항공기가 조류 또는 동물과 충돌한 경우에는 '별지 제65호의2서식'에 따른 조류 및 동물 충돌 보고서로 제출해야 한다.
46,항공교통업무기관이 비행정보업무 수행 시 우선적으로 수행해야 하는 업무는?,,경보업무,항공교통관제 업무,수색구조 협조업무,항공기 위치 정보 제공,2,항공안전법 시행규칙 제240조(비행정보업무의 수행 등)제2항에 따라 항공교통관제 업무와 비행정보업무를 함께 수행하는 경우에는 '항공교통관제 업무를 우선' 수행해야 한다.
47,항공교통정보에 포함되는 내용이 아닌 것은?,,중요기상정보(SIGMET),항행안전시설의 운영 변경에 관한 정보,해당 비행경로 주변의 교통정보,민간항공기의 비행제한구역 설정 사유(군사기밀),4,항공안전법 시행규칙 제241조(비행정보의 제공)제1항에 따른 비행정보 제공 항목에 군사기밀에 해당하는 비행제한구역 사유는 포함되지 않는다.
48,항공교통업무기관이 경보업무를 수행해야 하는 항공기에 해당하는 것은?,,항공교통업무기관에 비행계획을 제출하지 않은 모든 항공기,테러 등 불법간섭을 받는 것으로 인지된 항공기,단순 시험비행을 수행하는 무인항공기,모든 경량항공기(비행계획 미제출 시에도),2,항공안전법 시행규칙 제242조(경보업무의 수행)제3호에 따라 테러 등 불법간섭을 받는 것으로 인지된 항공기는 경보업무 대상이다.
49,비행 중 비상상황(불법간섭 등)을 인지한 항공교통업무기관이 통보해야 할 사항으로 가장 옳지 않은 것은?,,"불확실상황, 경보상황, 조난상황별 비상상황 용어",통보 기관의 명칭 및 통보자의 성명,최종 교신 관제기관의 시간 및 사용주파수,요격 행위 가해자의 구체적 소속 및 인적사항,4,항공안전법 시행규칙 제243조(경보업무의 수행절차 등)제2항에서 정한 수색구조기관 통보 사항에 요격 행위자의 인적사항은 포함되어 있지 않다.
50,항공교통관제 허가 또는 지시사항을 복창할 때 반드시 복창해야 하는 사항으로 가장 옳지 않은 것은?,,항공로의 허가사항,사용 활주로,항공기의 승객 탑승 인원,고도계 수정치,3,"항공안전법 시행규칙 제247조(항공안전 관련 정보의 복창)제1항제3호에 따라 사용 활주로, 고도계 수정치 등은 복창 필수 사항이나, 승객 탑승 인원은 복창 의무 사항에 포함되지 않는다."
51,외국항공기의 항행허가 및 영공통과 허가에 관한 설명으로 가장 옳지 않은 것은?,,외국항공기의 항행을 하려는 자는 원칙적으로 그 운항 예정일 2일 전까지 외국항공기 항행허가 신청서를 지방항공청장에게 제출해야 한다.,천재지변 또는 환자의 이송 등 부득이한 사유로 긴급하게 항행을 하려는 경우에는 운항 예정 시각 6시간 전까지 항행허가 신청서를 제출할 수 있다.,외국항공기의 영공통과 허가를 받으려는 자는 운항 예정일 2일 전까지 지방항공청장에게 영공통과 허가신청서를 제출해야 한다.,외국항공기 국내사용허가를 받은 자가 허가받은 사항을 변경하려는 경우에는 해당 사항이 변경되는 날 2일 전까지 지방항공청장에게 변경신청서를 제출해야 한다.,3,"항공안전법 시행규칙 제274조(외국항공기의 항행허가 신청)제2항에 따르면, 외국항공기의 영공통과 허가를 받으려는 자는 '항공교통본부장'에게 영공통과 허가신청서를 제출하여야 한다. 지방항공청장이 아니므로 3번이 옳지 않다."
52,항공운송사업자가 비행자료분석프로그램(FDAP)을 의무적으로 마련해야 하는 대상 기준으로 옳은 것을 모두 고른 것은?,"ㄱ. 최대이륙중량이 1만 5천킬로그램을 초과하는 비행기를 사용하는 항공운송사업자
ㄴ. 최대이륙중량이 2만킬로그램을 초과하는 비행기를 사용하는 항공운송사업자
ㄷ. 최대이륙중량이 7천킬로그램을 초과하거나 승객 9명을 초과하여 수송할 수 있는 헬리콥터를 사용하여 국제항공노선을 취항하는 항공운송사업자
ㄹ. 최대이륙중량이 5천 7백킬로그램을 초과하는 헬리콥터를 사용하여 국내항공노선을 취항하는 항공운송사업자","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄱ, ㄹ",2,"항공안전법 시행규칙 제130조의2(비행자료분석프로그램을 마련해야 하는 항공운송사업자)에 따르면 FDAP 의무 대상은 '최대이륙중량 2만킬로그램 초과 비행기를 사용하는 자'와 '최대이륙중량 7천킬로그램 초과 또는 승객 9명 초과 헬리콥터로 국제선 노선을 취항하는 자'이다. 따라서 ㄴ, ㄷ이 옳다."
53,초경량비행장치 관련 안전교육의 시기에 관한 설명으로 가장 옳지 않은 것은?,,"안전교육은 최초교육과 정기교육으로 구분하여 실시하며, 최초교육은 대면 비대면 방식을 자율적으로 선택하여 100% 온라인으로 진행할 수 있다.",초경량비행장치 조종자 증명을 받은 자에 대한 최초교육은 조종자 증명을 받은 날부터 2년이 되는 날이 속하는 해의 12월 31일까지 받아야 한다.,조종교육을 실시하는 자에 대한 최초 안전교육은 해당 조종교육을 실시하기 7일 전까지 받아야 한다.,정기교육은 직전의 안전교육을 받은 날부터 2년이 되는 날이 속하는 해의 1월 1일부터 12월 31일까지 받아야 한다.,1,"항공안전법 시행규칙 제306조의2(초경량비행장치 관련 안전교육)제2항에 따르면, 최초교육은 특별한 사정이 없는 한 '대면(對面)에 의한 방법으로 하는 교육을 포함'해야 하므로 100% 비대면 온라인 진행만으로는 요건을 충족할 수 없다."
54,"비행 중 고도에 따른 호흡용 산소의 저장 및 분배장치 장착 요건으로 가장 옳지 않은 것은? (단, 무인항공기 제외)",,"여압장치가 없는 항공기가 기내 대기압이 700헥토파스칼 미만 620헥토파스칼 이상인 고도에서 30분을 초과하여 비행하는 경우, 승무원 전원과 승객의 10퍼센트가 초과 비행시간 동안 필요로 하는 양을 갖추어야 한다.","여압장치가 없는 항공기가 기내 대기압이 620헥토파스칼 미만인 고도에서 비행하는 경우, 승무원 전원과 승객 전원이 해당 비행시간 동안 필요로 하는 양을 갖추어야 한다.",여압장치가 있는 비행기라 하더라도 기내 대기압이 376헥토파스칼 미만인 고도로 비행하려는 경우 기압저하경보장치 1기를 장착하여야 한다.,"항공운송사업에 사용되는 항공기로 기내 대기압이 376헥토파스칼 미만 고도로 비행하는 경우, 승객 및 객실승무원 좌석 수를 더한 수와 동일한 수의 자동으로 작동되는 산소 분배장치를 장착하여야 한다.",4,"항공안전법 시행규칙 제114조(산소 저장 및 분배장치 등)제3항에 따르면, 해당 고도 비행 시 승객 및 객실승무원 좌석 수를 더한 수보다 '최소한 10퍼센트를 초과하는 수'의 자동 산소 분배장치를 장착하여야 한다. 동일한 수가 아니므로 4번이 옳지 않다."
55,항공운송사업용 비행기의 회항시간 연장운항(EDTO) 승인 신청 절차에 관한 설명으로 옳은 것은?,,해당 비행기 형식을 연속하여 운용한 경험이 12개월 미만인 속성 승인방식의 경우 운항 개시 예정일 90일 전까지 신청해야 한다.,해당 비행기 형식을 12개월 이상 연속하여 운용한 경험 기반 승인방식의 경우 운항 개시 예정일 20일 전까지 신청해야 한다.,최대인가승객 좌석 수가 20석 미만이고 최대이륙중량이 4만5천360킬로그램 미만인 전세운송 비행기(발동기 2개)의 최대 회항시간 한도는 1시간이다.,화물만을 운송하는 3개 이상의 터빈발동기를 가진 비행기라도 반드시 회항시간 연장운항 승인을 받아야 한다.,2,"항공안전법 시행규칙 제215조(회항시간 연장운항의 승인)제4항제1호에 따라 운용경험 기반 승인방식은 운항 개시 20일 전까지 제출해야 한다. 속성 승인방식은 180일 전이며(보기1 오답), 특정 전세운송 비행기의 회항시간은 3시간 특례가 적용되고(보기3 오답), 3발 이상의 전용 화물기는 적용 대상에서 제외된다(보기4 오답)."
56,안전운항체계 변경검사 신청 기한의 연결이 가장 옳지 않은 것은?,,사용 예정 항공기가 변경된 경우 (법 제90조제5항제1호) : 운항개시 예정일 15일 전까지,운항관리시설 및 지상조업시설이 변경된 경우 (법 제90조제5항제3호) : 운항개시 예정일 30일 전까지,"항공기 및 부품 정비시설, 급유시설, 예비품 보관시설이 변경된 경우 (법 제90조제5항제2호) : 운항개시 예정일 45일 전까지",항공종사자의 확보상태 및 능력에 변경이 있는 경우 (법 제90조제5항제4호) : 운항개시 예정일 60일 전까지,4,"항공안전법 시행규칙 제262조(안전운항체계 변경검사 등)제2항에 따르면, 법 제90조제5항제2호, 제4호 및 제5호에 따른 사유는 운항개시 예정일 '45일 전까지' 신청해야 한다. 60일이 아니므로 4번이 옳지 않다."
57,비행계획 수립 시 지정하는 '이륙 교체비행장'의 요건으로 가장 옳지 않은 것은?,,2개의 발동기를 가진 비행기는 1개의 발동기가 작동하지 아니할 때의 순항속도로 출발비행장으로부터 1시간의 비행거리 이내에 있어야 한다.,3개 이상의 발동기를 가진 비행기는 1개의 발동기가 작동하지 아니할 때의 순항속도로 출발비행장으로부터 2시간의 비행거리 이내에 있어야 한다.,3개 이상의 발동기를 가진 비행기는 모든 발동기가 작동할 때의 순항속도로 출발비행장으로부터 2시간의 비행거리 이내에 있어야 한다.,예상되는 이용시간 동안의 기상조건이 해당 운항에 대한 비행장 운영 최저치 이상이어야 한다.,2,"항공안전법 시행규칙 제186조(교체비행장 등)제2항제2호에 따르면, 3개 이상의 발동기를 가진 비행기의 이륙교체비행장은 '모든 발동기가 작동할 때의 순항속도'로 2시간 이내에 있어야 한다. 1개 발동기 고장 시 속도 기준은 2발 비행기에만 적용된다."
58,항공기에 의무적으로 장착해야 하는 비행기록장치의 기록 시간 요건으로 가장 바르게 짝지어진 것은?,,"항공운송사업에 사용되는 터빈발동기 비행기: 비행자료 25시간 이상, 조종실 음성 2시간 이상","최대이륙중량이 2만 7천킬로그램을 초과하는 비행기: 비행자료 10시간 이상, 조종실 음성 25시간 이상","항공운송사업에 사용되는 헬리콥터: 비행자료 25시간 이상, 조종실 음성 2시간 이상","승객 5명을 초과 수송하고 최대이륙중량 5,700kg 초과 비사업용 터빈 비행기: 비행자료 10시간 이상, 조종실 음성 24시간 이상",1,"항공안전법 시행규칙 제109조(사고예방장치 등)제1항제3호에 따라 터빈 항공운송사업 비행기는 자료 25/음성 2시간(보기1 정답). 27,000kg 초과 비행기는 자료 25/음성 25시간이다. 헬리콥터는 자료 10/음성 2시간이다."
59,활공기 또는 물건의 예항에 관한 준수사항으로 가장 옳지 않은 것은?,,활공기를 예항하는 경우 예항줄의 길이는 40미터 이상 80미터 이하로 하여야 한다.,활공기를 예항하는 경우 예항줄 길이의 80퍼센트에 상당하는 고도 이상의 고도에서 예항줄을 이탈시켜야 한다.,활공기 외의 물건을 예항하는 경우에는 예항줄에 20미터 간격으로 붉은색과 흰색의 표지를 번갈아 붙여야 한다.,활공기를 예항하는 항공기는 단좌(1인승) 항공기라도 무조건 별도의 연락원을 추가로 탑승시켜야 한다.,4,"항공안전법 시행규칙 제171조(활공기 등의 예항)제1항제1호에 따르면 연락원 탑승 의무는 '조종자를 포함하여 2명 이상이 탈 수 있는 항공기'의 경우에만 해당하며, 그마저도 항공기와 활공기 간 무선통신이 가능하면 제외된다. 단좌 항공기에 무조건 추가 탑승시켜야 한다는 설명은 틀리다."
60,곡예비행 금지구역의 설정 기준으로 옳은 것은?,,관제구 및 관제권 밖의 지역 상공에서는 지표로부터 고도 제한 없이 자유롭게 곡예비행이 가능하다.,"지표로부터 450미터(1,500피트) 미만의 고도에서는 곡예비행을 할 수 없다.",활공기의 곡예비행 시에는 해당 활공기를 중심으로 반지름 500미터 범위 내 최고 장애물 상단 500미터 이하에서는 금지된다.,모든 비행기의 곡예비행 시 해당 항공기를 중심으로 반지름 300미터 범위 내 최고 장애물 상단 300미터 이하에서는 금지된다.,2,"항공안전법 시행규칙 제204조(곡예비행 금지구역)에 따르면 지표로부터 450미터 미만 고도에서 금지된다(보기2 정답). 항공기(활공기 제외)는 반경 500m/높이 500m 이하 금지, 활공기는 반경 300m/높이 300m 이하 금지이므로 보기 3, 4는 기준이 뒤바뀌었다."
61,조종교육증명 소지자의 업무 범위에 대한 설명으로 가장 옳지 않은 것은?,,"초급 조종교육증명을 받은 사람은 조종연습생의 단독비행에 대한 허가를 할 수 있으나, 최초의 단독비행 허가는 제외된다.",초급 조종교육증명 소지자 중 조종교육 비행시간이 100시간 미만인 사람은 선임 조종교육증명 소지자의 관리 하에서만 업무를 수행해야 한다.,선임 조종교육증명을 받은 사람은 조종연습생의 최초 단독비행에 대한 허가 및 초급 조종교육증명 소지자에 대한 관리를 할 수 있다.,초급 교육증명을 받은 사람은 조종교육 기간이 3개월이 지나면 독립적으로 모든 조종교육 업무를 수행할 수 있다.,4,"항공안전법 시행규칙 제98조(계기비행증명 및 조종교육증명 절차 등)제4항에 따르면, 초급 교육증명을 받은 사람으로서 조종교육을 한 기간이 '6개월 미만'인 사람은 선임 조종교육증명을 받은 사람의 관리 하에 업무를 수행해야 하므로 3개월 경과로 독립적 수행이 가능하다는 것은 오답이다."
62,항공신체검사증명의 발급 및 재심사에 관한 내용으로 옳은 것은?,,항공전문의사가 항공신체검사증명서를 발급한 결과를 매월 국토교통부장관에게 직접 통지하여야 한다.,항공신체검사 결과에 이의가 있는 사람은 결과를 통보받은 날부터 60일 이내에 이의신청서를 제출해야 한다.,사단법인 한국항공우주의학협회는 항공전문의사가 실시한 신체검사증명의 적합성 여부를 재심사할 수 있다.,항공전문의사는 판정을 보류할 특별한 사유가 발생해도 단독으로 판단하여 즉시 부적합 판정서를 발급해야 한다.,3,항공안전법 시행규칙 제95조(항공신체검사증명에 대한 재심사)제1항에 따라 한국항공우주의학협회는 재심사 권한을 가진다. (보기1: 발급결과는 협회에 통지. 보기2: 이의신청은 30일 이내. 보기4: 판정 보류 사유 발견 시 국토부장관에 통보해야 함).
63,위험물 포장용기검사기관 지정 및 취소에 관한 내용 중 가장 옳지 않은 것은?,,포장용기검사기관의 운영에 대해서는 「산업표준화법」에 따른 검사 기관 운영 일반 기준(KS Q 17020)을 적용한다.,포장용기검사기관으로 지정받은 검사기관의 장은 지정 내용이 변경된 경우 그 변경내용을 국토교통부장관에게 보고해야 한다.,국토교통부장관은 포장용기검사기관이 지정기준에 적합한지 여부를 3년마다 정기 심사하여야 한다.,업무정지처분을 할 때 위반행위의 정도 등을 고려해 기간을 가중할 수 있으나 그 가중된 기간은 6개월을 초과할 수 없다.,3,항공안전법 시행규칙 제210조(위험물 포장용기검사기관의 지정 등)제6항에 따르면 국토교통부장관은 검사기관이 기준에 적합한지 여부를 '매년' 심사하여야 한다. 3년마다가 아니므로 3번이 오답이다.
64,비행규칙 중 항공기 통행 우선순위에 관한 설명으로 옳은 것은?,,착륙을 위해 비행장에 접근하는 항공기 상호 간에는 낮은 고도에 있는 항공기가 우선권을 가지므로 최종 접근단계 전방에 자유롭게 끼어들 수 있다.,동력 항공기는 수면 위에서 이·착륙하는 경우 어떠한 경우라도 선박에게 우선권을 양보해야 한다.,비행장 기동지역에서 운항 중인 항공기는 이륙하려는 항공기에 진로를 양보하여야 한다.,비상착륙하는 항공기를 인지한 다른 항공기는 관제탑의 사전 승인이 있는 경우에만 진로를 양보할 수 있다.,3,"항공안전법 시행규칙 제166조(통행의 우선순위)제6항에 따라 비행장 안 기동지역 운항 항공기는 이륙 중이거나 이륙하려는 항공기에 진로를 양보하여야 한다. 낮은 고도 항공기는 우선권은 있으나 최종접근 전방에 끼어들어서는 안 되며(보기1 오답), 비상착륙 인지 시 즉각 양보해야 한다(보기4 오답)."
65,항공종사자 자격증명의 한정심사 면제 요건에 대한 설명으로 가장 옳은 것은?,,외국정부로부터 자격증명 한정을 받은 사람이 국내 한정심사에 응시하는 경우 학과시험은 면제되나 실기시험은 응시해야 한다.,신설된 항공교통관제시설에서 운영 개시일부터 1년 이내에 한정심사에 응시하는 자로서 3년 이상의 해당 업무 경험이 있는 경우 심사의 전부 또는 일부를 면제받을 수 있다.,지정 전문교육기관 이수자가 교육 이수 후 365일 이내에 동일 형식 항공기 한정심사에 응시하면 실기시험을 면제받을 수 있다.,항공기 제작자가 실시하는 교육과정을 이수한 경우라도 한정심사 시 학과시험 면제는 불가능하다.,2,"항공안전법 시행규칙 제89조(한정심사의 면제)제5항에 따라 신설 관제시설 운영개시일부터 1년 이내 응시하는 등 특정 요건을 갖추면 면제가 가능하다(보기2 정답). 외국정부 한정 취득자는 학과/실기 모두 면제(보기1 오답), 전문교육 이수자는 180일 이내 응시 시 면제(보기3 오답), 제작자 교육과정 이수자도 학과/실기 면제가 가능하다(보기4 오답)."
66,지정항공운송사업자등의 자격심사와 관련하여 기장 등의 운항자격 정기심사 주기로 가장 옳지 않은 것은?,,법 제63조제1항제1호 등에 해당하는 기장의 비정상 상태에서의 조종기술 및 비상절차 수행능력 심사: 매년 2회 이상,법 제63조제1항제1호 등에 해당하는 기장의 정상 상태에서의 조종기술 심사: 매년 1회 이상,법 제63조제1항제3호(항공기 형식에 대한 한정)에 해당하는 기장 외 조종사의 지식 및 기량 유지 심사: 매년 1회 이상,소형항공운송사업에 사용되는 항공기를 조종하는 기장: 매년 1회 이상(2개 기종 조종 시 격년 가능),3,항공안전법 시행규칙 제143조(기장 등의 운항자격의 정기심사)제1항제2호에 따르면 법 제63조제1항제3호에 따른 기장 또는 기장 외 조종사에 대한 심사는 '2년마다 1회 이상' 실시한다. 매년 1회 이상이 아니다.
67,모의비행훈련장치의 지정 및 관리에 관한 설명으로 가장 옳지 않은 것은?,,항공운송사업자 및 국가기관등항공기 운용자 등은 모의비행훈련장치 지정을 신청할 수 있다.,모의비행훈련장치 지정의 유효기간을 연장하려는 자는 모의비행훈련장치 유효기간 연장 신청서를 제출해야 한다.,유효기간을 연장하려는 자는 자체적으로 구축·운영해야 하는 '모의비행훈련장치 품질관리시스템' 기준을 충족해야 한다.,지방항공청장은 유효기간 연장 시 어떤 경우에도 모의비행훈련장치의 성능 및 점검요령 검사를 생략할 수 없다.,4,"항공안전법 시행규칙 제91조의3(모의비행훈련장치의 변경지정·유효기간 연장)제3항에 따르면, 지방항공청장은 유효기간 연장 시 법 제39조의2제2항 단서에 따라 설치과정, 운영규정 등의 일부 서류 검사를 '생략할 수 있다'고 규정하고 있다."
68,항공기 사고예방장치 중 비행기록장치의 장착이 면제될 수 있는 대상으로 명시되지 않은 것은?,,운항기술기준에 적합한 비행기록장치가 생산되지 아니하는 경우,해당 항공기에 장착하기 위한 개조 기술이 제작사 등에 의해 개발되지 아니한 경우,국제항공노선을 운항하지 않는 모든 비행기,"국제항공노선을 운항하는 헬리콥터로서 1989년 1월 1일 전에 제작되거나 최대이륙중량이 3,180kg 이하인 경우",3,"항공안전법 시행규칙 제109조(사고예방장치 등)제5항 각 호에 따르면 비행기록장치 장착 면제 대상으로 '국제항공노선을 운항하지 않는 헬리콥터'는 규정되어 있으나, '국제노선을 운항하지 않는 모든 비행기'를 일괄 면제하는 조항은 없다."
69,지정항공운송사업자등의 지정기준 및 심사관 지정에 대한 내용으로 가장 옳지 않은 것은?,,지정심사관의 권한행사에 독립성이 보장될 수 있는 조직이어야 한다.,신규 도입 항공기에 대해서는 해당 형식 항공기를 보유한 후 1년이 지나야 지정심사관을 지정할 수 있다.,지정심사관으로 지정받기 위해 항공운송사업용 항공기의 기장 비행시간 2천시간 이상 등의 요건이 필요하다.,위촉심사관등이 부정한 방법으로 자격심사를 한 경우 그 지정의 효력이 즉시 상실되는 것이 아니라 지정 취소를 위한 사전 경고절차가 필수적이다.,4,"항공안전법 시행규칙 제153조(위촉 또는 지정의 실효 및 취소)제2항제2호에 따르면 '부정한 방법으로 심사를 한 경우' 지정을 취소할 수 있다. 제1항의 즉시 상실 사유(소속 이탈 등)와 제2항의 취소 사유가 명시되어 있으며, 필수 사전 경고가 요건으로 법제화되어 있지 않다."
70,효율적 운영이 요구되는 공역(특정성능요구 공역)의 구분에 관한 설명이다. 괄호 안에 들어갈 말로 바르게 연결된 것은?,효율적 운영이 요구되는 공역이란 특정한 통신성능을 갖춘 항공기만 운항이 허용되는 ( ㄱ )공역과 특정한 감시성능을 갖춘 항공기만 운항이 허용되는 ( ㄴ )공역 등을 말한다.,"ㄱ: RCP, ㄴ: RSP","ㄱ: RNP, ㄴ: RVSM","ㄱ: RSP, ㄴ: RCP","ㄱ: EDTO, ㄴ: RNAV",1,"항공안전법 시행규칙 제217조(효율적 운영이 요구되는 공역)에 따르면 특정한 통신성능을 요구하는 공역은 RCP(Required Communication Performance) 공역, 감시성능을 요구하는 공역은 RSP(Required Surveillance Performance) 공역이다."
71,항공운송사업용 항공기에 탑승하는 객실승무원의 탑승 인원 및 승무시간 기준에 대한 설명으로 옳은 것은?,,장착된 승객 좌석 수가 50석인 경우 의무적으로 2명 이상의 객실승무원을 탑승시켜야 한다.,"객실승무원의 연간 비행 승무시간은 1,200시간을 초과해서는 아니 된다.",장착된 승객 좌석 수가 201석 이상인 경우 기본 4명에 50석을 추가할 때마다 1명씩 추가한다.,천재지변 등 예측할 수 없는 상황이 발생해도 객실승무원 비행근무시간 제한은 절대 연장할 수 없다.,2,"항공안전법 시행규칙 제128조(객실승무원의 승무시간 기준 등)제1항에 따라 객실승무원의 연간 승무시간은 1,200시간을 초과할 수 없다. 좌석수 20~50석은 1명(보기1 오답), 201석 이상은 기본 5명에 50석당 1명 추가(보기3 오답), 부득이한 경우 국토부장관이 고시로 기준 연장이 가능하다(보기4 오답)."
72,"항공교통업무기관이 수행하는 비상상황 단계(불확실, 경보, 조난) 구분 중 '경보상황(Alert phase)'에 해당하는 것은?",,항공기가 마지막으로 통보한 도착 예정시간보다 30분 이내에 연락이 없을 경우,항공기의 비행능력이 상실되어 불시착하였을 가능성이 있음을 나타내는 정보가 입수되는 경우,항공기 탑재연료가 고갈되어 항공기의 안전을 유지하기가 곤란한 경우,항공기가 테러 등 불법간섭을 받는 것으로 인지된 경우,4,"항공안전법 시행규칙 제243조(경보업무의 수행절차 등)제1항제2호에 따르면 '항공기가 테러 등 불법간섭을 받는 것으로 인지된 경우'는 경보상황(Alert)이다. 도착예정시간 30분 지연은 불확실상황(Uncertainty), 비행능력 상실/불시착 가능성/연료 고갈은 조난상황(Distress)이다."
73,전문항공교통관제사에 대한 수시 기량 심사 사유에 해당하지 않는 것은?,,고의 또는 중대한 과실로 항공기사고를 발생시킨 경우,자격증명 한정의 효력이 정지되어 이를 회복하기 위한 심사 신청이 있는 경우,국토교통부장관이 수시로 기량의 유무를 심사할 필요가 있다고 인정하는 경우,최초 정기 심사에 불합격하여 30일 이내에 재심사를 신청하는 경우,4,"항공안전법 시행규칙 제90조의2(전문항공교통관제사에 대한 기량 심사 등)제2항제2호에 명시된 수시 심사 사유에는 고의/중과실 사고, 효력정지 회복, 장관 인정 사유가 포함되며, '정기심사 불합격 직후 재심사'를 명문으로 수시 심사 사유라 규정하고 있지 않다."
74,무인비행장치의 특별비행승인 신청 시 첨부해야 하는 서류로 가장 옳지 않은 것은?,,안전성인증 대상인 경우 무인비행장치의 안전성인증서,무인비행장치 조종자의 조종 능력 및 경력 등을 증명하는 서류,해당 무인비행장치 사고에 따른 제3자 손해 발생 시 손해배상 책임을 담보하기 위한 보험 가입 증명 서류 (해당자 한정),초경량비행장치사용사업 등록증 원본,4,"항공안전법 시행규칙 제312조의2(무인비행장치의 특별비행승인)제1항의 첨부 서류 목록에 '사용사업 등록증 원본'은 명시되어 있지 않다. 기체, 조종자 능력, 비행계획, 보험, 안전성인증서(대상 시) 등이 요구된다."
75,초경량비행장치 조종자 전문교육기관의 지정 기준(인력)으로 가장 옳은 것은?,,지도조종자는 무인비행장치의 경우 조종경력이 50시간 이상이어야 한다.,지도조종자는 조종교육 교관과정을 이수한 자로서 전체 초경량비행장치 비행시간 100시간 이상이어야 한다.,실기평가조종자는 비행시간 300시간(무인비행장치의 경우 조종경력 150시간) 이상이고 실기평가과정을 이수한 자이어야 한다.,"전문교육기관에는 지도조종자 2명 이상, 실기평가조종자 1명 이상을 필수적으로 갖추어야 한다.",3,"항공안전법 시행규칙 제307조(초경량비행장치 조종자 전문교육기관의 지정 등)제2항제1호에 따르면 지도조종자는 비행 200시간(무인 100시간) 이상, 실기평가조종자는 비행 300시간(무인 150시간) 이상이어야 하며, 각각 1명 이상 갖추어야 한다. 따라서 3번이 정확한 기준이다."
76,"항공신체검사증명 결과에 대하여 이의신청이 접수된 경우, 국토교통부장관이 심사하기 위해 자문을 구할 수 있는 사람으로 가장 옳지 않은 것은?",,이의신청 내용과 관련된 해당 질환 전문의,항공운송 분야 비행경력이 있는 전문가,이의신청 내용과 관련된 해당 질환을 진단한 원래의 주치의,항공운송 분야 기장 이상의 비행경력이 있는 전문가,3,항공안전법 시행규칙 제96조(이의신청 등)제2항에 따르면 국토교통부장관은 이의신청 심사를 위해 '이의신청 내용과 관련된 해당 질환 전문의'와 '항공운송 분야 비행경력이 있는 전문가'에게 자문할 수 있다. 원래의 주치의로 국한하거나 반드시 자문해야 하는 것은 아니다.
