번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
28,현행 항공보안법령상 자체보안계획의 승인 및 변경 신고에 대한 설명 중 옳은 것은?,,"외국항공운송사업자는 대한민국 공항에 취항하더라도 자체보안계획을 수립할 의무가 없으며, 자국의 보안계획으로 갈음한다.","자체보안계획 중 '보안검색의 절차 및 방법에 관한 사항'을 변경하려는 경우, 이는 경미한 사항이므로 국토교통부장관에게 신고만 하면 된다.",도심공항터미널을 운영하는 자도 자체보안계획을 수립하여 국토교통부장관의 승인을 받아야 한다.,공항운영자가 자체보안계획을 변경승인 받지 않고 변경한 경우 해당 기관의 영업을 즉시 취소하여야 한다.,3,"[출처: 항공보안법 제10조] 1. 대한민국 공항에 취항하는 외국항공운송사업자도 자체보안계획을 수립하여 국토교통부장관의 승인을 받아야 한다. 2. 보안검색 절차의 변경은 중요한 사항으로 변경 '승인' 대상이다. 4. 자체보안계획 미준수 또는 무단 변경 시 시정명령, 과태료, 사업정지 등의 제재가 가해지며 즉시 영업취소 조항이 적용되는 것은 아니다."
29,현행 항공보안법 시행령 [별표] 과태료의 부과기준에서 정한 과태료 가중처분 기준에 대한 설명으로 옳지 않은 것은?,,위반행위의 횟수에 따른 가중처분은 최근 1년간 같은 위반행위로 과태료 부과처분을 받은 경우에 적용한다.,기간의 계산은 위반행위에 대하여 과태료 부과처분을 받은 날과 그 처분 후 다시 같은 위반행위를 하여 적발된 날을 기준으로 한다.,가중된 부과처분을 하는 경우 적용 차수는 그 위반행위 전 부과처분 차수의 다음 차수로 한다.,"위반행위가 둘 이상인 경우에는 부과금액을 모두 합산하여 부과하며, 이 경우 법정 최고 한도액을 초과할 수 있다.",4,"[출처: 항공보안법 시행령 별표] 4. 위반행위가 둘 이상인 경우 일반적인 과태료 부과원칙(질서위반행위규제법 등)에 따라 중한 과태료를 기준으로 가중하거나 각각 부과할 수 있으나, 어떠한 경우에도 해당 법률이 정한 법정 최고 한도액(예: 1천만원)을 초과하여 부과할 수는 없다."
30,현행 항공보안법상 항공보안 감독관에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 국토교통부장관은 항공보안 업무의 수행 실태를 점검하기 위하여 소속 공무원 중에서 감독관을 임명한다.
ㄴ. 감독관은 직무수행을 위하여 필요한 경우 항공운송사업자의 항공기에 무상으로 탑승할 수 있다.
ㄷ. 감독관은 공항운영자등의 시설에 출입하여 검사할 때, 사전에 구두 통보만으로 신분증명서 제시를 갈음할 수 있다.
ㄹ. 국토교통부장관은 감독관의 점검 결과 시정이 필요하다고 인정하면 공항운영자등에게 시정을 명할 수 있다.","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공보안법 제33조] ㄷ. 감독관이 출입 및 검사를 할 때에는 그 권한을 표시하는 '증표'를 지니고 이를 관계인에게 반드시 내보여야 하며, 구두 통보로 갈음할 수 있다는 규정은 없다."
31,현행 항공보안법령상 항공보안 자율신고제도에 관한 설명으로 가장 옳지 않은 것은?,,항공보안에 위해가 되거나 될 우려가 있는 사실을 안 자는 국토교통부장관에게 자율신고를 할 수 있다.,국토교통부장관은 자율신고제도의 운영을 한국교통안전공단 등에 위탁할 수 있다.,"누구든지 자율신고를 이유로 신고자에게 해고, 전보, 징계, 부당한 대우 등의 불이익 조치를 하여서는 아니 된다.","자율신고를 한 자가 자신이 저지른 보안 위반행위를 신고한 경우, 어떠한 경우에도 해당 위반행위에 대한 벌칙 및 행정처분을 완전히 면제하여야 한다.",4,"[출처: 항공보안법 제33조의2] 4. 자율신고를 한 자가 자신의 위반행위를 신고한 경우 그 처분(벌칙, 과태료, 행정처분 등)을 '감경하거나 면제할 수 있다(임의적 감면)'로 규정되어 있지, 무조건 완전히 면제하여야 하는(필요적 면제) 것은 아니다."
32,현행 항공보안법 시행규칙 [별표]에 따른 보안검색교육기관의 시설 및 인력 기준에 대한 설명으로 옳은 것은?,"ㄱ. 강의실 면적은 60제곱미터 이상이어야 하며, 1제곱미터당 1.2명 이하가 되도록 하여야 한다.
ㄴ. 실습실 면적은 최소 30제곱미터 이상이면 족하다.
ㄷ. 초기교육을 마친 요원의 직무교육(OJT)은 반드시 모의공항시설에서만 실시해야 한다.
ㄹ. 교육기관은 보안검색을 실습할 수 있는 엑스선 검색장비 및 문형 금속탐지장비 등을 갖추어야 한다.","ㄱ, ㄴ","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ",2,[출처: 항공보안법 시행규칙 별표] ㄴ. 실습실 면적은 '45제곱미터' 이상이어야 한다. ㄷ. 직무교육(OJT)은 공항시설 '또는' 모의공항시설을 이용하여 실시할 수 있으므로 반드시 모의공항시설에서만 해야 하는 것은 아니다.
33,현행 항공보안법령상 승객의 협조의무(제23조)에 관한 설명으로 가장 옳지 않은 것은?,,승객은 항공기 내에서 기장의 업무를 위계나 위력으로써 방해하여서는 아니 된다.,승객은 운항 중인 항공기 내에서 화장실을 포함한 모든 구역에서 흡연을 하여서는 아니 된다.,"승객은 비행 중 안전을 위하여 기장이나 승무원의 지시가 있는 경우, 본인의 노트북 등 전자기기의 사용을 즉각 중지해야 한다.","승객이 탑승수속 시 항공운송사업자의 보안검색에 불응한 경우, 즉각 5년 이하의 징역에 처해진다.",4,"[출처: 항공보안법 제15조, 제23조, 제43조 등] 4. 승객이 보안검색에 불응하는 경우 항공운송사업자 또는 공항운영자는 해당 승객의 탑승을 거절할 수 있다. 검색 거부 자체만으로 즉각 5년 이하의 징역형에 처해지는 벌칙 조항은 존재하지 않으며, 무기 소지 탑승이나 기내 소란 등 다른 불법행위가 결합되어야 징역형 대상이 된다."
34,현행 항공보안법상 항공기내보안요원에 대한 설명으로 옳지 않은 것을 모두 고른 것은?,"ㄱ. 항공운송사업자는 운항 중인 항공기 내의 불법행위를 방지하기 위하여 국토교통부령으로 정하는 바에 따라 항공기내보안요원을 탑승시켜야 한다.
ㄴ. 항공기내보안요원은 직무수행을 위하여 필요한 경우 기장에게 사전 통보 없이 무기를 휴대할 수 있다.
ㄷ. 항공기내보안요원이 되려는 사람은 지정된 교육기관에서 사전 교육을 이수해야 한다.
ㄹ. 여객이 탑승하지 않는 화물전용 항공기의 경우에도 예외 없이 항공기내보안요원을 탑승시켜야 한다.","ㄱ, ㄷ","ㄴ, ㄹ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ",2,"[출처: 항공보안법 제14조, 제18조 등] ㄴ. 항공기내보안요원이라도 무기를 휴대하여 탑승할 때에는 해당 항공운송사업자가 기장에게 사전에 통보하여야 한다. ㄹ. 법 제14조 제2항 단서 및 하위 법령에 따라 여객이 탑승하지 않는 화물항공기 등은 항공기내보안요원 탑승 의무가 예외적으로 면제된다."
35,현행 항공보안법상 양벌규정(제50조)의 적용에 관한 설명으로 가장 옳은 것은?,,"법인의 대표자가 항공보안법 위반행위를 한 경우, 법인도 징역형과 벌금형을 병과받는다.","개인의 종업원이 그 개인의 업무에 관하여 위반행위를 한 경우, 개인이 위반행위 방지를 위한 상당한 주의와 감독을 다하였더라도 면책되지 않는다.","법인의 대리인이나 종업원이 그 법인의 업무에 관하여 위반행위를 한 경우, 법인에게도 해당 조문의 벌금형을 과(科)한다.",양벌규정은 항공기 내 불법행위를 저지른 승객의 가족에게도 연대 책임을 묻기 위해 적용된다.,3,"[출처: 항공보안법 제50조] 1. 양벌규정에 따라 법인이나 개인에게는 '벌금형'만을 과하며, 징역형을 병과하지 않는다. 2. 상당한 주의와 감독을 게을리하지 아니한 경우에는 벌금형을 과하지 않는다(면책). 4. 승객의 불법행위에 대해 가족에게 연대책임을 묻는 양벌규정은 존재하지 않으며, 법인/사용자에 대한 업무관련 책임을 묻는 조항이다."
36,현행 항공보안법령상 공항시설의 보호구역에 대한 설명으로 가장 옳지 않은 것은?,,공항운영자는 공항에 보호구역을 지정하려면 자체보안계획에 이를 포함하여 국토교통부장관의 승인을 받아야 한다.,보호구역에 무단으로 출입한 자는 3천만원 이하의 벌금에 처한다.,"공항운영자는 보호구역에 출입하려는 사람에 대하여 보안검색을 실시하여야 하나, 항공운송사업자의 소속 직원은 사원증만으로 보안검색을 면제받는다.",보호구역 중 여객터미널 등 보안통제가 필요한 구역에는 신분증명서 또는 출입증을 소지한 자만 출입할 수 있다.,3,"[출처: 항공보안법 제12조, 제12조의2, 제47조] 3. 보호구역에 출입하려는 승객 외의 사람(공항 상주직원, 항공사 직원 등 포함)에 대해서도 원칙적으로 무기 및 위해물품 반입을 막기 위해 보안검색을 실시하여야 하며, 사원증만으로 보안검색을 자동 면제받는다는 규정은 없다."
37,현행 항공보안법상 항공기 기장의 권한에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 기장은 항공기의 안전에 위해를 가할 우려가 있는 행위를 하는 승객을 구금할 수 있다.
ㄴ. 기장은 승객 구금 등의 조치를 하였을 때에는 목적지 공항 착륙 전에 관할 경찰관서장에게 무선 통신으로 즉시 인도하여야 한다.
ㄷ. 기장은 항공기 내에서 죄를 범한 범인을 착륙 후 해당 공항을 관할하는 국가경찰관서의 장에게 인도하여야 한다.
ㄹ. 기장은 직무수행을 위하여 필요한 경우 다른 승무원에게 권한을 위임할 수 있다.","ㄱ, ㄴ, ㄷ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공보안법 제22조, 제24조, 제25조] ㄴ. 승객에 대하여 구금 등의 조치를 하였을 때에는 목적지 공항에 '착륙한 후 지체 없이' 관할 국가경찰관서의 장에게 통보하는 것이며, 착륙 전에 무선 통신으로 경찰에게 '인도'한다는 것은 물리적으로 불가능하고 규정에도 맞지 않는다."
38,현행 항공보안법 시행령 [별표] 과태료의 부과기준에서 정한 위반행위별 과태료 부과금액(1차 위반 기준)의 연결로 가장 옳지 않은 것은?,,항공운송사업자가 통과 승객이나 환승 승객에게 휴대물품을 가지고 내리도록 조치하지 않은 경우 - 500만원,승객이 항공운송사업자의 지시에도 불구하고 휴대물품을 가지고 내리지 않은 경우 - 50만원,기장등이 승객에게 기내 불법행위에 대한 안내(방송 등)를 하지 않은 경우 소속 항공운송사업자 - 250만원,기장이 항공기 내에서 죄를 범한 범인을 관할 국가경찰관서에 인도하지 않은 경우 - 250만원,4,"[출처: 항공보안법 시행령 별표] 4. 법 제25조제1항을 위반하여 기장이 범인을 국가경찰관서에 인도하지 않은 경우, 소속 항공운송사업자에게 부과되는 과태료는 1차, 2차, 3차 모두 '500만원'으로 동일하게 부과된다."
39,현행 항공보안법령상 항공보안장비의 성능 인증에 대한 설명으로 옳은 것은?,"ㄱ. 항공보안장비를 제조하려는 자는 원칙적으로 국토교통부장관의 성능 인증을 받아야 한다.
ㄴ. 성능 인증을 받은 장비는 해당 인증이 영구히 지속되므로 어떠한 검사도 면제된다.
ㄷ. 국토교통부장관은 부정한 방법으로 성능 인증을 받은 경우 그 인증을 취소하여야 한다.
ㄹ. 성능 인증을 취소받은 자는 취소된 날부터 6개월간 동일한 장비에 대해 다시 인증을 신청할 수 없다.","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",2,"[출처: 항공보안법 제27조의2, 제27조의4 등] ㄴ. 성능 인증을 받았더라도 항공보안장비의 신뢰성 유지를 위해 규정된 주기(하위법령에서 정함)에 따라 정기점검이나 정기검사를 받아야 한다. ㄹ. 취소 후 결격기간은 사유에 따라 다르나 법령에서 취소된 날부터 1년 또는 2년 등(구체적 사유별 차이) 결격기간을 명시하고 있으며, 일반적으로 부정 취소 시 1년 이상의 제한을 두므로 '6개월'이라는 단정적 설명은 틀렸다."
40,현행 항공보안법상 항공운송사업자의 보안점검(Security Check) 및 보안수색(Security Search)에 대한 설명 중 옳은 것을 모두 고른 것은?,"ㄱ. 보안점검은 승객이 탑승하기 전과 하기한 후에 항공기 내부에 수상한 물건이 있는지 일상적으로 확인하는 절차이다.
ㄴ. 보안수색은 항공기에 대한 보안통제가 뚫린 것으로 의심되는 경우 무기나 폭발물 등을 찾기 위해 항공기 내부와 외부를 상세히 조사하는 강화된 절차이다.
ㄷ. 항공운송사업자는 보안점검과 보안수색을 자체 인력으로만 수행하여야 하며 공항운영자에게 위탁할 수 없다.
ㄹ. 항공운송사업자가 보안점검을 실시하지 아니한 경우 1천만원 이하의 벌금형에 처한다.","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄷ, ㄹ",1,"[출처: 항공보안법 제2조, 제14조, 제51조] ㄷ. 항공운송사업자는 보안점검 및 검색 업무를 공항운영자 등에게 위탁할 수 있는 규정이 별도로 존재한다(계약에 따른 위탁). ㄹ. 제14조에 따른 보안점검을 실시하지 아니한 자는 벌금형이 아닌 '1천만원 이하의 과태료' 부과 대상(제51조 제1항 제3호)이다."
41,현행 항공보안법령상 생체정보의 보호 및 파기 등에 대한 설명으로 옳지 않은 것을 모두 고른 것은?,"ㄱ. 공항운영자 및 항공운송사업자는 생체정보를 이용하여 본인 일치 여부를 확인한 경우, 제공받은 생체정보와 회신받은 일치 여부 정보를 즉시 파기하여야 한다.
ㄴ. 공항운영자는 탑승권을 발권하는 승객에 대하여 본인 일치 여부 확인을 위해 생체정보를 이용할 수 있다.
ㄷ. 국토교통부장관은 생체정보를 보호하기 위하여 연 2회 이상 생체정보의 이용 및 파기 실태를 점검해야 한다.
ㄹ. 공항운영자 및 항공운송사업자는 불가피한 경우 「개인정보 보호법 시행령」에 따른 주민등록번호가 포함된 자료를 처리할 수 있다.","ㄱ, ㄴ","ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄹ",2,"[출처: 항공보안법 시행령 제6조, 제7조, 제8조] ㄴ. 영 제14조의2에 따라 탑승권을 발권하는 승객에 대한 생체정보 이용 주체는 '공항운영자'가 아니라 '항공운송사업자'이다. ㄷ. 국토교통부장관은 생체정보 보호를 위해 '연 1회 이상' 실태를 점검해야 한다(영 제8조제1항)."
42,현행 항공보안법령상 보안검색 위탁업체 지정기준으로 가장 옳지 않은 것은?,,"인천공항의 승객·휴대물품 및 위탁수하물 보안검색위탁업체는 자본금 10억원 이상, 상시고용 보안검색인력이 100명 이상이어야 한다.","김해공항의 승객·휴대물품 및 위탁수하물 보안검색위탁업체는 자본금 10억원 이상, 상시고용 보안검색인력이 50명 이상이어야 한다.","제주공항을 제외한 기타 지방공항의 승객·휴대물품 및 위탁수하물 보안검색위탁업체는 자본금 5억원 이상, 상시고용 보안검색인력이 10명 이상이어야 한다.",화물 보안검색위탁업체로 지정받으려면 자본금이 10억원 이상이고 상시고용 보안검색인력이 5명 이상이어야 한다.,4,"[출처: 항공보안법 시행규칙 제8조] 4. 화물 보안검색위탁업체의 지정기준은 자본금 5억원 이상, 상시고용직원인 보안검색인력 5명 이상이다. 자본금 10억원이 아니다."
43,현행 항공보안법령상 보안검색 면제 및 특별 보안검색방법에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 공무로 여행을 하는 대통령당선인과 그 배우자에 대해서는 보안검색을 면제할 수 있다.
ㄴ. 의료보조장치를 착용한 장애인이나 임산부에 대해서는 보안검색을 면제하여야 한다.
ㄷ. 외교신서사의 신분을 증명할 수 있는 공문서를 소지한 사람과 함께 운송되고, 외부에 외교행낭 표지가 있는 경우 개봉검색을 하여서는 아니 된다.
ㄹ. 살아있는 동물이나 유골, 유해는 보안검색 장소 외의 별도의 장소에서 개봉검색 없이 즉시 기내에 반입할 수 있다.","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",2,"[출처: 항공보안법 시행규칙 제13조, 제15조] ㄴ. 의료보조장치 착용 장애인, 임산부 등은 별도의 장소에서 보안검색을 할 수 있는(특별 보안검색방법) 대상이지, 보안검색 '면제' 대상이 아니다. ㄹ. 유골, 살아있는 동물 등은 본래 형질 손상 우려 등으로 개봉검색 등을 할 수 있으나 보안검색을 거쳐야 한다."
44,현행 항공보안법령상 비행서류의 보안관리에 대한 설명으로 가장 옳은 것은?,,"비행서류에는 탑승권, 수하물 꼬리표, 승객탑승명세서 등이 포함되며, 이를 작성한 날부터 3년 이상 보존하여야 한다.",항공운송사업자는 비행서류의 보안관리를 위하여 보안담당자 및 취급자를 별도로 지정할 필요 없이 공항운영자에게 위탁할 수 있다.,비행서류를 보존할 때 컴퓨터 등의 정보처리장치에 의하여 생산·관리되는 전자기록물로 보존할 수 있다.,"탑승권 발권 후 승객이 탑승을 취소한 경우, 기 발급된 탑승권 관련 비행서류는 당일 영업종료 즉시 영구 파기하여야 한다.",3,"[출처: 항공보안법 시행규칙 제12조] 1. 비행 서류는 작성한 날부터 3년이 아니라 '1년 이상' 보존하여야 한다. 2. 항공운송사업자는 비행 서류 보안관리를 위한 지침 마련 및 보안담당자/취급자를 지정할 의무가 있다(제12조제1항). 4. 명문상 당일 영업종료 즉시 영구 파기 규정은 없으며, 전자기록물 포함 1년 이상 보존이 원칙이다."
45,현행 항공보안법령상 자체 우발계획에 반드시 포함되어야 하는 사항의 연결로 옳지 않은 것은?,,공항운영자의 자체 우발계획 - 공항시설 위협 시의 대응대책,공항운영자의 자체 우발계획 - 폭발물 또는 생화학무기 위협 시의 대응대책,항공운송사업자의 자체 우발계획 - 공항시설 위협 시의 대응대책,도심공항터미널 경영자의 자체 우발계획 - 항공기 납치 방지대책,4,"[출처: 항공보안법 시행규칙 제18조] 4. 도심공항터미널 경영자, 항공기취급업체 등의 자체 우발계획 포함사항은 '공항시설 위협 시 대응대책'과 '폭발물/생화학무기 위협 시 대응대책'이다. '항공기 납치 방지대책'은 포함되지 않으며(항공운송사업자 소관), 3번의 경우 항공운송사업자 우발계획에도 '공항시설 위협 시 대응대책'이 포함된다는 점을 주의해야 한다."
46,현행 항공보안법령상 보안검색교육기관 지정기준 중 교관 및 행정요원의 수 기준으로 옳은 것은?,,전임교관 2명 이상,전임교관 1명당 주 40시간 이내의 교육 담당,행정요원 1명 이상 및 전임교관 3명 이상,행정요원 2명 이상 및 보조교관 1명 이상(필수),3,"[출처: 항공보안법 시행규칙 별표 1] 교관 및 행정요원의 수는 '전임교관 3명 이상 (다만, 교관 1명당 주 20시간 이내 교육 담당)', '행정요원 1명 이상', '보조교관 1명 이상(필요한 경우만 해당)'이다."
47,현행 항공보안법 시행규칙 [별표 3] 시험기관의 행정처분 기준에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 거짓이나 그 밖의 부정한 방법으로 시험기관 지정을 받은 경우 1차 위반 시 지정취소 처분을 한다.
ㄴ. 성능평가시험 결과를 거짓으로 조작해서 수행한 경우 1차 위반 시 지정취소 처분을 한다.
ㄷ. 정당한 사유 없이 성능평가시험을 실시하지 않은 경우 1차 위반 시 업무정지 30일 처분을 한다.
ㄹ. 업무정지 명령을 받은 후 그 기간에 성능평가시험을 실시한 경우 1차 위반 시 업무정지 180일 처분을 한다.","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",2,"[출처: 항공보안법 시행규칙 별표 3] ㄴ. 성능평가시험 결과를 거짓 조작한 경우 1차 위반 시 '업무정지 90일', 2차 위반 시 '지정취소'이다(바로 취소가 아님에 유의). ㄹ. 업무정지 기간 중 시험을 실시한 경우는 1차 위반 시 바로 '지정취소'이다."
48,현행 항공보안법령상 본인 일치 여부를 확인할 수 있는 신분증명서에 관한 설명으로 가장 옳지 않은 것은?,,항공기에 탑승하는 승객은 본인 확인을 위해 신분증명서 제시를 요구받는 경우 이를 보여주어야 한다.,「국가기술자격법」에 따른 국가기술자격증과 「병역법」에 따른 전역증은 영 제15조의2에 따른 유효한 신분증명서에 포함된다.,"항공기에 탑승하는 사람이 14세 미만인 경우, 동반하는 부모 또는 재학 중인 학교의 교원의 확인을 통하여 본인 일치 여부를 확인할 수 있다.","제시하는 신분증명서에 유효기간이 적혀 있는 경우, 그 유효기간이 지났더라도 본인의 사진만 명확히 부착되어 있다면 본인 확인용으로 사용할 수 있다.",4,"[출처: 항공보안법 시행규칙 제15조의2, 제8조의6, 별표 5] 4. 규칙 제15조의2 제2항에 따라 신분증명서에 유효기간이나 갱신기간이 적혀 있는 경우에는 '그 유효기간이나 갱신기간이 지나지 않아야 한다'."
49,현행 항공보안법령상 항공기 내 무기 반입 허가 절차에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 경호업무 등을 위하여 기내에 무기를 반입하려는 자는 원칙적으로 항공기 탑승 최소 7일 전에 지방항공청장에게 신청하여야 한다.
ㄴ. 긴급한 경호 업무의 경우 탑승 전까지 무기 반입 사실을 유선 등으로 미리 통보하면 되며, 항공기 탑승 후 3일 이내에 서면으로 제출하여야 한다.
ㄷ. 외국국적 항공기 내에 무기를 반입하여 우리나라로 운항하는 경우에는 대한민국의 허가 절차가 적용되지 아니한다.
ㄹ. 무기를 반입한 자는 탑승 전에 무기를 기장에게 보관하게 하고 목적지에 도착한 후 반환받는 것이 원칙이다.","ㄱ, ㄴ","ㄴ, ㄹ","ㄷ, ㄹ","ㄱ, ㄷ",2,[출처: 항공보안법 제21조 및 시행규칙 제12조의2] ㄱ. 무기 반입 신청은 탑승 최소 7일 전이 아니라 '3일 전'에 지방항공청장에게 하여야 한다. ㄷ. 외국국적 항공기 내에 무기를 반입하여 우리나라로 운항하는 경우에도 허가 절차 규정을 준용한다.
50,현행 항공보안법령상 항공보안 자율신고에 대한 설명으로 가장 옳지 않은 것은?,,보안검색이 완료된 승객과 완료되지 못한 승객이 접촉한 사실을 발견한 사람은 국토교통부장관에게 항공보안 자율신고를 할 수 있다.,"항공보안 자율신고의 접수, 분석, 전파 업무는 한국교통안전공단에 위탁할 수 있다.",자율신고 업무를 위탁받아 종사하는 한국교통안전공단의 임직원은 「형법」에 따른 뇌물죄 등을 적용할 때 공무원으로 본다.,자율신고를 접수한 한국교통안전공단은 접수된 모든 신고 건에 대하여 즉시(24시간 이내) 국토교통부장관에게 보고하여야 한다.,4,[출처: 항공보안법 제33조의2 및 시행규칙 제19조의2] 4. 자율신고를 접수한 교통안전공단은 '분기별로' 해당 신고 현황을 국토교통부장관에게 보고하는 것이 원칙이다. 다만 긴급한 조치가 필요한 신고의 경우에만 지체 없이 보고한다.
51,현행 항공보안법령상 수감 중인 사람 등의 호송 시 항공운송사업자가 취해야 할 조치로 옳지 않은 것은?,,호송대상자의 탑승절차를 다른 승객과 구분하여 별도로 마련할 것,호송대상자의 좌석은 승객의 안전에 위협이 되지 아니하도록 배치할 것,호송대상자가 기내식을 요청하더라도 철제 식기류를 제공하지 아니할 것,"호송대상자가 진정 효과를 위해 주류를 요청하는 경우, 동승한 호송 공무원의 동의 하에 제한적으로 주류를 제공할 것",4,[출처: 항공보안법 시행규칙 제14조] 4. 규칙 제14조제2항에 따라 호송대상자에게는 '술(주류)을 제공하지 아니할 것'이 엄격히 규정되어 있으며 예외 조항은 없다.
52,현행 항공보안법령상 상용화주 지정기준 및 절차에 관한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 상용화주로 지정받으려면 지정 신청일 이전 6개월 이내의 기간 중 총 24회 이상 항공화물을 운송 의뢰한 실적이 있어야 한다.
ㄴ. 화물을 포장 또는 보관할 수 있는 시설은 일반구역과 분리되어 보안통제가 이루어지는 구조여야 한다.
ㄷ. 경비업자에게 항공화물의 보안검색을 위탁하여 실시하는 경우에는 검색장비 및 보안검색요원 확보 기준을 적용하지 아니할 수 있다.
ㄹ. 상용화주 지정 신청 시 신청인이 사업자등록증의 행정정보 공동이용 확인에 동의하지 아니하는 경우 해당 서류를 제출하지 않아도 무방하다.","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄷ, ㄹ",2,"[출처: 항공보안법 시행규칙 제9조의2, 제9조의3] ㄹ. 사업자등록증 등의 확인에 동의하지 아니하는 경우에는 반드시 '해당 서류를 첨부하게 하여야 한다'고 규정되어 있으므로, 제출하지 않아도 무방하다는 것은 틀렸다."
53,현행 항공보안법령상 기내식 및 기내저장품의 통제에 관한 설명으로 가장 옳지 않은 것은?,,"항공운송사업자는 위해물품이 기내식 또는 기내저장품을 이용하여 기내로 유입되지 않도록 운반하는 사람, 차량, 제조시설에 대한 보안대책을 수립해야 한다.",외부의 침입흔적이 있는 기내식은 안전 확인 전까지 탑재를 보류하고 검사를 재수행할 수 있도록 기내 유입을 허용할 수 있다.,항공운송사업자가 지정한 사람에 의하여 검사·확인되지 아니한 기내식 등은 기내로 유입되게 하여서는 아니 된다.,기내식 용기 등에 위해물품이 들어있다고 의심이 되는 경우 기내 유입을 금지하여야 한다.,2,[출처: 항공보안법 시행규칙 제10조] 2. 시행규칙 제10조제2항에 따르면 '외부의 침입흔적이 있는 경우' 기내식 또는 기내저장품 등이 기내로 유입되게 하여서는 아니 된다고 명시되어 있다. 유입을 예외적으로 허용할 수 없다.
54,"현행 항공보안법령상 보안검색 실패 등에 대한 대책보고와 관련하여, 보고의무자가 지방항공청장에게 보고(관련 기관 지체 없이 통보)해야 하는 사유로 규정된 것을 모두 고른 것은?","ㄱ. 법에 따른 불법방해행위가 발생한 경우
ㄴ. 무기·폭발물 등에 의하여 항공기에 대한 위협이 증가하는 경우
ㄷ. 법령에 따른 교육훈련을 이수하지 아니한 사람에 의하여 보안검색이 이루어진 경우
ㄹ. 엑스선 검색장비 고장으로 검색이 지연되어 항공기 이륙이 1시간 이상 지체된 경우","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공보안법 시행규칙 제11조] ㄹ. 검색 지연으로 인한 이륙 지체 자체는 법정 보고 사유로 명시되어 있지 않다. 규칙 제11조에 따른 보고 사유는 불법방해행위 발생, 부적절한 보안검색방법 사용, 무자격자 검색, 항공기 위협 증가 등이다."
55,현행 항공보안법령상 과태료 부과 및 감경 기준(시행령 [별표])에 대한 설명으로 가장 옳지 않은 것은?,,위반행위자가 법 위반상태를 시정하거나 해소하기 위하여 노력한 것이 인정되는 경우 부과권자는 과태료 금액의 2분의 1 범위에서 줄여 부과할 수 있다.,과태료를 체납하고 있는 위반행위자에 대해서는 감경 사유가 존재하더라도 과태료를 줄여 부과할 수 없다.,법 위반상태의 기간이 3개월 이상인 경우 부과권자는 과태료의 2분의 1 범위에서 금액을 늘려 부과할 수 있다.,해당 위반행위보다 중대한 위반행위를 은폐·조작하기 위하여 위반행위가 발생한 경우 과태료를 2분의 1 범위에서 늘릴 수 있다.,3,[출처: 항공보안법 시행령 별표] 3. 법 위반상태의 기간이 '3개월'이 아니라 '6개월 이상'인 경우에 가중 사유에 해당한다.
56,현행 항공보안법상 항공기 탑승 거절 대상자에 해당하지 않는 것은?,,보안검색을 거부하는 사람,신분증명서를 제시하지 않아 본인 일치 여부 확인을 거부하는 사람,항공운송사업자의 자체 판단에 따라 환승 절차를 이해하지 못해 지속적으로 질문하는 사람,음주로 인하여 소란행위를 하거나 할 우려가 있는 사람,3,"[출처: 항공보안법 제23조 및 시행규칙 제13조] 3. 단순 환승 절차 문의는 보안이나 안전을 해칠 우려가 있는 행위에 해당하지 않으므로 탑승 거절 대상 사유로 법령에 명시되지 않았다. 보안검색 불응, 본인 확인 거부, 음주 소란행위 등은 명백한 탑승 거절 사유이다."
