번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
31,IFR 비행에서 VFR 비행으로의 변경(Change from IFR to VFR flight)에 관한 규정으로 옳은 것만을 <보기>에서 고른 것은?,"가. 조종사가 ""CANCELLING MY IFR FLIGHT""라는 메시지를 송신하면 관제사는 즉시 IFR을 취소해야 한다.
나. 관제사는 기상 상황이 좋다고 판단되면 IFR 비행에서 VFR 비행으로의 변경을 조종사에게 적극 권유할 수 있다.
다. 항공교통업무시설은 일반적으로 ""IFR FLIGHT CANCELLED AT... (시간)""라는 응답만을 사용할 수 있다.
라. IFR 비행에서 VFR 비행으로 변경하려는 항공기의 의도를 통보받은 시설은 IFR 비행계획이 제출된 모든 관련 시설에 그 내용을 통보해야 한다.","가, 나","나, 다","다, 라","가, 다, 라",4,[항공교통업무기준 별표1 4.8] 나: IFR에서 VFR로의 변경은 직접적이든 유추해서든 '권유해서는 안 된다'.
32,수용량 산정(Capacity Management) 및 항공교통흐름관리(ATFM)에 관한 설명으로 가장 옳지 않은 것은?,,"관제수용량 산출 시 관제구역의 복잡도, 통신·항행 장비의 가용성, 관제사 업무량 등을 고려해야 한다.","항공교통관제시설은 특정 구역에서 항공교통을 수용할 수 없다고 판단되는 경우, 해당 사실을 24시간 내에 항공교통흐름관리시설에 통보해야 한다.",군이 운영하는 비행장 시설을 사용하는 공항에 대하여 관제수용량을 '활주로 용량'으로 대체하여 적용할 수 있다.,전술 단계(tactical planning)의 ATFM은 실제 조치가 시행되는 당일 2시간 전부터 종료 시까지를 말한다.,2,"[항공교통업무기준 제42조의2제6항] 특정 위치에서 추가적인 항공교통을 수용할 수 없다고 판단되는 경우, '즉시' 항공교통흐름관리시설에 해당 사실을 통보해야 한다."
33,기상정보(Meteorological Information) 제공에 대한 요구사항 중 접근관제업무를 제공하는 시설에 해당하는 것은?,,"비행장 주변의 지상풍 전시기를 갖출 필요 없이, 기상관측소의 보고에만 의존하여야 한다.",특별보고 및 예보의 수정은 다음 정시보고를 기다리지 말고 설정된 기준에 도달하는 즉시 통보되어야 한다.,운고(Ceiling) 측정 전시기는 비행장관제탑에만 요구되며 접근관제시설에는 요구되지 않는다.,항공기가 요구하는 경우에 한하여 기압고도 수정치(QNH)를 수집하여 제공한다.,2,"[항공교통업무기준 제60조제3항] 접근관제업무 시설 역시 지상풍 전시기, RVR 전시기, 운고 전시기를 갖추어야 한다(보기 1, 3 틀림). 고도계 수정을 위한 기압자료는 항상 제공받아야 한다(보기 4 틀림)."
34,항공교통업무 안전관리시스템(SMS) 및 안전 위험도 평가(Safety risk assessment)의 요건으로 올바른 것을 모두 고르시오.,"가. 공역의 중대한 재조정이나 새로운 항행시스템 도입 시 안전 위험도 평가를 시행하여야 한다.
나. 안전 위험도 평가는 정량적 기준이 원칙이나, 특성상 불가능한 경우 운영상 전문적 판단에 따를 수 있다.
다. 변경 사항을 적용한 후에는 허용 가능한 안전수준이 유지되는지에 대한 사후 감시(post-implementation monitoring)는 생략 가능하다.
라. 항공교통로 구조 재구성 및 활주로/유도로 물리적 구조 변경은 안전 위험도 평가 대상이다.","가, 나","다, 라","가, 나, 라","가, 다, 라",3,[항공교통업무기준 제32조] 다: 변경 사항 적용 후 허용 가능한 안전수준이 유지되는지에 대하여 사후 감시(post-implementation monitoring)를 '하여야 한다'.
35,데이터링크 통신 개시 절차(Data link communications initiation procedures)에서 '연결 실패' 시 조치로 가장 옳지 않은 것은?,,"데이터링크 개시 실패 시, 데이터링크 시스템은 해당 항공교통업무시설에 실패 알림을 제공해야 한다.","조종사에 의해 개시된 로그온 실패 시, 시스템은 해당 조종사에게 실패 알림을 제공해야 한다.",데이터링크 개시 실패를 해결하기 위한 절차에는 해당 항공기의 비행계획 세부사항과 개시 요청 정보를 비교하는 절차가 포함되어야 한다.,항공기 운영자는 통신 개시 실패 시 즉시 음성 통신으로만 전환하여 비행을 지속하고 데이터링크 재개시는 시도하지 않는다.,4,"[항공교통업무기준 별표1 4.15.4] 항공기 운영자는 실패 해결 절차에 따라 비행계획 정보 확인, 기관의 정확한 어드레스 확인 후 '데이터링크를 재개시한다'는 절차를 포함해야 한다."
36,항공기 근접(Aircraft proximity)의 분류 중 거리가 가까워졌으나 충돌위험은 없었던 경우에 해당하는 등급은?,,충돌위험(Risk of collision),안전 미확보(Safety not assured),충돌위험 없음(No risk of collision),위험미결정(Risk not determined),3,[항공교통업무기준 별표1 제1장 정의] '충돌위험 없음(No risk of collision)'은 충돌위험이 없었을 경우를 의미한다.
37,데이터링크-공항정보자동방송(D-ATIS)과 관련된 사항으로 가장 옳은 것은?,,D-ATIS의 내용은 Voice-ATIS와는 별도의 양식을 사용하여 정보를 제공해야 한다.,실시간 기상정보가 포함되어 정보의 내용이 중요 변경기준 변수범위 이내일 때는 동일 지정어(designator)를 변경하여 제공해야 한다.,"D-ATIS로 정보를 교환하는 경우, 방송 순서에 '정보교환 방식(contract type)'이 포함되어야 한다.",국제공항에서는 D-ATIS를 사용할 경우 Voice-ATIS 운영을 즉시 중단해야 한다.,3,[항공교통업무기준 제48조제7항] D-ATIS로 방송(정보 교환)하는 경우에는 순서에 '정보교환 방식(contract type)'이 포함된다. 보기 2: 변수범위 이내일 때는 '동일 지정어'를 유지한다.
38,관제권(Control Zone)에 대한 설명으로 가장 올바르지 않은 것은?,,지구 표면으로부터 일정한 상부 한계까지의 관제공역을 말한다.,"관제권이 관제구의 수평범위 바깥에 위치할 경우, 상부한계는 조종사가 쉽게 구분할 수 있는 고도로 설정하여야 한다.",관제권의 수평범위는 비행장의 중심으로부터 접근 방향으로 최소한 9.3km(5NM)까지 연장되도록 설정하여야 한다.,관제비행장으로 지정된 모든 비행장은 의무적으로 관제권이 설정된 것으로 간주된다.,4,"[항공교통업무기준 제5조제13호] 관제비행장이란 항공교통관제업무가 비행장교통에 제공됨을 나타내고 있을 뿐이지, 관제권이 '반드시 존재한다는 것'을 의미하지는 않는다."
39,다음 중 항공교통관제 허가의 내용(Contents of Clearances)에 포함되지 않아도 되는 사항은?,,비행계획상의 항공기 식별부호,허가한계지점,항공기 탑재 연료량,비행로의 전부 또는 일부를 비행하는 동안 유지하여야 할 고도,3,"[항공교통업무기준 제42조제2항] 관제허가 내용은 식별부호, 허가한계지점, 비행로, 고도, 허가 종료시간/통신/접근 정보 등으로 구성되며 '탑재 연료량'은 기본 허가 내용이 아니다."
40,관제사가 사용하는 '항공교통감시시스템(ATS surveillance system)'에 대한 정의와 관련 절차로 틀린 것은?,,"ADS-B, PSR, SSR 또는 이와 동등하게 항공기를 식별할 수 있는 지상기반시스템을 의미한다.",감시자료 녹화 및 출력장치는 매주 1회 점검하여야 한다.,"녹화자료는 항공기사고·준사고 조사, 평가, 훈련 등의 목적으로 사용할 수 있다.","비감시 업무를 계속 제공하고자 할 때, 이미 식별된 모든 항공기의 위치를 도식(plot)해야 한다.",2,[항공교통업무기준 제103조제2항제6호] 감시자료 녹화 및 출력장치는 '매일' 점검하여야 한다.
41,수직분리(Vertical separation) 시 고도계수정치 절차에 따른 수직위치 표현 방법으로 옳은 것은?,"가. 전이비행고도(Transition level) 미만에서는 '고도(altitude)'로 표현한다.
나. 전이비행고도 이상에서는 '비행고도(flight level)'로 표현한다.
다. 전이층(Transition layer)을 통과하는 동안 상승 시에는 '비행고도', 강하 시에는 '고도'로 표현한다.
라. 비행로 상 항공기의 수직위치가 사용 가능한 최저비행고도 미만인 경우 '비행고도(flight level)'로 표현한다.","가, 나","가, 나, 다","나, 다, 라","가, 나, 다, 라",2,[항공교통업무기준 별표1 4.10.1] 라: 비행로 상 항공기의 수직위치가 사용 가능한 최저비행고도 미만인 경우 '고도(altitude)'로 표현한다.
42,공역의 등급(Classification of Airspaces) 중 '관제공역'에 해당하지 않는 공역 등급은?,,A등급,C등급,E등급,G등급,4,"[항공교통업무기준 제5조, 별표1 5.2.1] 관제공역은 일반적으로 A, B, C, D, E 등급 공역을 포함한다. G등급은 비관제공역이다."
43,항공교통관제사의 근무시간 제한 예외 승인 및 피로관리에 대한 설명 중 옳지 않은 것은?,,국방부 소속 관제시설은 동등 이상의 안전기준을 마련하고 사전에 국토부와 협의 시 자체 기준 적용이 가능하다.,"근무시간 제한기준의 예외 적용 시, 중대한 피로위험요인이 식별되면 즉시 해당 예외적 적용을 중단하고 원상회복 조치를 취해야 한다.","예외 적용을 승인받은 경우, 필요성 및 안전수준 유지 여부를 매월 평가하여야 한다.","관제사의 근무시간 등 기록은 15개월 이상 보관해야 하며, 피로관리프로그램을 적극 활용해야 한다.",3,[항공교통업무기준 제32조의3제4항] 항공교통관제시설의 장은 근무시간 제한기준 예외 적용 시 필요성 및 안전수준 유지 여부를 '분기별'로 평가하여야 한다 (매월이 아님).
44,다음 중 자동종속감시시설-계약(ADS-C) 보고에 포함되는 '기초(Basic) ADS-C 데이터 블록'에 해당하지 않는 것은?,,항공기 식별부호,시간,비행고도 또는 고도,풍향 및 풍속,4,[항공교통업무기준 별표1 4.12.2] 풍향 및 풍속은 '기상정보' 데이터 블록에 포함되는 사항이다.
45,특별항공관측보고(Special air-reports)를 음성통신으로 전송할 때 반드시 포함되어야 하는 요소로 짝지어진 것은?,"가. 메시지 형식 지명부호
나. 비행가능시간(Endurance)
다. 1절 - 위치정보
라. 2절 - 운항정보
마. 3절 - 기상정보 (특별관측조건 해당 항목)","가, 다, 마","가, 나, 라","다, 라, 마","가, 나, 다, 라, 마",1,"[항공교통업무기준 별표1 4.12.3.3] 음성통신에 의한 특별항공관측보고는 1) 메시지 형식 지명부호, 2) 1절-위치정보, 3) 3절-기상정보(조건해당항목)를 포함해야 한다. 운항정보(2절, 비행가능시간 등)는 필수 사항이 아니다."
46,항공교통관제허가 발부 시 고려해야 할 사항으로 가장 올바르지 않은 것은?,,항공기가 관제공역 내 비행장에서 출발하여 30분 이내에 다른 관제구역으로 진입하려는 경우 출발허가 발부 전 후속 지역관제소와 조정하여야 한다.,"사전 조정이 이루어지지 않았거나 기대되지 않는 경우, 조정이 합리적으로 보장되는 지점까지만 관제허가를 발부해야 한다.",천음속 및 초음속 비행의 가속 단계 관련 허가는 천음속 가속 단계의 마지막까지만 포함되도록 발부하여야 한다.,데이터링크통신을 이용하여 다운스트림허가 전달을 지원하는 경우에는 가능한 한 음성통신이 가능하도록 하여야 한다.,3,"[항공교통업무기준 제42조제3항] 천음속 비행허가는 '천음속을 포함한 가속 단계의 마지막까지 포함되도록' 발부되어야 한다. 4.5.6.2.1에서도 '가능한 한 출발 전에 가속단계에 대하여 허가를 받아야 한다'고 명시되어 있다. 지문 3은 맞지만, '천음속 가속 단계의 마지막까지만'으로 해석되면 초음속 순항 등에 대한 제약을 의미할 수 있으므로, 규정상 '마지막까지 포함'이 원칙이다."
47,경보업무(Alerting Service) 제공에 대한 설명 중 옳은 것은?,,불법간섭을 받고 있다고 의심되는 항공기에 대해서만 선택적으로 경보업무를 제공한다.,비상상황의 정도가 통보가 필요하지 않은 경우에도 비행장관제탑은 비행정보실에 무조건 통보해야 한다.,"관제 중인 항공기에 비상상황 발생 시, 비행장관제탑 또는 접근관제시설은 비행정보실 또는 지역관제시설에 통보하여야 한다.",비행정보실 연락처는 국제통신연합(ITU) 디렉토리에 등재해야 한다.,3,[항공교통업무기준 제50조] 보기 1: 모든 관제항공기 및 비행계획 제출/인지 항공기가 대상이다. 보기 2: 비상 정도가 통보 불필요 시 통보하지 않을 수 있다. 보기 4: ICAO 국제운항통제연락처(OPS Control Directory)에 등재해야 한다.
48,비행정보업무 방송(OFIS)에 대한 기준으로 옳지 않은 것은?,,조종사가 직접 요청하는 OFIS 메시지는 해당 항공교통업무시설에서 송신하여야 한다.,기상정보 및 무선항행업무·공항의 운영 정보는 가능한 통합된 형태로 제공하여야 한다.,통합된 메시지를 방송할 때는 비행단계별로 무작위 순서로 방송되도록 할 수 있다.,OFIS 메시지는 선택된 운영 및 기상요소에 관한 통합된 정보를 포함한다.,3,[항공교통업무기준 제48조제1항] 비행단계별로 '지정된 순서'에 따라서 방송되도록 할 수 있다.
49,항공교통업무시설 및 장비 요건에 있어서 자동화시스템 구축 및 운용의 원칙으로 가장 적절하지 않은 것은?,,"항공교통업무 종사자가 정보에 자연적으로 접근할 수 있도록 유용성, 적합성, 수용가능성을 최우선 목적으로 한다.","자동화시스템은 관제사의 능력을 보조하고 확대하도록 설계되어야 하나, 관제사의 역할을 완전히 대체하는 방향으로 설계되어서는 안 된다.",관제사가 빈번히 실수하기 쉬운 조직의 근본적인 문제는 자동화시스템 도입 시 고려 대상에서 배제한다.,비정상과 비상상황 시 취급의 용이성과 장비복구의 용이성을 고려하여야 한다.,3,"[항공교통업무기준 제105조] 항공교통관제시설은 '관제사가 빈번히 실수하기 쉬운 조직의 근본적인 문제를 개선하기 위한 방법'을 인지하고 조치해야 하며, 시스템 설계 및 도입 시 이를 충분히 고려(인적요인 원칙)해야 한다."
50,항공교통관제시설 간의 관제책임 구분 중 '지역관제소(ACC)' 간의 관제이양에 대한 내용으로 올바른 것은?,,관제권을 가진 ACC가 인계할 항공기가 관제구역을 벗어난 시점에서 즉시 이양된다.,"두 ACC 간 인접 경계지역을 통과할 것으로 예상하는 시간 또는 합의된 지점, 고도, 시간에 관제이양된다.",관제권을 인계받을 ACC에서 먼저 관제이양을 요구해야만 이양이 성립한다.,지역관제소 간의 관제이양 시에는 반드시 접근관제소를 경유해야 한다.,2,"[항공교통업무기준 별표1 4.3.4] 지역관제소 간 관제이양은 관제권을 가진 지역관제소가 예상한 두 기관의 인접 경계지역을 통과하는 시간 또는 두 기관 간 합의한 지점, 고도, 시간에 이양되어야 한다."
51,"비행정보구역, 관제구, 관제권의 명칭부여(제16조) 기준에 대한 설명으로 옳은 것은?",,접근관제소의 명칭은 인근 마을이나 도시의 이름에 따라 부여한다.,비행정보구역의 명칭은 그 공역의 중앙에 위치한 항행안전시설의 이름으로 부여한다.,비행장관제탑의 명칭은 소재하는 비행장의 이름에 따라 부여한다.,지역관제소의 명칭은 국가 원수의 이름 등 상징적인 명칭을 최우선으로 부여한다.,3,"[항공교통업무기준 제16조] 1. 지역관제소/비행정보실은 인근 마을, 도시, 지리적 특징. 2. 관제탑/접근관제소는 소재하는 비행장의 이름. 3. 관제권/관제구/비행정보구역은 관할권 가진 시설의 이름."
52,항공교통관제업무 제공 시 적용되는 최저분리(Separation Minima)에 대한 설명 중 가장 옳지 않은 것은?,,공해 상의 항공로에 대한 분리최저치는 인접국과 개별 합의 없이 국토교통부장관이 단독으로 설정할 수 있다.,"인접 공역의 경계선에 항공로가 근접해 있는 경우, 관계 항공교통업무제공자와 협의하여 분리최저치를 결정하여야 한다.",결정된 분리최저치와 적용 공역은 항공정보간행물에 공고되어야 한다.,국제민간항공기구(ICAO)에서 정한 기준과 다른 분리최저치를 영공 내에 설정할 경우 관련 항공기 운영자와 협의하여야 한다.,1,[항공교통업무기준 제39조] 공해 또는 주권불명의 공역 내 항공로에 대한 분리최저치는 '지역항행협정(Regional Air Navigation Agreement)'에 따라 설정해야 한다.
53,항공정보업무기관 및 항공교통업무제공자 간의 협조(제26조)에 관한 내용으로 옳지 않은 것은?,,비행장 상태 및 관련 시설 운영상태를 항공정보업무기관에 지체 없이 제공해야 한다.,화산활동 발생 정보를 입수하면 항공정보업무기관에 즉시 제공해야 한다.,"항행시스템 신설/변경 시, 항공정보 발효에 소요되는 기간을 고려하여 충분한 시간 전에 협의해야 한다.","항공정보관리절차(AIRAC)에 따른 원천자료 제공 시, 무결성 요건은 고려할 필요 없이 신속성만을 중시해야 한다.",4,[항공교통업무기준 제26조제3항] AIRAC에 따라 제공 시 '정확도 및 무결성 요건'을 반드시 고려하여야 한다.
54,항공교통업무제공자가 표준운영절차나 항공교통업무규정을 수립/변경할 때 국토교통부장관에게 신고해야 하는 구비서류가 아닌 것은?,,제·개정 사유서,제·개정안,신구조문대비표,관제사 개인별 동의서,4,"[항공교통업무기준 제93조, 제94조] 신고 시 구비서류는 가. 제·개정 사유서, 나. 제·개정안, 다. 신구조문대비표 이다. 관제사 개인별 동의서는 해당되지 않는다."
55,비행장관제탑의 비상전화 운영에 대한 사항으로 가장 거리가 먼 것은?,,비상전화는 관제사가 쉽게 이용할 수 있는 위치에 설치하여야 한다.,일반적인 행정 업무용 전화망과 통합하여 다용도로 사용할 수 있도록 구성해야 한다.,"점검은 매일 10:00시 및 18:00시(KST)에 실시함을 원칙으로 하며, 업무일지에 기록한다.",비상상태 인지 시 집단호출기능을 이용해 육하원칙에 따라 간결하게 전파한다.,2,[항공교통업무기준 제106조제3항] 비상전화는 '비상관련 단독기능으로만 사용할 수 있도록' 하여야 한다.
56,항공교통관제업무 제공 시 혼합분리(Mixed separation)에 대한 설명으로 옳은 것은?,,"수직분리와 수평분리를 동시에 적용하되, 두 분리최저치를 모두 100% 충족해야만 혼합분리라 한다.","수직분리에 추가하여 종적 또는 횡적분리 중 하나의 방법을 혼합하며, 각 방법의 분리최저치 절반 이상으로 분리 최저치를 적용한다.",혼합분리는 관제사의 단독 재량에 의해 언제든 자유롭게 적용할 수 있다.,시계비행 항공기 간에만 제한적으로 적용되는 분리 방법이다.,2,"[항공교통업무기준 제38조제5항] 3. 혼합분리: 각 방법의 분리 최저치 절반 이상으로 분리 최저치를 적용하며, 그 적용은 '지역항행협정'에 따라야 한다 (관제사 자유 재량이 아님)."
57,전이비행고도(Transition level) 설정과 관련된 절차로 적절하지 않은 것은?,,관련 비행장 및 접근관제구역에서 사용할 전이비행고도는 QNH 보고 및 예상 기압을 근거로 설정한다.,전이비행고도는 설정된 전이고도 이상에서 사용 가능한 가장 낮은 비행고도이다.,협조가 필요한 인접 비행장들은 독립적으로 각자 다른 전이비행고도를 설정하는 것이 원칙이다.,전이비행고도 아래로 최초 강하 허가 시 QNH 고도계 수정치를 제공해야 한다.,3,"[항공교통업무기준 별표1 4.10.2] 가까이 위치한 2개 이상의 비행장에 공통 전이고도가 설정된 경우, 관할 시설은 '공통 전이비행고도'를 설정해야 한다."
58,접근관제업무와 비행장관제업무를 통합 운영할 수 있는 근거 및 주체에 대한 설명으로 가장 옳은 것은?,,비행정보실(FIC)에서 모든 비행장의 접근과 국지 관제를 통합 수행한다.,"접근관제업무 기능과 비행장/지역 관제업무 기능을 단일기관 책임하에 통합 운영하는 것이 바람직할 경우, 비행장관제탑 또는 지역관제소에서 제공할 수 있다.",공항운영자가 자체적으로 판단하여 비행장관제탑의 접근관제 기능을 폐지할 수 있다.,오로지 독립된 접근관제소(APP)만이 접근관제업무를 수행할 수 있다.,2,"[항공교통업무기준 제37조, 별표1 4.1.2] 접근관제업무는 비행장관제업무 또는 지역관제업무와 통합해서 제공하는 것이 바람직할 경우 비행장관제탑 또는 지역관제시설에서 제공할 수 있다."
59,항적 난기류에 따른 회전익항공기 분리 절차(별표1 4.9.1.3)에 대한 설명으로 옳은 것은?,,회전익항공기는 정지비행 시 와류를 발생시키지 않는다.,고정익항공기보다 강력한 와류를 발생시키지 않으므로 분리 간격을 좁힐 수 있다.,지면효과에 의한 정지비행 시 하강와류를 발생시켜 회전익 직경의 약 3배 거리까지 고속의 와류를 생성하므로 경항공기와 충분히 분리되어야 한다.,에어택싱(Air-taxiing) 중인 회전익항공기는 고정익 소형 항공기와 동일한 항적 기준만을 적용받는다.,3,"[항공교통업무기준 별표1 4.9.1.3] 회전익항공기는 총질량 1kg당 고정익보다 강력한 와류를 발생시키며, 정지/공중활주 시 직경의 약 3배 거리까지 고속 와류를 생성하므로 경항공기와 충분히 분리되어야 한다."
60,비상항공기(Emergency aircraft) 표시 및 지도(Plotting) 절차에 대한 설명으로 옳은 것은?,,비상항공기의 현재 위치만 확인되면 미래 예상 위치를 표시할 필요는 없다.,조난항공기의 최대 항속시간(endurance) 계산을 위해 주변 다른 항공기의 비행경로는 고려하지 않는다.,향후 예상위치 및 최종 확인된 지점에서 최대 행동반경을 결정하기 위해 비행경로를 지도에 표시해야 한다.,비상항공기 표시 절차는 레이더가 완벽히 작동하는 관제구역 내에서는 전면 면제된다.,3,"[항공교통업무기준 제53조] 비상상황 시 항공기의 향후 예상위치 및 최종 확인 지점에서의 최대 행동반경 결정을 위해 경로를 도식(plot)하고, 주변 운항 중인 항공기 비행경로도 함께 표시하여야 한다."
61,레이더 및 지상감시레이더의 사용과 관련된 설명 중 가장 틀린 것은?,,지상감시레이더(SMR)는 기동지역의 전부 또는 일부를 육안으로 관측할 수 없을 때 이를 보완하기 위해 사용될 수 있다.,"지상시스템(레이더 및 ADS-B)은 충돌 예측, 최저안전고도 경보 등 안전관련 경고 및 경보를 전시할 수 있어야 한다.",지상감시레이더는 항공기뿐만 아니라 기동지역 내 차량의 이동을 감시하는 데도 사용된다.,지상감시레이더(SMR)의 주요 목적은 접근 중인 항공기에게 정밀한 강하각 유도를 제공하기 위함이다.,4,"[항공교통업무기준 제45조] 지상감시레이더(SMR)는 비행장 기동지역 내 항공기 및 차량의 이동 감시, 조언, 방향정보 제공 등을 위한 것이다. 강하각 유도를 제공하는 것은 정밀접근레이더(PAR)의 기능이다."
62,통신성능기준(RCP)과 관련된 설명으로 적절한 것은?,,RCP는 항공교통관리(ATM) 기능과 무관하게 항공기 크기별로 일률적으로 적용된다.,"성능기반통신(PBC) 적용 시, RCP는 관련 공역에서 제공되는 항공교통업무와 부합되어야 한다.",RCP 사양은 특정 공역에서 요구되는 감시(Surveillance) 데이터의 정확성을 의미한다.,모든 관제공역에서는 필수적으로 RCP 240 사양 이상을 적용하여야 한다.,2,"[항공교통업무기준 제13조] 국토교통부장관은 성능기반통신(PBC)을 적용하고자 하는 경우 지역항행협정에 기초하여 통신성능기준(RCP)을 정해야 하며, 이는 제공되는 업무와 부합되어야 한다. (감시는 RSP 사양)"
63,항공기 요격(Interception of Civil Aircraft) 상황 발생 시 관제시설의 조치로 가장 옳지 않은 것은?,,"비상주파수(121.5MHz, 243.0MHz) 등 가능한 주파수로 피요격기와 양방향 교신을 시도한다.",요격관제시설과 연락을 취하고 피요격기 관련 정보를 제공한다.,피요격기 조종사에게 요격 사실을 알리지 말고 비밀리에 군 당국과만 상황을 공유해야 한다.,피요격기가 인접 FIR로 이탈한 것으로 판단되면 해당 인접 FIR 관할 제공자에게 통보한다.,3,[항공교통업무기준 제29조제1항제2호] 관제시설은 '피요격기 조종사에게 요격사실을 통보'하여야 한다.
64,기상서비스제공기관 및 관련 정보 협조에 대한 설명으로 가장 옳지 않은 것은?,,비행정보실 및 지역관제시설은 화산재 조언 정보를 제공받아야 한다.,접근관제업무 제공 시설은 관할 공역 및 비행장에 대한 특별 기상보고를 정시보고 전이라도 즉시 통보받아야 한다.,"항공교통업무제공자는 비행장 상태, 항행안전시설 운영 상태를 포함해 항공기 비행에 유용한 최신 정보를 항공정보업무기관에 제공해야 한다.",방사선 물질 또는 독성 화학물질 구름 방출에 관한 정보는 지역 항행협정 여부와 관계없이 국가 비밀로 분류되어 관제시설에 제공되지 않는다.,4,[항공교통업무기준 제65조] 지역협정에 따라 관할 구역에서 운항하는 항공기 안전에 영향을 줄 수 있는 '방사선 물질 또는 독성 화학물질 대기 방출 정보'를 관제시설은 통보받아야 한다.
65,계류장 관리업무(Apron management service)의 수행과 관련된 내용 중 적절하지 않은 것은?,,계류장 관리업무에는 항공기 상호 간 및 장애물 간 충돌방지를 위한 교통통제업무가 포함된다.,항공기 후방견인(Push-back) 및 엔진시동 허가는 계류장 관리업무의 범위에 속한다.,항공교통업무제공자가 계류장 관리업무를 수행할 경우 공항운영자와 합의서를 체결하여야 한다.,계류장 관리업무에 대해서는 안전관리시스템(SMS)의 적용을 유보한다.,4,[항공교통업무기준 제43조의2] 계류장 관리업무를 수행하는 경우 해당 업무에 대해 안전관리시스템(SMS)을 '적용하여야' 한다.
66,항공교통관제사의 언어능력(Language proficiency)과 관련된 규정으로 가장 옳은 것은?,,모든 항공교통관제사는 국제통신연합(ITU)이 정한 영어 기준을 따라야 한다.,항공교통관제시설 간의 통신은 전 세계 어디서나 예외 없이 영어만을 사용해야 한다.,국내 시설 간의 통신에서는 한국어를 사용할 수 있다.,비행정보실 근무자는 영어 능력이 요구되지 않는다.,3,"[항공교통업무기준 제34조] 항공교통관제시설 간 통신은 영어를 원칙으로 하나, '국내 시설 간에는 한국어를 사용할 수 있다.' 또한, 부속서 1권에 따라 영어를 말하고 이해할 수 있어야 한다."
67,관할구역 내 미식별항공기(Unidentified aircraft) 인지 시 항공교통업무시설의 조치로 틀린 것은?,,해당 항공기와 양방향 교신을 시도한다.,비행정보구역 내 다른 항공교통업무시설에 문의하여 교신 유지를 돕도록 요청한다.,즉각적으로 군 당국에 무력 요격을 요청한다.,인접 비행정보구역을 관할하는 제공자에게 문의하고 해당 지역의 다른 항공기로부터 정보 입수를 시도한다.,3,"[항공교통업무기준 제29조제1항제1호나목] 미식별항공기 인지 시 교신 시도, 인접 시설 문의, 타 항공기 정보 입수 등을 실시하여 식별을 위해 노력하며, 식별 시 군에 통보한다. 무조건적인 무력 요격 요청 규정은 없다."
68,표준출발·도착 비행경로 이외의 항공교통로(ATS route) 설정 시 주파수변경지점(COP)의 설정 기준으로 옳은 것은?,,주파수변경지점은 모든 항공로 구간에 50km 간격으로 필수적으로 설정해야 한다.,직선 항공로의 주파수변경지점은 전방향무선표지시설(VOR) 간의 중간지점에 설정하는 것이 원칙이다.,항행안전시설이 밀집된 가까운 항공로에서는 110km 이하의 항공로라 하더라도 COP를 반드시 중간에 설정해야 한다.,방향이 교차되는 항공로의 경우에는 교차지점으로부터 10NM 떨어진 곳에 설정해야 한다.,2,"[항공교통업무기준 제18조] 직선 항공로의 COP는 VOR 간 중간지점에 설정하며, 교차 항공로는 교차지점에 설정한다. 또한 길이가 110km(60NM) 이상인 항공로에 설정하는 것이 원칙이다."
69,비행계획(Flight Plan) 변경 및 갱신에 관련된 설명 중 가장 틀린 것은?,,"항공기가 관제공역 밖으로 이탈했다가 다른 관제구로 재진입하는 경우, 변경된 비행계획은 관제공역 내 비행 구간에만 적용된다.",관제 항공기의 경우 이동예정시간(EOBT)이 30분을 초과하여 지연되면 비행계획을 수정하거나 새 계획을 제출해야 한다.,IFR 비행계획의 취소(VFR로 전환)는 조종사의 명확한 취소 메시지가 접수되었을 때만 성립한다.,"항공기가 중간기착지를 경유하는 비행을 할 때, 목적비행장에 도달하기 전까지는 최초 출발 시에 발부된 관제허가만으로 모든 구간 비행이 보장된다.",4,"[항공교통업무기준 별표1 4.5.3] 중간 기착지를 경유하는 비행의 경우, 최초 허가한계점은 첫 번째 착륙 비행장이 되며, 그 다음 비행 부분에 대해서는 새로운 허가가 발부되어야 한다."
70,항공교통관제사의 훈련 종류 중 '초기교육훈련'과 가장 관계가 깊은 것은?,,취득한 자격증명의 한정과 다른 한정을 취득하기 위한 훈련,정기 심사를 통과하지 못한 관제사를 위한 훈련,신규임용자가 전문항공교통관제사 자격증명 취득을 위한 공통/전문지식을 습득하는 훈련,새로운 관제 장비 도입 시 적용 전 실시하는 훈련,3,"[항공교통업무기준 제71조] 초기교육훈련은 신규임용자가 전문관제사 자격증명(한정 포함) 취득을 위한 기본/전문지식을 습득하기 위해 실시하는 훈련이다. 1은 직무교육, 2는 재자격교육, 4는 전문교육이다."
