번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
29,항공교통관제기관의 교육훈련팀 및 교관/심사관 지정 요건에 관한 설명 중 옳은 것은?,,직무교육훈련 교관은 해당 항공교통관제기관에서 유효한 한정을 보유하고 실제 관제업무를 수행한 경력이 최소 1년 이상이어야 한다.,심사관으로 지정되기 위해서는 실제 직무교육훈련 교관 또는 재자격부여교육훈련 교관 업무 수행경력이 최소 2년 이상이어야 한다.,정기교육훈련 교관을 지정하는 경우에는 반드시 국토교통부장관이 개설한 40시간 이상의 교관 양성과정을 이수한 관제사로 한정해야 한다.,"재자격부여교육훈련 이수자에 대한 업무수행능력점검 시, 해당 관제사의 재자격부여교육훈련을 담당했던 교관을 우선적으로 심사관으로 지정하여 평가의 일관성을 높여야 한다.",2,제72조 제3항 제3호. 심사관 지정 요건은 실제 교관 수행경력이 최소 2년 이상인 자이다. (보기 1: 관제업무 수행 경력 최소 2년. 보기 3: 정기교육훈련 교관은 지식/경험 풍부한 자로 별도의 의무 교육시간 지정 없음. 보기 4: 담당했던 교관은 심사관으로 지정하여서는 '아니 된다' - 제74조의4 제3항).
30,관제업무 종사자의 약물 및 주정음료 제한(제79조)에 관한 설명으로 가장 옳지 않은 것은?,,"혈중 알코올 농도가 0.02퍼센트 이상인 경우 관제업무(관제 감독, 관제연습 포함)를 수행하여서는 아니 된다.",업무시간 전 12시간 이내에 헌혈(Blood Donors)을 실시한 경우 관제업무 수행이 금지된다.,중추신경계 또는 자율신경계에 영향을 미치는 약품을 업무시간 전 24시간 이내에 복용한 경우 관제업무를 수행할 수 없다.,항 히스타민제를 단발성으로 복용하였더라도 의사의 진단서가 있다면 24시간 이내에 즉각적인 관제업무 수행이 무조건 허용된다.,4,"제79조 제4항. '정기 또는 장기적으로 항 히스타민제를 복용한' 종사자가 해당 약물의 부정적 영향이 없다는 것이 '항공전문의에 의해 판명될 경우'에 예외적으로 허용되는 것이지, 단발성 복용 및 일반 의사 진단서로 무조건 허용되는 것이 아니다."
31,초기교육훈련(별표 13)의 과목과 교육시간 연결이 올바른 것을 <보기>에서 모두 고른 것은?,"ㄱ. 총 초기교육훈련 시간은 56시간 이상이다.
ㄴ. 인적요인 과목은 7시간 배정되어 있다.
ㄷ. 항공기 기종특성 과목은 3시간 배정되어 있다.
ㄹ. 항공기상 과목은 7시간 배정되어 있다.","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",1,"별표 13. 항공기상(기상장비 이해 등) 과목은 4시간이다. 따라서 ㄹ은 틀리다. 총 56시간 이상이며 인적요인은 7시간, 기종특성은 3시간이다."
32,인적요인원칙(Human factors principles)을 고려한 자동화시스템 설계 방향(제87조)으로 가장 옳지 않은 것은?,,"자동화시스템은 유용성, 적합성, 수용가능성을 최우선 목적으로 설계되어야 한다.",자동화시스템은 인적 오류(과실)를 원천 차단하기 위해 항공교통업무 종사자의 판단과 역할을 시스템이 전면 대체하도록 설계되어야 한다.,사용자와 시스템 간의 기대에 대한 일관성(Consistency)을 유지하도록 설계하여야 한다.,비정상 및 비상상황 시 취급이 용이하고 장비복구가 용이하도록 설계되어야 한다.,2,제87조 제2항 제3호. 자동화시스템은 항공교통업무 종사자의 능력을 보조하고 확대할 수 있도록 설계하되 종사자의 역할을 '대체'하는 것으로 설계되어서는 안 된다.
33,우발계획(Contingency Plan) 지침에 대한 설명으로 가장 옳은 것은?,,"우발계획이 일시적으로 인가된 지역항공항행계획에서 벗어나는 경우, 이러한 이탈은 해당 국가의 자체 권한으로 영구적 인가를 득할 수 있다.","우발조정은 지역항공항행 계획의 업무 및 시설이 다시 운용될 때까지만 사실상 일시적으로 남아 있어야 하며, 인가된 지역계획의 개정에 기여하지 못한다.",해양 공역의 관해 해당 우발행동에 대한 책임은 ICAO가 단독으로 영구히 책임진다.,우발조정을 요구하는 사건 발생 시 관련 정보 통보는 해당 사태가 종료된 이후에 일괄적으로 공표 및 조언해야 한다.,2,별표 9 제2항. 우발조정은 일시적인 조치로서 '인가된 지역계획의 개정절차'에 따른 지역계획 개정에 기여하지 못한다. (보기 1: 이탈 시 협의회를 대신하여 ICAO 의장이 인가. 보기 3: 통상 업무제공 국가의 책임. 보기 4: 가능한 빨리 사전 혹은 신속히 조언해야 함.)
34,중요지점(Significant points)의 설정 및 명칭부여 원칙에 관한 설명으로 가장 옳지 않은 것은?,,항행안전무선시설의 위치가 아닌 장소에 ATC목적으로 중요지점을 설정할 때는 독특하고 발음 가능한 5문자로 구성되는 'name-code'를 부여한다.,필수(compulsory) 보고지점을 설정할 때는 모든 항행안전무선시설 위치를 필수보고지점으로 지정해야만 한다.,항행안전무선시설 위치에 있는 중요지점의 평문 명칭은 가능한 6문자 이상 그리고 2음절로 구성되어야 하며 되도록 3음절을 초과하지 말아야 한다.,name-code 명칭은 하나의 중요지점에 부여되면 다른 어떠한 중요지점에도 중복 부여되어서는 안 된다.,2,"별표 2 제5항 제4호 나목. ""어떤 위치에 항행안전무선시설이 있다고 하여 이를 꼭 필수보고지점으로 지정할 필요는 없다."" 공지통신부담 등을 최소화하기 위해 필수 최소한으로 제한해야 한다."
35,비행정보업무(Flight Information Service)의 정보 제공 범위로 올바르게 짝지어지지 않은 것은?,,"C, D, E, F, G 등급 공역에서 운항하는 항공기에 대한 충돌 위험 정보 - 제공됨",무인자유기구에 관한 정보 - 제공됨,"수상지역 상공에서 비행 중인 항공기 조종사가 요구할 경우 선박의 무선호출부호, 위치, 방향, 속도 등 - 제공됨","폭발 전 화산활동, 화산재구름 등 기상 정보 - 제공되지 않고 항공기상관서가 직접 방송함",4,"제47조. 비행정보업무 범위에 '폭발 전 화산활동, 화산폭발 및 화산재구름에 관한 정보'가 명시적으로 포함되어 있으며 항공교통업무시설이 비행정보업무로 제공해야 한다."
36,항행요건 식별 및 ATS 항공로 명칭 부여에 사용되는 기본문자의 의미 연결이 가장 옳지 않은 것은?,"ㄱ. A, B, G, R : 지역 항공로망에 포함되는 항공로로서 RNAV 항공로가 아닌 것
ㄴ. L, M, N, P : 지역 항공로망에 포함되는 RNAV 항공로
ㄷ. H, J, V, W : 지역 항공로망에 포함되지 않고 RNAV 항공로가 아닌 항공로
ㄹ. Q, T, Y, Z : 지역 항공로망에 포함되지 않는 RNAV 항공로
ㅁ. S : 헬리콥터용으로 설정된 저고도 항공로",ㄱ,ㄴ,ㄷ,ㅁ,4,"별표 1 제2항. 접두문자 'K'가 헬리콥터용 저고도 항공로(KOPTER)를 나타낸다. 'S'는 초음속(SUPERSONIC) 항공기가 가속, 감속 및 초음속 비행 중 독점 이용하는 항공로를 표시한다."
37,VOR 평행항공로(ATS route) 간의 간격(별표 7)에 관한 수치로 가장 옳은 것은?,,"VOR 간격이 278km(150NM) 이하일 때, 두 항공로 상 항공기가 반대방향으로 비행할 경우 중심선 간 거리는 통상 30.6km(16.5NM) 이상이어야 한다.","VOR 간격이 278km(150NM) 이하일 때, 두 항공로 상 항공기가 같은 방향으로 비행할 경우 중심선 간 거리는 통상 33.3km(18NM) 이상이어야 한다.",VOR 간격이 93km(50NM) 이하인 VOR 항공로의 95% 수용 기준 보호공역 범위는 중심선 주위로 ±7.4km(4NM)이다.,"레이더 감시를 통한 측면이탈 통제 적용 시, 평행항공로 간격을 절대 15km(8NM) 미만으로 축소할 수 없다.",3,"별표 7 제3항. VOR 간격 93km 이하 시 ±7.4km(4NM)의 보호공역이 필요하다. (보기 1: 반대방향 33.3km, 보기 2: 같은 방향 30.6km로 수치가 바뀜. 보기 4: 레이더 감시 시 13km(7NM) 미만이 되지 않게 15~18.5km까지 축소 가능하므로 13km까지는 축소의 여지가 있다.)"
38,통신성능기준(RCP) 및 항공교통업무 통신 요건에 관한 설명 중 가장 옳지 않은 것은?,,항공이동통신업무(공지통신)에 사용되는 모든 공지통신 채널의 녹음자료는 최소한 30일간 보관하여야 한다.,"접근관제업무를 제공하는 시설이 독립시설인 경우, 공지통신은 전용 통신 채널을 사용하여야 한다.",비행장 관제탑은 비행장으로부터 45km(25NM) 내에서 장비를 갖춘 항공기 간에 직통·신속·계속 기능을 가진 양방향 통신을 제공할 수 있어야 한다.,항공고정통신업무 중 직접통화 단독 또는 데이터링크 통신 결합 시설은 무조건 즉시 통신(0초 지연)이 이루어져야 한다.,4,"제57조 제4항 제1호 가목. 레이더 또는 ADS-B를 이용하여 '관제권 이양'을 하기 위한 목적인 경우 즉시 통신이 이루어져야 하지만, 그 외 '다른 목적'인 경우에는 일반적으로 '15초 이내'에 통신이 이루어져야 한다."
39,비상강하(Emergency descent) 상황 발생 시 항공교통관제기관 및 항공기의 조치 절차로 가장 옳지 않은 것은?,,관제기관은 항공기가 타 항공기 진로를 통과하여 비상강하 중임을 인지하면 관련 항공기의 안전을 위해 즉각 조치를 취해야 한다.,"관제기관은 적정 무선시설로 비상메시지를 방송해야 하며, 불가능할 경우 해당 통신국에 방송을 요청한다.",비상방송을 수신한 항공기는 강하 중인 항공기와의 충돌을 피하기 위해 임의의 주파수로 변경하여 자체적인 대피 통신을 실시해야 한다.,"비상방송 직후 지역관제소, 접근관제소, 관제탑은 관련 항공기에게 비상강하 중 뒤따라야 할 추후허가를 발부해야 한다.",3,별표 12 제3항 제2호. 비상방송을 수신한 항공기는 특정 지역을 벗어나서 항공교통관제기관으로부터의 추후 허가를 받기 위하여 '해당 무선주파수'에 머물러 있어야 한다. 임의 주파수 변경은 금지된다.
40,"항공자료 품질기준(별표 5)에서 길이, 거리 및 크기(Length/distance/dimension) 자료 유형에 따른 무결성 등급(Integrity Classification) 연결 중 옳은 것을 모두 고른 것은?","ㄱ. 항공로(Airway) 구간 길이 - 계산(calculated) - 일반(Routine)
ㄴ. 터미널 도착/출발비행로 구간 길이 - 계산(calculated) - 필수(Essential)
ㄷ. 항공로(En-route) 픽스 구성을 위해 사용되는 거리 - 계산(calculated) - 필수(Essential)
ㄹ. 터미널 및 계기접근절차 픽스 구성을 위해 사용되는 거리 - 계산(calculated) - 필수(Essential)","ㄱ, ㄷ","ㄴ, ㄹ","ㄱ, ㄴ, ㄹ","ㄱ, ㄷ, ㄹ",3,"별표 5 표 5. 항공로(En-route) 픽스 구성을 위해 사용되는 거리는 무결성 등급이 '일반(Routine)'이다. 반면 터미널 관련 구간 길이와 픽스 구성 거리(ㄴ, ㄹ)는 '필수(Essential)' 등급이다. 따라서 ㄱ, ㄴ, ㄹ이 맞다."
41,다음 중 비행장 지역 및 공역 구분에 대한 설명으로 가장 옳지 않은 것은?,,"계류장(Apron)은 여객의 승하기, 화물·우편물의 적재, 급유, 주기, 제·방빙 등의 목적으로 항공기가 이용할 수 있도록 설정된 구역이다.",기동지역(Maneuvering Area)은 항공기의 이·착륙 및 지상유도에 사용되는 비행장의 일부분으로서 계류장(Apron)을 포함한다.,이동지역(Movement Area)은 비행장의 기동지역과 계류장을 모두 포함하는 지역을 말한다.,"비행장교통(Aerodrome traffic)이란 비행장 기동지역 내의 모든 교통(인원, 차량 포함) 및 비행장 주위에서 비행하는 모든 항공기를 말한다.",2,제5조. 기동지역(Maneuvering Area)이란 항공기의 이·착륙 및 지상유도를 위해 사용되는 비행장의 일부분으로서 '계류장을 제외한' 지역을 말한다.
42,시간 참조체계 및 운영 유지 기준에 대한 설명 중 옳은 것을 모두 고른 것은?,"ㄱ. 시간 참조체계는 기본적으로 율리우스력(Julian calendar)과 국제표준시간(UTC)을 사용한다.
ㄴ. 항공교통업무시설의 시계는 디지털 데이터링크 통신을 사용하는 경우 UTC로부터 1초 이내의 정확한 시간이 유지되도록 점검해야 한다.
ㄷ. 데이터링크 통신을 사용하지 않는 일반 시스템의 경우 UTC로부터 30초 이내의 정확한 시간이 유지되도록 점검해야 한다.
ㄹ. 조종사가 별도로 시간정보를 획득할 수 없는 경우, 관제탑은 항공기가 이륙을 위한 지상이동을 시작한 직후에 조종사에게 정확한 시간을 제공해야 한다.","ㄱ, ㄴ","ㄴ, ㄷ","ㄷ, ㄹ","ㄴ, ㄷ, ㄹ",2,제30조 및 제33조. ㄱ: 그레고리력(Gregorian calendar)을 사용한다. ㄹ: 관제탑은 이륙을 위하여 지상이동을 '시작하기 전'에 정확한 시간을 제공해야 한다. 따라서 ㄴ과 ㄷ만 올바른 설명이다.
43,항공자료 품질기준 상 데이터의 정확도 유형과 무결성 등급의 연결로 가장 옳지 않은 것은?,,VHF 항행안전시설 시설 편향(Declination) - 계산(calculated) - 일반(Routine),계기접근절차 픽스 구성을 위해 사용되는 방위(Bearing) - 계산(calculated) - 필수(Essential),1 구역 장애물(전 영토)의 표고 - 측량(surveyed) - 일반(Routine),터미널 도착/출발비행로 구간 길이 - 계산(calculated) - 필수(Essential),1,별표 5. 기술적인 조정시 사용되는 VHF 항행안전시설 시설 편향은 측량(surveyed) 정확도 자료 유형을 가지며 무결성 등급은 '필수(Essential)'이다.
44,항공기 교통정보 방송(TIBA)에 사용되는 방송 양식에 대한 설명으로 올바르지 않은 것은?,,"비행고도를 변경하기 전에는 ""LEAVING FLIGHT LEVEL (숫자) FOR FLIGHT LEVEL(숫자) AT (위치 및 시간)"" 양식을 사용한다.","비행고도를 실제 변경하는 시점에는 ""LEAVING FLIGHT LEVEL (숫자) NOW FOR FLIGHT LEVEL (숫자)"" 양식을 사용한다.","긴급한 충돌위험을 회피하기 위해 일시적으로 비행고도를 변경할 때는 시간적 여유가 없으므로 ""LEAVING FLIGHT LEVEL (숫자) NOW""까지만 방송하고 도달 목표 고도는 생략한다.","비상 회피 조치 이후 정상 비행고도로 복귀 시 실행 가능한 한 빨리 ""RETURNING TO FLIGHT LEVEL (숫자) NOW"" 양식으로 방송해야 한다.",3,"별표 8 제2.4.4항. 긴급한 충돌위험 회피를 위한 일시적 비행고도 변경 시에도 목표 고도를 포함하여 ""LEAVING FLIGHT LEVEL (숫자) NOW FOR FLIGHT LEVEL(숫자)"" 양식을 사용하여야 한다."
45,공역등급별 제공업무 및 비행요건에 관한 설명 중 <보기>의 내용에 부합하는 공역등급은 무엇인가?,"[비행요건 및 제공업무]
- 계기비행(IFR) 항공기와 시계비행(VFR) 항공기 간의 분리는 유지되지 않는다.
- 계기비행(IFR) 항공기 간에는 분리가 제공되며 항공교통관제업무가 수행된다.
- 시계비행(VFR) 항공기에게는 교통정보 및 요청 시 교통회피 조언이 제공된다.
- VFR과 IFR 모두 3,050m(10,000ft) 미만에서 250노트의 속도제한이 적용되며, 양방향 무선통신이 필수적이다.",C 등급,D 등급,E 등급,F 등급,2,"별표 4 공역등급별 제공업무. C등급은 IFR-VFR 간 분리가 제공된다. 반면 D등급은 IFR-IFR 간에만 분리가 제공되며, IFR-VFR 및 VFR-VFR 간에는 분리 없이 교통정보(요청시 회피 조언)가 제공된다. 양방향 무선통신 필수 요건과 속도제한 요건을 모두 충족하므로 정답은 D등급이다."
46,관제업무 종사자의 약물 및 주정음료 제한 등에 대한 규정으로 가장 옳지 않은 것은?,,관제업무 종사자는 업무시간 전 12시간 이내에 헌혈을 실시한 경우 관제업무를 수행하여서는 아니 된다.,혈중 알코올 농도가 0.02퍼센트 이상인 경우 관제업무(관제연습 포함)를 수행하여서는 아니 된다.,업무시간 전 24시간 이내에 중추신경계 또는 자율신경계에 영향을 미치는 약품을 복용한 경우 관제업무 수행이 금지된다.,항공교통관제기관장은 소속 관제업무 종사자의 음주 측정 결과 기록을 최소 3년간 보관하여야 한다.,4,제80조 제5항. 항공교통관제기관장은 음주 측정 결과 기록에 대하여 최소 '1년'간 보관하여야 한다. 3년이 아니다.
47,불법간섭 및 폭탄위협(Bomb threat) 상황 시 관제사의 조치로 가장 올바른 것은?,,"폭탄이 탑재되어 있다는 위협 접수 시, 폭파장치와 관련해 비행승무원이 취할 조치에 대해 관제사가 최적의 제안을 적극적으로 제공해야 한다.","SSR 모드 A 코드 7500이 자동적으로 현시되지 않을 경우, 불법간섭 확인을 위해 코드를 7700에 맞춘 후 7500에 맞추도록 순서대로 지시한다.",외부기압과 객실내부 기압의 차이를 줄일 목적으로 비행승무원이 상승 또는 강하를 요구할 경우 가능한 빨리 승인되어야 한다.,지상에 있는 위협 대상 항공기는 다른 항공기나 시설물로부터 보호하기 위해 지상 활주를 즉각 중단하고 그 자리에 대기하도록 지시해야 한다.,3,별표 12. 외부기압과 객실내 기압 차이를 같게 하거나 줄일 목적으로 상승/강하 요구 시 신속히 승인해야 한다. (보기 1: 조언과 제안 금지. 보기 2: 7500에 맞추고 그 다음 7700임. 보기 4: 지정된 격리 장소로 지상 활주하도록 유도해야 함.)
48,정기교육훈련(Recurrent Training)에 관한 설명 중 옳지 않은 것을 모두 고른 것은?,"ㄱ. 해당 한정을 취득하거나 효력을 회복한 다음 달 1일부터 24개월 주기로 18시간 이상 실시해야 한다.
ㄴ. 정기교육훈련 대상은 비행장관제, 접근관제절차, 접근관제감시, 지역관제절차, 지역관제감시 한정을 보유한 모든 관제사이다.
ㄷ. 기관별 전파가 필요한 사항과 관제사 피로관리에 관한 사항은 기관별 자체 정기교육 내용에 포함된다.
ㄹ. 모의비행훈련장치 탑승훈련으로 국내·외 항공기 탑승훈련을 대체할 수 있다.",ㄴ,"ㄱ, ㄴ","ㄴ, ㄷ","ㄷ, ㄹ",1,"제71조 제3호. 정기교육훈련 대상은 '비행장관제', '접근관제감시', '지역관제감시' 한정을 취득하거나 효력을 회복한 관제사로 명시되어 있다. (접근관제절차, 지역관제절차 한정은 해당 조항의 명시적 대상에서 제외되어 있다.)"
49,관제권의 이양 및 시설 간 협조에 관한 설명으로 가장 옳지 않은 것은?,,관제비행을 하는 항공기는 복수의 항공교통관제시설과 통신을 유지하며 동시에 두 개 이상의 시설로부터 관제를 받아야 한다.,이양시설 간 사전협의가 되지 않은 항공기를 관제이양하여서는 아니 된다.,자동종속감시시설-계약(ADS-C) 자료를 이용한 관제이양 시 인계시설은 4차원 위치정보 등을 인수시설과 협조하여야 한다.,"인수시설은 인계시설이 합의서에 명시되지 않은 방법으로 이양을 요청할 경우, 인계시설의 방법대로 인수하거나 다른 방법을 제시하여야 한다.",1,제40조 제1항. 관제비행을 하는 항공기는 항상 '하나의' 항공교통관제시설의 관제를 받아야 한다.
50,항공교통관제허가 발부 시 다운스트림허가(Downstream clearance) 협조 절차에 대한 설명으로 가장 적절하지 않은 것은?,,"다운스트림허가를 받는 동안, 항공기는 현재 관제 중인 항공교통관제기관과 양방향 통신을 유지하여야 한다.",관제공역 이탈 후 재진입 항공기에 대해 출발지점에서 최초 착륙비행장까지 발부된 허가는 관제공역 외곽의 비행 구간에 대해서도 적용된다.,데이터링크통신을 이용할 때에도 가능한 한 다운스트림허가가 용이하도록 조종사와 허가기관 간 양방향 음성통신 이용이 가능하여야 한다.,"별도 협의가 없는 한, 다운스트림허가는 어느 공역에서도 항공기의 원비행경로에 영향을 미쳐서는 아니 된다.",2,"제42조 제5항 제4호. 관제공역 밖 비행 후 재진입 시 발부된 전 구간 허가 또는 수정된 허가는 ""관제 공역 내를 비행하는 경우에만 적용""하여야 한다."
51,표준 출발 및 도착 항공로와 관련 절차의 명칭부여 원칙에 대한 설명 중 틀린 것은?,,유효표시(validity indicator)는 현재 유효한 항공로를 구분하기 위해 부여되며 최초 부여되는 유효표시는 숫자 '1'이다.,"항공로가 수정될 경우 바로 다음의 큰 숫자로 된 유효표시를 부여하며, 숫자 '9' 다음에는 숫자 '1'을 부여한다.","항공로표시는 동일한 중요지점에 관련된 두 개 이상의 항공로를 구별하기 위해 1개의 알파벳 문자로 부여하되, 문자 'I'와 'O'는 사용할 수 없다.",기본표시는 표준출발항공로가 시작되거나 표준도착항공로가 끝나는 비행장의 명칭 또는 식별부호가 된다.,4,별표 3 제2항. 기본표시는 표준출발항공로가 '끝나거나' 표준도착항공로가 '시작되는' '중요지점의 명칭 또는 name-code'가 된다. (비행장 명칭이 아니다.)
52,비행 중 우발상황 발생 시 대처 절차로 옳지 않은 것은?,,"관할구역 내에서 미식별항공기를 인지한 경우, 항공교통업무제공자는 동 항공기와 양방향 교신을 시도하여야 한다.",미식별항공기의 식별이 이루어지지 않더라도 군 시설의 별도 요청이 없다면 관계 군 시설에 해당 상황을 통보할 의무는 없다.,표류항공기의 위치를 확인한 경우 항공교통업무시설은 항공기에 위치 및 취하여야 할 수정조치를 조언하여야 한다.,표류 또는 미식별항공기가 불법간섭을 받고 있는 것으로 판단될 때 지역협정에 따라 관계된 국가에 즉시 정보를 통보하여야 한다.,2,"제29조 1호 나목 4). 항공교통업무제공자는 필요시 동 항공기의 식별이 이루어졌을 때 신속하게 관계 군 시설에 통보하여야 한다. (또한 합의된 절차에 의거 관계 군 당국 요구 시 조치 수행 등의 의무가 포괄적으로 존재하며, 단순 요청이 없다고 통보 의무가 없는 것은 아님)"
53,VOR 평행항공로 간격 및 교차 선회 시 보호공역에 대한 지침(별표 7)으로 가장 옳지 않은 것은?,,"VOR 간 간격이 278km(150NM)를 초과하는 항공로의 경우, VOR로부터 139km(75NM) 이후의 보호공역을 결정하기 위해 예상 시스템 성능을 나타내는 5도의 각도를 사용하면 충분하다.","선회반경 계산 시, FL 190 이하에서는 선회반경 15 NM (27.8 km)을 적용하고, FL 200 이상에서는 22.5 NM (41.6 km)을 지정하여 적용한다.",두 개의 VOR 항공로가 25도를 초과하는 각도로 교차할 경우 선회부분 외곽에 추가 보호공역을 설정해야 한다.,"FL 190 이하 저고도 공역에서 항공기의 최대 진대기속도와 최대 배풍을 합한 최대 대지속도는 통상 시간당 1,400km(750kt)로 간주하여 선회반경을 산출한다.",4,"별표 7. 시간당 1,400km(750kt)의 최대 대지속도 가정은 '고고도' 기준이다. 저고도(FL 190 이하)에서는 FL 200 이상에서 배풍 200kt, 최대 진대기속도 400kt를 합하여 최대 대지속도 740km/h(400kt)를 기준으로 15NM 반경을 산출한다."
54,항공고정통신업무(AFS)를 수행하는 관제시설 간의 기본 연락망 구성 통신 요건으로 가장 올바르지 않은 것은?,,"비행정보실(FIC)은 관할 구역 내의 지역관제소, 접근관제시설, 비행장 관제탑과 연락할 수 있는 장비를 갖추어야 한다.","지역관제소(ACC)는 관할 구역 내의 비행정보실, 접근관제시설, 비행장 관제탑과 연락을 위한 시설을 갖추어야 한다.","접근관제소(APP)는 관할 구역 내의 모든 군사 기지와 직접 직통 회선을 의무적으로 구축해야 하며, 민간 시설과의 연락은 비행정보실을 경유해야 한다.","접근관제소(APP) 및 비행장 관제탑은 관할 구역 내의 '관련 군 시설', 구급차 및 소방차 등 구조/비상업무 담당시설과 연락을 위한 시설을 갖추어야 한다.",3,"제57조 3항. 접근관제소 및 관제탑은 '관련 군 시설'과 연락을 위한 시설을 갖추어야 하며, 민간 시설과 연락을 무조건 비행정보실을 경유해야 한다는 규정은 없다. (접근관제소는 비행정보실, 지역관제소, 관련 관제탑 등과 직접 연락망을 갖춰야 함)"
55,항공기상정보 및 공항 상태 정보 제공에 관한 규정으로 옳지 않은 것은?,,비행정보실 및 지역관제소는 지정한 지역에 대해 고도계 수정을 위한 현재의 기압자료를 적절한 간격으로 제공받아야 한다.,"다수의 풍력계 센서가 사용되는 경우, 비행장 관제탑의 관련 지시기는 각각의 센서가 감시하는 활주로 및 구간이 식별되도록 명확히 표시되어야 한다.",비행장 관제탑 및 접근관제업무 제공 시설은 이동지역의 일시적 위험요소 존재 등 운영상 중요한 상태를 지속적으로 통보받아야 한다.,운고(Ceiling)를 계기로 측정하는 비행장에서 접근관제소의 전시기는 독자적 측정값의 확보를 위해 기상관측소의 지시기와 분리된 개별 센서와 연계되어야 한다.,4,"제60조. 운고를 계기로 측정하는 비행장에서 접근관제소/관제탑의 전시기는 기상관측소가 있는 경우, '기상관측소의 지시기와 동일한 관측지점의 동일 센서와 연계'되어야 한다."
56,항공교통업무(ATS)에 사용되는 항행요건(Navigation Specification)에 대한 설명 중 옳은 것은?,,지역항법(RNAV) 요건은 항공기 자체에 성능감시 및 경고기능이 의무적으로 구비되어야 하는 항행요건이다.,항행성능기준(RNP) 요건은 항공기 자체에 성능감시 및 경고기능 구비가 필요치 않은 지역항법 기반 항행요건이다.,"성능기반항행(PBN) 운항을 위한 항행요건은 지정된 공역에서 운항하기 위한 항공기의 성능(정확도, 무결성 등)에 기초한 지역항법을 말한다.","RNP 4, RNP APCH 등은 성능감시 및 경고기능 구비가 필요 없는 RNAV 요건의 대표적인 예이다.",3,"제5조 제96호. RNP 요건은 성능감시 및 경고기능이 구비되어야 하며(보기 1, 2, 4 틀림), RNAV 요건은 해당 기능 구비가 필요치 않다."
57,항공교통관제업무 한정(ATC Rating)에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 한정심사에서 합격한 관제사가 해당 관제기관에서 관제업무를 수행하지 아니한 날이 연속 180일이 지날 경우 한정의 효력이 정지된다.
ㄴ. 연속 180일 이내에 최소 25시간 이상 관제업무를 수행한 경우에는 효력 정지가 면제된다.
ㄷ. 관제업무 수행시간에는 실제 관제업무 시간 외에 '가' 등급 및 '나' 등급의 모든 모의관제장비를 이용한 훈련시간이 포함된다.
ㄹ. 한정의 효력이 정지된 후 이를 회복하고자 할 때는 시정훈련을 받아야 한다.","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",1,제69조의2. ㄷ: 모의관제장비는 '가' 등급의 모의관제장비에 한정하여 인정된다. ㄹ: 효력 회복을 위해서는 시정훈련이 아니라 '재자격훈련'을 받아야 한다(제74조의4).
58,음성-공항정보자동방송업무(V-ATIS) 운영 요건으로 가장 옳지 않은 것은?,,도착 및 출발항공기용 방송의 길이가 과도하게 긴 비행장에서는 도착용 1회선과 출발용 1회선으로 분리하여 방송할 수 있다.,V-ATIS는 통달거리 확보를 위해 가능한 계기착륙시설(ILS)의 음성채널을 최우선으로 사용하여 방송하여야 한다.,별도의 초단파(VHF) 주파수가 없는 경우 전방향무선표지시설(VOR) 등 적합한 터미널 항행안전시설의 음성 채널로 방송할 수 있다.,음성-공항정보방송 메시지는 인적수행능력을 고려하여 가능한 한 30초를 초과하지 않아야 한다.,2,제48조 제4항 제3호. 음성-공항정보방송은 계기착륙시설(ILS) 음성채널로 방송되어서는 아니 된다.
59,"항공기가 비상상황(불확실, 경보, 조난)에 처했을 때 구조조정센터(RCC)에 통보해야 하는 정보의 순서로 올바른 것은?","ⓐ 통보하는 시설 및 보고자
ⓑ 비상단계별 용어 (INCERFA 등)
ⓒ 비행계획서의 중요 정보
ⓓ 비상종류
ⓔ 최종 위치 보고 및 위치 결정 방법
ⓕ 최종 교신 시설, 시간 및 교신방법",ⓐ - ⓑ - ⓓ - ⓒ - ⓕ - ⓔ,ⓑ - ⓐ - ⓓ - ⓒ - ⓕ - ⓔ,ⓑ - ⓐ - ⓒ - ⓓ - ⓔ - ⓕ,ⓐ - ⓑ - ⓒ - ⓓ - ⓕ - ⓔ,2,제51조 2항. 통보 순서: 1. 비상단계별 용어(ⓑ) -> 2. 통보시설 및 보고자(ⓐ) -> 3. 비상종류(ⓓ) -> 4. 비행계획서 중요 정보(ⓒ) -> 5. 최종 교신 시설 등(ⓕ) -> 6. 최종 위치 보고 등(ⓔ).
